# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	어이, 큰 강아지.
line:215a2d34	That felt <i>good</i>.	그거 정말 <i>좋았어</i>.
line:89150715	That is rather kind of you to say.	그렇게 말씀해 주시니 감사합니다.
line:a57409fb	That is the source of my worry...	제가 걱정하는 건 그 점입니다...
line:ad261b84	That just makes it harder!	그러면 더 참기 어렵잖아요!
line:7111d265	That makes me feel a lot more sure of myself then.	그 말을 들으니 자신감이 훨씬 생기는군요.
line:3fac5bff	That makes me feel good to hear.	그런 말을 들으니까 좋다.
line:1c49f05b	That makes me happy to hear.	그렇게 들으니 기쁘네요.
line:a8b70da7	That must mean it is! I'm glad.	괜찮다는 뜻이겠죠! 다행이에요.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	그렇게 말씀해 주시니 기쁘군요. 하지만 더... 본능적인 의미입니다.
line:8f598864	That one was almost too big-	저건 거의 못 넘길 뻔했...
line:5960dcbb	That should be all though, could you go get the gate?	그럼 다 된 것 같은데, 문 좀 열어 줄래?
line:116f0e16	That should be every spot.	이제 한 군데도 안 남았을 거예요.
line:90444b09	That sounds like an over-reaction on her part.	여자 친구분 반응이 좀 과했던 것 같네요.
line:f07c9e39	That sounds like an over-reaction on her part.	여자 친구분 반응이 좀 과했던 것 같네요.
line:c78cf81f	That sounds lovely!	정말 좋을 것 같아요!
line:eaa3c173	That they are...	정말 그렇군요...
line:f4b9a455	That was much nicer than a hose.	호스로 씻는 것보다 훨씬 좋았어요.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	그건 걱정하지 않았습니다. 저는 위험을 매우 꺼리는 드래곤이니까요.
line:22d271f4	That was really fun.	정말 즐거웠어요.
line:019b83df	That was wonderful! I feel so much better about dating.	정말 좋았어요! 이제 연애를 다시 시작할 용기가 나네요.
line:d7bf167b	That was... Nicer than I expected.	생각보다... 좋았습니다.
line:577cec43	That's a mount, no?	그런 용도의 기구지요?
line:825536f5	That's a tricky question to answer.	대답하기 어려운 질문이군요.
line:66fb84fe	That's all I want to ask.	궁금한 건 다 물어봤어요.
line:ac1ed298	That's all you can ask for, right?	그거면 충분하죠, 그렇죠?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	그건 권위에 호소하는 오류입니다. 하지만 네, 제가 맞습니다.
line:52f81dde	That's cute!	귀엽네요!
line:45befc02	That's exciting!	기대되네요!
line:13cd5511	That's fast... But I think so!	빠르네요... 그래도 좋아요!
line:4ff91cbd	That's fine!	괜찮아요!
line:163c524a	That's good to hear.	잘됐네.
line:33e2bee6	That's good to hear.	잘됐네.
line:30e461f2	That's good. You deserve a decent man.	잘됐군요. 당신은 좋은 남자를 만날 자격이 있습니다.
line:aeae4744	That's good... Now what?	다행이네요... 이제 뭘 하죠?
line:f3eeb627	That's great! whens your first date?	잘됐네요! 첫 데이트는 언제예요?
line:215f4eba	That's me.	저예요.
line:cf8c5f37	That's not a thing... But thank you!	그런 건 없지만... 고마워요!
line:3f29878b	That's rather nice of you to say.	그렇게 말씀해 주시니 감사합니다.
line:d38c63ea	That's really cute.	정말 귀엽네요.
line:6474d7f7	That's really nice!	정말 좋네요!
line:c5001a4c	That's the best way to eat'em!	이렇게 먹어야 제일 맛있어요!
line:2a5cc3a5	That's very sweet.	정말 다정하시네요.
line:7052576b	That's what I like to hear.	듣던 중 반가운 말이네요.
line:2a154290	That's what I thought too.	저도 그렇게 생각했어요.
line:33d12f97	That's what I thought too.	저도 그렇게 생각했어요.
line:2b7bb6ce	That's what's terrifying.	바로 그 점이 두렵습니다.
line:36fb380f	That's wonderful, he's cute!	잘됐네요. 귀여운 드래곤이죠!
line:266836f8	That's... the first time you've yipped for me.	너... 나한테 이프라고 한 건 처음이네.
line:9b0b24ad	That.	그거.
line:6ff80785	That... makes me feel a lot more sure of myself then.	그 말을 들으니... 자신감이 훨씬 생기는군요.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	그 말을 들으니... 자신감이 훨씬 생기는군요.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	좋네요. 둘이 잘되고 있어서 기뻐요.
line:0f8bb606	Thats good to hear.	잘됐네요.
line:f5324d68	Thats really good to hear.	정말 반가운 소식이네요.
line:063dcd4b	The ability to open up to someone, even occasionally...	가끔이라도 누군가에게 마음을 털어놓을 수 있다는 건...
line:8919009a	The ambiance is nice.	분위기가 좋네요.
line:08c850bf	The apothecary will tarnish my name for months.	약제사가 몇 달은 제 이름에 먹칠하겠군요.
line:01b4161e	The breakup I went through earlier was rough.	지난번 이별은 정말 힘들었어요.
line:c932c99d	The breakup I went through earlier was rough.	지난번 이별은 정말 힘들었어요.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	당연히 번스윅 마법학 커뮤니티 칼리지지요!
line:515099ec	The button on the wall, I mean.	벽에 있는 버튼 말이에요.
line:7fe73572	The clean was fine.	씻겨 주는 건 괜찮았어.
line:e8a38ed0	The college cannot find out about this okay?	대학에서 이 일을 알면 안 됩니다. 아시겠습니까?
line:1a169dbc	The lights in the area are great too.	그 근처 조명도 멋지거든.
line:610dd8cb	The markers were fun.	마커로 낙서하면서 재미있게 놀았거든요.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	저처럼 명망 높은 교수들이 있는 최고의 명문 대학입니다.
line:ec00a1fe	The mount? I... suppose!	기구 말입니까? 저... 그러죠!
line:94e04dcf	The mount? Sure!	기구요? 좋아요!
line:d8273d7f	The night 'aint gonna start itself!	밤이 알아서 시작되지는 않잖아!
line:1f2907ed	The rain has been unrelenting today!	오늘은 비가 그치질 않는군요!
line:1804bf0a	The rain is nice.	비가 좋네요.
line:7e9a1f83	The stem is just extra food.	줄기는 그냥 덤으로 먹는 거죠.
line:c88244b5	The vibe at night is fuckin' great.	밤 분위기가 진짜 끝내줘.
line:d8a2002e	Then I better let you out!	그럼 어서 내보내 드려야겠네요!
line:d7b3cd09	Then- Have a productive day.	그럼 오늘도 열심히 일하세요.
line:448afe95	There was a fault in his method.	그의 방법에 결함이 있었습니다.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	콘래드라는 빨간 드래곤이 있어요. 좀... 다혈질이지만 귀여워요.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	시내에 윙스라는 클럽이 있어. 예전부터 좋아하던 곳이지.
line:972f132f	These washes really make things easier.	여기서 씻고 나면 한결 버틸 만해요.
line:352d1d6f	They cum	둘은 사정한다.
line:d78962e8	They cum	둘은 사정한다.
line:3200a588	They keep going	둘은 계속한다.
line:a31d1a18	They keep going	둘은 계속한다.
line:035e5be6	They seem cute!	귀여운 것 같아요!
line:454172b0	They took it too far.	그 녀석들이 선을 넘었어.
line:d7b49fb8	They were! The stem is my favorite part though.	맛있었어요! 그래도 줄기가 제일 좋아요.
line:d156a87f	Think that's every spot.	한 군데도 안 남았을 거예요.
line:fa1a1e76	Think that's it.	다 된 것 같아요.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	술집에 있던 드래곤... 내가 멍청했어. 입을 닥치질 못했지.
line:bfd70320	This feels scandalous	이건 꽤나 낯 뜨거운 일이군요.
line:cb437bd0	This is a common practice?	이런 일이 흔합니까?
line:831cbfda	This is a job only you can do.	당신만이 할 수 있는 일입니다.
line:4944dbda	This is delicious!	정말 맛있어요!
line:088893da	This is my first time with a Kobold.	코볼트랑은 처음이에요.
line:e218722c	This is my first time, actually!	사실 저도 처음이에요!
line:9eb894ad	This is really nice..	정말 좋네요..
line:c7e4e36f	This is the kind of shit I try to avoid!	이런 좆같은 상황을 피하려고 했는데!
line:22929636	This place could use a makeover, I know would it could use!	여긴 좀 바꿀 필요가 있겠네. 뭐가 필요한지 알아!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	이 비누는 교수에게 걸맞지 않다고 생각하지 않으십니까?
line:97841169	This was a nice escape.	여기서는 숨을 돌릴 수 있었죠.
line:5f02ceea	This was a wonderful escape...	여기는 정말 좋은 쉼터였어요...
line:d45f4788	This was nice...	정말 좋았어요...
line:418498cf	Those grapes looked good.	그 포도 맛있어 보였어요.
line:e9d73205	Though every other wash I've been to at least has a mount	근데 내가 가 본 다른 데는 적어도 기구 하나씩은 있더라.
line:29e70457	Though I can't say I am not curious	물론 호기심이 없지는 않습니다만.
line:9c3e6004	Though you probably shouldn't eat them.	그래도 당신은 안 먹는 게 좋겠어요.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	맞았을 때 이야기를 하더라고요.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	목욕탕에 가라고 하면서 제가 큰 잘못이라도 한 것처럼 굴었죠.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	오늘 밤, 캠퍼스에서 뵙지요. 도서관은 커다란 파란 첨탑이 있는 건물입니다.
line:434527c6	Truly terrible, no?	참으로 끔찍하지 않습니까?
line:5a5d646c	Truly?	정말입니까?
line:e3aa4e29	Truth be told, I got dirty to come here.	솔직히 말하면, 여기 오려고 일부러 더러워졌습니다.
line:0979dea3	Uh, I'm still really soapy!	저기, 아직 비누가 많이 남았어요!
line:05bbe58c	Uh-huh, I'll go get the gate	네, 문 열고 올게요.
line:7de638fb	Uh... Hello?	저기... 안녕하세요?
line:7de9b3a4	Uh... uhm...	어... 음...
line:159c5c1f	Uh... Yeah.	어... 그래.
line:2089db44	Uhhhm we're not exactly.	어... 사실 영업 중은 아닌데요.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	어, 아니. 그냥 엄청 서운할 거라고.
line:f0a579a5	Uhm...	음...
line:cc295885	uhm... <size=60%>no?	음... <size=60%>없는데요?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	쇠지레로 상자를 열고 창고에 넣어 두세요.
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	벽에 있는 샤워기로 헹궈 주세요.
line:a716d3b8	Uunf. T-that was... Rather undignified.	으응. 이, 이건... 제법 체면 없는 짓이었군요.
line:a37177dd	V-very well. I'll try.	아, 알겠습니다. 노력해 보지요.
line:209ddf97	Very cool	아주 멋져요.
line:2f10f572	Very well. Don't let me interrupt the wash then!	알겠습니다. 그럼 씻기는 데 방해하지 않겠습니다!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	아... 네...? <size=80%>어... <size=60%>저희는 그런...
line:82e2c158	Wait a sec, I need to open the gate.	잠깐만요. 문을 열어야 해요.
line:9c7a2fb7	Wait a sec, I need to open the gate.	잠깐만요. 문을 열어야 해요.
line:8ab5686b	Was great! Ryan is a sweetheart.	좋았어요! 라이언은 정말 다정해요.
line:d8c9f912	Was just doing my job!	그냥 제 일을 했을 뿐이에요!
line:148a63c8	Was just trying to play along. Happy to see you!	그냥 장단을 맞추려고 했어요. 만나서 반가워요!
line:56261ccb	Was still good though! I like how it feels sliding down.	그래도 좋았어요! 넘어가는 느낌이 좋거든요.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	제가 진흙투성이라는 이유로... <i>정말</i> 화를 냈어요.
line:014b5da5	Watch where those paws are going would you?	손이 어디로 가는지 조심해 줄래요?
line:3028feb5	We also had sex after our date.	데이트가 끝난 뒤에 섹스도 했어요.
line:d132db41	We can just lay here...	그냥 이렇게 누워 있어도 좋겠군요...
line:4da8b942	We can make an opening.	자리를 마련해 드릴게요.
line:8c563ab8	We can make an opening.	자리를 마련해 드릴게요.
line:33a79dbe	We do! Are you... from the college...?	네! 혹시... 대학에서 오셨어요...?
line:b83ec453	We got your request for the mount!	기구 주문을 받았습니다!
line:8b7b8d6b	We went out to eat. Had some good conversation.	나가서 밥도 먹고 즐겁게 이야기했어요.
line:74706bb3	We will need to clean the floors...	바닥을 청소해야겠습니다...
line:df8fb8c9	We'll be going out to this seafood place-	해산물 식당에 갈 건데...
line:110a2ced	Welcome back!	어서 오세요!
line:b042f12a	Welcome back!	어서 오세요!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	좋습니다. 비밀을 지켜 주셔서 감사합니다. 이제 약제사에게 가겠습니다.
line:08f40e32	Well I had a good time, see you later then!	덕분에 잘 쉬었어요. 그럼 또 봐요!
line:c1e8b05d	Well I had a good time, see you later then!	덕분에 잘 쉬었어요. 그럼 또 봐요!
line:fcff7b00	Well, go to the window and speak with your customer.	그럼 창구로 가서 손님과 대화하세요.
line:fc1e497a	Well, good luck getting your hands around all of me.	어디 내 걸 손으로 다 감쌀 수 있나 보자고.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	그 색을 좋아하기는 합니다. 하지만 제 몸 색과는 무관한 것 같습니다.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	아니, 드래곤이지만... 무슨 말인지 알죠.
line:f7f87f6c	Well, That's why I'm here!	뭐, 그래서 제가 있잖아요!
line:629d89d1	Well, yes. I mean more... Primally?	물론 그렇습니다. 다만 더... 본능적인 의미입니다.
line:8aa0fc1a	Well, you are one hell of a catch.	누구든 라이언이랑 만나면 행운이죠.
line:5d34e715	Well, you better get one then!	그럼 하나 구하는 게 좋겠네!
line:f16e75f3	Well...	뭐...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	술집에 가고... 분위기가 달아올랐죠. 그다음은 상상되죠...? <size=70%>하...
line:2e0ec324	Wha..?	네...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	왜요오. 잘못된 건 없잖아요! 궁금할 것 같아서요.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	왜애? 미리 몸을 풀어 두면 좋잖아!
line:bd66082e	What about a movie?	영화는 어때요?
line:ee3c126b	What about your private washers?	개인 목욕사들은요?
line:871137eb	What about?	무슨 이야기요?
line:bb3b6c71	What brings you in so late?	이렇게 늦게 웬일이에요?
line:2dd518f0	What do you mean?	무슨 말씀이에요?
line:2fae1274	What do you mean?	무슨 말씀이에요?
line:3c2c53dc	What do you mean?	무슨 말씀이에요?
line:838cdf1b	What do you think of me?	저를 어떻게 생각하세요?
line:c2bdc402	What does the number 7 taste like?	숫자 7은 무슨 맛인가요?
line:56fc085a	What happened!?	무슨 일이에요?!
line:0bc56d4d	what happened?	무슨 일이 있었나요?
line:8c3b76ea	What is it?	뭔가요?
line:44b711a0	What is..	이게 뭡니까..
line:53301d3b	What kind of egg was that?	무슨 알이었어요?
line:073701b7	What kind of movie are you thinking?	무슨 영화가 좋을까요?
line:03cf1c9a	What kind of question?	어떤 질문이요?
line:003700c7	What kinds of classes do you teach?	어떤 수업을 하세요?
line:e2406cc4	What now?	이제 어떻게 하죠?
line:0c583118	What was in those opened crates?	저 열린 상자에는 뭐가 들어 있었어?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	뭐?! 형편없네! 기구도 없어...?
line:8ebd442e	What's got you looking so happy?	무슨 좋은 일 있어요?
line:fc7aaaa0	What's teaching like?	가르치는 일은 어떤가요?
line:f99840cd	What's that?	그게 뭐예요?
line:1a0b719d	What's up?	무슨 일이에요?
line:29359884	What's up?	무슨 일이에요?
line:8d5c7802	What's up?	무슨 일이에요?
line:712f9d7c	what?	뭐라고요?
line:766c2abd	What? All the best places do it!	뭐? 잘하는 데는 다 해!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	뭐라고요? 저는 교수입니다! 문장을 보면 모르시겠습니까?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	뭐가 문제입니까? 진심 어린 칭찬이 해가 되지는 않잖습니까!
line:b2fe309b	Whats got you in a good mood?	무슨 좋은 일 있어요?
line:93a145d4	Whats up, big guy?	왜요, 큰 드래곤 씨?
line:4efe8211	Whats up?	왜요?
line:866cd495	Whats up?	왜요?
line:bfc04b3a	Whats up?	왜요?
line:e01885c3	Whats up?	왜요?
line:f7d786b6	Whats with all the... Gloop?	그... 끈적한 건 뭐예요?
line:c4c81aa9	Whats your favorite part about him?	어떤 점이 제일 좋아요?
line:ff6ef027	When do you actually end the relationship?	그러면 언제 정말로 끝내야 할까요?
line:2ffe284b	When I met him at first I was falling back on my old script.	처음 만났을 땐 나도 모르게 옛날 버릇이 나왔어.
line:eb019075	When you're done go ahead and hit the button.	끝나면 버튼을 눌러요.
line:5d4e9392	Where did he go...?	어디로 간 거예요...?
line:7af04961	Where would you like to go?	어디로 가고 싶어요?
line:7e9389a7	Which college?	어느 대학이요?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	드래곤이 이렇게 더러워질 줄 누가 알았겠어요?
line:a97338b0	Who knew places such as this existed so readily available to the public!	이런 곳을 누구나 쉽게 이용할 수 있다니, 놀랍군요!
line:8b7915f4	Who's that?	누군데요?
line:ebd63f8c	Who's there?	누구세요?
line:eea7573f	Whoa! Cold!	우와! 차가워요!
line:1acbd02a	Whoops	앗.
line:5a6c0d31	Whoops	앗.
line:afc6c00a	Whoops	앗.
line:c30013ff	Whoops	앗.
line:9df56a3a	why are you here so late?	왜 이렇게 늦게 오셨어요?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	라이언이랑 오늘 밤에 데이트할 것 같아.
line:c236bdf9	Woah. Uhm.	우와. 저기...
line:390f05be	Woah... What is that in your mouth?	우와... 입에 문 건 뭐예요?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	우와... 저걸 쓰라고요? 음식이 있는데도요? 좋아요!
line:4cacfab8	Wonderful to hear you're seeing someone!	만나는 분이 있다니 기쁘군요!
line:f6fdf321	Wonderful to hear you're seeing someone!	만나는 분이 있다니 기쁘군요!
line:7e2421b6	Wonderful to hear.	반가운 말씀이군요.
line:36d49875	Wonderful!	잘됐네요!
line:6046bedf	Wonderful!	잘됐네요!
line:ab423ac7	Wonderful!	잘됐네요!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	좋습니다. <i>생산적인</i> 하루 보내세요.
line:ec771552	Woops.	이런.
line:51bcff68	Would that interest you?	관심 있어요?
line:8c8591ec	Would you care to join me at the college library this evening...?	오늘 저녁에 대학 도서관에서 저와 함께하시겠습니까...?
line:985436e6	Wouldn't that be degrading?	굴욕적이지 않을까요?
line:1e027369	Wow thanks, that feels good.	와, 고마워요. 기분 좋아요.
line:737184f5	Wow!	와!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	우와, 그렇게 먹는 걸 보니까 신기하네요.
line:5da1e074	Y'know?	무슨 말인지 알죠?
line:79352475	Ya.	네.
line:f6c14e05	Ya.	네.
line:b6add8e0	Yea! I do!	그래! 맞아!
line:b44edd29	Yeaaah I'm not sticking with that one.	그래애, 이 별명은 안 쓸래.
line:7a471225	Yeaaah.	그러게요오.
line:5483c5fd	Yeah	네.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	그래, 사람 마음 좀 흔들 줄 아는 것 같더라.
line:63024a1f	Yeah he's improved a lot.	네, 많이 나아졌어요.
line:5847a779	Yeah I have.	네, 했어요.
line:f3b5952a	Yeah I'm happy too.	네, 저도 행복해요.
line:fb47f998	Yeah it go BRRT haha.	네, 부르르 하죠. 하하.
line:eef9b2bb	Yeah It's fine. Sorry.	네, 괜찮아요. 미안해요.
line:fbc80e96	Yeah let me get that for you.	네, 열어 드릴게요.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	네, 진흙투성이예요. 공원에서 뛰어노는 걸 좋아하거든요.
line:108de471	Yeah that sounds pretty good.	네, 좋을 것 같아요.
line:fdd800c2	Yeah! clean as always.	그래! 언제나처럼 깨끗하네.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	네! 콘래드요. 정말 귀여워요. 본인은 이런 말을 싫어하겠지만요.
line:ab1bc039	Yeah! I feel clean.	그래! 깨끗해진 것 같아.
line:6733a3df	Yeah! I'm going on a date with him soon.	네! 곧 콘래드랑 데이트해요.
line:66727cce	Yeah! It has food that should be good for both of us.	네! 우리 둘 다 먹을 만한 것들이에요.
line:b482634c	Yeah! its useful.	네! 편리해요.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	네! 얼마 전에 콘래드랑 데이트했어요.
line:3f153aaf	Yeah! Just went on a date with Ryan.	네! 얼마 전에 라이언이랑 데이트했어요.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	네! 음식 고마워요. 문 열고 올게요.
line:c87d632b	Yeah! That would be amazing.	그래! 그러면 정말 좋겠네.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	네, 헤어진 뒤로 새로운 걸 찾고 있어요.
line:bee397db	Yeah, he's so kind to me.	그래, 나한테 정말 잘해 줘.
line:4815ddba	Yeah, I've got one.	네, 있어요.
line:24efaa49	Yeah, me too. He's real nice.	그래, 나도. 정말 좋은 사람이거든.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	아니, 친구. 그런 걸 해야지. 돈은 잘 줄게!
line:266f699d	Yeah, taste good!	맞아요, 맛있어요!
line:67cc394b	Yeah, that was scary at first.	네, 처음엔 무서웠어요.
line:a9980f5e	Yeah, this has been super nice.	네, 정말 좋은 시간이었어요.
line:54c44240	Yeah, you're right.	네, 맞아요.
line:bb1827c7	Yeah- Though only if you want!	그래... 네가 원할 때만!
line:7311dc01	Yeah.	네.
line:95e2f7cc	Yeah.	응.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	네. <size=90%>아... <size=80%>그러니까. 제가 좀... <size=70%>하하. 네. 그렇죠!
line:a28a70c6	Yeah. At least I got to meet you because of it.	네. 적어도 그 덕분에 당신을 만났네요.
line:e5937e30	Yeah. I like fish!	네. 생선 좋아해요!
line:0372e0d1	Yeah. It wasn't too expensive.	네. 그렇게 비싸지도 않았어요.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	네. 그런 일을 겪고 나면 친구 관계도 정리하기 어렵죠.
line:6e0e4e11	Yeah. You two will be cute.	네. 둘이 귀여울 것 같아요.
line:616121a9	Yeah...	네...
line:f244d080	Yeah... He's really great.	그래... 정말 좋은 사람이야.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	네... 코볼트랑 데이트하는 건 처음이에요.
line:8eeb7e28	Yeah... It really isn't.	네... 정말 그렇네요.
line:039a0c83	Yeah?	네?
line:2fb3fe55	Yeah?	네?
line:92bd78f3	Yeah?	네?
line:3690a3eb	Yeah? I don't even see a mount.	응, 그런 거. 기구도 안 보이는데.
line:ea2adb20	Yeah? tell me about it!	그래요? 이야기해 줘요!
line:78eccd9b	Yellow lime.	노란 라임 맛입니다.
line:5fd7bc69	Yep!	그럼요!
line:b6c878fa	Yep!	그럼요!
line:fcff76d4	Yep! I'll get the gate.	네! 문 열어 드릴게요.
line:3cdcbd4a	Yes	네.
line:991dc643	Yes	네.
line:e535cacb	Yes	네.
line:fb4265f7	Yes	네.
line:4ab6c5a9	yes	예
line:db98be35	Yes right this way.	네, 이쪽이에요.
line:52010e35	YES!	네, 좋아요!
line:c4310942	Yes!	네!
line:d5f94e23	Yes!	네!
line:5592e639	Yes, welcome to Drag'N Wash!	네, Drag'N Wash에 오신 걸 환영해요!
line:f676b9a8	Yes, welcome to Drag'n wash!	네, Drag'N Wash에 오신 걸 환영해요!
line:a610ce0b	YES.	네!
line:85fd5266	Yes.	네.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	네. 몸을 씻어야 합니다. 상황이 아주 급박합니다!
line:c4595dd5	Yes. It's invigorating to be so candid.	네. 이렇게 솔직해질 수 있으니 기운이 납니다.
line:d7e50f2d	Yes..	네..
line:5811655d	Yes... But I believe we need to clean the floors.	네... 하지만 바닥을 청소해야겠군요.
line:9444cdba	Yip	이프.
line:14d2c62f	Yip!	이프!
line:296ff3f4	Yip!	이프!
line:3d516ddb	Yip!	이프!
line:3e870ad0	Yip!	이프!
line:5544e245	Yip!	이프!
line:5efde4e2	Yip!	이프!
line:c3e1f198	Yip!	이프!
line:e662501c	Yip!	이프!
line:5e181cf4	Yip! <size=70%>(Gate)	이프! <size=70%>(문)
line:b12a3f31	Yip! <size=70%>(idk)	이프! <size=70%>(몰라요)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	이프! <size=70%>(드래곤의 정신 속에 잠든 부분이 두 종족 사이에 깊이 뿌리내린 언어적 연결을 기억해 내기 때문이에요. 그 연결에는 코볼트의 '이프'에 담긴 깊은 의미와 의도가 들어 있죠. 시간이 흐르며 우리의 유대가 깊어져 그 부분이 활성화됐기 때문에 갑자기 이해할 수 있게 된 거예요.)
line:5935a413	Yip! <size=70%>(Yes)	이프! <size=70%>(네)
line:f1c14f75	Yip-Man - The Final Yip	이프 맨: 최후의 이프
line:4b9046ec	Yip-Man movies are real corny...	이프 맨 영화는 좀 유치하죠...
line:3d6b2203	You again?	또요?
line:81416c72	You already are, whats up?	이미 하고 있네요. 뭔데요?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	여기서도 <i>특별 마무리</i> 해 주지?
line:e553c773	You also introduced me to Conrad.	콘래드도 소개해 줬잖아요.
line:feb8727e	You always make me feel welcomed.	언제나 환영받는 기분이 들어요.
line:563d71ba	You are too!	라이언도 귀여워요!
line:4efafbb0	You are very skilled with your hands	손재주가 무척 좋으시군요.
line:0dd63830	You brought food in?	음식을 가져왔어요?
line:38043f6c	You can act however you like around me.	제 앞에서는 편하게 행동하셔도 돼요.
line:3fbd01fb	You can come in whenever!	언제든 와도 돼요!
line:0eb37f1a	You can stay here if you want.	원하면 여기 있어도 돼요.
line:ecc04e16	You decide!	라이언이 정해요!
line:19698f13	You didn't even open the watermelon.	수박을 가르지도 않았잖아요.
line:7e8c1ae2	You do know how to use your hands pretty well.	넌 손을 꽤 잘 쓰잖아.
line:7023b6b4	You don't deserve that.	넌 그런 대우를 받을 이유가 없는데.
line:c0cc0f2d	You got a medkit?	구급상자 있어?
line:c2b3c28a	you know about getting back into the dating scene...	다시 연애해 보라는 말 있잖아요...
line:512df07c	You know what that means.	그럼 이제 뭘 할지 알지.
line:e613cbe3	You know what that means...	그럼 이제 뭘 할지 알죠...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	있잖습니까... 이곳 분위기는 제법 쾌적하군요. 아주... 프롤레타리아적입니다.
line:404b17ef	You look good this clean!	깨끗하니까 멋져요!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	걱정하지 마세요. 목욕사 노조는... 저보다 힘이 셉니다.
line:3fab049a	You probably shouldn't.	안 먹는 게 좋을 거예요.
line:0bc044da	You ready for this?	준비됐어?
line:f0a0565a	You ready to go back in to the club?	클럽 안으로 돌아갈 준비 됐어?
line:c0e34d36	You really ate that entire thing... Woah.	진짜 통째로 먹었네요... 우와.
line:82cf49aa	You seemed to enjoy yourself.	즐거워 보였어요.
line:ba66095e	You set a good example.	좋은 본보기가 되어 주시네요.
line:6c2a1901	You should be all clean!	이제 깨끗할 거예요!
line:36779352	You should be.	그럴 만하지.
line:86154a64	You should feel it and check for me	만져 보고 확인해 줘.
line:20503ab0	You sure? It's not like... fun stuff.	정말요? 그렇게... 재미있는 이야기는 아닌데.
line:0a0d6bc0	You too! I'll go get the gate.	저도요! 문 열고 올게요.
line:e3106999	You too. Thanks for the wash.	저도요. 씻겨 줘서 고마워요.
line:fc97aa74	You too. Thanks for the wash.	저도요. 씻겨 줘서 고마워요.
line:5e4d645c	You two are really cute together...	둘이 같이 있으니까 정말 귀엽네...
