# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hey, koca köpek.
line:8b8f57c4	Thanks!	Sağ ol!
line:ab5b2574	Thanks!	Sağ ol!
line:b588bf4c	Thanks!	Teşekkürler!
line:bc5d790a	Thanks!	Sağ ol!
line:c07a9171	Thanks!	Sağ ol!
line:e7e57d9c	Thanks!	Sağ olun!
line:fa293cde	Thanks! Whats with all the... Gloop?	Sağ ol! Bütün bu... yapış yapış şeyler de ne?
line:e1609903	Thanks, but I'll be better. I promise.	Sağ ol ama daha iyi olacağım. Söz.
line:02cbdc87	Thanks, I'm excited too.	Sağ ol, ben de heyecanlıyım.
line:37c9d915	Thanks, You're pleasant too!	Teşekkürler, siz de hoşsunuz!
line:cb847372	Thanks, You're pleasant too!	Teşekkürler, siz de hoşsunuz!
line:188d4359	Thanks.	Sağ ol.
line:316bb26e	Thanks.	Sağ olun.
line:34ec4db7	Thanks.	Sağ ol.
line:5183a6f2	Thanks.	Sağ ol.
line:c642cb17	Thanks.	Sağ ol.
line:cf716777	Thanks.	Teşekkürler.
line:e00c6df5	Thanks.	Sağ olun.
line:e521db76	Thanks.	Teşekkürler.
line:f62e1c4f	Thanks.	Teşekkürler.
line:fbba1293	Thanks.	Teşekkürler.
line:8bfa88d7	Thanks. I like being around you too.	Sağ ol. Ben de senin yanında olmayı seviyorum.
line:df0a8598	Thanks. I'm always happy to be here.	Sağ ol. Burada olmak her zaman güzel.
line:084e3cbc	Thanks. See you soon.	Sağ ol. Yakında görüşürüz.
line:71d57aeb	Thanks. That's kind of you to say.	Teşekkürler. Bunu söylemeniz çok nazikçe.
line:a1f9de62	Thanks. That's kind of you to say.	Teşekkürler. Bunu söylemeniz çok nazikçe.
line:9a9a6120	Thankth!	Fağ ol!
line:e721d512	That brings me to my next question...	Bu da beni sonraki soruma getiriyor...
line:215a2d34	That felt <i>good</i>.	Çok <i>iyiydi</i>.
line:89150715	That is rather kind of you to say.	Bunu söylemeniz çok nazikçe.
line:a57409fb	That is the source of my worry...	Kaygımın sebebi bu...
line:ad261b84	That just makes it harder!	Böyle daha da zor oluyor!
line:7111d265	That makes me feel a lot more sure of myself then.	Bu, kendime çok daha fazla güvenmemi sağladı.
line:3fac5bff	That makes me feel good to hear.	Bunu duymak iyi geldi.
line:1c49f05b	That makes me happy to hear.	Bunu duymak beni mutlu etti.
line:a8b70da7	That must mean it is! I'm glad.	Demek ki sakıncası yok! Sevindim.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Bunu duymak güzel... Ama daha... içgüdüsel anlamda bakılmaktan söz ediyorum?
line:8f598864	That one was almost too big-	Bu neredeyse fazla büyük gelecekti...
line:5960dcbb	That should be all though, could you go get the gate?	Ama bu kadar olmalı. Gidip kapıyı açar mısın?
line:116f0e16	That should be every spot.	Sanırım artık her yerim temiz.
line:90444b09	That sounds like an over-reaction on her part.	Bence biraz aşırı tepki vermiş.
line:f07c9e39	That sounds like an over-reaction on her part.	Bence biraz aşırı tepki vermiş.
line:c78cf81f	That sounds lovely!	Kulağa harika geliyor!
line:eaa3c173	That they are...	Öyleler...
line:f4b9a455	That was much nicer than a hose.	Hortumdan çok daha güzeldi.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Bu konuda hiç kaygım olmadı. Ben riskten epey kaçınan bir ejderhayım.
line:22d271f4	That was really fun.	Çok eğlenceliydi.
line:019b83df	That was wonderful! I feel so much better about dating.	Harikaydı! Artık birileriyle çıkmak konusunda çok daha iyi hissediyorum.
line:d7bf167b	That was... Nicer than I expected.	Bu... Beklediğimden daha hoştu.
line:577cec43	That's a mount, no?	O bir çiftleşme sehpası, değil mi?
line:825536f5	That's a tricky question to answer.	Cevaplaması zor bir soru.
line:66fb84fe	That's all I want to ask.	Soracaklarım bu kadar.
line:ac1ed298	That's all you can ask for, right?	İnsandan bekleyebileceğin de bu, değil mi?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Bu, otoriteye başvurma safsatasıdır. Ama evet, haklıyım.
line:52f81dde	That's cute!	Çok tatlı!
line:45befc02	That's exciting!	Çok heyecan verici!
line:13cd5511	That's fast... But I think so!	Çok hızlı oldu... Ama sanırım olur!
line:4ff91cbd	That's fine!	Sorun değil!
line:163c524a	That's good to hear.	Bunu duymak güzel.
line:33e2bee6	That's good to hear.	Bunu duymak güzel.
line:30e461f2	That's good. You deserve a decent man.	Güzel. İyi bir erkeği hak ediyorsunuz.
line:aeae4744	That's good... Now what?	Güzel... Şimdi ne olacak?
line:f3eeb627	That's great! whens your first date?	Harika! İlk randevunuz ne zaman?
line:215f4eba	That's me.	Benim.
line:cf8c5f37	That's not a thing... But thank you!	Öyle bir şey yok... Ama sağ ol!
line:3f29878b	That's rather nice of you to say.	Bunu söylemeniz çok nazikçe.
line:d38c63ea	That's really cute.	Çok tatlıymış.
line:6474d7f7	That's really nice!	Çok güzel!
line:c5001a4c	That's the best way to eat'em!	En güzel böyle yenir!
line:2a5cc3a5	That's very sweet.	Çok tatlısınız.
line:7052576b	That's what I like to hear.	İşte bunu duymak güzel.
line:2a154290	That's what I thought too.	Ben de öyle düşünmüştüm.
line:33d12f97	That's what I thought too.	Ben de öyle düşünmüştüm.
line:2b7bb6ce	That's what's terrifying.	Korkutucu olan da bu.
line:36fb380f	That's wonderful, he's cute!	Ne güzel, çok tatlı!
line:266836f8	That's... the first time you've yipped for me.	Bu... bana ilk kez yip deyişin.
line:9b0b24ad	That.	O.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Bu... Kendime çok daha fazla güvenmemi sağladı.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Bu... Kendime çok daha fazla güvenmemi sağladı.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Harika. Aranızın iyi gitmesine sevindim.
line:0f8bb606	Thats good to hear.	Bunu duymak güzel.
line:f5324d68	Thats really good to hear.	Bunu duymak gerçekten güzel.
line:063dcd4b	The ability to open up to someone, even occasionally...	Birine açılabilmek, ara sıra bile olsa...
line:8919009a	The ambiance is nice.	Ortamı güzel.
line:08c850bf	The apothecary will tarnish my name for months.	Eczacı aylarca adımı lekeleyecek.
line:01b4161e	The breakup I went through earlier was rough.	Önceki ayrılık sürecim zordu.
line:c932c99d	The breakup I went through earlier was rough.	Önceki ayrılık sürecim zordu.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Elbette Burnswick Halk Mucizebilim Yüksekokulu!
line:515099ec	The button on the wall, I mean.	Duvardaki düğmeyi kastediyorum.
line:7fe73572	The clean was fine.	Yıkama fena değildi.
line:e8a38ed0	The college cannot find out about this okay?	Yüksekokul bunu öğrenmemeli, tamam mı?
line:1a169dbc	The lights in the area are great too.	Oranın ışıkları da harika.
line:610dd8cb	The markers were fun.	Keçeli kalemlerle oynamak eğlenceliydi.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Benim gibi saygın profesörlere ev sahipliği yapan, en saygın yüksekokul:
line:ec00a1fe	The mount? I... suppose!	Sehpa mı? Ben... olur sanırım!
line:94e04dcf	The mount? Sure!	Sehpa mı? Tabii!
line:d8273d7f	The night 'aint gonna start itself!	Gece kendi kendine başlamaz!
line:1f2907ed	The rain has been unrelenting today!	Bugün yağmur hiç dinmedi!
line:1804bf0a	The rain is nice.	Yağmur güzel.
line:7e9a1f83	The stem is just extra food.	Saplar da fazladan yemek işte.
line:c88244b5	The vibe at night is fuckin' great.	Gece atmosferi acayip güzel.
line:d8a2002e	Then I better let you out!	O zaman seni çıkarsam iyi olur!
line:d7b3cd09	Then- Have a productive day.	Öyleyse... İyi çalışmalar.
line:448afe95	There was a fault in his method.	Yönteminde bir hata vardı.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Conrad diye kızıl bir ejderha var. Biraz... çabuk parlıyor ama tatlı.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Merkezde Wings diye bir kulüp var. Eskiden beri severim.
line:972f132f	These washes really make things easier.	Burada yıkanmak her şeyi kolaylaştırıyor.
line:352d1d6f	They cum	Boşalırlar.
line:d78962e8	They cum	Boşalırlar.
line:3200a588	They keep going	Devam ederler.
line:a31d1a18	They keep going	Devam ederler.
line:035e5be6	They seem cute!	Tatlı görünüyor!
line:454172b0	They took it too far.	Çok ileri gittiler.
line:d7b49fb8	They were! The stem is my favorite part though.	Güzellerdi! Ama en sevdiğim kısmı sapları.
line:d156a87f	Think that's every spot.	Sanırım her yeri yıkadım.
line:fa1a1e76	Think that's it.	Sanırım bu kadar.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Bardaki o ejderha... Aptallık ettim. Çenemi kapatamadım.
line:bfd70320	This feels scandalous	Skandal gibi hissettiriyor.
line:cb437bd0	This is a common practice?	Bu yaygın bir uygulama mı?
line:831cbfda	This is a job only you can do.	Bu işi yalnızca siz yapabilirsiniz.
line:4944dbda	This is delicious!	Çok lezzetli!
line:088893da	This is my first time with a Kobold.	Bir koboldla ilk seferim.
line:e218722c	This is my first time, actually!	Aslında bu benim ilk seferim!
line:9eb894ad	This is really nice..	Bu çok güzel...
line:c7e4e36f	This is the kind of shit I try to avoid!	Ben zaten bu tür boktan şeylerden kaçınmaya çalışıyorum!
line:22929636	This place could use a makeover, I know would it could use!	Buranın biraz yenilenmesi lazım. Neye ihtiyacı olduğunu biliyorum!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Bu sabun bir profesöre uygun değil, sizce de öyle değil mi?
line:97841169	This was a nice escape.	Burası güzel bir kaçıştı.
line:5f02ceea	This was a wonderful escape...	Burası harika bir kaçış oldu...
line:d45f4788	This was nice...	Bu güzeldi...
line:418498cf	Those grapes looked good.	O üzümler güzel görünüyordu.
line:e9d73205	Though every other wash I've been to at least has a mount	Ama gittiğim diğer yıkama yerlerinin hepsinde en azından bir sehpa vardı.
line:29e70457	Though I can't say I am not curious	Yine de merak etmediğimi söyleyemem.
line:9c3e6004	Though you probably shouldn't eat them.	Ama sen yemesen iyi olur.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Dayak yediği zamanı anlattı.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Bir yıkama yerine gitmemi söyledi. Sanki ona büyük bir hakaret etmişim gibiydi.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Bu gece kampüste. Kütüphane, büyük mavi sivri kulesi olan bina.
line:434527c6	Truly terrible, no?	Gerçekten korkunç, değil mi?
line:5a5d646c	Truly?	Gerçekten mi?
line:e3aa4e29	Truth be told, I got dirty to come here.	Doğrusunu söylemek gerekirse buraya gelmek için kirlendim.
line:0979dea3	Uh, I'm still really soapy!	Şey, hâlâ çok sabunluyum!
line:05bbe58c	Uh-huh, I'll go get the gate	Hı hı, gidip kapıyı açayım.
line:7de638fb	Uh... Hello?	Şey... Merhaba?
line:7de9b3a4	Uh... uhm...	Şey... Eee...
line:159c5c1f	Uh... Yeah.	Şey... Evet.
line:2089db44	Uhhhm we're not exactly.	Şey, aslında tam olarak açık değiliz.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Şey, hayır. Sadece ÇOK bozulurum.
line:f0a579a5	Uhm...	Şey...
line:cc295885	uhm... <size=60%>no?	Şey... <size=60%>Yok?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Levyeyle kasayı açıp sehpaya depoda yer bulur musun?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Beni durulamak için duvardaki püskürtücüyü kullan.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. B-bu... pek ağırbaşlı değildi.
line:a37177dd	V-very well. I'll try.	P-pekâlâ. Deneyeceğim.
line:209ddf97	Very cool	Çok havalı.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Pekâlâ. O zaman yıkamanızı bölmeyeyim!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Ne... Ha... <size=80%>Aa. <size=60%>Biz öyle...
line:82e2c158	Wait a sec, I need to open the gate.	Bir saniye, kapıyı açmam gerekiyor.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Bir saniye, kapıyı açmam gerekiyor.
line:8ab5686b	Was great! Ryan is a sweetheart.	Harikaydı! Ryan çok tatlı biri.
line:d8c9f912	Was just doing my job!	Sadece işimi yapıyordum!
line:148a63c8	Was just trying to play along. Happy to see you!	Sadece şakana karşılık vereyim dedim. Seni görmek güzel!
line:56261ccb	Was still good though! I like how it feels sliding down.	Yine de güzeldi! Aşağı kayışını hissetmek hoşuma gidiyor.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Çamurlu olmama... <i>çok</i> kızmıştı.
line:014b5da5	Watch where those paws are going would you?	O pençelerin nereye gittiğine dikkat eder misin?
line:3028feb5	We also had sex after our date.	Randevudan sonra seks de yaptık.
line:d132db41	We can just lay here...	Burada uzanabiliriz...
line:4da8b942	We can make an opening.	Sana yer açabiliriz.
line:8c563ab8	We can make an opening.	Sana yer açabiliriz.
line:33a79dbe	We do! Are you... from the college...?	Evet! Siz... yüksekokuldan mısınız...?
line:b83ec453	We got your request for the mount!	Sehpa talebini aldık!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Yemeğe çıktık. Güzelce sohbet ettik.
line:74706bb3	We will need to clean the floors...	Yerleri temizlememiz gerekecek...
line:df8fb8c9	We'll be going out to this seafood place-	Bir deniz ürünleri restoranına gideceğiz...
line:110a2ced	Welcome back!	Tekrar hoş geldin!
line:b042f12a	Welcome back!	Tekrar hoş geldin!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Pek güzel. Sır tutmanızı takdir ediyorum. Ben eczacıya gideyim.
line:08f40e32	Well I had a good time, see you later then!	Çok iyi vakit geçirdim. Sonra görüşürüz!
line:c1e8b05d	Well I had a good time, see you later then!	Çok iyi vakit geçirdim. Sonra görüşürüz!
line:fcff7b00	Well, go to the window and speak with your customer.	Pencereye gidip müşterinle konuş.
line:fc1e497a	Well, good luck getting your hands around all of me.	Bakalım hepsini ellerinle kavrayabilecek misin. Bol şans.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Rengi seviyorum. Ama bunun kendi rengimle ilgili olduğunu sanmıyorum.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Yani, ejderhayım... Ama ne demek istediğimi anladın.
line:f7f87f6c	Well, That's why I'm here!	İşte bu yüzden buradayım!
line:629d89d1	Well, yes. I mean more... Primally?	Elbette, ama daha... içgüdüsel bir anlamda diyorum?
line:8aa0fc1a	Well, you are one hell of a catch.	Eh, senin gibisini bulan yaşadı.
line:5d34e715	Well, you better get one then!	O zaman bir tane alsan iyi olur!
line:f16e75f3	Well...	Şey...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Bara gittik... Ortam ısındı. Sonrasını tahmin edebilirsin... <size=70%>Hah...
line:2e0ec324	Wha..?	Ne...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Neee? Yanlış bir şey yok! Bilmek istersin diye düşündüm.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Neee? Isınmış olduğundan emin olmak iyidir!
line:bd66082e	What about a movie?	Bir filme ne dersin?
line:ee3c126b	What about your private washers?	Peki özel yıkayıcılarınız ne olacak?
line:871137eb	What about?	Ne hakkında?
line:bb3b6c71	What brings you in so late?	Seni bu kadar geç buraya getiren ne?
line:2dd518f0	What do you mean?	Ne demek istiyorsun?
line:2fae1274	What do you mean?	Ne demek istiyorsunuz?
line:3c2c53dc	What do you mean?	Ne demek istiyorsun?
line:838cdf1b	What do you think of me?	Benim hakkımda ne düşünüyorsunuz?
line:c2bdc402	What does the number 7 taste like?	7 sayısının tadı nasıldır?
line:56fc085a	What happened!?	Ne oldu!?
line:0bc56d4d	what happened?	Ne oldu?
line:8c3b76ea	What is it?	Nedir?
line:44b711a0	What is..	Bu ne...?
line:53301d3b	What kind of egg was that?	O ne yumurtasıydı?
line:073701b7	What kind of movie are you thinking?	Ne tür bir film düşünüyorsun?
line:03cf1c9a	What kind of question?	Ne tür bir soru?
line:003700c7	What kinds of classes do you teach?	Ne tür dersler veriyorsunuz?
line:e2406cc4	What now?	Şimdi ne olacak?
line:0c583118	What was in those opened crates?	Şu açılmış kasalarda ne vardı?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Ne!? Berbatmış! Çiftleşme sehpan bile yok mu...?
line:8ebd442e	What's got you looking so happy?	Seni bu kadar mutlu eden ne?
line:fc7aaaa0	What's teaching like?	Öğretmenlik nasıl bir şey?
line:f99840cd	What's that?	O ne?
line:1a0b719d	What's up?	Ne var?
line:29359884	What's up?	Ne var?
line:8d5c7802	What's up?	Ne var?
line:712f9d7c	what?	Ne?
line:766c2abd	What? All the best places do it!	Ne? En iyi yerlerin hepsi yapıyor!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Ne? Ben profesörüm! Armamdan anlamıyor musunuz?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Ne? İçten bir iltifatın kime zararı olabilir!
line:b2fe309b	Whats got you in a good mood?	Seni bu kadar keyiflendiren ne?
line:93a145d4	Whats up, big guy?	Ne var, koca oğlan?
line:4efe8211	Whats up?	Ne oldu?
line:866cd495	Whats up?	Ne oldu?
line:bfc04b3a	Whats up?	Ne oldu?
line:e01885c3	Whats up?	Ne oldu?
line:f7d786b6	Whats with all the... Gloop?	Bütün bu... yapış yapış şeyler de ne?
line:c4c81aa9	Whats your favorite part about him?	En çok neyini seviyorsun?
line:ff6ef027	When do you actually end the relationship?	O ilişkiyi tam olarak ne zaman bitirirsin?
line:2ffe284b	When I met him at first I was falling back on my old script.	İlk tanıştığımızda eski davranışlarıma dönüyordum.
line:eb019075	When you're done go ahead and hit the button.	İşin bitince düğmeye bas.
line:5d4e9392	Where did he go...?	Nereye gitti...?
line:7af04961	Where would you like to go?	Nereye gitmek istersin?
line:7e9389a7	Which college?	Hangi yüksekokul?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Bir ejderhanın bu kadar kirlenebileceğini kim bilirdi, ha?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Böyle yerlerin halka bu kadar kolay ulaşılabilir olduğunu kim tahmin ederdi!
line:8b7915f4	Who's that?	Kim o?
line:ebd63f8c	Who's there?	Kim var orada?
line:eea7573f	Whoa! Cold!	Vay! Soğuk!
line:1acbd02a	Whoops	Hay aksi.
line:5a6c0d31	Whoops	Hay aksi.
line:afc6c00a	Whoops	Hay aksi.
line:c30013ff	Whoops	Hay aksi.
line:9df56a3a	why are you here so late?	Neden bu kadar geç geldiniz?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Ryan'la... Sanırım bu gece bir randevuya çıkacağız.
line:c236bdf9	Woah. Uhm.	Vay. Şey.
line:390f05be	Woah... What is that in your mouth?	Vay... Ağzındaki de ne?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Vay... Onu kullanmamı mı istiyorsun? Yemek varken bile mi? Tamam!
line:4cacfab8	Wonderful to hear you're seeing someone!	Biriyle görüştüğünüzü duymak harika!
line:f6fdf321	Wonderful to hear you're seeing someone!	Biriyle görüştüğünüzü duymak harika!
line:7e2421b6	Wonderful to hear.	Bunu duymak harika.
line:36d49875	Wonderful!	Harika!
line:6046bedf	Wonderful!	Harika!
line:ab423ac7	Wonderful!	Harika!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Harika. <i>Verimli</i> bir gün dilerim.
line:ec771552	Woops.	Hay aksi.
line:51bcff68	Would that interest you?	İlgini çeker mi?
line:8c8591ec	Would you care to join me at the college library this evening...?	Bu akşam yüksekokulun kütüphanesinde bana eşlik etmek ister misiniz...?
line:985436e6	Wouldn't that be degrading?	Bu aşağılayıcı olmaz mı?
line:1e027369	Wow thanks, that feels good.	Vay, sağ ol. İyi geliyor.
line:737184f5	Wow!	Vay be!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Vay, seni böyle yemek yerken izlemek başlı başına bir deneyim.
line:5da1e074	Y'know?	Anlıyor musun?
line:79352475	Ya.	Evet.
line:f6c14e05	Ya.	Evet.
line:b6add8e0	Yea! I do!	Evet! Öyleyim!
line:b44edd29	Yeaaah I'm not sticking with that one.	Eveeet, bu lakabı bir daha kullanmayacağım.
line:7a471225	Yeaaah.	Eveeet.
line:5483c5fd	Yeah	Evet.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Evet, insanı nasıl heyecanlandıracağını biliyor gibi.
line:63024a1f	Yeah he's improved a lot.	Evet, çok gelişti.
line:5847a779	Yeah I have.	Evet, konuştum.
line:f3b5952a	Yeah I'm happy too.	Evet, ben de mutluyum.
line:fb47f998	Yeah it go BRRT haha.	Evet, BRRT diye ses çıkarıyor, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Evet, sorun yok. Kusura bakma.
line:fbc80e96	Yeah let me get that for you.	Evet, açayım.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Evet, çamura falan bulandım. Halka açık parkta koşturmayı seviyorum.
line:108de471	Yeah that sounds pretty good.	Evet, kulağa gayet hoş geliyor.
line:fdd800c2	Yeah! clean as always.	Evet! Her zamanki gibi temizim.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Evet! Conrad. Çok sevimli. Ama bunu söylediğimi duysa hoşlanmaz.
line:ab1bc039	Yeah! I feel clean.	Evet! Kendimi temiz hissediyorum.
line:6733a3df	Yeah! I'm going on a date with him soon.	Evet! Yakında onunla randevuya çıkacağım.
line:66727cce	Yeah! It has food that should be good for both of us.	Evet! İkimize de uygun şeyler var.
line:b482634c	Yeah! its useful.	Evet! İşe yarıyor.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Evet! Az önce Conrad'la randevuya çıktım.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Evet! Az önce Ryan'la randevuya çıktım.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Evet! Yemekler için sağ ol. Gidip kapıyı açayım.
line:c87d632b	Yeah! That would be amazing.	Evet! Harika olurdu.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Evet, ayrıldığımdan beri yeni bir şey arıyorum.
line:bee397db	Yeah, he's so kind to me.	Evet, bana çok iyi davranıyor.
line:4815ddba	Yeah, I've got one.	Evet, var.
line:24efaa49	Yeah, me too. He's real nice.	Evet, ben de. O gerçekten iyi biri.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Yok artık. Dostum, senin de bu işe girmen lazım. İyi para veririm!
line:266f699d	Yeah, taste good!	Evet, tadı güzel!
line:67cc394b	Yeah, that was scary at first.	Evet, başta korkutucuydu.
line:a9980f5e	Yeah, this has been super nice.	Evet, çok güzeldi.
line:54c44240	Yeah, you're right.	Evet, haklısın.
line:bb1827c7	Yeah- Though only if you want!	Evet... Ama yalnızca sen istersen!
line:7311dc01	Yeah.	Evet.
line:95e2f7cc	Yeah.	Evet.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Evet. <size=90%>Aa... <size=80%>Bilirsin. Ben şey... <size=70%>Haha. Evet. Hı hı!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Evet. En azından bu sayede seninle tanıştım.
line:e5937e30	Yeah. I like fish!	İyi. Balık severim!
line:0372e0d1	Yeah. It wasn't too expensive.	Evet. Çok pahalı da değildi.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Evet. Böyle bir şeyden sonra arkadaş çevrelerini ayırmak zor.
line:6e0e4e11	Yeah. You two will be cute.	Evet. Çok tatlı bir çift olursunuz.
line:616121a9	Yeah...	Evet...
line:f244d080	Yeah... He's really great.	Evet... Gerçekten harika.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Evet... Daha önce bir koboldla çıkmadım.
line:8eeb7e28	Yeah... It really isn't.	Evet... Gerçekten değil.
line:039a0c83	Yeah?	Evet?
line:2fb3fe55	Yeah?	Evet?
line:92bd78f3	Yeah?	Evet?
line:3690a3eb	Yeah? I don't even see a mount.	Evet. Bir sehpa bile göremiyorum.
line:ea2adb20	Yeah? tell me about it!	Öyle mi? Anlat!
line:78eccd9b	Yellow lime.	Sarı misket limonu.
line:5fd7bc69	Yep!	Aynen!
line:b6c878fa	Yep!	Aynen!
line:fcff76d4	Yep! I'll get the gate.	Aynen! Kapıyı açayım.
line:3cdcbd4a	Yes	Evet.
line:991dc643	Yes	Evet.
line:e535cacb	Yes	Evet.
line:fb4265f7	Yes	Evet.
line:4ab6c5a9	yes	evet
line:db98be35	Yes right this way.	Evet, bu taraftan.
line:52010e35	YES!	EVET!
line:c4310942	Yes!	Evet!
line:d5f94e23	Yes!	Evet!
line:5592e639	Yes, welcome to Drag'N Wash!	Evet, Drag'N Wash'a hoş geldin!
line:f676b9a8	Yes, welcome to Drag'n wash!	Evet, Drag'N Wash'a hoş geldin!
line:a610ce0b	YES.	EVET.
line:85fd5266	Yes.	Olur.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Evet. Temizlenmem gerekiyor. Durum oldukça vahim!
line:c4595dd5	Yes. It's invigorating to be so candid.	Evet. Bu kadar açık olmak insana canlılık veriyor.
line:d7e50f2d	Yes..	Evet...
line:5811655d	Yes... But I believe we need to clean the floors.	Evet... Ama sanırım yerleri temizlememiz gerekiyor.
line:9444cdba	Yip	Yip.
line:14d2c62f	Yip!	Yip!
line:296ff3f4	Yip!	Yip!
line:3d516ddb	Yip!	Yip!
line:3e870ad0	Yip!	Yip!
line:5544e245	Yip!	Yip!
line:5efde4e2	Yip!	Yip!
line:c3e1f198	Yip!	Yip!
line:e662501c	Yip!	Yip!
line:5e181cf4	Yip! <size=70%>(Gate)	Yip! <size=70%>(Kapı)
line:b12a3f31	Yip! <size=70%>(idk)	Yip! <size=70%>(Bilmiyorum)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Yip! <size=70%>(Çünkü ejderha zihninizin uykudaki kısmı, türünüzle benim türüm arasındaki köklü dil bağını hatırlıyor. Bu bağ, kobold «yip»lerinin derin anlamını ve niyetini taşıyor. Bu ani anlayışınız, aramızdaki bağın zamanla güçlenip zihninizin o bölümünü etkinleştirmesinden kaynaklanıyor.)
line:5935a413	Yip! <size=70%>(Yes)	Yip! <size=70%>(Evet)
line:f1c14f75	Yip-Man - The Final Yip	Yip-Man - Son Yip
line:4b9046ec	Yip-Man movies are real corny...	Yip-Man filmleri bayağı klişe...
line:3d6b2203	You again?	Yine sen mi?
line:81416c72	You already are, whats up?	Zaten soruyorsun. Ne oldu?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Burada <i>mutlu son</i> da var, değil mi?
line:e553c773	You also introduced me to Conrad.	Beni Conrad'la da tanıştırdın.
line:feb8727e	You always make me feel welcomed.	Bana hep burada istenen biri olduğumu hissettiriyorsun.
line:563d71ba	You are too!	Sen de!
line:4efafbb0	You are very skilled with your hands	Elleriniz çok becerikli.
line:0dd63830	You brought food in?	Yemek mi getirdin?
line:38043f6c	You can act however you like around me.	Yanımda istediğiniz gibi davranabilirsiniz.
line:3fbd01fb	You can come in whenever!	İstediğin zaman gelebilirsin!
