# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	E aí, cachorrão.
line:bfd70320	This feels scandalous	Isso parece escandaloso.
line:cb437bd0	This is a common practice?	Isso é uma prática comum?
line:831cbfda	This is a job only you can do.	Só você pode fazer este trabalho.
line:4944dbda	This is delicious!	Está delicioso!
line:088893da	This is my first time with a Kobold.	É minha primeira vez com um kobold.
line:e218722c	This is my first time, actually!	Na verdade, é minha primeira vez!
line:9eb894ad	This is really nice..	Isso é muito bom..
line:c7e4e36f	This is the kind of shit I try to avoid!	É esse tipo de merda que eu tento evitar!
line:22929636	This place could use a makeover, I know would it could use!	Este lugar precisa de uma repaginada. Sei do que ele tá precisando!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Este sabão não é adequado para um professor, não acha?
line:97841169	This was a nice escape.	Aqui foi um bom refúgio.
line:5f02ceea	This was a wonderful escape...	Foi um refúgio maravilhoso...
line:d45f4788	This was nice...	Isso foi muito bom...
line:418498cf	Those grapes looked good.	Aquelas uvas pareciam boas.
line:e9d73205	Though every other wash I've been to at least has a mount	Mas todos os outros lugares onde fui tinham pelo menos um aparelho.
line:29e70457	Though I can't say I am not curious	Mas não posso dizer que não esteja curioso.
line:9c3e6004	Though you probably shouldn't eat them.	Mas é melhor você não comer.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Me contou de quando apanhou.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Mandou eu ir tomar banho fora e ficou agindo como se eu tivesse ofendido ela profundamente.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Hoje à noite, no campus. A biblioteca é o prédio com a grande torre pontuda azul.
line:434527c6	Truly terrible, no?	Terrível, não acha?
line:5a5d646c	Truly?	Mesmo?
line:e3aa4e29	Truth be told, I got dirty to come here.	Para ser sincero, eu me sujei para vir aqui.
line:0979dea3	Uh, I'm still really soapy!	É, ainda estou cheio de sabão!
line:05bbe58c	Uh-huh, I'll go get the gate	Uhum, vou abrir o portão.
line:7de638fb	Uh... Hello?	É... Olá?
line:7de9b3a4	Uh... uhm...	É... Hum...
line:159c5c1f	Uh... Yeah.	É... Sim.
line:2089db44	Uhhhm we're not exactly.	É... Não exatamente.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	É, não. Eu só vou ficar MUITO chateado.
line:f0a579a5	Uhm...	É...
line:cc295885	uhm... <size=60%>no?	É... <size=60%>não?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Use o pé de cabra para abrir a caixa e guarde no depósito, pode ser?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Use a ducha na parede pra me enxaguar.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. I-isso foi... pouco digno.
line:a37177dd	V-very well. I'll try.	M-muito bem. Vou tentar.
line:209ddf97	Very cool	Muito legal.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Muito bem. Então não vou mais atrapalhar o banho!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Quê... Hã... <size=80%>Ah. <size=60%>A gente não...
line:82e2c158	Wait a sec, I need to open the gate.	Espera um segundo, preciso abrir o portão.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Espera um segundo, preciso abrir o portão.
line:8ab5686b	Was great! Ryan is a sweetheart.	Foi ótimo! O Ryan é um amor.
line:d8c9f912	Was just doing my job!	Só estava fazendo meu trabalho!
line:148a63c8	Was just trying to play along. Happy to see you!	Só estava entrando na brincadeira. Bom te ver!
line:56261ccb	Was still good though! I like how it feels sliding down.	Mas ainda foi bom! Gosto da sensação quando desce.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Ficou... <i>muito</i> brava porque eu estava enlameado.
line:014b5da5	Watch where those paws are going would you?	Cuidado com onde essas patas estão indo, tá?
line:3028feb5	We also had sex after our date.	Também transamos depois do encontro.
line:d132db41	We can just lay here...	Podemos só ficar deitados aqui...
line:4da8b942	We can make an opening.	A gente dá um jeito de te encaixar.
line:8c563ab8	We can make an opening.	A gente dá um jeito de te encaixar.
line:33a79dbe	We do! Are you... from the college...?	Atende! O senhor é... da faculdade...?
line:b83ec453	We got your request for the mount!	Recebemos seu pedido do aparelho!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Saímos pra comer e conversamos bastante.
line:74706bb3	We will need to clean the floors...	Vamos precisar limpar o chão...
line:df8fb8c9	We'll be going out to this seafood place-	Vamos num restaurante de frutos do mar...
line:110a2ced	Welcome back!	Bem-vindo de volta!
line:b042f12a	Welcome back!	Bem-vindo de volta!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Ótimo, agradeço a discrição. Vou ao boticário agora.
line:08f40e32	Well I had a good time, see you later then!	Bom, foi muito bom. Até mais!
line:c1e8b05d	Well I had a good time, see you later then!	Bom, foi muito bom. Até mais!
line:fcff7b00	Well, go to the window and speak with your customer.	Bom, vá até a janela e fale com seu cliente.
line:fc1e497a	Well, good luck getting your hands around all of me.	Bom, boa sorte tentando dar a volta com as mãos.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Bom, gosto da cor. Mas acredito que não tenha relação com a minha.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Bom, sou um dragão, mas... Você entendeu.
line:f7f87f6c	Well, That's why I'm here!	Bom, é por isso que estou aqui!
line:629d89d1	Well, yes. I mean more... Primally?	Bem, sim. Quero dizer de forma mais... instintiva?
line:8aa0fc1a	Well, you are one hell of a catch.	Bom, qualquer um teria sorte de ficar com você.
line:5d34e715	Well, you better get one then!	Então é melhor arrumar um!
line:f16e75f3	Well...	Bom...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Fomos pro bar... O clima esquentou. Você imagina o que aconteceu depois... <size=70%>Ha...
line:2e0ec324	Wha..?	Quê...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	O quêêê? Não tem nada de errado! Achei que você ia querer saber.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	O quêêê? É bom garantir o aquecimento!
line:bd66082e	What about a movie?	Que tal um filme?
line:ee3c126b	What about your private washers?	E os seus lavadores particulares?
line:871137eb	What about?	Sobre o quê?
line:bb3b6c71	What brings you in so late?	O que te traz tão tarde?
line:2dd518f0	What do you mean?	Como assim?
line:2fae1274	What do you mean?	Como assim?
line:3c2c53dc	What do you mean?	Como assim?
line:838cdf1b	What do you think of me?	O que acha de mim?
line:c2bdc402	What does the number 7 taste like?	Que gosto tem o número 7?
line:56fc085a	What happened!?	O que aconteceu?!
line:0bc56d4d	what happened?	O que aconteceu?
line:8c3b76ea	What is it?	Qual?
line:44b711a0	What is..	O que é...
line:53301d3b	What kind of egg was that?	Era ovo de quê?
line:073701b7	What kind of movie are you thinking?	Que filme você tem em mente?
line:03cf1c9a	What kind of question?	Que tipo de pergunta?
line:003700c7	What kinds of classes do you teach?	Que matérias o senhor ensina?
line:e2406cc4	What now?	E agora?
line:0c583118	What was in those opened crates?	O que tinha naquelas caixas abertas?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Quê?! Que absurdo! Você nem tem um aparelho...?
line:8ebd442e	What's got you looking so happy?	Por que está tão feliz?
line:fc7aaaa0	What's teaching like?	Como é dar aulas?
line:f99840cd	What's that?	O que é isso?
line:1a0b719d	What's up?	O que foi?
line:29359884	What's up?	O que foi?
line:8d5c7802	What's up?	O que foi?
line:712f9d7c	what?	O quê?
line:766c2abd	What? All the best places do it!	Quê? Todos os melhores lugares fazem isso!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	O quê? Sou professor! Não percebe pelo meu brasão?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	O quê? Não há mal nenhum em um elogio sincero!
line:b2fe309b	Whats got you in a good mood?	Por que esse bom humor?
line:93a145d4	Whats up, big guy?	O que foi, grandão?
line:4efe8211	Whats up?	O que foi?
line:866cd495	Whats up?	O que foi?
line:bfc04b3a	Whats up?	O que foi?
line:e01885c3	Whats up?	O que foi?
line:f7d786b6	Whats with all the... Gloop?	O que é toda essa... meleca?
line:c4c81aa9	Whats your favorite part about him?	Do que você mais gosta nele?
line:ff6ef027	When do you actually end the relationship?	Em que momento você decide terminar?
line:2ffe284b	When I met him at first I was falling back on my old script.	Quando conheci ele, tava voltando aos meus velhos hábitos.
line:eb019075	When you're done go ahead and hit the button.	Quando terminar, pode apertar o botão.
line:5d4e9392	Where did he go...?	Aonde ele foi...?
line:7af04961	Where would you like to go?	Aonde você quer ir?
line:7e9389a7	Which college?	Que faculdade?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Quem diria que um dragão podia ficar tão sujo, hein?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Quem diria que lugares assim estavam tão acessíveis ao público!
line:8b7915f4	Who's that?	Quem?
line:ebd63f8c	Who's there?	Quem está aí?
line:eea7573f	Whoa! Cold!	Nossa! Que frio!
line:1acbd02a	Whoops	Ops.
line:5a6c0d31	Whoops	Ops.
line:afc6c00a	Whoops	Ops.
line:c30013ff	Whoops	Ops.
line:9df56a3a	why are you here so late?	Por que veio tão tarde?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Eu e o Ryan, acho que vamos sair juntos hoje à noite.
line:c236bdf9	Woah. Uhm.	Nossa. É...
line:390f05be	Woah... What is that in your mouth?	Nossa... O que tem na sua boca?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Nossa... Quer que eu use aquilo? Mesmo com a comida aqui? Tá bom!
line:4cacfab8	Wonderful to hear you're seeing someone!	Que bom saber que está saindo com alguém!
line:f6fdf321	Wonderful to hear you're seeing someone!	Que bom saber que está saindo com alguém!
line:7e2421b6	Wonderful to hear.	Que bom ouvir isso.
line:36d49875	Wonderful!	Maravilha!
line:6046bedf	Wonderful!	Maravilha!
line:ab423ac7	Wonderful!	Maravilha!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Maravilha. Tenha um dia <i>produtivo</i>.
line:ec771552	Woops.	Ops.
line:51bcff68	Would that interest you?	Você gostaria?
line:8c8591ec	Would you care to join me at the college library this evening...?	Gostaria de me acompanhar à biblioteca da faculdade hoje à noite...?
line:985436e6	Wouldn't that be degrading?	Isso não seria humilhante?
line:1e027369	Wow thanks, that feels good.	Nossa, obrigado, que gostoso.
line:737184f5	Wow!	Uau!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Nossa, é uma experiência ver você comer desse jeito.
line:5da1e074	Y'know?	Sabe?
line:79352475	Ya.	Sim.
line:f6c14e05	Ya.	Sim.
line:b6add8e0	Yea! I do!	É! Tô mesmo!
line:b44edd29	Yeaaah I'm not sticking with that one.	Ééé, não vou continuar usando esse apelido.
line:7a471225	Yeaaah.	Ééé.
line:5483c5fd	Yeah	É.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	É, ele parece saber como provocar.
line:63024a1f	Yeah he's improved a lot.	É, ele melhorou bastante.
line:5847a779	Yeah I have.	Sim, já falei.
line:f3b5952a	Yeah I'm happy too.	É, também estou feliz.
line:fb47f998	Yeah it go BRRT haha.	é, ele faz BRRT, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Tá, sim. Desculpa.
line:fbc80e96	Yeah let me get that for you.	Claro, já abro pra você.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	É, estou cheio de lama e tudo. Adoro correr pelo parque público.
line:108de471	Yeah that sounds pretty good.	É, parece bem legal.
line:fdd800c2	Yeah! clean as always.	Sim! Limpo como sempre.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Sim! O Conrad, ele é adorável. Mas ia odiar me ouvir dizer isso.
line:ab1bc039	Yeah! I feel clean.	Sim! Me sinto limpo.
line:6733a3df	Yeah! I'm going on a date with him soon.	Sim! Vou sair com ele em breve.
line:66727cce	Yeah! It has food that should be good for both of us.	Sim! Tem comida que deve ser boa pra nós dois.
line:b482634c	Yeah! its useful.	É! É útil.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Sim! Acabei de ter um encontro com o Conrad.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Sim! Acabei de ter um encontro com o Ryan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Sim! Obrigado pela comida. Vou abrir o portão.
line:c87d632b	Yeah! That would be amazing.	Sim! Seria incrível.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	É, desde o término eu venho procurando algo novo.
line:bee397db	Yeah, he's so kind to me.	É, ele é muito bom comigo.
line:4815ddba	Yeah, I've got one.	Tenho, sim.
line:24efaa49	Yeah, me too. He's real nice.	É, eu também. Ele é muito legal.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Ah, não, cara. Você tem que entrar nessa. Eu pago bem!
line:266f699d	Yeah, taste good!	É, fica gostoso!
line:67cc394b	Yeah, that was scary at first.	É, no começo deu medo.
line:a9980f5e	Yeah, this has been super nice.	É, isso foi muito gostoso.
line:54c44240	Yeah, you're right.	É, você tem razão.
line:bb1827c7	Yeah- Though only if you want!	É... Mas só se você quiser!
line:7311dc01	Yeah.	Sim.
line:95e2f7cc	Yeah.	Sim.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	É. <size=90%>Ah... <size=80%>Sabe. Eu fico... <size=70%>Haha. Sim. Uhum!
line:a28a70c6	Yeah. At least I got to meet you because of it.	É. Pelo menos pude te conhecer por causa disso.
line:e5937e30	Yeah. I like fish!	Sim. Gosto de peixe!
line:0372e0d1	Yeah. It wasn't too expensive.	É. Não foi muito caro.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	É. É difícil desembaraçar os grupos de amigos depois de uma coisa dessas.
line:6e0e4e11	Yeah. You two will be cute.	É. Vocês vão ficar fofos juntos.
line:616121a9	Yeah...	É...
line:f244d080	Yeah... He's really great.	É... Ele é incrível mesmo.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	É... Nunca tive um encontro com um kobold antes.
line:8eeb7e28	Yeah... It really isn't.	É... Não é mesmo.
line:039a0c83	Yeah?	Sim?
line:2fb3fe55	Yeah?	Sim?
line:92bd78f3	Yeah?	Sim?
line:3690a3eb	Yeah? I don't even see a mount.	É? Não tô vendo nem um aparelho.
line:ea2adb20	Yeah? tell me about it!	É? Me conta!
line:78eccd9b	Yellow lime.	Limão-taiti amarelo.
line:5fd7bc69	Yep!	Tenho!
line:b6c878fa	Yep!	Sim!
line:fcff76d4	Yep! I'll get the gate.	Sim! Vou abrir o portão.
line:3cdcbd4a	Yes	Sim.
line:991dc643	Yes	Sim.
line:e535cacb	Yes	Sim.
line:fb4265f7	Yes	Sim.
line:4ab6c5a9	yes	Sim
line:db98be35	Yes right this way.	Sim, por aqui.
line:52010e35	YES!	SIM!
line:c4310942	Yes!	Sim!
line:d5f94e23	Yes!	Sim!
line:5592e639	Yes, welcome to Drag'N Wash!	Sim, bem-vindo ao Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Sim, bem-vindo ao Drag'N Wash!
line:a610ce0b	YES.	SIM.
line:85fd5266	Yes.	Sim.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Sim. Preciso de uma limpeza. A situação é bastante grave!
line:c4595dd5	Yes. It's invigorating to be so candid.	Sim. É revigorante ser tão sincero.
line:d7e50f2d	Yes..	Sim..
line:5811655d	Yes... But I believe we need to clean the floors.	Sim... Mas acho que precisamos limpar o chão.
line:9444cdba	Yip	Yip.
line:14d2c62f	Yip!	Yip!
line:296ff3f4	Yip!	Yip!
line:3d516ddb	Yip!	Yip!
line:3e870ad0	Yip!	Yip!
line:5544e245	Yip!	Yip!
line:5efde4e2	Yip!	Yip!
line:c3e1f198	Yip!	Yip!
line:e662501c	Yip!	Yip!
line:5e181cf4	Yip! <size=70%>(Gate)	Yip! <size=70%>(Portão)
line:b12a3f31	Yip! <size=70%>(idk)	Yip! <size=70%>(Sei lá)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Yip! <size=70%>(É porque uma parte adormecida da sua mente dracônica está se lembrando da antiga ligação linguística entre a sua espécie e a minha, que carrega o significado profundo e a intenção dos "yips" dos kobolds. Essa compreensão repentina só acontece porque nosso vínculo cresceu com o tempo e ativou essa parte da sua mente.)
line:5935a413	Yip! <size=70%>(Yes)	Yip! <size=70%>(Sim)
line:f1c14f75	Yip-Man - The Final Yip	Yip Man: O Último Yip.
line:4b9046ec	Yip-Man movies are real corny...	Os filmes do Yip Man são bem cafonas...
line:3d6b2203	You again?	Você de novo?
line:81416c72	You already are, whats up?	Você já está fazendo. O que foi?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Vocês também fazem <i>final feliz</i> aqui, né?
line:e553c773	You also introduced me to Conrad.	E você também me apresentou ao Conrad.
line:feb8727e	You always make me feel welcomed.	Você sempre me faz sentir bem-vindo.
line:563d71ba	You are too!	Você também!
line:4efafbb0	You are very skilled with your hands	Você tem muita habilidade com as mãos.
line:0dd63830	You brought food in?	Você trouxe comida?
line:38043f6c	You can act however you like around me.	Comigo, pode agir como quiser.
line:3fbd01fb	You can come in whenever!	Pode vir quando quiser!
line:0eb37f1a	You can stay here if you want.	Pode ficar aqui se quiser.
line:ecc04e16	You decide!	Você escolhe!
line:19698f13	You didn't even open the watermelon.	Você nem abriu a melancia.
line:7e8c1ae2	You do know how to use your hands pretty well.	Você sabe muito bem usar as mãos.
line:7023b6b4	You don't deserve that.	Você não merece isso.
line:c0cc0f2d	You got a medkit?	Tem um kit de primeiros socorros?
line:c2b3c28a	you know about getting back into the dating scene...	sabe, sobre voltar a sair com as pessoas...
line:512df07c	You know what that means.	Você sabe o que isso significa.
line:e613cbe3	You know what that means...	Sabe o que isso significa...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Sabe... Este ambiente é bem agradável. Muito... proletário.
line:404b17ef	You look good this clean!	Você fica bonito assim limpinho!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Não precisa se preocupar. O sindicato dos lavadores é... mais poderoso do que eu.
line:3fab049a	You probably shouldn't.	É melhor não.
line:0bc044da	You ready for this?	Tá pronto pra isso?
line:f0a0565a	You ready to go back in to the club?	Tá pronto pra voltar pro clube?
line:c0e34d36	You really ate that entire thing... Woah.	Você comeu isso inteiro mesmo... Nossa.
line:82cf49aa	You seemed to enjoy yourself.	Parece que você gostou.
line:ba66095e	You set a good example.	O senhor dá um bom exemplo.
line:6c2a1901	You should be all clean!	Você deve estar bem limpinho!
line:36779352	You should be.	Tem que estar mesmo.
line:86154a64	You should feel it and check for me	Pega nele e confere pra mim.
line:20503ab0	You sure? It's not like... fun stuff.	Tem certeza? Não é um assunto... divertido.
line:0a0d6bc0	You too! I'll go get the gate.	Eu também! Vou abrir o portão.
line:e3106999	You too. Thanks for the wash.	Eu também. Obrigado pelo banho.
line:fc97aa74	You too. Thanks for the wash.	Eu também. Obrigado pelo banho.
line:5e4d645c	You two are really cute together...	Vocês ficam muito fofos juntos...
line:b76a2a43	You were really going at it.	Você estava com tudo.
line:83aa1a23	You work at a college?	O senhor trabalha numa faculdade?
line:85fa0d03	You'd need a dragon stomach first!	Primeiro precisaria de um estômago de dragão!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Logo vai ter que me contar todos os detalhes do Ryan.
line:6c71dd83	You'll have to tell me all about it.	Vai ter que me contar tudo.
line:91ab30f5	You'll have to tell me how you two work out!	Vai ter que me contar como vai entre vocês!
line:ffeff59b	You'll have to tell me more inside.	Vai ter que me contar mais lá dentro.
line:5eb243c2	You'll like it.	Você vai gostar.
line:6acf7c77	You'll need to let them in afterwards of course.	Depois você vai precisar deixá-lo entrar, é claro.
line:6b63d2d8	You'll take care of everything?	Você vai cuidar de tudo?
line:f2527ed7	You're <i>spotless.	Você está <i>impecável.
line:23ae97e6	You're a big deal	Você é que é importante.
line:323e546b	You're a good friend too, I'll go get the gate.	Você também é um bom amigo. Vou abrir o portão.
line:44e97be7	You're always welcome here, Ryan.	Você sempre é bem-vindo aqui, Ryan.
line:09e5bf43	You're cute by the way.	Aliás, você é uma gracinha.
line:277d8257	You're fine. Thank you.	Não se preocupe. Obrigado.
line:8c269acb	You're going to love it.	Você vai adorar.
line:173782fa	You're good at it.	E faz muito bem.
line:1dca8fa0	You're just a very comfortable person to be around.	É que me sinto muito à vontade perto de você.
line:42124159	You're just a very comfortable person to be around.	É que me sinto muito à vontade perto de você.
line:d3b6d22a	You're kind. It's more than I deserve.	Você é gentil. Mais do que eu mereço.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Tudo bem. Dá pra ver que você está passando por muita coisa.
line:68887509	You're one of my favorite clients!	Você é um dos meus clientes favoritos!
line:c4cc497f	You're pretty hot.	Você é bem gostoso.
line:b6603dc7	You're right. I shouldn't pry.	Tem razão. Não devia me intrometer.
line:31ab814e	You're right... Theres no way you could.	Você tem razão... Não tem como você saber.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Você é a primeira pessoa que conheço cuja única expectativa é que eu seja...
line:f718a7eb	You're the professor here. Must be correct.	O professor aqui é o senhor. Deve estar certo.
line:15f55959	You're very sweet.	Você é um amor.
line:bc6cc4d2	You're very sweet.	Você é um amor.
line:6289a322	You're very welcome.	Imagina, foi um prazer.
line:39ddd682	You're...	Você é...
line:6e94f373	You're... cool.	Você é... legal.
line:61c96494	You're... Not that dirty.	O senhor... nem está tão sujo.
line:8bab3246	You're... very forward.	Você é... bem direto.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Tem que me manter por dentro do que rolar entre você e o Ryan, tá?
line:a5a8a9d5	Your crest is cool. What is it?	Seu brasão é legal. O que é?
line:3890b91c	Your date with Ryan.	Seu encontro com o Ryan.
line:82109412	Your secret's safe with me.	Seu segredo está seguro comigo.
line:ed8e7994	Yours doesn't. It's nice.	O seu não. É agradável.
line:016a65e8	Yuh, that's me.	É, sou eu.
line:38eb6d26	Yup!	Sim!
line:7ac62718	Yup. I like it.	Sim. Eu gosto.
