# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Qué tal, perro grande.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Qué bien. Me alegra que lo suyo esté funcionando.
line:0f8bb606	Thats good to hear.	Qué bueno oírlo.
line:f5324d68	Thats really good to hear.	Me alegra mucho oírlo.
line:063dcd4b	The ability to open up to someone, even occasionally...	Poder abrirse con alguien, aunque sea de vez en cuando...
line:8919009a	The ambiance is nice.	El ambiente es agradable.
line:08c850bf	The apothecary will tarnish my name for months.	El boticario manchará mi nombre durante meses.
line:01b4161e	The breakup I went through earlier was rough.	La ruptura que tuve fue difícil.
line:c932c99d	The breakup I went through earlier was rough.	La ruptura que tuve fue difícil.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	¡El Colegio Comunitario de Taumaturgia de Burnswick, por supuesto!
line:515099ec	The button on the wall, I mean.	El de la pared, quiero decir.
line:7fe73572	The clean was fine.	El baño estuvo bien.
line:e8a38ed0	The college cannot find out about this okay?	La universidad no puede enterarse de esto, ¿entendido?
line:1a169dbc	The lights in the area are great too.	Las luces de la zona también están muy bien.
line:610dd8cb	The markers were fun.	Nos divertimos con los marcadores.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	La institución más prestigiosa, con profesores tan prestigiosos como yo:
line:ec00a1fe	The mount? I... suppose!	¿El aparato? Yo... ¡supongo que sí!
line:94e04dcf	The mount? Sure!	¿El aparato? ¡Claro!
line:d8273d7f	The night 'aint gonna start itself!	¡La noche no va a empezar sola!
line:1f2907ed	The rain has been unrelenting today!	¡Hoy no ha dejado de llover!
line:1804bf0a	The rain is nice.	La lluvia es agradable.
line:7e9a1f83	The stem is just extra food.	El tallo solo es más comida.
line:c88244b5	The vibe at night is fuckin' great.	El ambiente de noche es increíble, carajo.
line:d8a2002e	Then I better let you out!	¡Entonces será mejor que te deje salir!
line:d7b3cd09	Then- Have a productive day.	Entonces, que tengas un día productivo.
line:448afe95	There was a fault in his method.	Hubo un fallo en su método.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Hay un dragón rojo, Conrad. Es... impulsivo, pero lindo.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Hay un club en el centro, Wings. Es uno de mis favoritos de siempre.
line:972f132f	These washes really make things easier.	Estos baños me ayudan mucho a sobrellevarlo.
line:352d1d6f	They cum	Se vienen.
line:d78962e8	They cum	Se vienen.
line:3200a588	They keep going	Siguen.
line:a31d1a18	They keep going	Siguen.
line:035e5be6	They seem cute!	¡Parece lindo!
line:454172b0	They took it too far.	Se pasaron de la raya.
line:d7b49fb8	They were! The stem is my favorite part though.	¡Lo estaban! Pero mi parte favorita es el tallo.
line:d156a87f	Think that's every spot.	Creo que no queda ninguna mancha.
line:fa1a1e76	Think that's it.	Creo que eso es todo.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Un dragón en el bar... Fui un idiota. No supe cerrar la boca.
line:bfd70320	This feels scandalous	Esto parece escandaloso.
line:cb437bd0	This is a common practice?	¿Esto es habitual?
line:831cbfda	This is a job only you can do.	Es un trabajo que solo usted puede hacer.
line:4944dbda	This is delicious!	¡Está delicioso!
line:088893da	This is my first time with a Kobold.	Es mi primera vez con un kobold.
line:e218722c	This is my first time, actually!	¡En realidad es mi primera vez!
line:9eb894ad	This is really nice..	Esto se siente muy bien..
line:c7e4e36f	This is the kind of shit I try to avoid!	¡Esta es la mierda que intento evitar!
line:22929636	This place could use a makeover, I know would it could use!	A este lugar le vendría bien una renovación. ¡Ya sé qué le falta!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Este jabón no está a la altura de un catedrático, ¿no cree?
line:97841169	This was a nice escape.	Este lugar fue un buen refugio.
line:5f02ceea	This was a wonderful escape...	Este fue un refugio maravilloso...
line:d45f4788	This was nice...	Esto fue muy lindo...
line:418498cf	Those grapes looked good.	Esas uvas se veían buenas.
line:e9d73205	Though every other wash I've been to at least has a mount	Aunque todos los otros baños a los que he ido tienen al menos un aparato.
line:29e70457	Though I can't say I am not curious	Aunque no puedo negar que siento curiosidad.
line:9c3e6004	Though you probably shouldn't eat them.	Aunque tú probablemente no deberías comerlos.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Me contó de cuando le dieron una paliza.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Me mandó a un baño y actuó como si la hubiera ofendido muchísimo.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Esta noche, en el campus. La biblioteca es el edificio con la gran aguja azul.
line:434527c6	Truly terrible, no?	Terrible, ¿no le parece?
line:5a5d646c	Truly?	¿De verdad?
line:e3aa4e29	Truth be told, I got dirty to come here.	La verdad es que me ensucié para poder venir.
line:0979dea3	Uh, I'm still really soapy!	Eh, ¡todavía tengo mucho jabón!
line:05bbe58c	Uh-huh, I'll go get the gate	Ajá, voy a abrir la puerta.
line:7de638fb	Uh... Hello?	Eh... ¿Hola?
line:7de9b3a4	Uh... uhm...	Eh... Este...
line:159c5c1f	Uh... Yeah.	Eh... Sí.
line:2089db44	Uhhhm we're not exactly.	Eh... No exactamente.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Eh, no. Solo me voy a enojar MUCHÍSIMO.
line:f0a579a5	Uhm...	Este...
line:cc295885	uhm... <size=60%>no?	Este... <size=60%>¿no?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Usa la palanca para abrir la caja y guárdalo en el almacén, ¿sí?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Usa el rociador de la pared para enjuagarme.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. E-eso fue... bastante poco digno.
line:a37177dd	V-very well. I'll try.	M-muy bien. Lo intentaré.
line:209ddf97	Very cool	Muy bien.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Muy bien. ¡Entonces no lo distraigo más del baño!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Ah... Eh... <size=80%>Vaya. <size=60%>Aquí no...
line:82e2c158	Wait a sec, I need to open the gate.	Espera un momento, tengo que abrir la puerta.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Espera un momento, tengo que abrir la puerta.
line:8ab5686b	Was great! Ryan is a sweetheart.	¡Fue genial! Ryan es un amor.
line:d8c9f912	Was just doing my job!	¡Solo hacía mi trabajo!
line:148a63c8	Was just trying to play along. Happy to see you!	Solo quería seguirte el juego. ¡Qué gusto verte!
line:56261ccb	Was still good though! I like how it feels sliding down.	¡Pero estuvo bien! Me gusta cómo se siente al bajar.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Estaba... <i>muy</i> enojada porque yo tenía lodo.
line:014b5da5	Watch where those paws are going would you?	Ten cuidado con dónde pones esas patas, ¿sí?
line:3028feb5	We also had sex after our date.	También tuvimos sexo después de la cita.
line:d132db41	We can just lay here...	Podemos quedarnos acostados aquí...
line:4da8b942	We can make an opening.	Podemos hacerte un espacio.
line:8c563ab8	We can make an opening.	Podemos hacerte un espacio.
line:33a79dbe	We do! Are you... from the college...?	¡Sí! ¿Usted es... de la universidad...?
line:b83ec453	We got your request for the mount!	¡Recibimos tu solicitud del aparato!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Fuimos a comer y tuvimos una buena conversación.
line:74706bb3	We will need to clean the floors...	Tendremos que limpiar el piso...
line:df8fb8c9	We'll be going out to this seafood place-	Vamos a un restaurante de mariscos...
line:110a2ced	Welcome back!	¡Bienvenido de nuevo!
line:b042f12a	Welcome back!	¡Bienvenido de nuevo!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Muy bien, agradezco su discreción. Me iré a ver al boticario.
line:08f40e32	Well I had a good time, see you later then!	Bueno, la pasé muy bien. ¡Nos vemos!
line:c1e8b05d	Well I had a good time, see you later then!	Bueno, la pasé muy bien. ¡Nos vemos!
line:fcff7b00	Well, go to the window and speak with your customer.	Bueno, ve a la ventana y habla con tu cliente.
line:fc1e497a	Well, good luck getting your hands around all of me.	Bueno, suerte intentando rodeármela entera con las manos.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Bueno, sí me gusta ese color. Pero no creo que se deba al mío.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Bueno, soy un dragón, pero... Ya me entiendes.
line:f7f87f6c	Well, That's why I'm here!	Bueno, ¡para eso estoy aquí!
line:629d89d1	Well, yes. I mean more... Primally?	Bueno, sí. Me refiero a algo más... ¿instintivo?
line:8aa0fc1a	Well, you are one hell of a catch.	Bueno, cualquiera tendría mucha suerte contigo.
line:5d34e715	Well, you better get one then!	¡Pues más te vale conseguir uno!
line:f16e75f3	Well...	Bueno...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Fuimos al bar... La cosa se puso caliente. Ya te imaginarás qué pasó después... <size=70%>Ja...
line:2e0ec324	Wha..?	¿Eh...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	¿Quééé? ¡No tiene nada de malo! Pensé que querrías saberlo.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	¿Quééé? ¡Hay que asegurarse de calentar antes!
line:bd66082e	What about a movie?	¿Qué tal una película?
line:ee3c126b	What about your private washers?	¿Y su personal de baño privado?
line:871137eb	What about?	¿Qué dijo?
line:bb3b6c71	What brings you in so late?	¿Qué te trae tan tarde?
line:2dd518f0	What do you mean?	¿A qué te refieres?
line:2fae1274	What do you mean?	¿A qué se refiere?
line:3c2c53dc	What do you mean?	¿A qué te refieres?
line:838cdf1b	What do you think of me?	¿Qué piensa de mí?
line:c2bdc402	What does the number 7 taste like?	¿A qué sabe el número 7?
line:56fc085a	What happened!?	¿¡Qué pasó!?
line:0bc56d4d	what happened?	¿Qué pasó?
line:8c3b76ea	What is it?	¿Qué es?
line:44b711a0	What is..	¿Qué es...?
line:53301d3b	What kind of egg was that?	¿De qué era ese huevo?
line:073701b7	What kind of movie are you thinking?	¿Qué película tienes en mente?
line:03cf1c9a	What kind of question?	¿Qué clase de pregunta?
line:003700c7	What kinds of classes do you teach?	¿Qué materias enseña?
line:e2406cc4	What now?	¿Y ahora?
line:0c583118	What was in those opened crates?	¿Qué había en esas cajas abiertas?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	¿¡Qué!? ¡Qué mal! ¿Ni siquiera tienes un aparato...?
line:8ebd442e	What's got you looking so happy?	¿Por qué estás tan contento?
line:fc7aaaa0	What's teaching like?	¿Cómo es enseñar?
line:f99840cd	What's that?	¿Qué es eso?
line:1a0b719d	What's up?	¿Qué pasa?
line:29359884	What's up?	¿Qué pasa?
line:8d5c7802	What's up?	¿Qué pasa?
line:712f9d7c	what?	¿Qué?
line:766c2abd	What? All the best places do it!	¿Qué? ¡Todos los buenos lugares lo hacen!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	¿Qué? ¡Soy catedrático! ¿No lo ve por mi emblema?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	¿Qué? ¡No tiene nada de malo un cumplido sincero!
line:b2fe309b	Whats got you in a good mood?	¿Por qué estás de tan buen humor?
line:93a145d4	Whats up, big guy?	¿Qué pasa, grandote?
line:4efe8211	Whats up?	¿Qué pasa?
line:866cd495	Whats up?	¿Qué pasa?
line:bfc04b3a	Whats up?	¿Qué pasa?
line:e01885c3	Whats up?	¿Qué pasa?
line:f7d786b6	Whats with all the... Gloop?	¿Y todo ese... pegote?
line:c4c81aa9	Whats your favorite part about him?	¿Qué es lo que más te gusta de él?
line:ff6ef027	When do you actually end the relationship?	¿Cuándo decides ponerle fin?
line:2ffe284b	When I met him at first I was falling back on my old script.	Cuando lo conocí, estaba volviendo a mis viejas costumbres.
line:eb019075	When you're done go ahead and hit the button.	Cuando termines, pulsa el botón.
line:5d4e9392	Where did he go...?	¿Adónde fue...?
line:7af04961	Where would you like to go?	¿Adónde te gustaría ir?
line:7e9389a7	Which college?	¿Qué universidad?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	¿Quién diría que un dragón puede ensuciarse tanto, eh?
line:a97338b0	Who knew places such as this existed so readily available to the public!	¡Quién diría que hay lugares así tan accesibles para el público!
line:8b7915f4	Who's that?	¿Quién es?
line:ebd63f8c	Who's there?	¿Quién está ahí?
line:eea7573f	Whoa! Cold!	¡Vaya! ¡Qué fría!
line:1acbd02a	Whoops	Ups.
line:5a6c0d31	Whoops	Ups.
line:afc6c00a	Whoops	Ups.
line:c30013ff	Whoops	Ups.
line:9df56a3a	why are you here so late?	¿Por qué viene tan tarde?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Creo que Ryan y yo vamos a tener una cita esta noche.
line:c236bdf9	Woah. Uhm.	Vaya. Este...
line:390f05be	Woah... What is that in your mouth?	Vaya... ¿Qué tienes en la boca?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Vaya... ¿Quieres que use eso? ¿Incluso con la comida aquí? ¡Bueno!
line:4cacfab8	Wonderful to hear you're seeing someone!	¡Me alegra que esté saliendo con alguien!
line:f6fdf321	Wonderful to hear you're seeing someone!	¡Me alegra que esté saliendo con alguien!
line:7e2421b6	Wonderful to hear.	Me alegra mucho oírlo.
line:36d49875	Wonderful!	¡Qué bien!
line:6046bedf	Wonderful!	¡Qué bien!
line:ab423ac7	Wonderful!	¡Qué bien!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Maravilloso. Que tengas un día <i>productivo</i>.
line:ec771552	Woops.	Ups.
line:51bcff68	Would that interest you?	¿Te gustaría?
line:8c8591ec	Would you care to join me at the college library this evening...?	¿Le gustaría acompañarme a la biblioteca de la universidad esta noche...?
line:985436e6	Wouldn't that be degrading?	¿No sería degradante?
line:1e027369	Wow thanks, that feels good.	Vaya, gracias, se siente bien.
line:737184f5	Wow!	¡Vaya!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Vaya, verte comer así es toda una experiencia.
line:5da1e074	Y'know?	¿Sabes?
line:79352475	Ya.	Sí.
line:f6c14e05	Ya.	Sí.
line:b6add8e0	Yea! I do!	¡Sí! ¡Así es!
line:b44edd29	Yeaaah I'm not sticking with that one.	Sííí, creo que no voy a usar ese apodo.
line:7a471225	Yeaaah.	Sííí.
line:5483c5fd	Yeah	Sí.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Sí, parece de los que saben cómo provocar.
line:63024a1f	Yeah he's improved a lot.	Sí, ha mejorado mucho.
line:5847a779	Yeah I have.	Sí, ya hablé con él.
line:f3b5952a	Yeah I'm happy too.	Sí, yo también estoy feliz.
line:fb47f998	Yeah it go BRRT haha.	sí, hace BRRT, jaja.
line:eef9b2bb	Yeah It's fine. Sorry.	Sí, todo bien. Perdón.
line:fbc80e96	Yeah let me get that for you.	Sí, ya te abro.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Sí, estoy lleno de lodo y eso. Me encanta corretear por el parque público.
line:108de471	Yeah that sounds pretty good.	Sí, suena bastante bien.
line:fdd800c2	Yeah! clean as always.	¡Sí! Limpio como siempre.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	¡Sí! Conrad. Es adorable, aunque le molestaría oírme decir eso.
line:ab1bc039	Yeah! I feel clean.	¡Sí! Me siento limpio.
line:6733a3df	Yeah! I'm going on a date with him soon.	¡Sí! Pronto tendré una cita con él.
line:66727cce	Yeah! It has food that should be good for both of us.	¡Sí! Traje comida que nos debería gustar a los dos.
line:b482634c	Yeah! its useful.	¡Sí! Es útil.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	¡Sí! Acabo de tener una cita con Conrad.
line:3f153aaf	Yeah! Just went on a date with Ryan.	¡Sí! Acabo de tener una cita con Ryan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	¡Sí! Gracias por la comida. Voy a abrir la puerta.
line:c87d632b	Yeah! That would be amazing.	¡Sí! Sería maravilloso.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Sí, desde que terminamos busco algo nuevo.
line:bee397db	Yeah, he's so kind to me.	Sí, es muy bueno conmigo.
line:4815ddba	Yeah, I've got one.	Sí, tengo uno.
line:24efaa49	Yeah, me too. He's real nice.	Sí, yo también. Es muy amable.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	No, mira, amigo, tienes que ofrecer eso. ¡Pago bien!
line:266f699d	Yeah, taste good!	Sí, ¡sabe bien!
line:67cc394b	Yeah, that was scary at first.	Sí, al principio fue aterrador.
line:a9980f5e	Yeah, this has been super nice.	Sí, esto ha sido muy bonito.
line:54c44240	Yeah, you're right.	Sí, tienes razón.
line:bb1827c7	Yeah- Though only if you want!	Sí... ¡Pero solo si tú quieres!
line:7311dc01	Yeah.	Sí.
line:95e2f7cc	Yeah.	Sí.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Sí. <size=90%>Ah... <size=80%>Ya sabes. Yo... <size=70%>Jaja. Sí. ¡Ajá!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Sí. Al menos gracias a eso te conocí.
line:e5937e30	Yeah. I like fish!	Sí. ¡Me gusta el pescado!
line:0372e0d1	Yeah. It wasn't too expensive.	Sí. No salió muy caro.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Sí. Es difícil desenredar un grupo de amigos después de algo así.
line:6e0e4e11	Yeah. You two will be cute.	Sí. Harán una linda pareja.
line:616121a9	Yeah...	Sí...
line:f244d080	Yeah... He's really great.	Sí... Es maravilloso.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Sí... Nunca había tenido una cita con un kobold.
line:8eeb7e28	Yeah... It really isn't.	Sí... No lo es.
line:039a0c83	Yeah?	¿Sí?
line:2fb3fe55	Yeah?	¿Sí?
line:92bd78f3	Yeah?	¿Sí?
line:3690a3eb	Yeah? I don't even see a mount.	¿Sí? Ni siquiera veo un aparato.
line:ea2adb20	Yeah? tell me about it!	¿Sí? ¡Cuéntame!
line:78eccd9b	Yellow lime.	A lima amarilla.
line:5fd7bc69	Yep!	¡Sí!
line:b6c878fa	Yep!	¡Sí!
line:fcff76d4	Yep! I'll get the gate.	¡Sí! Te abro la puerta.
line:3cdcbd4a	Yes	Sí.
line:991dc643	Yes	Sí.
line:e535cacb	Yes	Sí.
line:fb4265f7	Yes	Sí.
line:4ab6c5a9	yes	Sí
line:db98be35	Yes right this way.	Sí, por aquí.
line:52010e35	YES!	¡SÍ!
line:c4310942	Yes!	¡Sí!
line:d5f94e23	Yes!	¡Sí!
line:5592e639	Yes, welcome to Drag'N Wash!	¡Sí, bienvenido a Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	¡Sí, bienvenido a Drag'N Wash!
line:a610ce0b	YES.	SÍ.
line:85fd5266	Yes.	Sí.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Sí. Necesito que me limpie. ¡La situación es bastante grave!
line:c4595dd5	Yes. It's invigorating to be so candid.	Sí. Resulta revitalizante ser tan franco.
line:d7e50f2d	Yes..	Sí..
line:5811655d	Yes... But I believe we need to clean the floors.	Sí... Pero creo que tenemos que limpiar el piso.
line:9444cdba	Yip	Yip.
line:14d2c62f	Yip!	¡Yip!
line:296ff3f4	Yip!	¡Yip!
line:3d516ddb	Yip!	¡Yip!
line:3e870ad0	Yip!	¡Yip!
line:5544e245	Yip!	¡Yip!
line:5efde4e2	Yip!	¡Yip!
line:c3e1f198	Yip!	¡Yip!
line:e662501c	Yip!	¡Yip!
line:5e181cf4	Yip! <size=70%>(Gate)	¡Yip! <size=70%>(Puerta)
line:b12a3f31	Yip! <size=70%>(idk)	¡Yip! <size=70%>(Ni idea)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	¡Yip! <size=70%>(Es porque una parte dormida de su mente dracónica está recordando el profundo vínculo lingüístico entre su especie y la mía, que transmite el significado y la intención de los «yips» kobold. Esta comprensión repentina se debe simplemente a que nuestra conexión se ha fortalecido con el tiempo y ha activado esa parte de su mente.)
line:5935a413	Yip! <size=70%>(Yes)	¡Yip! <size=70%>(Sí)
line:f1c14f75	Yip-Man - The Final Yip	Yip Man: el último yip.
line:4b9046ec	Yip-Man movies are real corny...	Las películas de Yip Man son bastante cursis...
line:3d6b2203	You again?	¿Tú otra vez?
line:81416c72	You already are, whats up?	Ya me estás haciendo una. ¿Qué pasa?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Aquí también dan <i>finales felices</i>, ¿verdad?
line:e553c773	You also introduced me to Conrad.	Además, me presentaste a Conrad.
line:feb8727e	You always make me feel welcomed.	Siempre me haces sentir bienvenido.
line:563d71ba	You are too!	¡Tú también!
line:4efafbb0	You are very skilled with your hands	Tiene mucha habilidad con las manos.
line:0dd63830	You brought food in?	¿Trajiste comida?
line:38043f6c	You can act however you like around me.	Conmigo puede actuar como quiera.
line:3fbd01fb	You can come in whenever!	¡Puedes venir cuando quieras!
line:0eb37f1a	You can stay here if you want.	Puedes quedarte si quieres.
line:ecc04e16	You decide!	¡Tú decides!
line:19698f13	You didn't even open the watermelon.	Ni siquiera abriste la sandía.
line:7e8c1ae2	You do know how to use your hands pretty well.	Tú sí que sabes usar las manos.
line:7023b6b4	You don't deserve that.	No te lo mereces.
line:c0cc0f2d	You got a medkit?	¿Tienes un botiquín?
line:c2b3c28a	you know about getting back into the dating scene...	ya sabes, sobre volver a tener citas...
line:512df07c	You know what that means.	Ya sabes lo que eso significa.
line:e613cbe3	You know what that means...	Ya sabes lo que eso significa...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Sabe... Este ambiente es bastante agradable. Muy... proletario.
line:404b17ef	You look good this clean!	¡Te ves bien así de limpio!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	No se preocupe. El sindicato del personal de baño es... más poderoso que yo.
line:3fab049a	You probably shouldn't.	Probablemente no deberías.
line:0bc044da	You ready for this?	¿Estás listo para esto?
line:f0a0565a	You ready to go back in to the club?	¿Listo para volver al club?
line:c0e34d36	You really ate that entire thing... Woah.	De verdad te lo comiste entero... Vaya.
line:82cf49aa	You seemed to enjoy yourself.	Parece que lo disfrutaste.
line:ba66095e	You set a good example.	Usted da un buen ejemplo.
line:6c2a1901	You should be all clean!	¡Ya deberías estar bien limpio!
line:36779352	You should be.	Deberías estarlo.
line:86154a64	You should feel it and check for me	Tócala y compruébalo por mí.
line:20503ab0	You sure? It's not like... fun stuff.	¿Seguro? No es que sea... divertido.
line:0a0d6bc0	You too! I'll go get the gate.	¡Yo también! Voy a abrir la puerta.
line:e3106999	You too. Thanks for the wash.	Igualmente. Gracias por el baño.
line:fc97aa74	You too. Thanks for the wash.	Igualmente. Gracias por el baño.
line:5e4d645c	You two are really cute together...	Se ven muy lindos juntos...
line:b76a2a43	You were really going at it.	Le estabas dando con ganas.
line:83aa1a23	You work at a college?	¿Trabaja en una universidad?
line:85fa0d03	You'd need a dragon stomach first!	¡Primero necesitarías un estómago de dragón!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Pronto tendrás que contarme todos los detalles de Ryan.
line:6c71dd83	You'll have to tell me all about it.	Tendrás que contármelo todo.
line:91ab30f5	You'll have to tell me how you two work out!	¡Tendrás que contarme cómo les va!
line:ffeff59b	You'll have to tell me more inside.	Tendrás que contarme más adentro.
line:5eb243c2	You'll like it.	Te va a gustar.
line:6acf7c77	You'll need to let them in afterwards of course.	Después tendrás que dejarlo entrar, por supuesto.
line:6b63d2d8	You'll take care of everything?	¿Usted se encargará de todo?
line:f2527ed7	You're <i>spotless.	Estás <i>impecable.
line:23ae97e6	You're a big deal	Tú sí que eres importante.
line:323e546b	You're a good friend too, I'll go get the gate.	Tú también eres un buen amigo. Voy a abrir la puerta.
line:44e97be7	You're always welcome here, Ryan.	Siempre serás bienvenido aquí, Ryan.
line:09e5bf43	You're cute by the way.	Por cierto, eres lindo.
line:277d8257	You're fine. Thank you.	No te preocupes. Gracias.
line:8c269acb	You're going to love it.	Te va a encantar.
line:173782fa	You're good at it.	Y lo hace bien.
line:1dca8fa0	You're just a very comfortable person to be around.	Es que contigo me siento muy a gusto.
line:42124159	You're just a very comfortable person to be around.	Es que contigo me siento muy a gusto.
line:d3b6d22a	You're kind. It's more than I deserve.	Qué amable eres. Es más de lo que merezco.
line:ca72bf2d	You're okay. You're clearly going through a lot.	No te preocupes. Se nota que estás pasando por mucho.
line:68887509	You're one of my favorite clients!	¡Eres uno de mis clientes favoritos!
line:c4cc497f	You're pretty hot.	Estás bastante sexy.
line:b6603dc7	You're right. I shouldn't pry.	Tienes razón. No debería entrometerme.
line:31ab814e	You're right... Theres no way you could.	Tienes razón... No hay manera de que puedas.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Es la primera persona que conozco que solo espera que yo sea...
line:f718a7eb	You're the professor here. Must be correct.	Usted es el catedrático. Seguro que tiene razón.
line:15f55959	You're very sweet.	Eres un encanto.
line:bc6cc4d2	You're very sweet.	Es usted muy amable.
line:6289a322	You're very welcome.	No hay de qué.
line:39ddd682	You're...	Usted es...
line:6e94f373	You're... cool.	Eres... genial.
line:61c96494	You're... Not that dirty.	No está... tan sucio.
line:8bab3246	You're... very forward.	Eres... muy directo.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Tienes que contarme cómo sigue lo tuyo con Ryan, ¿sí?
line:a5a8a9d5	Your crest is cool. What is it?	Me gusta su emblema. ¿Qué es?
line:3890b91c	Your date with Ryan.	Tu cita con Ryan.
line:82109412	Your secret's safe with me.	Tu secreto está a salvo conmigo.
line:ed8e7994	Yours doesn't. It's nice.	La suya no. Es agradable.
line:016a65e8	Yuh, that's me.	Sí, ese soy yo.
line:38eb6d26	Yup!	¡Sí!
line:7ac62718	Yup. I like it.	Sí. Me gusta.
