# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Здоров, здоровенний псе.
line:088893da	This is my first time with a Kobold.	З кобольдом у мене вперше.
line:e218722c	This is my first time, actually!	Насправді я вперше!
line:9eb894ad	This is really nice..	Це дуже приємно...
line:c7e4e36f	This is the kind of shit I try to avoid!	Саме такого лайна я й намагаюся уникати!
line:22929636	This place could use a makeover, I know would it could use!	Тут не завадило б дещо оновити. Знаю, чого бракує!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Це мило не надто личить професорові, не вважаєте?
line:97841169	This was a nice escape.	Тут було приємно відволіктися.
line:5f02ceea	This was a wonderful escape...	Це був чудовий прихисток від усього...
line:d45f4788	This was nice...	Це було приємно...
line:418498cf	Those grapes looked good.	Виноград виглядав смачно.
line:e9d73205	Though every other wash I've been to at least has a mount	Хоча в кожній іншій мийні, де я бував, є хоча б станок.
line:29e70457	Though I can't say I am not curious	Хоча не можу сказати, що мені не цікаво.
line:9c3e6004	Though you probably shouldn't eat them.	Хоча тобі, мабуть, не варто їх їсти.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Розповів, як його побили.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Наказала йти до мийні й поводилася так, ніби я її страшенно образив.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Сьогодні ввечері, на території коледжу. Бібліотека — велика будівля з синім шпилем.
line:434527c6	Truly terrible, no?	Воістину жахливо, чи не так?
line:5a5d646c	Truly?	Справді?
line:e3aa4e29	Truth be told, I got dirty to come here.	Щиро кажучи, я забруднився, щоб прийти сюди.
line:0979dea3	Uh, I'm still really soapy!	Ем, я ще дуже намилений!
line:05bbe58c	Uh-huh, I'll go get the gate	Ага, піду відчиню браму.
line:7de638fb	Uh... Hello?	Ем... Вітаю?
line:7de9b3a4	Uh... uhm...	Е-е... Ем...
line:159c5c1f	Uh... Yeah.	Ем... Ага.
line:2089db44	Uhhhm we're not exactly.	Е-е, не зовсім.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Ем, ні. Я просто ДУЖЕ засмучуся.
line:f0a579a5	Uhm...	Ем...
line:cc295885	uhm... <size=60%>no?	Ем... <size=60%>Ні?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Відкрийте ящик ломом і перенесіть станок на склад, добре?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Сполосни мене розпилювачем на стіні.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Уф. Ц-це було... Досить негідно.
line:a37177dd	V-very well. I'll try.	Д-добре. Спробую.
line:209ddf97	Very cool	Дуже круто.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Дуже добре. Тоді не відволікатиму вас від миття!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Що... га... <size=80%>О. <size=60%>Ми не...
line:82e2c158	Wait a sec, I need to open the gate.	Зачекай, я маю відчинити браму.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Зачекай, я маю відчинити браму.
line:8ab5686b	Was great! Ryan is a sweetheart.	Чудово! Раян — сонечко.
line:d8c9f912	Was just doing my job!	Просто робив свою роботу!
line:148a63c8	Was just trying to play along. Happy to see you!	Просто хотів підіграти. Радий тебе бачити!
line:56261ccb	Was still good though! I like how it feels sliding down.	Але все одно приємно! Люблю, як він ковзає вниз.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Її... <i>Дуже</i> розлютило, що я в багнюці.
line:014b5da5	Watch where those paws are going would you?	Може, стежитимеш, куди лізуть ці лапи?
line:3028feb5	We also had sex after our date.	Після побачення в нас також був секс.
line:d132db41	We can just lay here...	Можемо просто полежати тут...
line:4da8b942	We can make an opening.	Знайдемо для тебе місце.
line:8c563ab8	We can make an opening.	Знайдемо для тебе місце.
line:33a79dbe	We do! Are you... from the college...?	Так! Ви... з коледжу...?
line:b83ec453	We got your request for the mount!	Ми отримали вашу заявку на станок!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Сходили поїсти. Гарно поговорили.
line:74706bb3	We will need to clean the floors...	Доведеться помити підлогу...
line:df8fb8c9	We'll be going out to this seafood place-	Підемо в один заклад із морепродуктами...
line:110a2ced	Welcome back!	З поверненням!
line:b042f12a	Welcome back!	З поверненням!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Чудово, ціную вашу стриманість. Я вирушаю до аптекаря.
line:08f40e32	Well I had a good time, see you later then!	Що ж, мені сподобалося. До зустрічі!
line:c1e8b05d	Well I had a good time, see you later then!	Що ж, мені сподобалося. До зустрічі!
line:fcff7b00	Well, go to the window and speak with your customer.	Тоді підійдіть до вікна й поговоріть із клієнтом.
line:fc1e497a	Well, good luck getting your hands around all of me.	Ну, удачі обхопити мене всього руками.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Що ж, цей колір мені подобається. Але навряд чи це пов'язано з моїм забарвленням.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Ну, я дракон, але... Ти зрозумів.
line:f7f87f6c	Well, That's why I'm here!	Саме для цього я тут!
line:629d89d1	Well, yes. I mean more... Primally?	Ну, так. Але я радше про щось... первісне?
line:8aa0fc1a	Well, you are one hell of a catch.	Ну, ти ж неабияка знахідка.
line:5d34e715	Well, you better get one then!	Тоді краще роздобудь!
line:f16e75f3	Well...	Ну...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Пішли до бару... Стало гаряче. Уявляєш, що було далі... <size=70%>Ха...
line:2e0ec324	Wha..?	Що..?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Що-о-о? Нічого поганого! Подумав, тобі буде цікаво.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Що-о-о? Не завадить добре розігрітися!
line:bd66082e	What about a movie?	Може, в кіно?
line:ee3c126b	What about your private washers?	А як же ваші приватні мийники?
line:871137eb	What about?	Про що саме?
line:bb3b6c71	What brings you in so late?	Що привело тебе так пізно?
line:2dd518f0	What do you mean?	Що ти маєш на увазі?
line:2fae1274	What do you mean?	Що ви маєте на увазі?
line:3c2c53dc	What do you mean?	Що ти маєш на увазі?
line:838cdf1b	What do you think of me?	Що ви про мене думаєте?
line:c2bdc402	What does the number 7 taste like?	Яка на смак цифра 7?
line:56fc085a	What happened!?	Що сталося!?
line:0bc56d4d	what happened?	Що сталося?
line:8c3b76ea	What is it?	Яке?
line:44b711a0	What is..	Що це...
line:53301d3b	What kind of egg was that?	Що це було за яйце?
line:073701b7	What kind of movie are you thinking?	Який фільм хочеш?
line:03cf1c9a	What kind of question?	Яке запитання?
line:003700c7	What kinds of classes do you teach?	Які предмети ви викладаєте?
line:e2406cc4	What now?	Що тепер?
line:0c583118	What was in those opened crates?	Що було в тих відкритих ящиках?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Що!? Та це ж жах! У вас навіть станка для трахання немає...?
line:8ebd442e	What's got you looking so happy?	Чому ти такий задоволений?
line:fc7aaaa0	What's teaching like?	Як воно — викладати?
line:f99840cd	What's that?	Що це?
line:1a0b719d	What's up?	Що таке?
line:29359884	What's up?	Що таке?
line:8d5c7802	What's up?	Що таке?
line:712f9d7c	what?	Що?
line:766c2abd	What? All the best places do it!	Що? В усіх найкращих місцях це є!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Що? Я професор! Хіба за гербом не видно?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Що? Щирий комплімент нікому не зашкодить!
line:b2fe309b	Whats got you in a good mood?	Чому такий гарний настрій?
line:93a145d4	Whats up, big guy?	Що таке, велетню?
line:4efe8211	Whats up?	Що таке?
line:866cd495	Whats up?	Що таке?
line:bfc04b3a	Whats up?	Що таке?
line:e01885c3	Whats up?	Що таке?
line:f7d786b6	Whats with all the... Gloop?	А що це за... жижа?
line:c4c81aa9	Whats your favorite part about him?	Що тобі в ньому найбільше подобається?
line:ff6ef027	When do you actually end the relationship?	Коли саме треба їх закінчувати?
line:2ffe284b	When I met him at first I was falling back on my old script.	Коли ми вперше зустрілися, я знову почав поводитися по-старому.
line:eb019075	When you're done go ahead and hit the button.	Коли закінчиш, сміливо тисни кнопку.
line:5d4e9392	Where did he go...?	Куди він подівся...?
line:7af04961	Where would you like to go?	Куди хочеш піти?
line:7e9389a7	Which college?	Який коледж?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Хто б міг подумати, що дракон може так забруднитися?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Хто б міг подумати, що такі місця доступні широкому загалу!
line:8b7915f4	Who's that?	Хто це?
line:ebd63f8c	Who's there?	Хто там?
line:eea7573f	Whoa! Cold!	Ого! Холодно!
line:1acbd02a	Whoops	Ой.
line:5a6c0d31	Whoops	Ой.
line:afc6c00a	Whoops	Ой.
line:c30013ff	Whoops	Ой.
line:9df56a3a	why are you here so late?	Чому ви прийшли так пізно?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Здається, ми з Раяном сьогодні ввечері підемо на побачення.
line:c236bdf9	Woah. Uhm.	Ого. Ем.
line:390f05be	Woah... What is that in your mouth?	Ого... Що це в тебе в роті?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Ого... Хочеш, щоб я цим скористався? Навіть коли тут їжа? Гаразд!
line:4cacfab8	Wonderful to hear you're seeing someone!	Чудово, що ви з кимось зустрічаєтеся!
line:f6fdf321	Wonderful to hear you're seeing someone!	Чудово, що ви з кимось зустрічаєтеся!
line:7e2421b6	Wonderful to hear.	Радий це чути.
line:36d49875	Wonderful!	Чудово!
line:6046bedf	Wonderful!	Чудово!
line:ab423ac7	Wonderful!	Чудово!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Чудово. Бажаю <i>продуктивного</i> дня.
line:ec771552	Woops.	Упс.
line:51bcff68	Would that interest you?	Тобі було б цікаво?
line:8c8591ec	Would you care to join me at the college library this evening...?	Чи не бажаєте приєднатися до мене сьогодні ввечері в бібліотеці коледжу...?
line:985436e6	Wouldn't that be degrading?	Хіба це не принизливо?
line:1e027369	Wow thanks, that feels good.	Ого, дякую, це приємно.
line:737184f5	Wow!	Ого!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Ого, дивитися, як ти так їси, — неабияке видовище.
line:5da1e074	Y'know?	Розумієш?
line:79352475	Ya.	Ага.
line:f6c14e05	Ya.	Ага.
line:b6add8e0	Yea! I do!	Так! Саме так!
line:b44edd29	Yeaaah I'm not sticking with that one.	Та-а-ак, ця кличка не приживеться.
line:7a471225	Yeaaah.	Та-а-ак.
line:5483c5fd	Yeah	Так
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Так, схоже, він знає, як завести.
line:63024a1f	Yeah he's improved a lot.	Так, він дуже змінився на краще.
line:5847a779	Yeah I have.	Так, уже.
line:f3b5952a	Yeah I'm happy too.	Так, я теж радий.
line:fb47f998	Yeah it go BRRT haha.	Ага, вона робить БРРТ, ха-ха.
line:eef9b2bb	Yeah It's fine. Sorry.	Так, усе нормально. Вибач.
line:fbc80e96	Yeah let me get that for you.	Так, зараз відчиню.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Так, я весь у багнюці й таке інше. Люблю гасати в громадському парку.
line:108de471	Yeah that sounds pretty good.	Так, звучить непогано.
line:fdd800c2	Yeah! clean as always.	Так! Чистий, як завжди.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Так! Конрад, він чарівний. Хоча йому не сподобалося б, що я так кажу.
line:ab1bc039	Yeah! I feel clean.	Так! Почуваюся чистим.
line:6733a3df	Yeah! I'm going on a date with him soon.	Так! Скоро йду з ним на побачення.
line:66727cce	Yeah! It has food that should be good for both of us.	Так! Тут їжа, яка має сподобатися нам обом.
line:b482634c	Yeah! its useful.	Так! Дуже зручно.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Так! Щойно був на побаченні з Конрадом.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Так! Щойно був на побаченні з Раяном.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Так! Дякую за їжу. Відчиню браму.
line:c87d632b	Yeah! That would be amazing.	Так! Було б чудово.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Так, після розриву я весь час шукаю чогось нового.
line:bee397db	Yeah, he's so kind to me.	Так, він такий добрий до мене.
line:4815ddba	Yeah, I've got one.	Так, є.
line:24efaa49	Yeah, me too. He's real nice.	Так, я теж. Він дуже милий.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Та ні, друже. Тобі треба за це взятися. Добре заплачу!
line:266f699d	Yeah, taste good!	Так, смачно!
line:67cc394b	Yeah, that was scary at first.	Так, спершу було страшно.
line:a9980f5e	Yeah, this has been super nice.	Так, це було неймовірно приємно.
line:54c44240	Yeah, you're right.	Так, ти маєш рацію.
line:bb1827c7	Yeah- Though only if you want!	Так, але лише якщо ти хочеш!
line:7311dc01	Yeah.	Так.
line:95e2f7cc	Yeah.	Так.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Так. <size=90%>Ой... <size=80%>Ну знаєш, я такий... <size=70%>Ха-ха. Так. Мгм!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Так. Принаймні завдяки цьому я познайомився з тобою.
line:e5937e30	Yeah. I like fish!	Так. Люблю рибу!
line:0372e0d1	Yeah. It wasn't too expensive.	Так. Не надто дорого.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Так. Після такого важко розплутати спільні зв'язки.
line:6e0e4e11	Yeah. You two will be cute.	Так. Ви будете милою парою.
line:616121a9	Yeah...	Так...
line:f244d080	Yeah... He's really great.	Так... Він справді чудовий.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Так... Я ще ніколи не був на побаченні з кобольдом.
line:8eeb7e28	Yeah... It really isn't.	Так... Це справді нелегко.
line:039a0c83	Yeah?	Так?
line:2fb3fe55	Yeah?	Так?
line:92bd78f3	Yeah?	Так?
line:3690a3eb	Yeah? I don't even see a mount.	Ага. Я тут навіть станка не бачу.
line:ea2adb20	Yeah? tell me about it!	Справді? Розповідай!
line:78eccd9b	Yellow lime.	Як жовтий лайм.
line:5fd7bc69	Yep!	Ага!
line:b6c878fa	Yep!	Ага!
line:fcff76d4	Yep! I'll get the gate.	Ага! Відчиню браму.
line:3cdcbd4a	Yes	Так
line:991dc643	Yes	Так
line:e535cacb	Yes	Так
line:fb4265f7	Yes	Так
line:4ab6c5a9	yes	так
line:db98be35	Yes right this way.	Так, прошу сюди.
line:52010e35	YES!	ТАК!
line:c4310942	Yes!	Так!
line:d5f94e23	Yes!	Так!
line:5592e639	Yes, welcome to Drag'N Wash!	Так, ласкаво просимо до Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Так, ласкаво просимо до Drag'N Wash!
line:a610ce0b	YES.	ТАК.
line:85fd5266	Yes.	Так.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Так. Мені потрібна мийка. Ситуація досить критична!
line:c4595dd5	Yes. It's invigorating to be so candid.	Так. Така відвертість надихає.
line:d7e50f2d	Yes..	Так...
line:5811655d	Yes... But I believe we need to clean the floors.	Так... Але, гадаю, нам треба помити підлогу.
line:9444cdba	Yip	Дзяв.
line:14d2c62f	Yip!	Дзяв!
line:296ff3f4	Yip!	Дзяв!
line:3d516ddb	Yip!	Дзяв!
line:3e870ad0	Yip!	Дзяв!
line:5544e245	Yip!	Дзяв!
line:5efde4e2	Yip!	Дзяв!
line:c3e1f198	Yip!	Дзяв!
line:e662501c	Yip!	Дзяв!
line:5e181cf4	Yip! <size=70%>(Gate)	Дзяв! <size=70%>(Брама)
line:b12a3f31	Yip! <size=70%>(idk)	Дзяв! <size=70%>(Не знаю.)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Дзяв! <size=70%>(Бо спляча частина вашого драконячого розуму згадує глибоко закладений мовний міст між нашими видами. Він містить глибинний зміст і намір кобольдського «дзяв». Ваше раптове розуміння виникло просто тому, що наш зв'язок із часом зміцнів і активував цю частину вашого розуму.)
line:5935a413	Yip! <size=70%>(Yes)	Дзяв! <size=70%>(Так)
line:f1c14f75	Yip-Man - The Final Yip	Дзяв-Мен — Останній дзяв
line:4b9046ec	Yip-Man movies are real corny...	Фільми про Дзяв-Мена дуже шаблонні...
line:3d6b2203	You again?	Знову ти?
line:81416c72	You already are, whats up?	Уже питаєш. Що таке?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Ви тут і <i>особливі завершення</i> робите, так?
line:e553c773	You also introduced me to Conrad.	А ще ти познайомив мене з Конрадом.
line:feb8727e	You always make me feel welcomed.	З тобою я завжди почуваюся бажаним гостем.
line:563d71ba	You are too!	Ти теж!
line:4efafbb0	You are very skilled with your hands	У вас дуже вмілі руки.
line:0dd63830	You brought food in?	Ти приніс їжу?
line:38043f6c	You can act however you like around me.	Зі мною ви можете поводитися як забажаєте.
line:3fbd01fb	You can come in whenever!	Можеш приходити будь-коли!
line:0eb37f1a	You can stay here if you want.	Можеш залишитися, якщо хочеш.
line:ecc04e16	You decide!	Вирішуй ти!
line:19698f13	You didn't even open the watermelon.	Ти навіть не розкусив кавуна.
line:7e8c1ae2	You do know how to use your hands pretty well.	Ти ж умієш працювати руками.
line:7023b6b4	You don't deserve that.	Ти такого не заслужив.
line:c0cc0f2d	You got a medkit?	Аптечка є?
line:c2b3c28a	you know about getting back into the dating scene...	Ну, про повернення до побачень...
line:512df07c	You know what that means.	Знаєш, що це означає.
line:e613cbe3	You know what that means...	Знаєш, що це означає...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Знаєте... Тут досить приємна атмосфера. Дуже... пролетарська.
line:404b17ef	You look good this clean!	Тобі личить бути таким чистим!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Не хвилюйтеся. Профспілка мийників... могутніша за мене.
line:3fab049a	You probably shouldn't.	Мабуть, і не варто.
line:0bc044da	You ready for this?	Готовий до цього?
line:f0a0565a	You ready to go back in to the club?	Готовий повернутися в клуб?
line:c0e34d36	You really ate that entire thing... Woah.	Ти справді з'їв це все... Ого.
line:82cf49aa	You seemed to enjoy yourself.	Схоже, тобі сподобалося.
line:ba66095e	You set a good example.	Ви подаєте гарний приклад.
line:6c2a1901	You should be all clean!	Тепер ти маєш бути зовсім чистий!
line:36779352	You should be.	І правильно.
line:86154a64	You should feel it and check for me	Тобі варто помацати й перевірити.
line:20503ab0	You sure? It's not like... fun stuff.	Точно? Це ж не... щось веселе.
line:0a0d6bc0	You too! I'll go get the gate.	І я на тебе! Відчиню браму.
line:e3106999	You too. Thanks for the wash.	І я тебе. Дякую за миття.
line:fc97aa74	You too. Thanks for the wash.	І я тебе. Дякую за миття.
line:5e4d645c	You two are really cute together...	Ви такі милі разом...
line:b76a2a43	You were really going at it.	Ти добряче розійшовся.
line:83aa1a23	You work at a college?	Ви працюєте в коледжі?
line:85fa0d03	You'd need a dragon stomach first!	Спершу тобі знадобився б драконячий шлунок!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Скоро мусиш розповісти всі подробиці про Раяна.
line:6c71dd83	You'll have to tell me all about it.	Маєш розповісти мені все.
line:91ab30f5	You'll have to tell me how you two work out!	Потім розкажи, як у вас усе складеться!
line:ffeff59b	You'll have to tell me more inside.	Усередині розповіси докладніше.
line:5eb243c2	You'll like it.	Тобі сподобається.
line:6acf7c77	You'll need to let them in afterwards of course.	Після цього, звісно, треба буде впустити його.
line:6b63d2d8	You'll take care of everything?	Ви про все подбаєте?
line:f2527ed7	You're <i>spotless.	Ти <i>бездоганно чистий.
line:23ae97e6	You're a big deal	Ти важлива персона.
line:323e546b	You're a good friend too, I'll go get the gate.	Ти теж хороший друг. Відчиню браму.
line:44e97be7	You're always welcome here, Ryan.	Тобі тут завжди раді, Раяне.
line:09e5bf43	You're cute by the way.	До речі, ти милий.
line:277d8257	You're fine. Thank you.	Усе гаразд. Дякую.
line:8c269acb	You're going to love it.	Тобі сподобається.
line:173782fa	You're good at it.	У вас добре виходить.
line:1dca8fa0	You're just a very comfortable person to be around.	Просто поруч із тобою так затишно.
line:42124159	You're just a very comfortable person to be around.	Просто поруч із тобою так затишно.
line:d3b6d22a	You're kind. It's more than I deserve.	Ти добрий. Я на таке не заслуговую.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Усе гаразд. Видно, що тобі зараз дуже важко.
line:68887509	You're one of my favorite clients!	Ти один із моїх улюблених клієнтів!
line:c4cc497f	You're pretty hot.	Ти доволі гарячий.
line:b6603dc7	You're right. I shouldn't pry.	Твоя правда. Не варто мені лізти.
line:31ab814e	You're right... Theres no way you could.	Ти маєш рацію... Звідки тобі знати.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Ви перший, кого я зустрів, хто очікує від мене лише одного — бути...
line:f718a7eb	You're the professor here. Must be correct.	Професор тут ви. Мабуть, маєте рацію.
line:15f55959	You're very sweet.	Ти дуже милий.
line:bc6cc4d2	You're very sweet.	Ви дуже добрі.
line:6289a322	You're very welcome.	Завжди будь ласка.
line:39ddd682	You're...	Ви...
line:6e94f373	You're... cool.	Ти... класний.
line:61c96494	You're... Not that dirty.	Ви... не настільки брудний.
line:8bab3246	You're... very forward.	Ти... дуже прямолінійний.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Розповідай мені, як у вас із Раяном, добре?
line:a5a8a9d5	Your crest is cool. What is it?	У вас гарний герб. Що він означає?
line:3890b91c	Your date with Ryan.	Твоє побачення з Раяном.
line:82109412	Your secret's safe with me.	Твоя таємниця в надійних руках.
line:ed8e7994	Yours doesn't. It's nice.	Ваш — ні. Це приємно.
line:016a65e8	Yuh, that's me.	Ага, це я.
line:38eb6d26	Yup!	Ага!
line:7ac62718	Yup. I like it.	Ага. Мені це подобається.
