# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Salut, gros toutou.
line:eaa3c173	That they are...	En effet...
line:f4b9a455	That was much nicer than a hose.	C'était bien plus agréable qu'un coup de tuyau.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Cela ne m'a jamais inquiété. Je suis un dragon assez prudent.
line:22d271f4	That was really fun.	C'était vraiment sympa.
line:019b83df	That was wonderful! I feel so much better about dating.	C'était merveilleux ! Je suis beaucoup plus confiant à l'idée de refaire des rencontres.
line:d7bf167b	That was... Nicer than I expected.	C'était... plus agréable que prévu.
line:577cec43	That's a mount, no?	C'est un chevalet, n'est-ce pas ?
line:825536f5	That's a tricky question to answer.	Voilà une question délicate.
line:66fb84fe	That's all I want to ask.	C'est tout ce que je voulais demander.
line:ac1ed298	That's all you can ask for, right?	On ne peut pas demander mieux, non ?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	C'est un argument d'autorité fallacieux. Mais oui, j'ai raison.
line:52f81dde	That's cute!	C'est mignon !
line:45befc02	That's exciting!	C'est chouette !
line:13cd5511	That's fast... But I think so!	Ça va vite... Mais je crois que oui !
line:4ff91cbd	That's fine!	Pas de souci !
line:163c524a	That's good to hear.	Ça fait plaisir à entendre.
line:33e2bee6	That's good to hear.	Ça fait plaisir à entendre.
line:30e461f2	That's good. You deserve a decent man.	C'est une bonne chose. Vous méritez un homme bien.
line:aeae4744	That's good... Now what?	Tant mieux... Et maintenant ?
line:f3eeb627	That's great! whens your first date?	C'est super ! C'est quand, votre premier rendez-vous ?
line:215f4eba	That's me.	C'est moi.
line:cf8c5f37	That's not a thing... But thank you!	Ça ne se fait pas... Mais merci !
line:3f29878b	That's rather nice of you to say.	C'est très aimable à vous.
line:d38c63ea	That's really cute.	C'est vraiment mignon.
line:6474d7f7	That's really nice!	C'est vraiment bien !
line:c5001a4c	That's the best way to eat'em!	C'est la meilleure façon de les manger !
line:2a5cc3a5	That's very sweet.	C'est adorable.
line:7052576b	That's what I like to hear.	Voilà ce que j'aime entendre.
line:2a154290	That's what I thought too.	C'est ce que je me suis dit aussi.
line:33d12f97	That's what I thought too.	C'est ce que je me suis dit aussi.
line:2b7bb6ce	That's what's terrifying.	C'est cela qui est terrifiant.
line:36fb380f	That's wonderful, he's cute!	C'est chouette, il est mignon !
line:266836f8	That's... the first time you've yipped for me.	C'est... la première fois que tu me fais un yip.
line:9b0b24ad	That.	Ça.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Cela... me donne bien plus d'assurance.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Cela... me donne bien plus d'assurance.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	C'est super. Je suis content que ça marche entre vous.
line:0f8bb606	Thats good to hear.	Ça fait plaisir à entendre.
line:f5324d68	Thats really good to hear.	Ça fait vraiment plaisir à entendre.
line:063dcd4b	The ability to open up to someone, even occasionally...	Pouvoir se confier à quelqu'un, même de temps à autre...
line:8919009a	The ambiance is nice.	L'ambiance est agréable.
line:08c850bf	The apothecary will tarnish my name for months.	L'apothicaire va traîner mon nom dans la boue pendant des mois.
line:01b4161e	The breakup I went through earlier was rough.	La rupture que j'ai traversée a été difficile.
line:c932c99d	The breakup I went through earlier was rough.	La rupture que j'ai traversée a été difficile.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Le Collège communautaire de thaumaturgie de Burnswick, bien sûr !
line:515099ec	The button on the wall, I mean.	Le bouton sur le mur, je veux dire.
line:7fe73572	The clean was fine.	Le lavage était correct.
line:e8a38ed0	The college cannot find out about this okay?	L'université ne doit rien savoir, d'accord ?
line:1a169dbc	The lights in the area are great too.	Les lumières du quartier sont super aussi.
line:610dd8cb	The markers were fun.	On s'est bien amusés avec les feutres.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Le plus prestigieux établissement, avec des professeurs aussi prestigieux que moi :
line:ec00a1fe	The mount? I... suppose!	Le chevalet ? Je... suppose que oui !
line:94e04dcf	The mount? Sure!	Le chevalet ? Bien sûr !
line:d8273d7f	The night 'aint gonna start itself!	La soirée va pas commencer toute seule !
line:1f2907ed	The rain has been unrelenting today!	La pluie n'a pas cessé aujourd'hui !
line:1804bf0a	The rain is nice.	La pluie est agréable.
line:7e9a1f83	The stem is just extra food.	La tige, c'est juste un peu plus à manger.
line:c88244b5	The vibe at night is fuckin' great.	La nuit, l'ambiance est géniale, putain.
line:d8a2002e	Then I better let you out!	Alors, je ferais mieux de te laisser sortir !
line:d7b3cd09	Then- Have a productive day.	Alors, bonne journée de travail.
line:448afe95	There was a fault in his method.	Sa méthode comportait une faille.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Il y a un dragon rouge, Conrad. Il est... soupe au lait, mais mignon.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Il y a un club en centre-ville, le Wings. Un de mes vieux favoris.
line:972f132f	These washes really make things easier.	Ces bains m'aident vraiment à tenir le coup.
line:352d1d6f	They cum	Ils jouissent.
line:d78962e8	They cum	Ils jouissent.
line:3200a588	They keep going	Ils continuent.
line:a31d1a18	They keep going	Ils continuent.
line:035e5be6	They seem cute!	Il a l'air mignon !
line:454172b0	They took it too far.	Ils sont allés trop loin.
line:d7b49fb8	They were! The stem is my favorite part though.	Il était bon ! Mais la tige, c'est ma partie préférée.
line:d156a87f	Think that's every spot.	Je crois qu'il ne reste aucune tache.
line:fa1a1e76	Think that's it.	Je crois que c'est bon.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Un dragon au bar... J'ai été con. J'ai pas su la fermer.
line:bfd70320	This feels scandalous	Cela me semble scandaleux.
line:cb437bd0	This is a common practice?	Est-ce une pratique courante ?
line:831cbfda	This is a job only you can do.	Vous seul pouvez vous en charger.
line:4944dbda	This is delicious!	C'est délicieux !
line:088893da	This is my first time with a Kobold.	C'est ma première fois avec un kobold.
line:e218722c	This is my first time, actually!	En fait, c'est ma première fois !
line:9eb894ad	This is really nice..	C'est vraiment agréable..
line:c7e4e36f	This is the kind of shit I try to avoid!	C'est exactement le genre de merde que j'essaie d'éviter !
line:22929636	This place could use a makeover, I know would it could use!	Cet endroit aurait bien besoin d'un coup de neuf. Je sais ce qu'il lui manque !
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Ce savon n'est pas digne d'un professeur, ne trouvez-vous pas ?
line:97841169	This was a nice escape.	Ici, je pouvais souffler.
line:5f02ceea	This was a wonderful escape...	C'était une merveilleuse échappée...
line:d45f4788	This was nice...	C'était agréable...
line:418498cf	Those grapes looked good.	Ce raisin avait l'air bon.
line:e9d73205	Though every other wash I've been to at least has a mount	Mais tous les autres endroits où je vais ont au moins un chevalet.
line:29e70457	Though I can't say I am not curious	Même si je ne peux nier ma curiosité.
line:9c3e6004	Though you probably shouldn't eat them.	Mais toi, tu ferais mieux de ne pas en manger.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Il m'a raconté la fois où il s'est fait tabasser.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Elle m'a dit d'aller me faire laver, comme si je l'avais profondément offensée.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Ce soir, sur le campus. La bibliothèque est le bâtiment à la grande flèche bleue.
line:434527c6	Truly terrible, no?	Une vraie catastrophe, non ?
line:5a5d646c	Truly?	Vraiment ?
line:e3aa4e29	Truth be told, I got dirty to come here.	À vrai dire, je me suis sali pour venir ici.
line:0979dea3	Uh, I'm still really soapy!	Euh, je suis encore plein de savon !
line:05bbe58c	Uh-huh, I'll go get the gate	Mmh, je vais ouvrir le portail.
line:7de638fb	Uh... Hello?	Euh... Bonjour ?
line:7de9b3a4	Uh... uhm...	Euh... Mmh...
line:159c5c1f	Uh... Yeah.	Euh... Ouais.
line:2089db44	Uhhhm we're not exactly.	Euh, pas exactement.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Euh, non. Je serai juste VRAIMENT pas content.
line:f0a579a5	Uhm...	Euh...
line:cc295885	uhm... <size=60%>no?	Euh... <size=60%>Non ?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Ouvre la caisse avec le pied-de-biche et range-le dans la réserve, tu veux bien ?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Utilise la douchette au mur pour me rincer.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. C-c'était... assez peu digne.
line:a37177dd	V-very well. I'll try.	T-très bien. Je vais essayer.
line:209ddf97	Very cool	Très cool.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Très bien. Je ne vais donc pas vous interrompre davantage !
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Quoi... Hein... <size=80%>Oh. <size=60%>On ne fait pas...
line:82e2c158	Wait a sec, I need to open the gate.	Une seconde, je dois ouvrir le portail.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Une seconde, je dois ouvrir le portail.
line:8ab5686b	Was great! Ryan is a sweetheart.	Très bien ! Ryan est un amour.
line:d8c9f912	Was just doing my job!	Je faisais juste mon travail !
line:148a63c8	Was just trying to play along. Happy to see you!	Je voulais juste te suivre dans la plaisanterie. Content de te voir !
line:56261ccb	Was still good though! I like how it feels sliding down.	Mais c'était quand même bien ! J'aime la sensation quand ça descend.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Elle était... <i>vraiment</i> furieuse que je sois boueux.
line:014b5da5	Watch where those paws are going would you?	Fais attention à l'endroit où tu poses tes pattes, tu veux bien ?
line:3028feb5	We also had sex after our date.	On a aussi couché ensemble après notre rendez-vous.
line:d132db41	We can just lay here...	Nous pouvons simplement rester allongés ici...
line:4da8b942	We can make an opening.	On peut te trouver une place.
line:8c563ab8	We can make an opening.	On peut te trouver une place.
line:33a79dbe	We do! Are you... from the college...?	Oui ! Vous êtes... de l'université... ?
line:b83ec453	We got your request for the mount!	Nous avons reçu ta demande de chevalet !
line:8b7b8d6b	We went out to eat. Had some good conversation.	On est allés manger. On a bien discuté.
line:74706bb3	We will need to clean the floors...	Il faudra nettoyer le sol...
line:df8fb8c9	We'll be going out to this seafood place-	On va dans un resto de fruits de mer...
line:110a2ced	Welcome back!	Content de te revoir !
line:b042f12a	Welcome back!	Content de te revoir !
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Très bien, j'apprécie votre discrétion. Je vais me rendre chez l'apothicaire.
line:08f40e32	Well I had a good time, see you later then!	Bon, j'ai passé un bon moment. À bientôt !
line:c1e8b05d	Well I had a good time, see you later then!	Bon, j'ai passé un bon moment. À bientôt !
line:fcff7b00	Well, go to the window and speak with your customer.	Eh bien, va à la fenêtre et parle à ton client.
line:fc1e497a	Well, good luck getting your hands around all of me.	Bon courage pour faire le tour avec tes mains.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Eh bien, j'aime cette couleur. Mais je ne crois pas que cela ait un rapport avec la mienne.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Enfin, un dragon... Mais tu vois ce que je veux dire.
line:f7f87f6c	Well, That's why I'm here!	Eh bien, je suis là pour ça !
line:629d89d1	Well, yes. I mean more... Primally?	Oui, certes. Je veux dire de façon plus... instinctive ?
line:8aa0fc1a	Well, you are one hell of a catch.	Eh bien, n'importe qui aurait de la chance de t'avoir.
line:5d34e715	Well, you better get one then!	Eh ben, t'as intérêt à en acheter un !
line:f16e75f3	Well...	Eh bien...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	On est allés au bar... Ça s'est réchauffé. Tu imagines la suite... <size=70%>Ha...
line:2e0ec324	Wha..?	Hein... ?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Quoiii ? Il n'y a rien de mal ! Je pensais que tu voudrais savoir.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Quoiii ? C'est bien de s'échauffer !
line:bd66082e	What about a movie?	Pourquoi pas un film ?
line:ee3c126b	What about your private washers?	Et vos laveurs privés ?
line:871137eb	What about?	À quel sujet ?
line:bb3b6c71	What brings you in so late?	Qu'est-ce qui t'amène si tard ?
line:2dd518f0	What do you mean?	Comment ça ?
line:2fae1274	What do you mean?	Que voulez-vous dire ?
line:3c2c53dc	What do you mean?	Comment ça ?
line:838cdf1b	What do you think of me?	Que pensez-vous de moi ?
line:c2bdc402	What does the number 7 taste like?	Quel goût a le chiffre 7 ?
line:56fc085a	What happened!?	Qu'est-ce qui s'est passé ?!
line:0bc56d4d	what happened?	Que s'est-il passé ?
line:8c3b76ea	What is it?	Laquelle ?
line:44b711a0	What is..	Qu'est-ce que...
line:53301d3b	What kind of egg was that?	C'était un œuf de quoi ?
line:073701b7	What kind of movie are you thinking?	Tu pensais à quel film ?
line:03cf1c9a	What kind of question?	Quel genre de question ?
line:003700c7	What kinds of classes do you teach?	Quelles matières enseignez-vous ?
line:e2406cc4	What now?	Et maintenant ?
line:0c583118	What was in those opened crates?	Il y avait quoi dans ces caisses ouvertes ?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Quoi ?! La honte ! T'as même pas de chevalet... ?
line:8ebd442e	What's got you looking so happy?	Pourquoi cet air si heureux ?
line:fc7aaaa0	What's teaching like?	C'est comment, d'enseigner ?
line:f99840cd	What's that?	Qu'est-ce que c'est ?
line:1a0b719d	What's up?	Qu'y a-t-il ?
line:29359884	What's up?	Qu'y a-t-il ?
line:8d5c7802	What's up?	Qu'y a-t-il ?
line:712f9d7c	what?	Quoi ?
line:766c2abd	What? All the best places do it!	Quoi ? Tous les bons établissements le font !
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Quoi ? Je suis professeur ! Mon emblème ne vous le dit donc pas ?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Quoi ? Un compliment sincère ne fait de mal à personne !
line:b2fe309b	Whats got you in a good mood?	Pourquoi cette bonne humeur ?
line:93a145d4	Whats up, big guy?	Qu'est-ce qu'il y a, mon grand ?
line:4efe8211	Whats up?	Qu'est-ce qu'il y a ?
line:866cd495	Whats up?	Qu'est-ce qu'il y a ?
line:bfc04b3a	Whats up?	Qu'est-ce qu'il y a ?
line:e01885c3	Whats up?	Qu'est-ce qu'il y a ?
line:f7d786b6	Whats with all the... Gloop?	C'est quoi, toute cette... mélasse ?
line:c4c81aa9	Whats your favorite part about him?	Qu'est-ce qui te plaît le plus chez lui ?
line:ff6ef027	When do you actually end the relationship?	À quel moment est-ce que tu y mets fin ?
line:2ffe284b	When I met him at first I was falling back on my old script.	Quand je l'ai rencontré, je retombais dans mes vieux travers.
line:eb019075	When you're done go ahead and hit the button.	Quand tu as fini, appuie sur le bouton.
line:5d4e9392	Where did he go...?	Où est-il passé... ?
line:7af04961	Where would you like to go?	Où est-ce que tu aimerais aller ?
line:7e9389a7	Which college?	Quelle université ?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Qui aurait cru qu'un dragon pouvait être aussi sale, hein ?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Qui aurait cru que des lieux pareils étaient si facilement accessibles au public !
line:8b7915f4	Who's that?	Qui ça ?
line:ebd63f8c	Who's there?	Qui est là ?
line:eea7573f	Whoa! Cold!	Ouh là ! C'est froid !
line:1acbd02a	Whoops	Oups.
line:5a6c0d31	Whoops	Oups.
line:afc6c00a	Whoops	Oups.
line:c30013ff	Whoops	Oups.
line:9df56a3a	why are you here so late?	Pourquoi venez-vous si tard ?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Avec Ryan, je crois bien qu'on va sortir ensemble ce soir.
line:c236bdf9	Woah. Uhm.	Ouh là. Euh.
line:390f05be	Woah... What is that in your mouth?	Ouah... Qu'est-ce que tu as dans la bouche ?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Ouah... Tu veux que je me serve de ça ? Même avec la nourriture ? D'accord !
line:4cacfab8	Wonderful to hear you're seeing someone!	Je suis ravi que vous fréquentiez quelqu'un !
line:f6fdf321	Wonderful to hear you're seeing someone!	Je suis ravi que vous fréquentiez quelqu'un !
line:7e2421b6	Wonderful to hear.	C'est un plaisir à entendre.
line:36d49875	Wonderful!	Merveilleux !
line:6046bedf	Wonderful!	Merveilleux !
line:ab423ac7	Wonderful!	Merveilleux !
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Merveilleux. Passe une journée <i>productive</i>.
line:ec771552	Woops.	Oups.
line:51bcff68	Would that interest you?	Ça te tenterait ?
line:8c8591ec	Would you care to join me at the college library this evening...?	Voudriez-vous me rejoindre à la bibliothèque de l'université ce soir... ?
line:985436e6	Wouldn't that be degrading?	Ce ne serait pas dégradant ?
line:1e027369	Wow thanks, that feels good.	Ouah, merci, ça fait du bien.
line:737184f5	Wow!	Waouh !
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Ouah, c'est quelque chose de te voir manger comme ça.
line:5da1e074	Y'know?	Tu vois ?
line:79352475	Ya.	Ouais.
line:f6c14e05	Ya.	Ouais.
line:b6add8e0	Yea! I do!	Ouais ! Exactement !
line:b44edd29	Yeaaah I'm not sticking with that one.	Ouiiis, je vais pas garder celui-là.
line:7a471225	Yeaaah.	Ouiii.
line:5483c5fd	Yeah	Oui.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Oui, il a l'air de savoir comment faire de l'effet.
line:63024a1f	Yeah he's improved a lot.	Oui, il a beaucoup progressé.
line:5847a779	Yeah I have.	Oui, je lui ai parlé.
line:f3b5952a	Yeah I'm happy too.	Oui, je suis heureux aussi.
line:fb47f998	Yeah it go BRRT haha.	oui, ça fait BRRT, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Oui, ça va. Désolé.
line:fbc80e96	Yeah let me get that for you.	Oui, je t'ouvre.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Oui, je suis plein de boue et tout. J'adore gambader dans le parc public.
line:108de471	Yeah that sounds pretty good.	Oui, ça me semble bien.
line:fdd800c2	Yeah! clean as always.	Oui ! Tout propre, comme toujours.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Oui ! Conrad, il est adorable. Même s'il détesterait m'entendre dire ça.
line:ab1bc039	Yeah! I feel clean.	Ouais ! Je me sens propre.
line:6733a3df	Yeah! I'm going on a date with him soon.	Oui ! Je vais bientôt sortir avec lui.
line:66727cce	Yeah! It has food that should be good for both of us.	Oui ! Il y a de quoi nous régaler tous les deux.
line:b482634c	Yeah! its useful.	Oui ! C'est pratique.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Oui ! Je viens de sortir avec Conrad.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Oui ! Je viens de sortir avec Ryan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Oui ! Merci pour le repas. Je vais ouvrir le portail.
line:c87d632b	Yeah! That would be amazing.	Oui ! Ce serait génial.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Oui, depuis la rupture, j'ai envie de quelque chose de nouveau.
line:bee397db	Yeah, he's so kind to me.	Ouais, il est tellement gentil avec moi.
line:4815ddba	Yeah, I've got one.	Oui, j'en ai une.
line:24efaa49	Yeah, me too. He's real nice.	Ouais, moi aussi. Il est vraiment gentil.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Ah non, mon pote, faut vraiment que tu proposes ça. Je paierai bien !
line:266f699d	Yeah, taste good!	Si, et c'est bon !
line:67cc394b	Yeah, that was scary at first.	Oui, ça faisait peur au début.
line:a9980f5e	Yeah, this has been super nice.	Oui, c'était vraiment agréable.
line:54c44240	Yeah, you're right.	Oui, tu as raison.
line:bb1827c7	Yeah- Though only if you want!	Ouais... Mais seulement si t'en as envie !
line:7311dc01	Yeah.	Oui.
line:95e2f7cc	Yeah.	Oui.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Oui. <size=90%>Oh... <size=80%>Tu sais. Je suis... <size=70%>Haha. Oui. Mmh !
line:a28a70c6	Yeah. At least I got to meet you because of it.	Oui. Au moins, ça m'a permis de te rencontrer.
line:e5937e30	Yeah. I like fish!	Oui. J'aime le poisson !
line:0372e0d1	Yeah. It wasn't too expensive.	Ouais. C'était pas trop cher.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Oui. C'est difficile de démêler les amitiés après ce genre de chose.
line:6e0e4e11	Yeah. You two will be cute.	Oui. Vous serez mignons ensemble.
line:616121a9	Yeah...	Oui...
line:f244d080	Yeah... He's really great.	Ouais... Il est vraiment formidable.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Oui... Je n'ai jamais eu de rendez-vous avec un kobold.
line:8eeb7e28	Yeah... It really isn't.	Oui... Vraiment pas.
line:039a0c83	Yeah?	Oui ?
line:2fb3fe55	Yeah?	Oui ?
line:92bd78f3	Yeah?	Oui ?
line:3690a3eb	Yeah? I don't even see a mount.	Ah ouais ? Je vois même pas de chevalet.
line:ea2adb20	Yeah? tell me about it!	Ah oui ? Raconte !
line:78eccd9b	Yellow lime.	De citron vert jaune.
line:5fd7bc69	Yep!	Oui !
line:b6c878fa	Yep!	Oui !
line:fcff76d4	Yep! I'll get the gate.	Oui ! Je vais ouvrir le portail.
line:3cdcbd4a	Yes	Oui.
line:991dc643	Yes	Oui.
line:e535cacb	Yes	Oui.
line:fb4265f7	Yes	Oui.
line:4ab6c5a9	yes	Oui
line:db98be35	Yes right this way.	Oui, par ici.
line:52010e35	YES!	OUI !
line:c4310942	Yes!	Oui !
line:d5f94e23	Yes!	Oui !
line:5592e639	Yes, welcome to Drag'N Wash!	Oui, bienvenue chez Drag'N Wash !
line:f676b9a8	Yes, welcome to Drag'n wash!	Oui, bienvenue chez Drag'N Wash !
line:a610ce0b	YES.	OUI.
line:85fd5266	Yes.	Oui.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Oui. J'ai besoin d'être lavé. La situation est assez critique !
line:c4595dd5	Yes. It's invigorating to be so candid.	Oui. Être aussi franc est revigorant.
line:d7e50f2d	Yes..	Oui..
line:5811655d	Yes... But I believe we need to clean the floors.	Oui... Mais je crois que nous devons nettoyer le sol.
line:9444cdba	Yip	Yip.
line:14d2c62f	Yip!	Yip !
line:296ff3f4	Yip!	Yip !
line:3d516ddb	Yip!	Yip !
line:3e870ad0	Yip!	Yip !
line:5544e245	Yip!	Yip !
line:5efde4e2	Yip!	Yip !
line:c3e1f198	Yip!	Yip !
line:e662501c	Yip!	Yip !
line:5e181cf4	Yip! <size=70%>(Gate)	Yip ! <size=70%>(Portail)
line:b12a3f31	Yip! <size=70%>(idk)	Yip ! <size=70%>(Aucune idée)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Yip ! <size=70%>(C'est parce qu'une partie endormie de votre esprit draconique se souvient du lien linguistique ancestral entre votre espèce et la mienne, qui véhicule le sens profond et l'intention des « yips » kobolds. Cette compréhension soudaine vient simplement de notre lien qui s'est renforcé au fil du temps et a réveillé cette partie de votre esprit.)
line:5935a413	Yip! <size=70%>(Yes)	Yip ! <size=70%>(Oui)
line:f1c14f75	Yip-Man - The Final Yip	Yip Man : Le Dernier Yip.
line:4b9046ec	Yip-Man movies are real corny...	Les Yip Man sont vraiment kitsch...
line:3d6b2203	You again?	Encore toi ?
line:81416c72	You already are, whats up?	C'est déjà fait. Qu'est-ce qu'il y a ?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Vous faites aussi les <i>finitions spéciales</i>, ici ?
line:e553c773	You also introduced me to Conrad.	Et puis, tu m'as présenté Conrad.
line:feb8727e	You always make me feel welcomed.	Avec toi, je me sens toujours bienvenu.
line:563d71ba	You are too!	Toi aussi !
line:4efafbb0	You are very skilled with your hands	Vous êtes très habile de vos mains.
line:0dd63830	You brought food in?	Tu as apporté à manger ?
line:38043f6c	You can act however you like around me.	Avec moi, vous pouvez agir comme vous voulez.
line:3fbd01fb	You can come in whenever!	Tu peux venir quand tu veux !
line:0eb37f1a	You can stay here if you want.	Tu peux rester ici si tu veux.
line:ecc04e16	You decide!	À toi de choisir !
line:19698f13	You didn't even open the watermelon.	Tu n'as même pas ouvert la pastèque.
line:7e8c1ae2	You do know how to use your hands pretty well.	Tu sais plutôt bien te servir de tes mains.
line:7023b6b4	You don't deserve that.	Tu mérites pas ça.
line:c0cc0f2d	You got a medkit?	T'as une trousse de secours ?
line:c2b3c28a	you know about getting back into the dating scene...	tu sais, sur le fait de refaire des rencontres...
line:512df07c	You know what that means.	Tu sais ce que ça veut dire.
line:e613cbe3	You know what that means...	Tu sais ce que ça veut dire...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Vous savez... Le cadre est assez agréable. Très... prolétaire.
line:404b17ef	You look good this clean!	Tu es beau quand tu es aussi propre !
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	N'ayez crainte. Le syndicat des laveurs est... plus puissant que moi.
line:3fab049a	You probably shouldn't.	Tu ferais mieux de t'abstenir.
line:0bc044da	You ready for this?	T'es prêt pour ça ?
line:f0a0565a	You ready to go back in to the club?	T'es prêt à retourner dans le club ?
line:c0e34d36	You really ate that entire thing... Woah.	Tu as vraiment tout mangé... Ouah.
line:82cf49aa	You seemed to enjoy yourself.	Tu avais l'air de bien t'amuser.
line:ba66095e	You set a good example.	Vous donnez le bon exemple.
line:6c2a1901	You should be all clean!	Tu devrais être tout propre !
line:36779352	You should be.	T'as raison.
line:86154a64	You should feel it and check for me	Touche-la et vérifie pour moi.
line:20503ab0	You sure? It's not like... fun stuff.	Tu es sûr ? Ce n'est pas vraiment... amusant.
line:0a0d6bc0	You too! I'll go get the gate.	Moi aussi ! Je vais ouvrir le portail.
line:e3106999	You too. Thanks for the wash.	Moi aussi. Merci pour le bain.
line:fc97aa74	You too. Thanks for the wash.	Moi aussi. Merci pour le bain.
line:5e4d645c	You two are really cute together...	Vous êtes vraiment mignons ensemble...
line:b76a2a43	You were really going at it.	Tu y allais vraiment à fond.
line:83aa1a23	You work at a college?	Vous travaillez dans une université ?
line:85fa0d03	You'd need a dragon stomach first!	Il te faudrait d'abord un estomac de dragon !
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Tu devras bientôt me raconter tous les détails sur Ryan.
line:6c71dd83	You'll have to tell me all about it.	Tu devras tout me raconter.
line:91ab30f5	You'll have to tell me how you two work out!	Tu devras me raconter comment ça se passe entre vous !
line:ffeff59b	You'll have to tell me more inside.	Tu devras m'en dire plus à l'intérieur.
line:5eb243c2	You'll like it.	Ça va te plaire.
line:6acf7c77	You'll need to let them in afterwards of course.	Il faudra ensuite le faire entrer, bien entendu.
line:6b63d2d8	You'll take care of everything?	Vous vous occuperez de tout ?
line:f2527ed7	You're <i>spotless.	Tu es <i>impeccable.
line:23ae97e6	You're a big deal	C'est toi, la célébrité.
line:323e546b	You're a good friend too, I'll go get the gate.	Toi aussi, tu es un bon ami. Je vais ouvrir le portail.
line:44e97be7	You're always welcome here, Ryan.	Tu es toujours le bienvenu ici, Ryan.
line:09e5bf43	You're cute by the way.	Au fait, tu es mignon.
line:277d8257	You're fine. Thank you.	Ne t'inquiète pas. Merci.
line:8c269acb	You're going to love it.	Tu vas adorer.
line:173782fa	You're good at it.	Et vous le faites bien.
