# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hey, großer Hund.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Danke, dass du mit mir gegessen hast. Du bist ein toller Freund.
line:85f901b0	Thanks for sharing food with me...	Danke, dass du mit mir gegessen hast...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Danke. Das war verdammt gut.
line:505e150f	Thanks for the clean.	Danke für die Wäsche.
line:a40e531c	Thanks for the food! I'll go get the gate.	Danke fürs Essen! Ich öffne das Tor.
line:f1692a96	Thanks for the suggestion!	Danke für den Vorschlag!
line:81ebbec0	Thanks for the wash so late in the night.	Danke für die Wäsche zu so später Stunde.
line:a9df4c5e	Thanks I'll be waiting!	Danke, ich warte hier!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Danke, Kumpel. Dann bis morgen.
line:30f1f583	Thanks!	Danke!
line:3484ab9d	Thanks!	Danke dir!
line:44701902	Thanks!	Danke!
line:4d868f2f	Thanks!	Danke dir!
line:70190774	Thanks!	Danke!
line:8b8f57c4	Thanks!	Danke!
line:ab5b2574	Thanks!	Danke!
line:b588bf4c	Thanks!	Danke!
line:bc5d790a	Thanks!	Danke dir!
line:c07a9171	Thanks!	Danke!
line:e7e57d9c	Thanks!	Danke!
line:fa293cde	Thanks! Whats with all the... Gloop?	Danke! Was ist das für ein... klebriges Zeug?
line:e1609903	Thanks, but I'll be better. I promise.	Danke, aber ich werde besser. Versprochen.
line:02cbdc87	Thanks, I'm excited too.	Danke, ich freue mich auch.
line:37c9d915	Thanks, You're pleasant too!	Danke, Sie sind auch sympathisch!
line:cb847372	Thanks, You're pleasant too!	Danke, Sie sind auch sympathisch!
line:188d4359	Thanks.	Danke dir.
line:316bb26e	Thanks.	Vielen Dank.
line:34ec4db7	Thanks.	Danke dir.
line:5183a6f2	Thanks.	Danke dir.
line:c642cb17	Thanks.	Danke dir.
line:cf716777	Thanks.	Danke.
line:e00c6df5	Thanks.	Vielen Dank.
line:e521db76	Thanks.	Danke.
line:f62e1c4f	Thanks.	Danke.
line:fbba1293	Thanks.	Danke.
line:8bfa88d7	Thanks. I like being around you too.	Danke. Ich bin auch gerne mit dir zusammen.
line:df0a8598	Thanks. I'm always happy to be here.	Danke. Ich bin immer gerne hier.
line:084e3cbc	Thanks. See you soon.	Danke. Bis bald.
line:71d57aeb	Thanks. That's kind of you to say.	Danke. Das ist nett von Ihnen.
line:a1f9de62	Thanks. That's kind of you to say.	Danke. Das ist nett von Ihnen.
line:9a9a6120	Thankth!	Dankfe!
line:e721d512	That brings me to my next question...	Damit komme ich zu meiner nächsten Frage...
line:215a2d34	That felt <i>good</i>.	Das war <i>geil</i>.
line:89150715	That is rather kind of you to say.	Das ist freundlich von Ihnen.
line:a57409fb	That is the source of my worry...	Darüber mache ich mir Sorgen...
line:ad261b84	That just makes it harder!	Das macht's nur noch schwerer!
line:7111d265	That makes me feel a lot more sure of myself then.	Das gibt mir doch deutlich mehr Selbstvertrauen.
line:3fac5bff	That makes me feel good to hear.	Das zu hören tut gut.
line:1c49f05b	That makes me happy to hear.	Das freut mich zu hören.
line:a8b70da7	That must mean it is! I'm glad.	Das heißt bestimmt ja! Schön.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Das freut mich zu hören... Aber ich meine eher Fürsorge auf... instinktiver Ebene?
line:8f598864	That one was almost too big-	Die war fast zu groß...
line:5960dcbb	That should be all though, could you go get the gate?	Das müsste alles sein. Öffnest du das Tor?
line:116f0e16	That should be every spot.	Das müsste die letzte Stelle gewesen sein.
line:90444b09	That sounds like an over-reaction on her part.	Klingt, als hätte sie überreagiert.
line:f07c9e39	That sounds like an over-reaction on her part.	Klingt, als hätte sie überreagiert.
line:c78cf81f	That sounds lovely!	Das klingt wunderschön!
line:eaa3c173	That they are...	Das sind sie...
line:f4b9a455	That was much nicer than a hose.	Das war viel angenehmer als mit dem Schlauch.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Das war nie meine Sorge. Ich scheue Risiken durchaus.
line:22d271f4	That was really fun.	Das hat wirklich Spaß gemacht.
line:019b83df	That was wonderful! I feel so much better about dating.	Das war wunderschön! Jetzt bin ich wegen der ganzen Dating-Sache viel zuversichtlicher.
line:d7bf167b	That was... Nicer than I expected.	Das war... angenehmer als erwartet.
line:577cec43	That's a mount, no?	Das ist ein Bock, nicht wahr?
line:825536f5	That's a tricky question to answer.	Darauf lässt sich schwer antworten.
line:66fb84fe	That's all I want to ask.	Mehr wollte ich nicht fragen.
line:ac1ed298	That's all you can ask for, right?	Mehr kann man doch nicht verlangen, oder?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Das ist ein Autoritätsargument und damit ein Fehlschluss. Aber ja, ich habe recht.
line:52f81dde	That's cute!	Das ist süß!
line:45befc02	That's exciting!	Wie aufregend!
line:13cd5511	That's fast... But I think so!	Das geht schnell... Aber ich glaube, ja!
line:4ff91cbd	That's fine!	Schon in Ordnung!
line:163c524a	That's good to hear.	Das hört man gerne.
line:33e2bee6	That's good to hear.	Das hört man gerne.
line:30e461f2	That's good. You deserve a decent man.	Das ist schön. Sie verdienen einen anständigen Mann.
line:aeae4744	That's good... Now what?	Das freut mich... Und jetzt?
line:f3eeb627	That's great! whens your first date?	Wie schön! Wann habt ihr euer erstes Date?
line:215f4eba	That's me.	Der bin ich.
line:cf8c5f37	That's not a thing... But thank you!	Das macht man nicht... Aber danke!
line:3f29878b	That's rather nice of you to say.	Das ist wirklich nett von Ihnen.
line:d38c63ea	That's really cute.	Wie süß.
line:6474d7f7	That's really nice!	Das ist wirklich schön!
line:c5001a4c	That's the best way to eat'em!	So schmecken sie am besten!
line:2a5cc3a5	That's very sweet.	Das ist sehr lieb.
line:7052576b	That's what I like to hear.	Das höre ich gerne.
line:2a154290	That's what I thought too.	Das dachte ich auch.
line:33d12f97	That's what I thought too.	Das dachte ich auch.
line:2b7bb6ce	That's what's terrifying.	Genau das ist ja beängstigend.
line:36fb380f	That's wonderful, he's cute!	Das ist toll, er ist süß!
line:266836f8	That's... the first time you've yipped for me.	Du hast... gerade zum ersten Mal für mich geyippt.
line:9b0b24ad	That.	Das.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Das... gibt mir doch deutlich mehr Selbstvertrauen.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Das... gibt mir doch deutlich mehr Selbstvertrauen.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Das ist toll. Ich freue mich, dass es mit euch klappt.
line:0f8bb606	Thats good to hear.	Schön zu hören.
line:f5324d68	Thats really good to hear.	Das höre ich wirklich gerne.
line:063dcd4b	The ability to open up to someone, even occasionally...	Sich jemandem anvertrauen zu können, selbst gelegentlich...
line:8919009a	The ambiance is nice.	Die Stimmung ist angenehm.
line:08c850bf	The apothecary will tarnish my name for months.	Der Apotheker wird meinen Namen monatelang durch den Schmutz ziehen.
line:01b4161e	The breakup I went through earlier was rough.	Die Trennung damals war schwer.
line:c932c99d	The breakup I went through earlier was rough.	Die Trennung damals war schwer.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Das Burnswick Community College für Thaumaturgie natürlich!
line:515099ec	The button on the wall, I mean.	Den Knopf an der Wand meine ich.
line:7fe73572	The clean was fine.	Die Wäsche war in Ordnung.
line:e8a38ed0	The college cannot find out about this okay?	Die Hochschule darf nichts davon erfahren, verstanden?
line:1a169dbc	The lights in the area are great too.	Die Beleuchtung dort ist auch toll.
line:610dd8cb	The markers were fun.	Das Bemalen mit den Filzstiften hat Spaß gemacht.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Die angesehenste Hochschule mit angesehenen Professoren wie mir:
line:ec00a1fe	The mount? I... suppose!	Der Bock? Ich... denke schon!
line:94e04dcf	The mount? Sure!	Der Bock? Gerne!
line:d8273d7f	The night 'aint gonna start itself!	Die Nacht fängt nicht von selbst an!
line:1f2907ed	The rain has been unrelenting today!	Heute regnet es ununterbrochen!
line:1804bf0a	The rain is nice.	Ich mag den Regen.
line:7e9a1f83	The stem is just extra food.	Der Stiel ist nur eine Zugabe.
line:c88244b5	The vibe at night is fuckin' great.	Abends ist die Stimmung dort verdammt gut.
line:d8a2002e	Then I better let you out!	Dann lasse ich dich lieber raus!
line:d7b3cd09	Then- Have a productive day.	Dann wünsche ich einen produktiven Tag.
line:448afe95	There was a fault in his method.	War seine Vorgehensweise fehlerhaft.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Da ist ein roter Drache, Conrad. Er ist... temperamentvoll, aber süß.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Es gibt einen Club in der Innenstadt: Wings. Da gehe ich schon lange gerne hin.
line:972f132f	These washes really make things easier.	Diese Wäschen machen wirklich vieles leichter.
line:352d1d6f	They cum	Sie kommen.
line:d78962e8	They cum	Sie kommen.
line:3200a588	They keep going	Sie machen weiter.
line:a31d1a18	They keep going	Sie machen weiter.
line:035e5be6	They seem cute!	Er wirkt süß!
line:454172b0	They took it too far.	Sie sind zu weit gegangen.
line:d7b49fb8	They were! The stem is my favorite part though.	Waren sie auch! Aber am liebsten mag ich die Stiele.
line:d156a87f	Think that's every spot.	Ich glaube, ich habe jede Stelle erwischt.
line:fa1a1e76	Think that's it.	Ich glaube, das war's.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Ein Drache in der Bar... Ich war blöd. Konnte die Klappe nicht halten.
line:bfd70320	This feels scandalous	Das fühlt sich skandalös an.
line:cb437bd0	This is a common practice?	Ist das hier üblich?
line:831cbfda	This is a job only you can do.	Nur Sie können mir hierbei helfen.
line:4944dbda	This is delicious!	Das ist köstlich!
line:088893da	This is my first time with a Kobold.	Das ist mein erstes Mal mit einem Kobold.
line:e218722c	This is my first time, actually!	Das ist tatsächlich mein erstes Mal!
line:9eb894ad	This is really nice..	Das ist wirklich schön..
line:c7e4e36f	This is the kind of shit I try to avoid!	Genau diese Scheiße will ich doch vermeiden!
line:22929636	This place could use a makeover, I know would it could use!	Dem Laden würde eine Auffrischung guttun. Ich weiß auch schon, was fehlt!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Diese Seife ist eines Professors nicht würdig, finden Sie nicht?
line:97841169	This was a nice escape.	Hier konnte ich gut abschalten.
line:5f02ceea	This was a wonderful escape...	Hier konnte ich wunderbar abschalten...
line:d45f4788	This was nice...	Das war schön...
line:418498cf	Those grapes looked good.	Die Trauben sahen lecker aus.
line:e9d73205	Though every other wash I've been to at least has a mount	Aber jeder andere Laden, in dem ich war, hat wenigstens einen Bock.
line:29e70457	Though I can't say I am not curious	Wobei ich nicht behaupten kann, dass ich nicht neugierig wäre.
line:9c3e6004	Though you probably shouldn't eat them.	Du solltest sie aber wohl nicht essen.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Er hat erzählt, wie er verprügelt wurde.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Ich sollte zur Waschanlage gehen. Sie war richtig empört.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Heute Abend auf dem Campus. Die Bibliothek ist das Gebäude mit der großen blauen Turmspitze.
line:434527c6	Truly terrible, no?	Wirklich furchtbar, nicht wahr?
line:5a5d646c	Truly?	Wirklich?
line:e3aa4e29	Truth be told, I got dirty to come here.	Um ehrlich zu sein, habe ich mich schmutzig gemacht, um herzukommen.
line:0979dea3	Uh, I'm still really soapy!	Äh, ich bin noch ganz voller Seife!
line:05bbe58c	Uh-huh, I'll go get the gate	Aha, ich öffne das Tor.
line:7de638fb	Uh... Hello?	Äh... Hallo?
line:7de9b3a4	Uh... uhm...	Äh... ähm...
line:159c5c1f	Uh... Yeah.	Äh... Ja.
line:2089db44	Uhhhm we're not exactly.	Ähm, nicht so ganz.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Ähm, nein. Ich wäre bloß ECHT sauer.
line:f0a579a5	Uhm...	Ähm...
line:cc295885	uhm... <size=60%>no?	Ähm... <size=60%>nein?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Öffnen Sie die Kiste bitte mit dem Brecheisen und bringen Sie ihn ins Lager.
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Nimm die Brause an der Wand, um mich abzuspülen.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uff. D-das war... nicht besonders würdevoll.
line:a37177dd	V-very well. I'll try.	N-na gut. Ich werde es versuchen.
line:209ddf97	Very cool	Richtig cool.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Nun gut. Dann will ich Sie nicht länger vom Waschen abhalten!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Wa... hä... <size=80%>oh. <size=60%>Wir machen keine...
line:82e2c158	Wait a sec, I need to open the gate.	Einen Moment, ich muss das Tor öffnen.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Einen Moment, ich muss das Tor öffnen.
line:8ab5686b	Was great! Ryan is a sweetheart.	Es war toll! Ryan ist ein Schatz.
line:d8c9f912	Was just doing my job!	Ich habe doch nur meine Arbeit gemacht!
line:148a63c8	Was just trying to play along. Happy to see you!	Ich wollte nur mitmachen. Schön, dich zu sehen!
line:56261ccb	Was still good though! I like how it feels sliding down.	War trotzdem gut! Ich mag, wie sie runterrutscht.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Sie war... <i>sehr</i> sauer, weil ich voller Schlamm war.
line:014b5da5	Watch where those paws are going would you?	Pass bitte auf, wo deine Pfoten landen, ja?
line:3028feb5	We also had sex after our date.	Nach dem Date hatten wir auch Sex.
line:d132db41	We can just lay here...	Wir können einfach hier liegen bleiben...
line:4da8b942	We can make an opening.	Für dich finden wir noch einen Platz.
line:8c563ab8	We can make an opening.	Für dich finden wir noch einen Platz.
line:33a79dbe	We do! Are you... from the college...?	Ja! Sind Sie... vom College...?
line:b83ec453	We got your request for the mount!	Ihre Bestellung für den Bock ist eingegangen!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Wir waren essen und haben uns gut unterhalten.
line:74706bb3	We will need to clean the floors...	Wir werden den Boden putzen müssen...
line:df8fb8c9	We'll be going out to this seafood place-	Wir gehen in ein Restaurant für Meeresfrüchte...
line:110a2ced	Welcome back!	Willkommen zurück!
line:b042f12a	Welcome back!	Willkommen zurück!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Sehr gut, ich weiß Ihre Diskretion zu schätzen. Ich mache mich dann auf den Weg zum Apotheker.
line:08f40e32	Well I had a good time, see you later then!	War schön hier. Dann bis zum nächsten Mal!
line:c1e8b05d	Well I had a good time, see you later then!	War schön hier. Dann bis zum nächsten Mal!
line:fcff7b00	Well, go to the window and speak with your customer.	Gehen Sie bitte zum Fenster und sprechen Sie mit Ihrem Kunden.
line:fc1e497a	Well, good luck getting your hands around all of me.	Na, viel Glück dabei, mich mit den Händen ganz zu umfassen.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Nun, die Farbe gefällt mir. Das hat aber wohl nichts mit meiner eigenen Färbung zu tun.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Also, ein Drache... Aber du weißt, was ich meine.
line:f7f87f6c	Well, That's why I'm here!	Dafür bin ich schließlich da!
line:629d89d1	Well, yes. I mean more... Primally?	Nun, ja. Ich meine eher... auf instinktiver Ebene?
line:8aa0fc1a	Well, you are one hell of a catch.	Na ja, du bist schon ein echter Glücksgriff.
line:5d34e715	Well, you better get one then!	Dann besorg dir besser einen!
line:f16e75f3	Well...	Also...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Wir gingen in die Bar... Dann wurde es heiß. Den Rest kannst du dir denken... <size=70%>Ha...
line:2e0ec324	Wha..?	Was...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Waaas? Ist doch nichts dabei! Ich dachte, das interessiert dich.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Waaas? Aufwärmen kann doch nicht schaden!
line:bd66082e	What about a movie?	Wie wär's mit einem Film?
line:ee3c126b	What about your private washers?	Und Ihre privaten Wäscher?
line:871137eb	What about?	Worüber denn?
line:bb3b6c71	What brings you in so late?	Was führt dich so spät her?
line:2dd518f0	What do you mean?	Wie meinst du das?
line:2fae1274	What do you mean?	Wie meinen Sie das?
line:3c2c53dc	What do you mean?	Wie meinst du das?
line:838cdf1b	What do you think of me?	Was halten Sie von mir?
line:c2bdc402	What does the number 7 taste like?	Wonach schmeckt die Zahl 7?
line:56fc085a	What happened!?	Was ist passiert?!
line:0bc56d4d	what happened?	Was ist denn passiert?
line:8c3b76ea	What is it?	Welche denn?
line:44b711a0	What is..	Was ist das..
line:53301d3b	What kind of egg was that?	Was war das für ein Ei?
line:073701b7	What kind of movie are you thinking?	An welchen Film denkst du?
line:03cf1c9a	What kind of question?	Was für eine Frage?
line:003700c7	What kinds of classes do you teach?	Welche Fächer unterrichten Sie?
line:e2406cc4	What now?	Und jetzt?
line:0c583118	What was in those opened crates?	Was war in den offenen Kisten?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Was?! Das ist doch Mist! Habt ihr nicht mal einen Bock...?
line:8ebd442e	What's got you looking so happy?	Warum bist du denn so gut drauf?
line:fc7aaaa0	What's teaching like?	Wie ist es, zu unterrichten?
line:f99840cd	What's that?	Was ist das?
line:1a0b719d	What's up?	Was gibt's?
line:29359884	What's up?	Was gibt's?
line:8d5c7802	What's up?	Was gibt's?
line:712f9d7c	what?	Was?
line:766c2abd	What? All the best places do it!	Was? Das gibt's in allen guten Läden!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Was? Ich bin Professor! Erkennen Sie das nicht an meinem Wappen?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Was? Ein ehrliches Kompliment schadet doch niemandem!
line:b2fe309b	Whats got you in a good mood?	Warum bist du so gut gelaunt?
line:93a145d4	Whats up, big guy?	Was gibt's, Großer?
line:4efe8211	Whats up?	Was ist los?
line:866cd495	Whats up?	Was ist los?
line:bfc04b3a	Whats up?	Was ist los?
line:e01885c3	Whats up?	Was ist los?
line:f7d786b6	Whats with all the... Gloop?	Was ist das für ein... klebriges Zeug?
line:c4c81aa9	Whats your favorite part about him?	Was magst du an ihm am liebsten?
line:ff6ef027	When do you actually end the relationship?	Wann macht man dann tatsächlich Schluss?
line:2ffe284b	When I met him at first I was falling back on my old script.	Als ich ihn kennenlernte, bin ich wieder in meine alten Verhaltensmuster gefallen.
line:eb019075	When you're done go ahead and hit the button.	Wenn du fertig bist, drück einfach den Knopf.
line:5d4e9392	Where did he go...?	Wo ist er hin...?
line:7af04961	Where would you like to go?	Wohin möchtest du gehen?
line:7e9389a7	Which college?	Welche Hochschule?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Wer hätte gedacht, dass ein Drache so schmutzig werden kann, was?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Wer hätte geahnt, dass solche Orte der Öffentlichkeit so zugänglich sind!
line:8b7915f4	Who's that?	Wer ist das?
line:ebd63f8c	Who's there?	Wer ist da?
line:eea7573f	Whoa! Cold!	Woah! Kalt!
line:1acbd02a	Whoops	Ups.
line:5a6c0d31	Whoops	Ups.
line:afc6c00a	Whoops	Ups.
line:c30013ff	Whoops	Ups.
line:9df56a3a	why are you here so late?	Warum kommen Sie so spät?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Ich glaube, ich habe heute Abend ein Date mit Ryan.
line:c236bdf9	Woah. Uhm.	Whoa. Ähm.
line:390f05be	Woah... What is that in your mouth?	Wow... Was hast du denn da im Maul?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Wow... Du willst, dass ich das benutze? Trotz des Essens? Na gut!
line:4cacfab8	Wonderful to hear you're seeing someone!	Wie schön, dass Sie jemanden haben!
line:f6fdf321	Wonderful to hear you're seeing someone!	Wie schön, dass Sie jemanden haben!
line:7e2421b6	Wonderful to hear.	Das freut mich sehr.
line:36d49875	Wonderful!	Wunderbar!
line:6046bedf	Wonderful!	Wunderbar!
line:ab423ac7	Wonderful!	Wunderbar!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Wunderbar. Einen <i>produktiven</i> Tag noch.
line:ec771552	Woops.	Huch.
line:51bcff68	Would that interest you?	Hättest du daran Interesse?
line:8c8591ec	Would you care to join me at the college library this evening...?	Würden Sie mir heute Abend in der Hochschulbibliothek Gesellschaft leisten...?
line:985436e6	Wouldn't that be degrading?	Wäre das für dich nicht erniedrigend?
line:1e027369	Wow thanks, that feels good.	Wow, danke. Das tut gut.
line:737184f5	Wow!	Wow!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Wow, dir so beim Essen zuzusehen ist echt ein Erlebnis.
line:5da1e074	Y'know?	Verstehst du?
line:79352475	Ya.	Ja.
line:f6c14e05	Ya.	Ja.
line:b6add8e0	Yea! I do!	Ja! Genau!
line:b44edd29	Yeaaah I'm not sticking with that one.	Jaaa, den Namen benutze ich lieber nicht mehr.
line:7a471225	Yeaaah.	Jaaa.
line:5483c5fd	Yeah	Ja.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Ja, klingt, als wüsste er, welche Knöpfe er drücken muss.
line:63024a1f	Yeah he's improved a lot.	Ja, er hat sich sehr gebessert.
line:5847a779	Yeah I have.	Ja, habe ich.
line:f3b5952a	Yeah I'm happy too.	Ja, ich bin auch glücklich.
line:fb47f998	Yeah it go BRRT haha.	ja, der macht BRRT, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Ja, alles gut. Entschuldige.
line:fbc80e96	Yeah let me get that for you.	Ja, mache ich dir auf.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Also, ich bin ganz matschig und so. Ich tobe einfach gern im öffentlichen Park herum.
line:108de471	Yeah that sounds pretty good.	Ja, klingt gut.
line:fdd800c2	Yeah! clean as always.	Ja! Sauber wie immer.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Ja! Conrad, er ist bezaubernd. Das dürfte ich ihm bloß nicht sagen.
line:ab1bc039	Yeah! I feel clean.	Ja! Ich fühle mich sauber.
line:6733a3df	Yeah! I'm going on a date with him soon.	Ja! Ich habe bald ein Date mit ihm.
line:66727cce	Yeah! It has food that should be good for both of us.	Ja! Da müsste für uns beide etwas dabei sein.
line:b482634c	Yeah! its useful.	Ja! Sehr praktisch.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Ja! Ich hatte gerade ein Date mit Conrad.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Ja! Ich hatte gerade ein Date mit Ryan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Ja! Danke fürs Essen. Ich öffne das Tor.
line:c87d632b	Yeah! That would be amazing.	Ja! Das wäre wunderbar.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Seit der Trennung suche ich eben nach etwas Neuem.
line:bee397db	Yeah, he's so kind to me.	Ja, er ist so gut zu mir.
line:4815ddba	Yeah, I've got one.	Ja, ich habe einen.
line:24efaa49	Yeah, me too. He's real nice.	Ja, ich auch. Er ist echt nett.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Nee, echt jetzt. Kumpel, das musst du anbieten. Ich zahl gut!
line:266f699d	Yeah, taste good!	Ja, schmeckt gut!
line:67cc394b	Yeah, that was scary at first.	Ja, am Anfang war das ziemlich beängstigend.
line:a9980f5e	Yeah, this has been super nice.	Ja, das war wunderschön.
line:54c44240	Yeah, you're right.	Ja, du hast recht.
line:bb1827c7	Yeah- Though only if you want!	Ja, aber nur, wenn du willst!
line:7311dc01	Yeah.	Ja.
line:95e2f7cc	Yeah.	Ja.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Ja. <size=90%>Oh... <size=80%>Du weißt schon. Ich bin so... <size=70%>Haha. Ja. Mhm!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Ja. Wenigstens habe ich dadurch dich kennengelernt.
line:e5937e30	Yeah. I like fish!	Gut. Ich mag Fisch!
line:0372e0d1	Yeah. It wasn't too expensive.	Ja. Er war gar nicht so teuer.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Ja. Sich danach aus dem gemeinsamen Freundeskreis zu lösen ist schwer.
line:6e0e4e11	Yeah. You two will be cute.	Ja. Ihr werdet ein süßes Paar.
line:616121a9	Yeah...	Ja...
line:f244d080	Yeah... He's really great.	Ja... Er ist wirklich toll.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Ja... Ich war noch nie mit einem Kobold aus.
line:8eeb7e28	Yeah... It really isn't.	Ja... Wirklich nicht.
line:039a0c83	Yeah?	Ja?
line:2fb3fe55	Yeah?	Ja?
line:92bd78f3	Yeah?	Ja?
line:3690a3eb	Yeah? I don't even see a mount.	Ja? Ich sehe hier aber keinen Bock.
line:ea2adb20	Yeah? tell me about it!	Ja? Erzähl!
line:78eccd9b	Yellow lime.	Nach gelber Limette.
line:5fd7bc69	Yep!	Genau!
line:b6c878fa	Yep!	Genau!
line:fcff76d4	Yep! I'll get the gate.	Jep! Ich öffne das Tor.
line:3cdcbd4a	Yes	Ja.
line:991dc643	Yes	Ja.
line:e535cacb	Yes	Ja.
line:fb4265f7	Yes	Ja.
line:4ab6c5a9	yes	Ja
line:db98be35	Yes right this way.	Ja, hier entlang.
line:52010e35	YES!	JA!
line:c4310942	Yes!	Ja!
line:d5f94e23	Yes!	Ja!
line:5592e639	Yes, welcome to Drag'N Wash!	Ja, willkommen bei Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Ja, willkommen bei Drag'N Wash!
line:a610ce0b	YES.	JA.
line:85fd5266	Yes.	Ja, gerne.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Ja. Ich brauche eine Reinigung. Die Lage ist ernst!
line:c4595dd5	Yes. It's invigorating to be so candid.	Ja. So offen zu sein wirkt belebend.
line:d7e50f2d	Yes..	Ja..
line:5811655d	Yes... But I believe we need to clean the floors.	Ja... Aber ich glaube, wir müssen den Boden putzen.
line:9444cdba	Yip	Yip!
line:14d2c62f	Yip!	Yip!
line:296ff3f4	Yip!	Yip!
line:3d516ddb	Yip!	Yip!
line:3e870ad0	Yip!	Yip!
line:5544e245	Yip!	Yip!
line:5efde4e2	Yip!	Yip!
line:c3e1f198	Yip!	Yip!
line:e662501c	Yip!	Yip!
line:5e181cf4	Yip! <size=70%>(Gate)	Yip! <size=70%>(Tor.)
line:b12a3f31	Yip! <size=70%>(idk)	Yip! <size=70%>(Keine Ahnung.)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Yip! <size=70%>(Weil sich ein schlummernder Teil Ihres Drachenverstandes an die tief verwurzelte sprachliche Verbindung zwischen unseren Arten erinnert. Darin liegen die tiefere Bedeutung und Absicht der koboldischen „Yips“. Das plötzliche Verständnis entsteht einfach dadurch, dass unsere Verbindung mit der Zeit stärker geworden ist und diesen Teil Ihres Verstandes aktiviert hat.)
line:5935a413	Yip! <size=70%>(Yes)	Yip! <size=70%>(Ja.)
line:f1c14f75	Yip-Man - The Final Yip	Yip-Man – Das letzte Yip
line:4b9046ec	Yip-Man movies are real corny...	Die Yip-Man-Filme sind ziemlich albern...
