# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Ehi, cagnone.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Questo... mi dà molta più fiducia in me stesso.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Fantastico. Sono contento che tra voi funzioni.
line:0f8bb606	Thats good to hear.	Mi fa piacere sentirlo.
line:f5324d68	Thats really good to hear.	Mi fa davvero piacere sentirlo.
line:063dcd4b	The ability to open up to someone, even occasionally...	Potersi aprire con qualcuno, anche solo ogni tanto...
line:8919009a	The ambiance is nice.	Crea una bella atmosfera.
line:08c850bf	The apothecary will tarnish my name for months.	Il farmacista infangherà il mio nome per mesi.
line:01b4161e	The breakup I went through earlier was rough.	La rottura di poco tempo fa è stata dura.
line:c932c99d	The breakup I went through earlier was rough.	La rottura di poco tempo fa è stata dura.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Il Collegio comunitario di Taumaturgia di Burnswick, naturalmente!
line:515099ec	The button on the wall, I mean.	Quello sul muro, intendo.
line:7fe73572	The clean was fine.	Il lavaggio era decente.
line:e8a38ed0	The college cannot find out about this okay?	L'istituto non deve saperlo, d'accordo?
line:1a169dbc	The lights in the area are great too.	Anche le luci della zona sono fantastiche.
line:610dd8cb	The markers were fun.	Ci siamo divertiti con i pennarelli.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	L'istituto più prestigioso, con illustri professori come me:
line:ec00a1fe	The mount? I... suppose!	Il cavalletto? Io... direi di sì!
line:94e04dcf	The mount? Sure!	Il cavalletto? Certo!
line:d8273d7f	The night 'aint gonna start itself!	La serata non comincia da sola!
line:1f2907ed	The rain has been unrelenting today!	Oggi la pioggia non ha dato tregua!
line:1804bf0a	The rain is nice.	La pioggia è piacevole.
line:7e9a1f83	The stem is just extra food.	I raspi sono solo altro cibo.
line:c88244b5	The vibe at night is fuckin' great.	Di notte c'è un'atmosfera da paura, cazzo.
line:d8a2002e	Then I better let you out!	Allora sarà meglio farti uscire!
line:d7b3cd09	Then- Have a productive day.	Allora... Buon lavoro.
line:448afe95	There was a fault in his method.	Il suo metodo aveva un difetto.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	C'è un drago rosso, Conrad. È... irascibile, ma carino.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	C'è un locale in centro, Wings. Uno dei miei preferiti da sempre.
line:972f132f	These washes really make things easier.	Questi lavaggi mi aiutano davvero ad affrontare tutto.
line:352d1d6f	They cum	Vengono.
line:d78962e8	They cum	Vengono.
line:3200a588	They keep going	Continuano.
line:a31d1a18	They keep going	Continuano.
line:035e5be6	They seem cute!	Sembra carino!
line:454172b0	They took it too far.	Hanno esagerato.
line:d7b49fb8	They were! The stem is my favorite part though.	Lo era! Però i raspi sono la mia parte preferita.
line:d156a87f	Think that's every spot.	Credo di aver passato ogni punto.
line:fa1a1e76	Think that's it.	Credo che ci siamo.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Quel drago al bar... Sono stato stupido. Non riuscivo a tenere la bocca chiusa.
line:bfd70320	This feels scandalous	Mi sembra scandaloso.
line:cb437bd0	This is a common practice?	È una pratica comune?
line:831cbfda	This is a job only you can do.	È un lavoro che può fare soltanto lei.
line:4944dbda	This is delicious!	È delizioso!
line:088893da	This is my first time with a Kobold.	È la mia prima volta con un coboldo.
line:e218722c	This is my first time, actually!	In realtà è la mia prima volta!
line:9eb894ad	This is really nice..	È davvero bello...
line:c7e4e36f	This is the kind of shit I try to avoid!	È questa la merda che cerco di evitare!
line:22929636	This place could use a makeover, I know would it could use!	A questo posto servirebbe una rinfrescata. So io cosa manca!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Questo sapone non si addice a un professore, non trova?
line:97841169	This was a nice escape.	Questo posto mi ha offerto una bella via di fuga.
line:5f02ceea	This was a wonderful escape...	È stata una meravigliosa via di fuga...
line:d45f4788	This was nice...	È stato bello...
line:418498cf	Those grapes looked good.	Quell'uva sembrava buona.
line:e9d73205	Though every other wash I've been to at least has a mount	Però tutti gli altri lavaggi in cui sono stato hanno almeno un cavalletto.
line:29e70457	Though I can't say I am not curious	Anche se non posso dire di non essere curioso.
line:9c3e6004	Though you probably shouldn't eat them.	Però probabilmente tu non dovresti mangiarli.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Mi ha raccontato di quando l'hanno picchiato.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Mi ha detto di andare a un lavaggio. Sembrava che l'avessi offesa a morte.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Stasera, al campus. La biblioteca è l'edificio con la grande guglia blu.
line:434527c6	Truly terrible, no?	Davvero terribile, non trova?
line:5a5d646c	Truly?	Davvero?
line:e3aa4e29	Truth be told, I got dirty to come here.	A dire il vero, mi sono sporcato per venire qui.
line:0979dea3	Uh, I'm still really soapy!	Ehm, sono ancora pieno di sapone!
line:05bbe58c	Uh-huh, I'll go get the gate	Mhm, vado ad aprire il cancello.
line:7de638fb	Uh... Hello?	Ehm... Salve?
line:7de9b3a4	Uh... uhm...	Eh... Ehm...
line:159c5c1f	Uh... Yeah.	Ehm... Già.
line:2089db44	Uhhhm we're not exactly.	Ehm, non proprio.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Ehm, no. Ci rimarrò solo MOLTO male.
line:f0a579a5	Uhm...	Ehm...
line:cc295885	uhm... <size=60%>no?	Ehm... <size=60%>No?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Apri la cassa con il piede di porco e mettilo nel magazzino, per favore.
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Usa lo spruzzatore sul muro per sciacquarmi.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. È... È stato piuttosto indecoroso.
line:a37177dd	V-very well. I'll try.	M-molto bene. Ci proverò.
line:209ddf97	Very cool	Molto figo.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Molto bene. Allora non si lasci distrarre da me durante il lavaggio!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Ma... Eh... <size=80%>Oh. <size=60%>Noi non...
line:82e2c158	Wait a sec, I need to open the gate.	Aspetta un attimo, devo aprire il cancello.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Aspetta un attimo, devo aprire il cancello.
line:8ab5686b	Was great! Ryan is a sweetheart.	Benissimo! Ryan è un tesoro.
line:d8c9f912	Was just doing my job!	Facevo solo il mio lavoro!
line:148a63c8	Was just trying to play along. Happy to see you!	Volevo solo stare allo scherzo. Sono felice di vederti!
line:56261ccb	Was still good though! I like how it feels sliding down.	È stato comunque bello! Mi piace sentirla scivolare giù.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Era... <i>davvero</i> arrabbiata perché ero infangato.
line:014b5da5	Watch where those paws are going would you?	Fai attenzione a dove metti quelle zampe, vuoi?
line:3028feb5	We also had sex after our date.	Dopo l'appuntamento abbiamo anche fatto sesso.
line:d132db41	We can just lay here...	Possiamo limitarci a stare sdraiati qui...
line:4da8b942	We can make an opening.	Possiamo trovarti un posto.
line:8c563ab8	We can make an opening.	Possiamo trovarti un posto.
line:33a79dbe	We do! Are you... from the college...?	Sì! Lei viene... dall'istituto...?
line:b83ec453	We got your request for the mount!	Abbiamo ricevuto la tua richiesta per il cavalletto!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Siamo usciti a mangiare. Abbiamo fatto una bella chiacchierata.
line:74706bb3	We will need to clean the floors...	Dovremo pulire il pavimento...
line:df8fb8c9	We'll be going out to this seafood place-	Andremo in un ristorante di pesce...
line:110a2ced	Welcome back!	Bentornato!
line:b042f12a	Welcome back!	Bentornato!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Bene, apprezzo la sua discrezione. Ora andrò dal farmacista.
line:08f40e32	Well I had a good time, see you later then!	Sono stato proprio bene. Ci vediamo!
line:c1e8b05d	Well I had a good time, see you later then!	Sono stato proprio bene. Ci vediamo!
line:fcff7b00	Well, go to the window and speak with your customer.	Allora vai alla finestra e parla con il cliente.
line:fc1e497a	Well, good luck getting your hands around all of me.	Be', auguri a riuscire ad avvolgermi tutto con le mani.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Be', il colore mi piace. Ma non credo che dipenda dalla mia carnagione.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Be', sono un drago... Ma hai capito cosa intendo.
line:f7f87f6c	Well, That's why I'm here!	Be', sono qui apposta!
line:629d89d1	Well, yes. I mean more... Primally?	Be', sì. Ma intendo in modo più... istintivo?
line:8aa0fc1a	Well, you are one hell of a catch.	Be', sei davvero un gran bel partito.
line:5d34e715	Well, you better get one then!	Allora vedi di procurartene uno!
line:f16e75f3	Well...	Be'...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Siamo andati al bar... L'atmosfera si è scaldata. Puoi immaginare il seguito... <size=70%>Ah...
line:2e0ec324	Wha..?	Co...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Che c'èèè? Non c'è niente di male! Pensavo ti facesse piacere saperlo.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Che c'èèè? È bene assicurarsi di aver fatto riscaldamento!
line:bd66082e	What about a movie?	Che ne dici di un film?
line:ee3c126b	What about your private washers?	E i suoi lavatori privati?
line:871137eb	What about?	Riguardo a cosa?
line:bb3b6c71	What brings you in so late?	Come mai così tardi?
line:2dd518f0	What do you mean?	Cosa intendi?
line:2fae1274	What do you mean?	Cosa intende?
line:3c2c53dc	What do you mean?	Cosa intendi?
line:838cdf1b	What do you think of me?	Cosa pensa di me?
line:c2bdc402	What does the number 7 taste like?	Che sapore ha il numero 7?
line:56fc085a	What happened!?	Che è successo!?
line:0bc56d4d	what happened?	Cos'è successo?
line:8c3b76ea	What is it?	Di cosa si tratta?
line:44b711a0	What is..	Cos'è...?
line:53301d3b	What kind of egg was that?	Che tipo di uovo era?
line:073701b7	What kind of movie are you thinking?	A che film stavi pensando?
line:03cf1c9a	What kind of question?	Che genere di domanda?
line:003700c7	What kinds of classes do you teach?	Quali materie insegna?
line:e2406cc4	What now?	E adesso?
line:0c583118	What was in those opened crates?	Cosa c'era in quelle casse aperte?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Cosa!? Che schifo! Non hai neanche un cavalletto...?
line:8ebd442e	What's got you looking so happy?	Come mai sembri così felice?
line:fc7aaaa0	What's teaching like?	Com'è insegnare?
line:f99840cd	What's that?	Cos'è?
line:1a0b719d	What's up?	Che succede?
line:29359884	What's up?	Che succede?
line:8d5c7802	What's up?	Che succede?
line:712f9d7c	what?	Come?
line:766c2abd	What? All the best places do it!	Cosa? Tutti i posti migliori lo fanno!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Cosa? Sono un professore! Non lo capisce dal mio stemma?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Cosa? Un complimento sincero non fa male a nessuno!
line:b2fe309b	Whats got you in a good mood?	Cosa ti mette così di buon umore?
line:93a145d4	Whats up, big guy?	Che c'è, ragazzone?
line:4efe8211	Whats up?	Che c'è?
line:866cd495	Whats up?	Che c'è?
line:bfc04b3a	Whats up?	Che c'è?
line:e01885c3	Whats up?	Che c'è?
line:f7d786b6	Whats with all the... Gloop?	Cos'è tutta quella... poltiglia?
line:c4c81aa9	Whats your favorite part about him?	Cosa ti piace di più di lui?
line:ff6ef027	When do you actually end the relationship?	Quando è davvero il momento di chiuderla?
line:2ffe284b	When I met him at first I was falling back on my old script.	Quando l'ho conosciuto stavo ricadendo nei miei vecchi copioni.
line:eb019075	When you're done go ahead and hit the button.	Quando hai finito, premi pure il pulsante.
line:5d4e9392	Where did he go...?	Dov'è finito...?
line:7af04961	Where would you like to go?	Dove ti piacerebbe andare?
line:7e9389a7	Which college?	Quale istituto?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Chi l'avrebbe detto che un drago potesse sporcarsi tanto, eh?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Chi avrebbe mai pensato che luoghi simili fossero così accessibili al pubblico!
line:8b7915f4	Who's that?	Chi sarebbe?
line:ebd63f8c	Who's there?	Chi c'è?
line:eea7573f	Whoa! Cold!	Wow! Che freddo!
line:1acbd02a	Whoops	Ops.
line:5a6c0d31	Whoops	Ops.
line:afc6c00a	Whoops	Ops.
line:c30013ff	Whoops	Ops.
line:9df56a3a	why are you here so late?	Come mai è qui così tardi?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Con Ryan... Credo proprio che stasera usciremo insieme.
line:c236bdf9	Woah. Uhm.	Wow. Ehm.
line:390f05be	Woah... What is that in your mouth?	Wow... Cos'hai in bocca?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Wow... Vuoi che lo usi? Anche con il cibo qui? Va bene!
line:4cacfab8	Wonderful to hear you're seeing someone!	È bello sapere che frequenta qualcuno!
line:f6fdf321	Wonderful to hear you're seeing someone!	È bello sapere che frequenta qualcuno!
line:7e2421b6	Wonderful to hear.	Mi fa molto piacere sentirlo.
line:36d49875	Wonderful!	Fantastico!
line:6046bedf	Wonderful!	Fantastico!
line:ab423ac7	Wonderful!	Fantastico!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Ottimo. Ti auguro una giornata <i>produttiva</i>.
line:ec771552	Woops.	Ops.
line:51bcff68	Would that interest you?	Ti interesserebbe?
line:8c8591ec	Would you care to join me at the college library this evening...?	Le andrebbe di raggiungermi nella biblioteca dell'istituto questa sera...?
line:985436e6	Wouldn't that be degrading?	Non sarebbe umiliante?
line:1e027369	Wow thanks, that feels good.	Wow, grazie. Che bella sensazione.
line:737184f5	Wow!	Wow!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Wow, vederti mangiare così è uno spettacolo.
line:5da1e074	Y'know?	Capisci?
line:79352475	Ya.	Sì.
line:f6c14e05	Ya.	Sì.
line:b6add8e0	Yea! I do!	Sì! È vero!
line:b44edd29	Yeaaah I'm not sticking with that one.	Giààà, non lo userò più.
line:7a471225	Yeaaah.	Giààà.
line:5483c5fd	Yeah	Sì.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Già, sembra uno che sa come accendere la scintilla.
line:63024a1f	Yeah he's improved a lot.	Sì, è migliorato molto.
line:5847a779	Yeah I have.	Sì, ci ho parlato.
line:f3b5952a	Yeah I'm happy too.	Già, sono felice anch'io.
line:fb47f998	Yeah it go BRRT haha.	Sì, fa BRRT, ahah.
line:eef9b2bb	Yeah It's fine. Sorry.	Sì, tutto bene. Scusa.
line:fbc80e96	Yeah let me get that for you.	Sì, te lo apro.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Già, sono tutto infangato e via dicendo. Adoro scorrazzare al parco pubblico.
line:108de471	Yeah that sounds pretty good.	Sì, mi sembra una bella idea.
line:fdd800c2	Yeah! clean as always.	Sì! Pulito come sempre.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Sì! Conrad, è adorabile. Anche se odierebbe sentirmelo dire.
line:ab1bc039	Yeah! I feel clean.	Sì! Mi sento pulito.
line:6733a3df	Yeah! I'm going on a date with him soon.	Sì! Tra poco uscirò con lui.
line:66727cce	Yeah! It has food that should be good for both of us.	Sì! Ci sono cose che dovrebbero andare bene per entrambi.
line:b482634c	Yeah! its useful.	Sì! È utile.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Sì! Sono appena uscito con Conrad.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Sì! Sono appena uscito con Ryan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Sì! Grazie per il cibo. Vado ad aprire il cancello.
line:c87d632b	Yeah! That would be amazing.	Sì! Sarebbe fantastico.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Sì, da quando ci siamo lasciati cerco qualcosa di nuovo.
line:bee397db	Yeah, he's so kind to me.	Sì, è così premuroso con me.
line:4815ddba	Yeah, I've got one.	Sì, ce l'ho.
line:24efaa49	Yeah, me too. He's real nice.	Sì, anch'io. Lui è davvero gentile.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Eh, no. Amico, devi proprio cominciare a farlo. Pago bene!
line:266f699d	Yeah, taste good!	Sì, sono buoni!
line:67cc394b	Yeah, that was scary at first.	Già, all'inizio mi sono spaventato.
line:a9980f5e	Yeah, this has been super nice.	Sì, è stato davvero bello.
line:54c44240	Yeah, you're right.	Sì, hai ragione.
line:bb1827c7	Yeah- Though only if you want!	Sì... Ma solo se vuoi!
line:7311dc01	Yeah.	Sì.
line:95e2f7cc	Yeah.	Sì.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Sì. <size=90%>Oh... <size=80%>Sai. Io sono tipo... <size=70%>Ahah. Sì. Mhm!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Già. Almeno, grazie a tutto questo, ho conosciuto te.
line:e5937e30	Yeah. I like fish!	Sì, mi piace il pesce!
line:0372e0d1	Yeah. It wasn't too expensive.	Già. Non costava neanche troppo.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Già. È difficile districare i gruppi di amici dopo una cosa del genere.
line:6e0e4e11	Yeah. You two will be cute.	Sì. Sarete una bella coppia.
line:616121a9	Yeah...	Già...
line:f244d080	Yeah... He's really great.	Sì... È davvero fantastico.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Già... Non sono mai uscito con un coboldo prima d'ora.
line:8eeb7e28	Yeah... It really isn't.	Già... Non lo è davvero.
line:039a0c83	Yeah?	Sì?
line:2fb3fe55	Yeah?	Sì?
line:92bd78f3	Yeah?	Sì?
line:3690a3eb	Yeah? I don't even see a mount.	Ah sì? Non vedo nemmeno un cavalletto.
line:ea2adb20	Yeah? tell me about it!	Ah sì? Racconta!
line:78eccd9b	Yellow lime.	Lime giallo.
line:5fd7bc69	Yep!	Già!
line:b6c878fa	Yep!	Già!
line:fcff76d4	Yep! I'll get the gate.	Già! Apro il cancello.
line:3cdcbd4a	Yes	Sì.
line:991dc643	Yes	Sì.
line:e535cacb	Yes	Sì.
line:fb4265f7	Yes	Certo, continuo subito.
line:4ab6c5a9	yes	sì
line:db98be35	Yes right this way.	Sì, da questa parte.
line:52010e35	YES!	SÌ!
line:c4310942	Yes!	Sì!
line:d5f94e23	Yes!	Sì!
line:5592e639	Yes, welcome to Drag'N Wash!	Sì, benvenuto da Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Sì, benvenuto da Drag'N Wash!
line:a610ce0b	YES.	SÌ.
line:85fd5266	Yes.	Sì.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Sì. Ho bisogno di una ripulita. La situazione è piuttosto grave!
line:c4595dd5	Yes. It's invigorating to be so candid.	Sì. È rinvigorente essere così sinceri.
line:d7e50f2d	Yes..	Sì...
line:5811655d	Yes... But I believe we need to clean the floors.	Sì... Però credo che dovremo pulire il pavimento.
line:9444cdba	Yip	Yip.
line:14d2c62f	Yip!	Yip!
line:296ff3f4	Yip!	Yip!
line:3d516ddb	Yip!	Yip!
line:3e870ad0	Yip!	Yip!
line:5544e245	Yip!	Yip!
line:5efde4e2	Yip!	Yip!
line:c3e1f198	Yip!	Yip!
line:e662501c	Yip!	Yip!
line:5e181cf4	Yip! <size=70%>(Gate)	Yip! <size=70%>(Cancello)
line:b12a3f31	Yip! <size=70%>(idk)	Yip! <size=70%>(Boh)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Yip! <size=70%>(Perché la parte dormiente della sua mente draconica sta ricordando il profondo legame linguistico tra la sua specie e la mia, che racchiude il significato e l'intento degli «yip» dei coboldi. Questa sua improvvisa comprensione dipende semplicemente dal nostro legame, che si è rafforzato nel tempo e ha attivato quella parte della sua mente.)
line:5935a413	Yip! <size=70%>(Yes)	Yip! <size=70%>(Sì)
line:f1c14f75	Yip-Man - The Final Yip	Yip-Man - L'ultimo yip
line:4b9046ec	Yip-Man movies are real corny...	I film di Yip-Man sono davvero pacchiani...
line:3d6b2203	You again?	Ancora tu?
line:81416c72	You already are, whats up?	Me la stai già facendo. Dimmi.
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Qui fate anche il <i>lieto fine</i>, vero?
line:e553c773	You also introduced me to Conrad.	Mi hai anche presentato Conrad.
line:feb8727e	You always make me feel welcomed.	Mi fai sempre sentire il benvenuto.
line:563d71ba	You are too!	Anche tu!
line:4efafbb0	You are very skilled with your hands	È davvero abile con le mani.
line:0dd63830	You brought food in?	Hai portato del cibo?
line:38043f6c	You can act however you like around me.	Con me può comportarsi come vuole.
line:3fbd01fb	You can come in whenever!	Puoi venire quando vuoi!
line:0eb37f1a	You can stay here if you want.	Puoi restare qui, se vuoi.
line:ecc04e16	You decide!	Decidi tu!
line:19698f13	You didn't even open the watermelon.	Non hai nemmeno aperto l'anguria.
line:7e8c1ae2	You do know how to use your hands pretty well.	Sai usare le mani piuttosto bene.
line:7023b6b4	You don't deserve that.	Non meritavi di essere trattato così.
line:c0cc0f2d	You got a medkit?	Hai una cassetta del pronto soccorso?
line:c2b3c28a	you know about getting back into the dating scene...	sai, sul ricominciare a uscire con qualcuno...
line:512df07c	You know what that means.	Sai cosa significa.
line:e613cbe3	You know what that means...	Sai cosa significa...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Sa... Questo ambiente è piuttosto gradevole. Molto... proletario.
line:404b17ef	You look good this clean!	Stai bene così pulito!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Non si preoccupi. Il sindacato dei lavatori è... Più potente di me.
line:3fab049a	You probably shouldn't.	Probabilmente è meglio di no.
line:0bc044da	You ready for this?	Sei pronto?
line:f0a0565a	You ready to go back in to the club?	Sei pronto a rientrare nel locale?
line:c0e34d36	You really ate that entire thing... Woah.	Hai mangiato davvero tutto quanto... Wow.
line:82cf49aa	You seemed to enjoy yourself.	Sembrava che ti stessi divertendo.
line:ba66095e	You set a good example.	È un buon esempio.
line:6c2a1901	You should be all clean!	Dovresti essere tutto pulito!
line:36779352	You should be.	Fai bene.
line:86154a64	You should feel it and check for me	Dovresti toccarlo e controllare per me.
line:20503ab0	You sure? It's not like... fun stuff.	Sicuro? Non è proprio... un argomento allegro.
line:0a0d6bc0	You too! I'll go get the gate.	Anch'io! Vado ad aprire il cancello.
line:e3106999	You too. Thanks for the wash.	Anch'io. Grazie del lavaggio.
line:fc97aa74	You too. Thanks for the wash.	Anch'io. Grazie del lavaggio.
line:5e4d645c	You two are really cute together...	Siete proprio carini insieme...
line:b76a2a43	You were really going at it.	Ti ci stavi proprio dando dentro.
line:83aa1a23	You work at a college?	Lavora in un istituto?
line:85fa0d03	You'd need a dragon stomach first!	Prima ti servirebbe uno stomaco da drago!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Dovrai raccontarmi presto tutti i dettagli su Ryan.
line:6c71dd83	You'll have to tell me all about it.	Dovrai raccontarmi tutto.
line:91ab30f5	You'll have to tell me how you two work out!	Dovrai raccontarmi come va tra voi due!
line:ffeff59b	You'll have to tell me more inside.	Mi racconterai di più dopo che sarò entrato.
line:5eb243c2	You'll like it.	Ti piacerà.
line:6acf7c77	You'll need to let them in afterwards of course.	Dopo dovrai farlo entrare, naturalmente.
line:6b63d2d8	You'll take care of everything?	Si occuperà lei di tutto?
line:f2527ed7	You're <i>spotless.	Sei <i>immacolato.
line:23ae97e6	You're a big deal	Sei uno che conta.
line:323e546b	You're a good friend too, I'll go get the gate.	Anche tu sei un buon amico. Vado ad aprire il cancello.
line:44e97be7	You're always welcome here, Ryan.	Qui sei sempre il benvenuto, Ryan.
line:09e5bf43	You're cute by the way.	Comunque sei carino.
line:277d8257	You're fine. Thank you.	Non hai fatto niente di male. Grazie.
line:8c269acb	You're going to love it.	Ti piacerà da morire.
line:173782fa	You're good at it.	E lo fa bene.
line:1dca8fa0	You're just a very comfortable person to be around.	È solo che con te mi sento davvero a mio agio.
line:42124159	You're just a very comfortable person to be around.	È solo che con te mi sento davvero a mio agio.
line:d3b6d22a	You're kind. It's more than I deserve.	Sei gentile. Più di quanto meriti.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Tranquillo. È evidente che ne stai passando tante.
line:68887509	You're one of my favorite clients!	Sei uno dei miei clienti preferiti!
line:c4cc497f	You're pretty hot.	Sei proprio sexy.
line:b6603dc7	You're right. I shouldn't pry.	Hai ragione. Non dovrei impicciarmi.
line:31ab814e	You're right... Theres no way you could.	Hai ragione... Come potresti saperlo?
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Lei è la prima persona che incontro che si aspetta soltanto che io sia...
line:f718a7eb	You're the professor here. Must be correct.	Il professore è lei. Avrà ragione.
line:15f55959	You're very sweet.	Sei molto dolce.
line:bc6cc4d2	You're very sweet.	Lei è davvero gentile.
line:6289a322	You're very welcome.	È stato un piacere.
line:39ddd682	You're...	Lei è...
line:6e94f373	You're... cool.	Sei... in gamba.
line:61c96494	You're... Not that dirty.	Non è... poi così sporco.
line:8bab3246	You're... very forward.	Sei... molto diretto.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Tienimi aggiornato su te e Ryan, d'accordo?
line:a5a8a9d5	Your crest is cool. What is it?	Il suo stemma è bello. Cos'è?
line:3890b91c	Your date with Ryan.	Il tuo appuntamento con Ryan.
line:82109412	Your secret's safe with me.	Il tuo segreto è al sicuro con me.
line:ed8e7994	Yours doesn't. It's nice.	Il suo no. È piacevole.
line:016a65e8	Yuh, that's me.	Già, sono io.
line:38eb6d26	Yup!	Già!
line:7ac62718	Yup. I like it.	Già. Mi piace.
