# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Siema, duży piesku.
line:90444b09	That sounds like an over-reaction on her part.	Brzmi, jakby przesadziła z reakcją.
line:f07c9e39	That sounds like an over-reaction on her part.	Brzmi, jakby przesadziła z reakcją.
line:c78cf81f	That sounds lovely!	Brzmi cudownie!
line:eaa3c173	That they are...	Zaiste...
line:f4b9a455	That was much nicer than a hose.	To było dużo przyjemniejsze niż mycie wężem.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	To nigdy mnie nie martwiło. Jestem smokiem stroniącym od ryzyka.
line:22d271f4	That was really fun.	To była świetna zabawa.
line:019b83df	That was wonderful! I feel so much better about dating.	Było wspaniale! Jestem dużo spokojniejszy o te randki.
line:d7bf167b	That was... Nicer than I expected.	To było... przyjemniejsze, niż się spodziewałem.
line:577cec43	That's a mount, no?	To taki przyrząd, prawda?
line:825536f5	That's a tricky question to answer.	Trudno na to odpowiedzieć.
line:66fb84fe	That's all I want to ask.	To wszystko, o co chciałem zapytać.
line:ac1ed298	That's all you can ask for, right?	Czego chcieć więcej, prawda?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	To błąd odwołania do autorytetu. Ale tak, mam rację.
line:52f81dde	That's cute!	Uroczo!
line:45befc02	That's exciting!	Ale fajnie!
line:13cd5511	That's fast... But I think so!	Szybko... Ale chyba tak!
line:4ff91cbd	That's fine!	Nic nie szkodzi!
line:163c524a	That's good to hear.	Miło to słyszeć.
line:33e2bee6	That's good to hear.	Miło to słyszeć.
line:30e461f2	That's good. You deserve a decent man.	To dobrze. Zasługuje pan na porządnego mężczyznę.
line:aeae4744	That's good... Now what?	To dobrze... Co teraz?
line:f3eeb627	That's great! whens your first date?	Wspaniale! Kiedy pierwsza randka?
line:215f4eba	That's me.	To ja.
line:cf8c5f37	That's not a thing... But thank you!	Nie robi się tak... Ale dzięki!
line:3f29878b	That's rather nice of you to say.	To bardzo miłe słowa.
line:d38c63ea	That's really cute.	To naprawdę urocze.
line:6474d7f7	That's really nice!	To wspaniale!
line:c5001a4c	That's the best way to eat'em!	Tak smakują najlepiej!
line:2a5cc3a5	That's very sweet.	To bardzo miłe.
line:7052576b	That's what I like to hear.	To lubię słyszeć.
line:2a154290	That's what I thought too.	Też tak pomyślałem.
line:33d12f97	That's what I thought too.	Też tak pomyślałem.
line:2b7bb6ce	That's what's terrifying.	To właśnie mnie przeraża.
line:36fb380f	That's wonderful, he's cute!	To świetnie, jest uroczy!
line:266836f8	That's... the first time you've yipped for me.	To... pierwszy raz, kiedy do mnie yipnąłeś.
line:9b0b24ad	That.	To.
line:6ff80785	That... makes me feel a lot more sure of myself then.	To... dodaje mi znacznie więcej pewności siebie.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	To... dodaje mi znacznie więcej pewności siebie.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Świetnie. Cieszę się, że wam się układa.
line:0f8bb606	Thats good to hear.	Dobrze to słyszeć.
line:f5324d68	Thats really good to hear.	Bardzo miło to słyszeć.
line:063dcd4b	The ability to open up to someone, even occasionally...	Możliwość otwarcia się przed kimś, choćby od czasu do czasu...
line:8919009a	The ambiance is nice.	Przyjemny nastrój.
line:08c850bf	The apothecary will tarnish my name for months.	Aptekarz będzie miesiącami szargał moje imię.
line:01b4161e	The breakup I went through earlier was rough.	To rozstanie było dla mnie trudne.
line:c932c99d	The breakup I went through earlier was rough.	To rozstanie było dla mnie trudne.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Oczywiście Społeczna Szkoła Wyższa Taumaturgii w Burnswick!
line:515099ec	The button on the wall, I mean.	Mam na myśli ten na ścianie.
line:7fe73572	The clean was fine.	Mycie było w porządku.
line:e8a38ed0	The college cannot find out about this okay?	Uczelnia nie może się o tym dowiedzieć, dobrze?
line:1a169dbc	The lights in the area are great too.	Oświetlenie okolicy też jest super.
line:610dd8cb	The markers were fun.	Nieźle się bawiliśmy pisakami.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Najbardziej prestiżowa uczelnia z prestiżowymi profesorami, takimi jak ja:
line:ec00a1fe	The mount? I... suppose!	Przyrząd? Ja... chyba tak!
line:94e04dcf	The mount? Sure!	Przyrząd? Jasne!
line:d8273d7f	The night 'aint gonna start itself!	Wieczór sam się nie zacznie!
line:1f2907ed	The rain has been unrelenting today!	Deszcz dziś nie ustępuje!
line:1804bf0a	The rain is nice.	Deszcz jest przyjemny.
line:7e9a1f83	The stem is just extra food.	Łodyżka to po prostu więcej jedzenia.
line:c88244b5	The vibe at night is fuckin' great.	Nocą klimat jest tam zajebisty.
line:d8a2002e	Then I better let you out!	To lepiej cię wypuszczę!
line:d7b3cd09	Then- Have a productive day.	W takim razie owocnego dnia pracy.
line:448afe95	There was a fault in his method.	Jego metoda okazała się wadliwa.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Jest taki czerwony smok, Conrad. Jest... porywczy, ale uroczy.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Jest taki klub w centrum, Wings. Mój stary ulubiony lokal.
line:972f132f	These washes really make things easier.	Te kąpiele naprawdę pomagają przez to przejść.
line:352d1d6f	They cum	Dochodzą.
line:d78962e8	They cum	Dochodzą.
line:3200a588	They keep going	Nie przestają.
line:a31d1a18	They keep going	Nie przestają.
line:035e5be6	They seem cute!	Wydaje się uroczy!
line:454172b0	They took it too far.	Posunęli się za daleko.
line:d7b49fb8	They were! The stem is my favorite part though.	Były dobre! Ale najbardziej lubię łodyżkę.
line:d156a87f	Think that's every spot.	Chyba żadnej plamy nie pominąłem.
line:fa1a1e76	Think that's it.	Chyba to wszystko.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Taki smok w barze... Byłem głupi. Nie umiałem zamknąć pyska.
line:bfd70320	This feels scandalous	To brzmi skandalicznie.
line:cb437bd0	This is a common practice?	To powszechna praktyka?
line:831cbfda	This is a job only you can do.	Tylko pan może się tym zająć.
line:4944dbda	This is delicious!	Pyszne!
line:088893da	This is my first time with a Kobold.	To mój pierwszy raz z koboldem.
line:e218722c	This is my first time, actually!	Właściwie to mój pierwszy raz!
line:9eb894ad	This is really nice..	To naprawdę przyjemne..
line:c7e4e36f	This is the kind of shit I try to avoid!	Właśnie takiego gówna próbuję unikać!
line:22929636	This place could use a makeover, I know would it could use!	Przydałby się tu remont. Wiem, czego temu miejscu brakuje!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	To mydło nie przystoi profesorowi, nie sądzi pan?
line:97841169	This was a nice escape.	Tutaj mogłem odetchnąć.
line:5f02ceea	This was a wonderful escape...	To była cudowna odskocznia...
line:d45f4788	This was nice...	To było miłe...
line:418498cf	Those grapes looked good.	Te winogrona wyglądały dobrze.
line:e9d73205	Though every other wash I've been to at least has a mount	Tylko w każdym innym miejscu mają przynajmniej przyrząd.
line:29e70457	Though I can't say I am not curious	Chociaż nie mogę powiedzieć, że nie jestem ciekaw.
line:9c3e6004	Though you probably shouldn't eat them.	Chociaż ty chyba nie powinieneś ich jeść.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Opowiedział mi, jak go pobito.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Kazała mi iść do myjni i zachowywała się, jakbym strasznie ją obraził.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Dziś wieczorem na kampusie. Biblioteka to budynek z dużą niebieską iglicą.
line:434527c6	Truly terrible, no?	Doprawdy straszne, nieprawdaż?
line:5a5d646c	Truly?	Naprawdę?
line:e3aa4e29	Truth be told, I got dirty to come here.	Prawdę mówiąc, ubrudziłem się, żeby tu przyjść.
line:0979dea3	Uh, I'm still really soapy!	Eee, nadal jestem cały w mydle!
line:05bbe58c	Uh-huh, I'll go get the gate	Mhm, pójdę otworzyć bramę.
line:7de638fb	Uh... Hello?	Eee... Halo?
line:7de9b3a4	Uh... uhm...	Eee... Hmm...
line:159c5c1f	Uh... Yeah.	Eee... Tak.
line:2089db44	Uhhhm we're not exactly.	Eee, nie do końca.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Eee, nie. Po prostu będę BARDZO niezadowolony.
line:f0a579a5	Uhm...	Eee...
line:cc295885	uhm... <size=60%>no?	Eee... <size=60%>Nie?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Otwórz skrzynię łomem i schowaj go w magazynie, dobrze?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Użyj spryskiwacza na ścianie, żeby mnie opłukać.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. T-to było... dość niegodne.
line:a37177dd	V-very well. I'll try.	D-dobrze. Spróbuję.
line:209ddf97	Very cool	Bardzo fajnie.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Dobrze. Nie będę zatem przeszkadzał w myciu!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Co... Hę... <size=80%>Ojej. <size=60%>Nie robimy...
line:82e2c158	Wait a sec, I need to open the gate.	Chwilka, muszę otworzyć bramę.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Chwilka, muszę otworzyć bramę.
line:8ab5686b	Was great! Ryan is a sweetheart.	Świetnie! Ryan to skarb.
line:d8c9f912	Was just doing my job!	Po prostu robiłem swoje!
line:148a63c8	Was just trying to play along. Happy to see you!	Chciałem tylko podchwycić żart. Miło cię widzieć!
line:56261ccb	Was still good though! I like how it feels sliding down.	Ale i tak było fajnie! Lubię czuć, jak się zsuwa.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Była... <i>naprawdę</i> wściekła, że jestem ubłocony.
line:014b5da5	Watch where those paws are going would you?	Uważaj, gdzie kładziesz łapy, dobrze?
line:3028feb5	We also had sex after our date.	Po randce uprawialiśmy też seks.
line:d132db41	We can just lay here...	Możemy po prostu tu poleżeć...
line:4da8b942	We can make an opening.	Znajdziemy dla ciebie miejsce.
line:8c563ab8	We can make an opening.	Znajdziemy dla ciebie miejsce.
line:33a79dbe	We do! Are you... from the college...?	Tak! Jest pan... z uczelni...?
line:b83ec453	We got your request for the mount!	Otrzymaliśmy twoje zamówienie na przyrząd!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Poszliśmy coś zjeść. Miło rozmawialiśmy.
line:74706bb3	We will need to clean the floors...	Trzeba będzie umyć podłogę...
line:df8fb8c9	We'll be going out to this seafood place-	Idziemy do takiej knajpy z owocami morza...
line:110a2ced	Welcome back!	Witaj z powrotem!
line:b042f12a	Welcome back!	Witaj z powrotem!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Znakomicie, doceniam pańską dyskrecję. Udaję się do aptekarza.
line:08f40e32	Well I had a good time, see you later then!	Dobrze się bawiłem. To do zobaczenia!
line:c1e8b05d	Well I had a good time, see you later then!	Dobrze się bawiłem. To do zobaczenia!
line:fcff7b00	Well, go to the window and speak with your customer.	Cóż, podejdź do okna i porozmawiaj z klientem.
line:fc1e497a	Well, good luck getting your hands around all of me.	No to powodzenia z objęciem mnie całego dłońmi.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Cóż, lubię ten kolor. Ale nie sądzę, by miało to związek z moim własnym.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Znaczy, smokiem... Ale wiesz, o co chodzi.
line:f7f87f6c	Well, That's why I'm here!	Właśnie po to tu jestem!
line:629d89d1	Well, yes. I mean more... Primally?	Owszem. Ale chodzi mi o coś bardziej... pierwotnego?
line:8aa0fc1a	Well, you are one hell of a catch.	Cóż, jesteś niezłą partią.
line:5d34e715	Well, you better get one then!	To lepiej sobie spraw!
line:f16e75f3	Well...	Cóż...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Poszliśmy do baru... Zrobiło się gorąco. Możesz sobie wyobrazić, co dalej... <size=70%>Ha...
line:2e0ec324	Wha..?	Co...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Cooo? To nic złego! Pomyślałem, że chcesz wiedzieć.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Cooo? Dobra rozgrzewka nie zaszkodzi!
line:bd66082e	What about a movie?	A może film?
line:ee3c126b	What about your private washers?	A co z pańskimi prywatnymi pracownikami?
line:871137eb	What about?	Co mówił?
line:bb3b6c71	What brings you in so late?	Co cię sprowadza tak późno?
line:2dd518f0	What do you mean?	Co masz na myśli?
line:2fae1274	What do you mean?	Co ma pan na myśli?
line:3c2c53dc	What do you mean?	Co masz na myśli?
line:838cdf1b	What do you think of me?	Co pan o mnie sądzi?
line:c2bdc402	What does the number 7 taste like?	Jak smakuje liczba 7?
line:56fc085a	What happened!?	Co się stało?!
line:0bc56d4d	what happened?	Co się stało?
line:8c3b76ea	What is it?	Jakie?
line:44b711a0	What is..	Co to jest...
line:53301d3b	What kind of egg was that?	Co to było za jajko?
line:073701b7	What kind of movie are you thinking?	Jaki film masz na myśli?
line:03cf1c9a	What kind of question?	Jakie pytanie?
line:003700c7	What kinds of classes do you teach?	Jakich przedmiotów pan uczy?
line:e2406cc4	What now?	Co teraz?
line:0c583118	What was in those opened crates?	Co było w tych otwartych skrzyniach?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Co?! Beznadzieja! Nie masz nawet przyrządu...?
line:8ebd442e	What's got you looking so happy?	Skąd taki dobry humor?
line:fc7aaaa0	What's teaching like?	Jak to jest uczyć?
line:f99840cd	What's that?	Co to?
line:1a0b719d	What's up?	O co chodzi?
line:29359884	What's up?	O co chodzi?
line:8d5c7802	What's up?	O co chodzi?
line:712f9d7c	what?	Co?
line:766c2abd	What? All the best places do it!	Co? Wszędzie, gdzie warto chodzić, to robią!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Co? Jestem profesorem! Nie widać po moim herbie?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Co? Szczery komplement nikomu nie szkodzi!
line:b2fe309b	Whats got you in a good mood?	Skąd taki dobry nastrój?
line:93a145d4	Whats up, big guy?	Co jest, wielkoludzie?
line:4efe8211	Whats up?	Co jest?
line:866cd495	Whats up?	Co jest?
line:bfc04b3a	Whats up?	Co jest?
line:e01885c3	Whats up?	Co jest?
line:f7d786b6	Whats with all the... Gloop?	Co to za... maź?
line:c4c81aa9	Whats your favorite part about him?	Co najbardziej ci się w nim podoba?
line:ff6ef027	When do you actually end the relationship?	To kiedy właściwie go kończysz?
line:2ffe284b	When I met him at first I was falling back on my old script.	Kiedy go poznałem, wracałem do starych nawyków.
line:eb019075	When you're done go ahead and hit the button.	Gdy skończysz, naciśnij przycisk.
line:5d4e9392	Where did he go...?	Gdzie się podział...?
line:7af04961	Where would you like to go?	Gdzie chciałbyś pójść?
line:7e9389a7	Which college?	Jaka uczelnia?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Kto by pomyślał, że smok może się tak ubrudzić, co?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Kto by pomyślał, że takie miejsca są tak łatwo dostępne dla wszystkich!
line:8b7915f4	Who's that?	Kto to?
line:ebd63f8c	Who's there?	Kto tam?
line:eea7573f	Whoa! Cold!	O rany! Zimno!
line:1acbd02a	Whoops	Ups.
line:5a6c0d31	Whoops	Ups.
line:afc6c00a	Whoops	Ups.
line:c30013ff	Whoops	Ups.
line:9df56a3a	why are you here so late?	Dlaczego przyszedł pan tak późno?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Chyba idziemy dziś z Ryanem na randkę.
line:c236bdf9	Woah. Uhm.	O rany. Eee.
line:390f05be	Woah... What is that in your mouth?	O rany... Co trzymasz w pysku?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	O rany... Chcesz, żebym tego użył? Nawet przy jedzeniu? Dobrze!
line:4cacfab8	Wonderful to hear you're seeing someone!	Miło słyszeć, że się pan z kimś spotyka!
line:f6fdf321	Wonderful to hear you're seeing someone!	Miło słyszeć, że się pan z kimś spotyka!
line:7e2421b6	Wonderful to hear.	Wspaniale to słyszeć.
line:36d49875	Wonderful!	Wspaniale!
line:6046bedf	Wonderful!	Wspaniale!
line:ab423ac7	Wonderful!	Wspaniale!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Wspaniale. Życzę <i>owocnego</i> dnia.
line:ec771552	Woops.	Ups.
line:51bcff68	Would that interest you?	Chciałbyś?
line:8c8591ec	Would you care to join me at the college library this evening...?	Czy zechciałby pan dołączyć do mnie dziś wieczorem w bibliotece uczelni...?
line:985436e6	Wouldn't that be degrading?	Nie byłoby to poniżające?
line:1e027369	Wow thanks, that feels good.	Ojej, dzięki, to przyjemne.
line:737184f5	Wow!	Wow!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	O rany, patrzenie, jak tak jesz, to niezłe przeżycie.
line:5da1e074	Y'know?	Wiesz?
line:79352475	Ya.	Tak.
line:f6c14e05	Ya.	Tak.
line:b6add8e0	Yea! I do!	Tak! Właśnie!
line:b44edd29	Yeaaah I'm not sticking with that one.	Taaak, z tego przezwiska zrezygnuję.
line:7a471225	Yeaaah.	Taaak.
line:5483c5fd	Yeah	Tak.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	No, wygląda na takiego, który potrafi nieźle nakręcić.
line:63024a1f	Yeah he's improved a lot.	Tak, bardzo się poprawił.
line:5847a779	Yeah I have.	Tak, rozmawiałem.
line:f3b5952a	Yeah I'm happy too.	Tak, też jestem szczęśliwy.
line:fb47f998	Yeah it go BRRT haha.	tak, robi BRRT, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Tak, wszystko dobrze. Przepraszam.
line:fbc80e96	Yeah let me get that for you.	Tak, już otwieram.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Tak, cały się ubłociłem. Uwielbiam szaleć w publicznym parku.
line:108de471	Yeah that sounds pretty good.	Tak, brzmi dobrze.
line:fdd800c2	Yeah! clean as always.	Tak! Czysty jak zawsze.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Tak! Conrad jest przeuroczy. Choć nie chciałby tego usłyszeć.
line:ab1bc039	Yeah! I feel clean.	Tak! Czuję się czysty.
line:6733a3df	Yeah! I'm going on a date with him soon.	Tak! Wkrótce idę z nim na randkę.
line:66727cce	Yeah! It has food that should be good for both of us.	Tak! Jest tu jedzenie, które powinno nam obu smakować.
line:b482634c	Yeah! its useful.	Tak! To przydatne.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Tak! Właśnie byłem na randce z Conradem.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Tak! Właśnie byłem na randce z Ryanem.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Tak! Dzięki za jedzenie. Otworzę bramę.
line:c87d632b	Yeah! That would be amazing.	Tak! Byłoby wspaniale.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Tak, od rozstania szukam czegoś nowego.
line:bee397db	Yeah, he's so kind to me.	Tak, jest dla mnie bardzo dobry.
line:4815ddba	Yeah, I've got one.	Tak, mam.
line:24efaa49	Yeah, me too. He's real nice.	Tak, ja też. Jest naprawdę miły.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	No nie, stary. Musisz to wprowadzić. Dobrze zapłacę!
line:266f699d	Yeah, taste good!	Tak, smakuje dobrze!
line:67cc394b	Yeah, that was scary at first.	Tak, na początku się przestraszyłem.
line:a9980f5e	Yeah, this has been super nice.	Tak, było naprawdę miło.
line:54c44240	Yeah, you're right.	Tak, masz rację.
line:bb1827c7	Yeah- Though only if you want!	Tak... Ale tylko jeśli chcesz!
line:7311dc01	Yeah.	Tak.
line:95e2f7cc	Yeah.	Tak.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Tak. <size=90%>O... <size=80%>Wiesz. Ja tak... <size=70%>Haha. Tak. Mhm!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Tak. Przynajmniej dzięki temu cię poznałem.
line:e5937e30	Yeah. I like fish!	Tak. Lubię ryby!
line:0372e0d1	Yeah. It wasn't too expensive.	Tak. Nie było zbyt drogo.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Tak. Trudno poukładać znajomości po czymś takim.
line:6e0e4e11	Yeah. You two will be cute.	Tak. Będziecie uroczy razem.
line:616121a9	Yeah...	Tak...
line:f244d080	Yeah... He's really great.	Tak... Jest naprawdę świetny.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Tak... Nigdy nie byłem na randce z koboldem.
line:8eeb7e28	Yeah... It really isn't.	Tak... Naprawdę nie jest.
line:039a0c83	Yeah?	Tak?
line:2fb3fe55	Yeah?	Tak?
line:92bd78f3	Yeah?	Tak?
line:3690a3eb	Yeah? I don't even see a mount.	Tak? Nie widzę nawet przyrządu.
line:ea2adb20	Yeah? tell me about it!	Tak? Opowiadaj!
line:78eccd9b	Yellow lime.	Żółta limonka.
line:5fd7bc69	Yep!	Tak!
line:b6c878fa	Yep!	Tak!
line:fcff76d4	Yep! I'll get the gate.	Tak! Otworzę bramę.
line:3cdcbd4a	Yes	Tak.
line:991dc643	Yes	Tak.
line:e535cacb	Yes	Tak.
line:fb4265f7	Yes	Tak.
line:4ab6c5a9	yes	Tak
line:db98be35	Yes right this way.	Tak, tędy.
line:52010e35	YES!	TAK!
line:c4310942	Yes!	Tak!
line:d5f94e23	Yes!	Tak!
line:5592e639	Yes, welcome to Drag'N Wash!	Tak, witamy w Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Tak, witamy w Drag'N Wash!
line:a610ce0b	YES.	TAK.
line:85fd5266	Yes.	Tak.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Tak. Potrzebuję mycia. Sytuacja jest bardzo poważna!
line:c4595dd5	Yes. It's invigorating to be so candid.	Tak. Taka szczerość dodaje sił.
line:d7e50f2d	Yes..	Tak..
line:5811655d	Yes... But I believe we need to clean the floors.	Tak... Ale chyba musimy umyć podłogę.
line:9444cdba	Yip	Yip.
line:14d2c62f	Yip!	Yip!
line:296ff3f4	Yip!	Yip!
line:3d516ddb	Yip!	Yip!
line:3e870ad0	Yip!	Yip!
line:5544e245	Yip!	Yip!
line:5efde4e2	Yip!	Yip!
line:c3e1f198	Yip!	Yip!
line:e662501c	Yip!	Yip!
line:5e181cf4	Yip! <size=70%>(Gate)	Yip! <size=70%>(Brama)
line:b12a3f31	Yip! <size=70%>(idk)	Yip! <size=70%>(Nie wiem)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Yip! <size=70%>(Uśpiona część pańskiego smoczego umysłu przypomina sobie głęboko zakorzenioną więź językową między naszymi gatunkami, która przenosi znaczenie i intencje koboldzich „yipów”. To nagłe zrozumienie wynika po prostu z tego, że nasza więź z czasem rosła i obudziła tę część pańskiego umysłu.)
line:5935a413	Yip! <size=70%>(Yes)	Yip! <size=70%>(Tak)
line:f1c14f75	Yip-Man - The Final Yip	Yip Man: Ostatni yip.
line:4b9046ec	Yip-Man movies are real corny...	Filmy o Yip Manie są strasznie kiczowate...
line:3d6b2203	You again?	Znowu ty?
line:81416c72	You already are, whats up?	Właśnie pytasz. O co chodzi?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Robicie tu też <i>szczęśliwe zakończenia</i>, co?
line:e553c773	You also introduced me to Conrad.	Do tego poznałeś mnie z Conradem.
line:feb8727e	You always make me feel welcomed.	Zawsze czuję się przy tobie mile widziany.
line:563d71ba	You are too!	Ty też!
line:4efafbb0	You are very skilled with your hands	Ma pan bardzo zręczne dłonie.
line:0dd63830	You brought food in?	Przyniosłeś jedzenie?
line:38043f6c	You can act however you like around me.	Przy mnie może się pan zachowywać, jak chce.
line:3fbd01fb	You can come in whenever!	Możesz wpadać, kiedy chcesz!
line:0eb37f1a	You can stay here if you want.	Możesz tu zostać, jeśli chcesz.
line:ecc04e16	You decide!	Ty zdecyduj!
line:19698f13	You didn't even open the watermelon.	Nawet nie rozkroiłeś arbuza.
line:7e8c1ae2	You do know how to use your hands pretty well.	Naprawdę umiesz używać rąk.
line:7023b6b4	You don't deserve that.	Nie zasługujesz na to.
line:c0cc0f2d	You got a medkit?	Masz apteczkę?
line:c2b3c28a	you know about getting back into the dating scene...	wiesz, o powrocie do randkowania...
line:512df07c	You know what that means.	Wiesz, co to znaczy.
line:e613cbe3	You know what that means...	Wiesz, co to znaczy...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Wie pan... To dość przyjemne otoczenie. Takie... proletariackie.
line:404b17ef	You look good this clean!	Ładnie ci tak czysto!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Proszę się nie martwić. Związek zawodowy myjących jest... potężniejszy ode mnie.
line:3fab049a	You probably shouldn't.	Chyba lepiej nie próbuj.
line:0bc044da	You ready for this?	Gotowy na to?
line:f0a0565a	You ready to go back in to the club?	Gotowy wrócić do klubu?
line:c0e34d36	You really ate that entire thing... Woah.	Naprawdę zjadłeś to w całości... O rany.
line:82cf49aa	You seemed to enjoy yourself.	Wyglądało, jakby ci się podobało.
line:ba66095e	You set a good example.	Daje pan dobry przykład.
line:6c2a1901	You should be all clean!	Powinieneś już być czysty!
line:36779352	You should be.	I słusznie.
line:86154a64	You should feel it and check for me	Pomacaj i sprawdź dla mnie.
line:20503ab0	You sure? It's not like... fun stuff.	Na pewno? To nie jest... przyjemny temat.
line:0a0d6bc0	You too! I'll go get the gate.	Ja też! Otworzę bramę.
line:e3106999	You too. Thanks for the wash.	Ciebie też. Dzięki za mycie.
line:fc97aa74	You too. Thanks for the wash.	Ciebie też. Dzięki za mycie.
line:5e4d645c	You two are really cute together...	Jesteście naprawdę uroczy razem...
line:b76a2a43	You were really going at it.	Naprawdę dawałeś z siebie wszystko.
line:83aa1a23	You work at a college?	Pracuje pan na uczelni?
line:85fa0d03	You'd need a dragon stomach first!	Najpierw potrzebowałbyś smoczego żołądka!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Musisz mi niedługo opowiedzieć wszystko o Ryanie.
line:6c71dd83	You'll have to tell me all about it.	Musisz mi wszystko opowiedzieć.
line:91ab30f5	You'll have to tell me how you two work out!	Musisz opowiedzieć, jak wam się układa!
line:ffeff59b	You'll have to tell me more inside.	Opowiesz mi więcej w środku.
line:5eb243c2	You'll like it.	Spodoba ci się.
line:6acf7c77	You'll need to let them in afterwards of course.	Oczywiście potem trzeba go wpuścić.
line:6b63d2d8	You'll take care of everything?	Zajmie się pan wszystkim?
line:f2527ed7	You're <i>spotless.	Jesteś <i>nieskazitelnie czysty.
line:23ae97e6	You're a big deal	To ty jesteś kimś.
line:323e546b	You're a good friend too, I'll go get the gate.	Ty też jesteś dobrym przyjacielem. Otworzę bramę.
line:44e97be7	You're always welcome here, Ryan.	Zawsze jesteś tu mile widziany, Ryan.
line:09e5bf43	You're cute by the way.	Swoją drogą, jesteś uroczy.
line:277d8257	You're fine. Thank you.	W porządku. Dziękuję.
line:8c269acb	You're going to love it.	Będziesz zachwycony.
line:173782fa	You're good at it.	I robi pan to dobrze.
line:1dca8fa0	You're just a very comfortable person to be around.	Po prostu bardzo dobrze się przy tobie czuję.
line:42124159	You're just a very comfortable person to be around.	Po prostu bardzo dobrze się przy tobie czuję.
