# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	ไง เจ้าหมาตัวโต
line:f5b37855	Felt good sliding down though!	แต่ตอนกลืนลงไปสบายดี!
line:274367d7	Figured I'd bring in something nice after all you've done.	คิดว่าอยากเอาของดีๆ มาให้ หลังจากคุณช่วยผมมากมาย
line:aae8afca	Fine with me!	ผมไม่ว่าอะไร!
line:e98616be	For you!	เพื่อคุณ!
line:62a82aba	Found this one gryphon. About my size...	เจอกริฟฟินตัวหนึ่ง ขนาดพอๆ กับฉัน...
line:807fdc76	From what I've heard he sounds like he's improved a lot recently, yeah?	เท่าที่ได้ยิน ช่วงนี้เขาดีขึ้นเยอะใช่ไหม?
line:803bf378	Fuck man, I'm so pumped.	แม่ง ฉันตื่นเต้นโคตร
line:f2418086	Fuck no! Shit's embarrassing.	ไม่เอาแม่ง! โคตรน่าอาย
line:a7ca3ca8	Fuck something and then get a handjob hopefully.	เย็ดอะไรสักอย่าง แล้วหวังว่าจะมีคนชักให้
line:203bce10	Fuuuck. You really know how to work a dragon!	เชี่ยยย นายรู้วิธีจัดการมังกรจริงๆ!
line:f7f9b0db	G'day mate!	ไงเพื่อน!
line:664c994e	Gave me time to think.	ทำให้ผมมีเวลาคิด
line:1d9b3531	Get a handjob and fuck this mount.	ให้คนชักให้ แล้วเย็ดแท่นนี่
line:48afdce4	Give it to me!	ให้ผมเลย!
line:9df043ad	Give me a bit	ขอเวลาอีกหน่อย
line:e5c7f64a	Glad I'm here to remind you then.	งั้นดีที่ผมมาเตือนนะ
line:354170aa	Go for it!	ปล่อยได้เลย!
line:2d0b6b06	Goin' downtown tonight. Needed to be spotless. Say...	คืนนี้จะเข้าเมือง ต้องสะอาดเอี่ยม นี่...
line:dcb506d2	Good as!	ดีมาก!
line:bcbc6373	Good evening!	สวัสดีตอนเย็น!
line:607a5c47	Good, I can't be having the Burnswick Community College of Thaumaturgy know that their best professor Alexander has caused another incident.	ดี ผมยอมให้วิทยาลัยชุมชนเวทมนตร์เบิร์นสวิกรู้ไม่ได้ว่าศาสตราจารย์อเล็กซานเดอร์ผู้เก่งที่สุดก่อเรื่องอีกแล้ว
line:12b72085	Good, you better. If I come back and there isn't one...	ดี อย่าให้พลาดล่ะ ถ้าฉันกลับมาแล้วยังไม่มี...
line:2c851dad	Good.	ดี
line:2712436c	Good. 'Aight, let me out.	ดี เอาล่ะ ปล่อยฉันออกไป
line:bab51ada	Good... That'd be correct.	ดี... คำนั้นถูกต้องเลย
line:44f2b8cf	Goodbye!	ลาก่อน!
line:a8e6ac2a	Goodness, thanks to you I have a chance at redeeming this situation.	โอ้ ขอบคุณคุณ ผมยังมีโอกาสกู้สถานการณ์
line:745c3c12	Gosh!	ตายจริง!
line:6b5c6564	Gotta <i>practice</i> for Ryan if you catch what I mean.	ต้อง<i>ซ้อม</i>ให้ไรอันไง ถ้ารู้ว่าหมายถึงอะไร
line:e3cef2bc	Gotta make sure you're spotless!	ต้องให้คุณสะอาดเอี่ยม!
line:b01b2159	Great, so uh,	เยี่ยม งั้น เอ่อ...
line:43c94954	Grouse as! Excited to see you work!	โคตรเจ๋ง! อยากเห็นนายทำงานแล้ว!
line:9de16ee9	Ha!	ฮะ!
line:88d7e1e2	Haah. This is the best fuckin' wash.	ฮ่า... ร้านอาบน้ำนี้โคตรดีที่สุด
line:cc6e7856	Hah! There's the mount!	ฮะ! แท่นมาแล้ว!
line:90dd6d9d	Hah, eager as always.	ฮะ กระตือรือร้นเหมือนเดิม
line:9542e7a6	Hah, good. Let's break this thing in!	ฮะ ดี มาประเดิมกัน!
line:fe21109b	Hah, he seems like the wild type.	ฮะ เขาดูเป็นคนดุเดือดจริงๆ
line:e8bc1d95	Hah, I imagine it would be.	ฮะ ก็คิดอยู่แล้ว
line:acbf628d	Hah, it is a motivator.	ฮะ มันเป็นแรงจูงใจจริงๆ
line:65b23418	Hah, okay. I'm game.	ฮะ ได้ ผมเอาด้วย
line:058d9d5c	Hah, yeah. Conrad is definitely experienced...	ฮะ ใช่ คอนราดมีประสบการณ์แน่ๆ...
line:8b878971	Hah, yeah. He sounds fun.	ฮะ ใช่ ฟังดูเขาน่าสนุก
line:e3ed51d9	Hah. Conrad, you look good too.	ฮะ คอนราด คุณก็ดูดี
line:f8b2e23b	Hah. Fine.	ฮะ ได้
line:ea23c5f9	Hah. If only there was a kobold that could clean me.	ฮะ ถ้ามีโคโบลด์อาบน้ำให้ฉันได้ก็ดีสินะ
line:c9bb2a93	Hah. Yeah. <size=70%><i>It's cool that you learn to jerk off dragons in cleaning school...	ฮะ ใช่ <size=70%><i>ดีนะที่โรงเรียนอาบน้ำสอนชักให้มังกรด้วย...
line:50a559bb	Hah... <size=70%> yeah.	ฮะ... <size=70%>ใช่
line:4d4d9986	Hah... Gonna jerk me off now? That's fine.	ฮะ... จะชักให้ฉันตอนนี้เหรอ? ได้เลย
line:4e920759	Hah... Yeah I'm excited.	ฮะ... ใช่ ฉันตื่นเต้น
line:b36365ce	Hah... Yeah...	ฮะ... อืม...
line:b8724c64	Hah... you do like that noise.	ฮะ... คุณชอบเสียงนั้นจริงๆ
line:c8cde395	Haha, 'Yip' indeed.	ฮ่าๆ “ยิป” จริงๆ ด้วย
line:680991cf	Haha, yes. Happy to see you.	ฮ่าๆ ใช่ ดีใจที่ได้พบ
line:4c27b031	Haha, you certainly are!	ฮ่าๆ ใช่คุณจริงๆ ด้วย!
line:c3a2e14e	Haha, you certainly are!	ฮ่าๆ ใช่คุณจริงๆ ด้วย!
line:9ec40945	Haha. 'Yip' to you too.	ฮ่าๆ “ยิป” กลับให้คุณด้วย
line:5e91e0a7	Haha... Yeah. I'm not really used to complimenting.	ฮ่าๆ ใช่ ไม่ค่อยชินกับการชมคนอื่น
line:44689f21	Happy to be back.	ดีใจที่ได้กลับมา
line:2672f65d	Happy to be here.	ดีใจที่ได้มานะ
line:192fcb8e	Happy to get it off.	ดีใจที่ได้ล้างออก
line:3517b28e	Have a productive day.	ขอให้ทำงานได้ราบรื่น
line:7c1adc57	He called me, we met up. He's really damn nice.	เขาโทรมาแล้วเราก็เจอกัน เขาใจดีชะมัด
line:e71f9a0b	HE DIED!?	เขาตายแล้วเหรอ!?
line:ed6c9afb	He hadn't been... Well, cared about in a long time from what I could gather.	เท่าที่เข้าใจ เขาไม่ได้... มีใครใส่ใจมานานแล้ว
line:de25de6e	He just... Knew what to say to snap me out of all that.	เขาแค่... รู้ว่าควรพูดอะไรให้ฉันได้สติ
line:a035a3fd	He prefers 'vertically challenged'... But yes.	เขาชอบให้เรียก “เสียเปรียบด้านความสูง” มากกว่า... แต่ใช่
line:04b29e42	He really is.	เขาดีจริงๆ
line:c7e1b369	He really is.	เขาดีจริงๆ
line:c64bd5ce	He said I was chill, we planned a date...	เขาบอกว่าฉันสบายๆ ดี แล้วเราก็นัดเดต...
line:e8a91447	He's a lot. But, I like it.	เขาจัดเต็มมาก แต่ผมชอบ
line:a7181b1a	He's a red dragon. I think you two would like eachother!	เขาเป็นมังกรสีแดง ผมว่าคุณสองคนต้องชอบกัน!
line:8245fe2b	He's already back to work. Thanks for helping with all that.	กลับไปทำงานแล้ว ขอบคุณที่ช่วยจัดการเรื่องนั้น
line:aaea8391	He's been way nicer recently.	ช่วงนี้เขาใจดีขึ้นมาก
line:7363c004	He's great.	เขาดีมาก
line:c13d4e24	He's hot.	เขาเซ็กซี่มาก
line:675d7e37	He's like. SUPER hung.	ของเขาแบบว่า ใหญ่มาก
line:7deb9fff	He's like... a big softy surrounded by sharp pointy bits.	เขาเหมือน... คนใจอ่อนที่ห่อด้วยหนามแหลม
line:800c553d	He's my dream dragon.	เขาเป็นมังกรในฝันของผม
line:4b3c70d9	He's snappy, but tender too!	เขาปากจัด แต่ก็อ่อนโยน!
line:31281c6d	He's this REALLY cute red drake who goes to the wash!	มังกรสีแดงที่มาร้านนี้ น่ารักมากๆ เลย!
line:4c11c83e	He's tiny, I like being eye level with him.	เขาตัวเล็ก ผมชอบที่สายตาอยู่ระดับเดียวกัน
line:b9ce2f3c	He's... Considerate. Real understanding too.	เขา... เอาใจใส่ แล้วก็เข้าใจคนดี
line:8e9e0f98	Heard about you and the big blue guy. Ryan was it?	ได้ยินเรื่องนายกับตัวใหญ่สีฟ้าแล้ว ไรอันใช่ไหม?
line:ca4a9672	Heeeey Ryan.	ไงงง ไรอัน
line:24ce37ec	Heeeey.	ไงงง
line:bb70c1ed	Heh. Yeah.	หึ ใช่
line:3fa80829	Heh. Yeah. I like you too.	หึ อืม ผมก็ชอบคุณ
line:20393ff6	Heh. Yeah. That's me.	หึ ใช่ ฉันเอง
line:ac769d93	heh.. yea.. sorry..	หึ... ใช่... ขอโทษ...
line:5246ceea	Heh... alright.	หึ... ก็ได้
line:75fef5cb	Heh... Damn right.	หึ... แน่นอนอยู่แล้ว
line:5f0edcb2	Heh... Handsy today, huh?	หึ... วันนี้ชอบใช้มือสินะ?
line:2f55b3aa	Hehe	ฮิๆ
line:7e991330	Hehe yeah.	ฮิๆ ใช่
line:3223473f	Hehe, I'm excited to get into the dating scene again.	ฮิๆ ผมตื่นเต้นที่จะได้กลับไปเดตอีกครั้ง
line:4a137220	Hehe, thanks. It has stuff that should be good for both of us.	ฮิๆ ขอบคุณ มีของที่น่าจะเหมาะกับเราทั้งคู่
line:1a3e2a73	Hell yea	แม่ง เยี่ยม!
line:93f67490	Hell yeah	แม่ง ใช่เลย
