# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hei, anjing besar.
line:f62e1c4f	Thanks.	Makasih, ya.
line:fbba1293	Thanks.	Makasih, ya.
line:8bfa88d7	Thanks. I like being around you too.	Makasih. Aku juga suka berada di dekatmu.
line:df0a8598	Thanks. I'm always happy to be here.	Makasih. Aku selalu senang berada di sini.
line:084e3cbc	Thanks. See you soon.	Makasih. Sampai ketemu lagi.
line:71d57aeb	Thanks. That's kind of you to say.	Terima kasih. Baik sekali Anda mengatakan itu.
line:a1f9de62	Thanks. That's kind of you to say.	Terima kasih. Baik sekali Anda mengatakan itu.
line:9a9a6120	Thankth!	Makasihh!
line:e721d512	That brings me to my next question...	Itu membawa saya ke pertanyaan berikutnya...
line:215a2d34	That felt <i>good</i>.	Rasanya <i>enak</i>.
line:89150715	That is rather kind of you to say.	Anda baik sekali mengatakan itu.
line:a57409fb	That is the source of my worry...	Itulah sumber kekhawatiran saya...
line:ad261b84	That just makes it harder!	Itu malah membuatnya makin sulit!
line:7111d265	That makes me feel a lot more sure of myself then.	Itu membuat saya jauh lebih percaya diri.
line:3fac5bff	That makes me feel good to hear.	Senang mendengarnya.
line:1c49f05b	That makes me happy to hear.	Aku senang mendengarnya.
line:a8b70da7	That must mean it is! I'm glad.	Berarti tidak masalah! Aku senang.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Senang mendengarnya... Tapi maksud saya dirawat secara lebih... naluriah?
line:8f598864	That one was almost too big-	Yang itu hampir terlalu besar...
line:5960dcbb	That should be all though, could you go get the gate?	Tapi seharusnya sudah semua. Bisa buka gerbangnya?
line:116f0e16	That should be every spot.	Seharusnya sudah semua bagian.
line:90444b09	That sounds like an over-reaction on her part.	Sepertinya reaksinya berlebihan.
line:f07c9e39	That sounds like an over-reaction on her part.	Sepertinya reaksinya berlebihan.
line:c78cf81f	That sounds lovely!	Kedengarannya menyenangkan sekali!
line:eaa3c173	That they are...	Memang begitu...
line:f4b9a455	That was much nicer than a hose.	Jauh lebih enak daripada pakai selang.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Itu tidak pernah menjadi kekhawatiran. Saya naga yang cukup menghindari risiko.
line:22d271f4	That was really fun.	Tadi seru sekali.
line:019b83df	That was wonderful! I feel so much better about dating.	Tadi luar biasa! Sekarang aku jauh lebih nyaman soal berkencan.
line:d7bf167b	That was... Nicer than I expected.	Tadi... Lebih menyenangkan dari perkiraan.
line:577cec43	That's a mount, no?	Itu alat kawin, bukan?
line:825536f5	That's a tricky question to answer.	Pertanyaan yang sulit dijawab.
line:66fb84fe	That's all I want to ask.	Itu saja yang ingin saya tanyakan.
line:ac1ed298	That's all you can ask for, right?	Hanya itu yang bisa kita minta, kan?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Itu sesat pikir seruan pada otoritas. Tapi ya, saya benar.
line:52f81dde	That's cute!	Manis sekali!
line:45befc02	That's exciting!	Seru sekali!
line:13cd5511	That's fast... But I think so!	Cepat sekali... Tapi kurasa mau!
line:4ff91cbd	That's fine!	Tidak apa-apa!
line:163c524a	That's good to hear.	Senang mendengarnya.
line:33e2bee6	That's good to hear.	Senang mendengarnya.
line:30e461f2	That's good. You deserve a decent man.	Bagus. Anda pantas mendapatkan pria yang baik.
line:aeae4744	That's good... Now what?	Bagus... Sekarang apa?
line:f3eeb627	That's great! whens your first date?	Bagus sekali! Kapan kencan pertama kalian?
line:215f4eba	That's me.	Itu aku.
line:cf8c5f37	That's not a thing... But thank you!	Tidak bisa begitu... Tapi makasih!
line:3f29878b	That's rather nice of you to say.	Anda baik sekali mengatakan itu.
line:d38c63ea	That's really cute.	Manis sekali.
line:6474d7f7	That's really nice!	Baik sekali!
line:c5001a4c	That's the best way to eat'em!	Itu cara paling enak memakannya!
line:2a5cc3a5	That's very sweet.	Itu manis sekali.
line:7052576b	That's what I like to hear.	Itu yang ingin saya dengar.
line:2a154290	That's what I thought too.	Aku juga berpikir begitu.
line:33d12f97	That's what I thought too.	Aku juga berpikir begitu.
line:2b7bb6ce	That's what's terrifying.	Itulah yang menakutkan.
line:36fb380f	That's wonderful, he's cute!	Bagus sekali, dia imut!
line:266836f8	That's... the first time you've yipped for me.	Itu... pertama kalinya kamu bersuara yip untukku.
line:9b0b24ad	That.	Itu.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Itu... membuat saya jauh lebih percaya diri.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Itu... membuat saya jauh lebih percaya diri.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Bagus sekali. Aku senang hubungan kalian berjalan baik.
line:0f8bb606	Thats good to hear.	Senang mendengarnya.
line:f5324d68	Thats really good to hear.	Senang sekali mendengarnya.
line:063dcd4b	The ability to open up to someone, even occasionally...	Bisa membuka hati kepada seseorang, meski hanya sesekali...
line:8919009a	The ambiance is nice.	Suasananya nyaman.
line:08c850bf	The apothecary will tarnish my name for months.	Apoteker akan mencoreng nama saya selama berbulan-bulan.
line:01b4161e	The breakup I went through earlier was rough.	Perpisahanku beberapa waktu lalu terasa berat.
line:c932c99d	The breakup I went through earlier was rough.	Perpisahanku beberapa waktu lalu terasa berat.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Akademi Komunitas Taumaturgi Burnswick, tentu saja!
line:515099ec	The button on the wall, I mean.	Maksudku tombol di dinding.
line:7fe73572	The clean was fine.	Mandinya lumayan.
line:e8a38ed0	The college cannot find out about this okay?	Kampus tidak boleh mengetahui ini, paham?
line:1a169dbc	The lights in the area are great too.	Lampu-lampu di daerah itu juga bagus.
line:610dd8cb	The markers were fun.	Seru juga main corat-coret pakai spidol.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Akademi paling bergengsi dengan profesor ternama seperti saya:
line:ec00a1fe	The mount? I... suppose!	Alatnya? Saya... boleh juga!
line:94e04dcf	The mount? Sure!	Alatnya? Tentu!
line:d8273d7f	The night 'aint gonna start itself!	Malamnya tidak akan dimulai sendiri!
line:1f2907ed	The rain has been unrelenting today!	Hujan hari ini tidak kunjung reda!
line:1804bf0a	The rain is nice.	Hujannya menyenangkan.
line:7e9a1f83	The stem is just extra food.	Tangkai itu cuma tambahan makanan.
line:c88244b5	The vibe at night is fuckin' great.	Suasana malamnya keren banget.
line:d8a2002e	Then I better let you out!	Kalau begitu sebaiknya kamu kubiarkan keluar!
line:d7b3cd09	Then- Have a productive day.	Kalau begitu... Selamat bekerja.
line:448afe95	There was a fault in his method.	Ada kesalahan dalam metodenya.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Ada naga merah bernama Conrad. Dia... pemarah, tapi imut.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Ada klub di pusat kota, Wings. Salah satu tempat favoritku sejak dulu.
line:972f132f	These washes really make things easier.	Mandi di sini benar-benar membuat semuanya lebih mudah.
line:352d1d6f	They cum	Mereka mencapai klimaks.
line:d78962e8	They cum	Mereka mencapai klimaks.
line:3200a588	They keep going	Mereka terus melakukannya.
line:a31d1a18	They keep going	Mereka terus melakukannya.
line:035e5be6	They seem cute!	Dia kelihatannya imut!
line:454172b0	They took it too far.	Mereka keterlaluan.
line:d7b49fb8	They were! The stem is my favorite part though.	Memang enak! Tapi tangkainya justru bagian favoritku.
line:d156a87f	Think that's every spot.	Kurasa sudah semua bagian.
line:fa1a1e76	Think that's it.	Sepertinya sudah.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Naga di bar itu... Aku bodoh. Tidak bisa jaga mulut.
line:bfd70320	This feels scandalous	Rasanya tidak pantas.
line:cb437bd0	This is a common practice?	Ini praktik umum?
line:831cbfda	This is a job only you can do.	Hanya Anda yang bisa melakukan pekerjaan ini.
line:4944dbda	This is delicious!	Ini lezat!
line:088893da	This is my first time with a Kobold.	Ini pertama kalinya aku dengan kobold.
line:e218722c	This is my first time, actually!	Sebenarnya ini pertama kalinya buatku!
line:9eb894ad	This is really nice..	Ini sangat enak...
line:c7e4e36f	This is the kind of shit I try to avoid!	Hal sialan seperti ini yang berusaha kuhindari!
line:22929636	This place could use a makeover, I know would it could use!	Tempat ini perlu pembaruan. Aku tahu apa yang dibutuhkan!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Sabun ini kurang pantas untuk profesor, bukan begitu?
line:97841169	This was a nice escape.	Tempat ini jadi pelarian yang menyenangkan.
line:5f02ceea	This was a wonderful escape...	Tempat ini jadi pelarian yang luar biasa...
line:d45f4788	This was nice...	Ini menyenangkan...
line:418498cf	Those grapes looked good.	Anggur tadi kelihatannya enak.
line:e9d73205	Though every other wash I've been to at least has a mount	Tapi semua tempat mandi lain yang pernah kudatangi setidaknya punya alat kawin.
line:29e70457	Though I can't say I am not curious	Tapi saya tidak bisa bilang tidak penasaran.
line:9c3e6004	Though you probably shouldn't eat them.	Tapi sebaiknya kamu tidak memakannya.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Dia cerita tentang waktu dia dipukuli.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Dia menyuruhku pergi ke pemandian dan bersikap seolah aku sangat menyinggungnya.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Malam ini, di kampus. Perpustakaannya adalah gedung dengan menara runcing biru yang besar.
line:434527c6	Truly terrible, no?	Sungguh parah, bukan?
line:5a5d646c	Truly?	Sungguh?
line:e3aa4e29	Truth be told, I got dirty to come here.	Sejujurnya, saya mengotori diri agar bisa datang ke sini.
line:0979dea3	Uh, I'm still really soapy!	Ehm, aku masih penuh sabun!
line:05bbe58c	Uh-huh, I'll go get the gate	Mhm, saya buka gerbangnya.
line:7de638fb	Uh... Hello?	Ehm... Halo?
line:7de9b3a4	Uh... uhm...	Ehm... Hmm...
line:159c5c1f	Uh... Yeah.	Ehm... Ya.
line:2089db44	Uhhhm we're not exactly.	Ehm, sebenarnya kami tidak sedang buka.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Ehm, bukan. Aku cuma akan SANGAT kecewa.
line:f0a579a5	Uhm...	Ehm...
line:cc295885	uhm... <size=60%>no?	Ehm... <size=60%>Tidak?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Pakai linggis untuk membuka petinya, lalu taruh alatnya di gudang, ya.
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Pakai penyemprot di dinding untuk membilasku.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. I-itu... cukup tidak bermartabat.
line:a37177dd	V-very well. I'll try.	B-baiklah. Saya coba.
line:209ddf97	Very cool	Keren sekali.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Baiklah. Kalau begitu jangan sampai saya mengganggu pekerjaan Anda!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Wah... Hah... <size=80%>Oh. <size=60%>Kami tidak...
line:82e2c158	Wait a sec, I need to open the gate.	Tunggu sebentar, aku harus membuka gerbang.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Tunggu sebentar, aku harus membuka gerbang.
line:8ab5686b	Was great! Ryan is a sweetheart.	Bagus sekali! Ryan baik sekali.
line:d8c9f912	Was just doing my job!	Aku hanya menjalankan tugas!
line:148a63c8	Was just trying to play along. Happy to see you!	Aku cuma ingin ikut bercanda. Senang bertemu kamu!
line:56261ccb	Was still good though! I like how it feels sliding down.	Tapi tetap enak! Aku suka sensasinya meluncur turun.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Dia... <i>sangat</i> kesal karena aku berlumpur.
line:014b5da5	Watch where those paws are going would you?	Hati-hati menaruh cakar itu, ya?
line:3028feb5	We also had sex after our date.	Kami juga berhubungan seks setelah kencan.
line:d132db41	We can just lay here...	Kita bisa berbaring saja di sini...
line:4da8b942	We can make an opening.	Kami bisa menyediakan tempat.
line:8c563ab8	We can make an opening.	Kami bisa menyediakan tempat.
line:33a79dbe	We do! Are you... from the college...?	Ya! Anda... dari kampus...?
line:b83ec453	We got your request for the mount!	Kami menerima permintaan alat kawinmu!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Kami pergi makan. Mengobrol dengan seru.
line:74706bb3	We will need to clean the floors...	Kita perlu membersihkan lantai...
line:df8fb8c9	We'll be going out to this seafood place-	Kami akan pergi ke restoran hidangan laut...
line:110a2ced	Welcome back!	Selamat datang kembali!
line:b042f12a	Welcome back!	Selamat datang kembali!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Bagus, saya menghargai kesediaan Anda menjaga rahasia. Saya akan pergi ke apoteker.
line:08f40e32	Well I had a good time, see you later then!	Aku senang sekali. Sampai jumpa lagi!
line:c1e8b05d	Well I had a good time, see you later then!	Aku senang sekali. Sampai jumpa lagi!
line:fcff7b00	Well, go to the window and speak with your customer.	Pergilah ke jendela dan bicara dengan pelangganmu.
line:fc1e497a	Well, good luck getting your hands around all of me.	Semoga tanganmu bisa menggenggam seluruh milikku.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Saya memang suka warnanya. Tapi kurasa tidak berkaitan dengan warna tubuh saya.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Yah, aku naga... Tapi kamu mengerti maksudku.
line:f7f87f6c	Well, That's why I'm here!	Nah, memang itu tugas saya!
line:629d89d1	Well, yes. I mean more... Primally?	Ya, tentu. Maksud saya lebih... secara naluriah?
line:8aa0fc1a	Well, you are one hell of a catch.	Yah, siapa yang bisa menolak kamu?
line:5d34e715	Well, you better get one then!	Kalau begitu, sebaiknya beli satu!
line:f16e75f3	Well...	Yah...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Pergi ke bar... Suasana memanas. Kamu pasti bisa membayangkan kelanjutannya... <size=70%>Hah...
line:2e0ec324	Wha..?	Ap...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Apaaa? Tidak ada yang salah! Kupikir kamu ingin tahu.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Apaaa? Memastikan sudah pemanasan itu bagus!
line:bd66082e	What about a movie?	Bagaimana kalau menonton film?
line:ee3c126b	What about your private washers?	Bagaimana dengan petugas mandi pribadi Anda?
line:871137eb	What about?	Tentang apa?
line:bb3b6c71	What brings you in so late?	Kenapa datang selarut ini?
line:2dd518f0	What do you mean?	Apa maksudmu?
line:2fae1274	What do you mean?	Apa maksud Anda?
line:3c2c53dc	What do you mean?	Apa maksudmu?
line:838cdf1b	What do you think of me?	Apa pendapat Anda tentang saya?
line:c2bdc402	What does the number 7 taste like?	Seperti apa rasa angka 7?
line:56fc085a	What happened!?	Apa yang terjadi!?
line:0bc56d4d	what happened?	Apa yang terjadi?
line:8c3b76ea	What is it?	Apa itu?
line:44b711a0	What is..	Apa ini...?
line:53301d3b	What kind of egg was that?	Itu telur apa?
line:073701b7	What kind of movie are you thinking?	Kamu mau menonton film apa?
line:03cf1c9a	What kind of question?	Pertanyaan macam apa?
line:003700c7	What kinds of classes do you teach?	Mata kuliah apa yang Anda ajar?
line:e2406cc4	What now?	Sekarang apa?
line:0c583118	What was in those opened crates?	Apa isi peti-peti yang sudah dibuka itu?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Apa!? Payah sekali! Alat kawin saja tidak punya...?
line:8ebd442e	What's got you looking so happy?	Apa yang membuatmu tampak begitu bahagia?
line:fc7aaaa0	What's teaching like?	Bagaimana rasanya mengajar?
line:f99840cd	What's that?	Apa itu?
line:1a0b719d	What's up?	Ada apa?
line:29359884	What's up?	Ada apa?
line:8d5c7802	What's up?	Ada apa?
line:712f9d7c	what?	Apa?
line:766c2abd	What? All the best places do it!	Apa? Semua tempat terbaik melakukannya!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Apa? Saya profesor! Tidak terlihat dari lambang saya?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Apa? Pujian tulus tidak merugikan siapa pun!
line:b2fe309b	Whats got you in a good mood?	Apa yang membuat suasana hatimu bagus?
line:93a145d4	Whats up, big guy?	Ada apa, si besar?
line:4efe8211	Whats up?	Ada apa?
line:866cd495	Whats up?	Ada apa?
line:bfc04b3a	Whats up?	Ada apa?
line:e01885c3	Whats up?	Ada apa?
line:f7d786b6	Whats with all the... Gloop?	Ada apa dengan semua... lendir ini?
line:c4c81aa9	Whats your favorite part about him?	Apa yang paling kamu sukai darinya?
line:ff6ef027	When do you actually end the relationship?	Kapan sebenarnya kamu mengakhiri hubungan itu?
line:2ffe284b	When I met him at first I was falling back on my old script.	Waktu pertama bertemu dengannya, aku mulai kembali ke kebiasaan lama.
line:eb019075	When you're done go ahead and hit the button.	Kalau sudah selesai, tekan saja tombolnya.
line:5d4e9392	Where did he go...?	Dia pergi ke mana...?
line:7af04961	Where would you like to go?	Kamu ingin ke mana?
line:7e9389a7	Which college?	Kampus mana?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Siapa sangka naga bisa sekotor ini, ya?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Siapa sangka tempat seperti ini begitu mudah dijangkau masyarakat!
line:8b7915f4	Who's that?	Siapa itu?
line:ebd63f8c	Who's there?	Siapa di sana?
line:eea7573f	Whoa! Cold!	Wah! Dingin!
line:1acbd02a	Whoops	Ups.
line:5a6c0d31	Whoops	Ups.
line:afc6c00a	Whoops	Ups.
line:c30013ff	Whoops	Ups.
line:9df56a3a	why are you here so late?	Kenapa datang selarut ini?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Soal Ryan, sepertinya malam ini kami akan berkencan.
line:c236bdf9	Woah. Uhm.	Wah. Ehm.
line:390f05be	Woah... What is that in your mouth?	Wah... Apa yang ada di mulutmu?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Wah... Kamu mau aku memakai itu? Bahkan dengan makanan di sini? Oke!
line:4cacfab8	Wonderful to hear you're seeing someone!	Senang mendengar Anda sedang dekat dengan seseorang!
line:f6fdf321	Wonderful to hear you're seeing someone!	Senang mendengar Anda sedang dekat dengan seseorang!
line:7e2421b6	Wonderful to hear.	Senang sekali mendengarnya.
line:36d49875	Wonderful!	Bagus sekali!
line:6046bedf	Wonderful!	Bagus sekali!
line:ab423ac7	Wonderful!	Bagus sekali!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Bagus. Semoga harimu <i>produktif</i>.
line:ec771552	Woops.	Ups.
line:51bcff68	Would that interest you?	Kamu tertarik?
line:8c8591ec	Would you care to join me at the college library this evening...?	Maukah Anda menemani saya di perpustakaan kampus malam ini...?
line:985436e6	Wouldn't that be degrading?	Bukankah itu merendahkanmu?
line:1e027369	Wow thanks, that feels good.	Wah, terima kasih. Rasanya enak.
line:737184f5	Wow!	Wah!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Wah, melihatmu makan seperti itu pengalaman tersendiri.
line:5da1e074	Y'know?	Mengerti?
line:79352475	Ya.	Ya.
line:f6c14e05	Ya.	Ya.
line:b6add8e0	Yea! I do!	Ya! Memang!
line:b44edd29	Yeaaah I'm not sticking with that one.	Iyaaa, aku tidak akan pakai julukan itu lagi.
line:7a471225	Yeaaah.	Iyaaa.
line:5483c5fd	Yeah	Ya.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Ya, dia memang kelihatan bisa bikin orang tergoda.
line:63024a1f	Yeah he's improved a lot.	Ya, dia sudah banyak berubah.
line:5847a779	Yeah I have.	Ya, sudah.
line:f3b5952a	Yeah I'm happy too.	Ya, aku juga bahagia.
line:fb47f998	Yeah it go BRRT haha.	Ya, bunyinya BRRT, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Ya, tidak apa-apa. Maaf.
line:fbc80e96	Yeah let me get that for you.	Ya, aku bukakan.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Ya, aku berlumpur dan sebagainya. Aku suka berlarian di taman umum.
line:108de471	Yeah that sounds pretty good.	Ya, sepertinya bagus.
line:fdd800c2	Yeah! clean as always.	Ya! Bersih seperti biasa.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Ya! Conrad, dia menggemaskan. Meski dia pasti kesal kalau tahu aku bilang begitu.
line:ab1bc039	Yeah! I feel clean.	Ya! Aku merasa bersih.
line:6733a3df	Yeah! I'm going on a date with him soon.	Ya! Sebentar lagi aku akan berkencan dengannya.
line:66727cce	Yeah! It has food that should be good for both of us.	Ya! Ada makanan yang seharusnya cocok buat kita berdua.
line:b482634c	Yeah! its useful.	Ya! Berguna sekali.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Ya! Saya baru berkencan dengan Conrad.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Ya! Saya baru berkencan dengan Ryan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Ya! Terima kasih makanannya. Aku buka gerbangnya dulu.
line:c87d632b	Yeah! That would be amazing.	Ya! Itu akan luar biasa.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Ya, sejak putus aku mencari sesuatu yang baru.
line:bee397db	Yeah, he's so kind to me.	Ya, dia baik sekali kepadaku.
line:4815ddba	Yeah, I've got one.	Ya, aku punya.
line:24efaa49	Yeah, me too. He's real nice.	Ya, aku juga. Dia baik sekali.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Wah, tidak bisa begitu. Kawan, kamu harus ikut menyediakan ini. Aku bayar mahal!
line:266f699d	Yeah, taste good!	Ya, enak!
line:67cc394b	Yeah, that was scary at first.	Ya, awalnya menakutkan.
line:a9980f5e	Yeah, this has been super nice.	Ya, ini sangat menyenangkan.
line:54c44240	Yeah, you're right.	Ya, kamu benar.
line:bb1827c7	Yeah- Though only if you want!	Ya... Tapi hanya kalau kamu mau!
line:7311dc01	Yeah.	Ya.
line:95e2f7cc	Yeah.	Ya.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Ya. <size=90%>Oh... <size=80%>Kamu tahu. Aku, eh... <size=70%>Haha. Ya. Mhm!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Ya. Setidaknya karena itulah aku bisa mengenalmu.
line:e5937e30	Yeah. I like fish!	Ya, aku suka ikan!
line:0372e0d1	Yeah. It wasn't too expensive.	Ya. Tidak terlalu mahal juga.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Ya. Sulit memisahkan lingkaran pertemanan setelah hal seperti itu.
line:6e0e4e11	Yeah. You two will be cute.	Ya. Kalian akan jadi pasangan yang manis.
line:616121a9	Yeah...	Ya...
line:f244d080	Yeah... He's really great.	Ya... Dia benar-benar luar biasa.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Ya... Aku belum pernah berkencan dengan kobold sebelumnya.
line:8eeb7e28	Yeah... It really isn't.	Ya... Memang tidak mudah.
line:039a0c83	Yeah?	Ya?
line:2fb3fe55	Yeah?	Ya?
line:92bd78f3	Yeah?	Ya?
line:3690a3eb	Yeah? I don't even see a mount.	Oh ya? Alat kawin saja tidak kelihatan.
line:ea2adb20	Yeah? tell me about it!	Oh ya? Ceritakan!
line:78eccd9b	Yellow lime.	Jeruk nipis kuning.
line:5fd7bc69	Yep!	Yap!
line:b6c878fa	Yep!	Yap!
line:fcff76d4	Yep! I'll get the gate.	Ya! Aku buka gerbangnya.
line:3cdcbd4a	Yes	Ya.
line:991dc643	Yes	Ya.
line:e535cacb	Yes	Ya.
line:fb4265f7	Yes	Ya.
line:4ab6c5a9	yes	ya
line:db98be35	Yes right this way.	Ya, lewat sini.
line:52010e35	YES!	YA!
line:c4310942	Yes!	Ya!
line:d5f94e23	Yes!	Ya!
line:5592e639	Yes, welcome to Drag'N Wash!	Ya, selamat datang di Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Ya, selamat datang di Drag'N Wash!
line:a610ce0b	YES.	YA.
line:85fd5266	Yes.	Mau.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Ya. Saya perlu dibersihkan. Situasinya cukup genting!
line:c4595dd5	Yes. It's invigorating to be so candid.	Ya. Bersikap seterbuka ini terasa menyegarkan.
line:d7e50f2d	Yes..	Ya...
line:5811655d	Yes... But I believe we need to clean the floors.	Ya... Tapi saya rasa kita perlu membersihkan lantai.
line:9444cdba	Yip	Yip.
line:14d2c62f	Yip!	Yip!
line:296ff3f4	Yip!	Yip!
line:3d516ddb	Yip!	Yip!
line:3e870ad0	Yip!	Yip!
line:5544e245	Yip!	Yip!
line:5efde4e2	Yip!	Yip!
line:c3e1f198	Yip!	Yip!
line:e662501c	Yip!	Yip!
line:5e181cf4	Yip! <size=70%>(Gate)	Yip! <size=70%>(Gerbang)
line:b12a3f31	Yip! <size=70%>(idk)	Yip! <size=70%>(Tidak tahu)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Yip! <size=70%>(Karena bagian pikiran naga Anda yang tertidur sedang mengingat ikatan bahasa mendalam antara jenis Anda dan saya. Ikatan itu membawa makna serta maksud mendalam dari «yip» kobold. Pemahaman mendadak Anda hanya disebabkan ikatan kita yang semakin kuat seiring waktu dan mengaktifkan bagian pikiran tersebut.)
line:5935a413	Yip! <size=70%>(Yes)	Yip! <size=70%>(Ya)
line:f1c14f75	Yip-Man - The Final Yip	Yip-Man - Yip Terakhir
line:4b9046ec	Yip-Man movies are real corny...	Film-film Yip-Man memang norak...
line:3d6b2203	You again?	Kamu lagi?
line:81416c72	You already are, whats up?	Kamu sudah bertanya. Ada apa?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Di sini ada layanan <i>akhir bahagia</i> juga, kan?
line:e553c773	You also introduced me to Conrad.	Kamu juga mengenalkanku kepada Conrad.
line:feb8727e	You always make me feel welcomed.	Kamu selalu membuatku merasa diterima.
line:563d71ba	You are too!	Kamu juga!
line:4efafbb0	You are very skilled with your hands	Tangan Anda sangat terampil.
line:0dd63830	You brought food in?	Kamu bawa makanan?
line:38043f6c	You can act however you like around me.	Di dekat saya, Anda boleh bersikap sesuka hati.
line:3fbd01fb	You can come in whenever!	Kamu bisa datang kapan saja!
line:0eb37f1a	You can stay here if you want.	Kamu boleh tinggal di sini kalau mau.
line:ecc04e16	You decide!	Kamu yang tentukan!
line:19698f13	You didn't even open the watermelon.	Kamu bahkan tidak membelah semangkanya.
line:7e8c1ae2	You do know how to use your hands pretty well.	Kamu memang pandai menggunakan tangan.
line:7023b6b4	You don't deserve that.	Kamu tidak pantas diperlakukan begitu.
line:c0cc0f2d	You got a medkit?	Kamu punya kotak P3K?
line:c2b3c28a	you know about getting back into the dating scene...	soal kembali mencari pasangan...
line:512df07c	You know what that means.	Kamu tahu artinya.
line:e613cbe3	You know what that means...	Kamu tahu artinya...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Anda tahu... Lingkungannya cukup menyenangkan. Sangat... proletar.
line:404b17ef	You look good this clean!	Kamu kelihatan bagus kalau bersih begini!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Tidak perlu khawatir. Serikat petugas mandi... Lebih berkuasa daripada saya.
line:3fab049a	You probably shouldn't.	Mungkin sebaiknya jangan.
line:0bc044da	You ready for this?	Kamu siap?
line:f0a0565a	You ready to go back in to the club?	Kamu siap kembali ke dalam klub?
