# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	a, soweli suli o.
line:cf716777	Thanks.	sina pona.
line:e00c6df5	Thanks.	sina pona.
line:e521db76	Thanks.	sina pona.
line:f62e1c4f	Thanks.	sina pona.
line:fbba1293	Thanks.	sina pona.
line:8bfa88d7	Thanks. I like being around you too.	sina pona. mi kin li wile lon poka sina.
line:df0a8598	Thanks. I'm always happy to be here.	sina pona. mi lon ni la mi pilin pona lon tenpo ale.
line:084e3cbc	Thanks. See you soon.	sina pona. mi tu li kama poka lon tenpo kama lili.
line:71d57aeb	Thanks. That's kind of you to say.	sina pona. toki ni li suwi.
line:a1f9de62	Thanks. That's kind of you to say.	sina pona. toki ni li suwi.
line:9a9a6120	Thankth!	po'na!
line:e721d512	That brings me to my next question...	ni la, mi jo e wile sona kama...
line:215a2d34	That felt <i>good</i>.	ni li <i>pona</i>.
line:89150715	That is rather kind of you to say.	toki sina ni li pona mute.
line:a57409fb	That is the source of my worry...	ni li mama e pilin ike mi...
line:ad261b84	That just makes it harder!	ni li suli sin e pali awen!
line:7111d265	That makes me feel a lot more sure of myself then.	ni li wawa mute e sona mi pi pona mi.
line:3fac5bff	That makes me feel good to hear.	kute ni li pana e pilin pona tawa mi.
line:1c49f05b	That makes me happy to hear.	mi kute e ni la mi pilin pona.
line:a8b70da7	That must mean it is! I'm glad.	ni la, ona li pona a! mi pilin pona.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	ni li pona tawa kute... taso mi toki e awen pona pi... insa pi lawa sona ala?
line:8f598864	That one was almost too big-	ni li suli ike poka a-
line:5960dcbb	That should be all though, could you go get the gate?	taso mi pilin e ni: ale li pini. sina ken tawa open e lupa suli anu seme?
line:116f0e16	That should be every spot.	mi pilin e ni: ma ale li pini.
line:90444b09	That sounds like an over-reaction on her part.	mi kute la pilin ike ona li suli ike.
line:f07c9e39	That sounds like an over-reaction on her part.	mi kute la pilin ike ona li suli ike.
line:c78cf81f	That sounds lovely!	ni li pona mute kute!
line:eaa3c173	That they are...	ni li lon...
line:f4b9a455	That was much nicer than a hose.	ni li pona mute tawa linja telo.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	mi monsuta ala e ni. mi akesi pi wile weka tan ken ike.
line:22d271f4	That was really fun.	ni li musi mute.
line:019b83df	That was wonderful! I feel so much better about dating.	ni li pona mute! tenpo ni la, mi pilin pona sin tan alasa olin.
line:d7bf167b	That was... Nicer than I expected.	ni li... pona suli tawa pilin mi pi tenpo pini.
line:577cec43	That's a mount, no?	ni li ilo unpa, anu seme?
line:825536f5	That's a tricky question to answer.	toki ni li wile e pali sona suli.
line:66fb84fe	That's all I want to ask.	mi wile sona e ni taso.
line:ac1ed298	That's all you can ask for, right?	sina ken wile e ni taso tan jan, anu seme?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	ni li nasin ike pi kepeken nimi sona. taso lon, mi lon.
line:52f81dde	That's cute!	ni li suwi!
line:45befc02	That's exciting!	ni li pana e pilin wawa pona!
line:13cd5511	That's fast... But I think so!	ni li kama lon tenpo lili... taso mi wile!
line:4ff91cbd	That's fine!	ni li pona!
line:163c524a	That's good to hear.	ni li pona tawa kute.
line:33e2bee6	That's good to hear.	ni li pona tawa kute.
line:30e461f2	That's good. You deserve a decent man.	ni li pona. sina o jo e mije pona.
line:aeae4744	That's good... Now what?	pona... tenpo ni la seme?
line:f3eeb627	That's great! whens your first date?	ni li pona a! tenpo olin nanpa wan sina li lon tenpo seme?
line:215f4eba	That's me.	mi ni.
line:cf8c5f37	That's not a thing... But thank you!	jan li ken ala ni... taso sina pona!
line:3f29878b	That's rather nice of you to say.	toki ni li pona mute.
line:d38c63ea	That's really cute.	ni li suwi a.
line:6474d7f7	That's really nice!	ni li pona mute!
line:c5001a4c	That's the best way to eat'em!	nasin ni li pona nanpa wan tawa moku ona!
line:2a5cc3a5	That's very sweet.	ni li suwi.
line:7052576b	That's what I like to hear.	mi wile kute e ni.
line:2a154290	That's what I thought too.	mi kin li pilin e ni.
line:33d12f97	That's what I thought too.	mi kin li pilin e ni.
line:2b7bb6ce	That's what's terrifying.	ni li monsuta.
line:36fb380f	That's wonderful, he's cute!	ni li pona a. ona li suwi!
line:266836f8	That's... the first time you've yipped for me.	ni... li wi nanpa wan sina tawa mi.
line:9b0b24ad	That.	ni.
line:6ff80785	That... makes me feel a lot more sure of myself then.	ni li... wawa mute e sona mi pi pona mi.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	ni li... wawa mute e sona mi pi pona mi.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	ni li pona a. olin sina tu li pona la, mi pilin pona.
line:0f8bb606	Thats good to hear.	ni li pona tawa kute.
line:f5324d68	Thats really good to hear.	ni li pona mute tawa kute.
line:063dcd4b	The ability to open up to someone, even occasionally...	mi ken toki e pilin len tawa jan, lon tenpo lili kin la...
line:8919009a	The ambiance is nice.	pilin pi ma ni li pona.
line:08c850bf	The apothecary will tarnish my name for months.	jan pi pana misikeke li pakala e nimi mi lon tenpo mun mute.
line:01b4161e	The breakup I went through earlier was rough.	olin mi pi tenpo pini poka li pini. ni li ike.
line:c932c99d	The breakup I went through earlier was rough.	olin mi pi tenpo pini poka li pini. ni li ike.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	tomo sona suli pi kulupu ma pi wawa nasa lon ma Panwi a!
line:515099ec	The button on the wall, I mean.	mi toki e nena lon sinpin.
line:7fe73572	The clean was fine.	telo sina li pona.
line:e8a38ed0	The college cannot find out about this okay?	tomo sona suli o sona ala e ni, lon?
line:1a169dbc	The lights in the area are great too.	suno pi ma ni li pona kin.
line:610dd8cb	The markers were fun.	mi mute li musi pona kepeken ilo sitelen.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	tomo sona suli pi nimi pona nanpa wan! jan pi pana sona pi nimi pona sama mi li lon ona:
line:ec00a1fe	The mount? I... suppose!	ilo unpa? mi... ken!
line:94e04dcf	The mount? Sure!	ilo unpa? ken!
line:d8273d7f	The night 'aint gonna start itself!	tenpo pimeja li open ala sama!
line:1f2907ed	The rain has been unrelenting today!	tenpo suno ni la, telo sewi li awen a!
line:1804bf0a	The rain is nice.	telo sewi li pona.
line:7e9a1f83	The stem is just extra food.	palisa kasi li moku sin taso.
line:c88244b5	The vibe at night is fuckin' great.	tenpo pimeja la, pilin ma li pona wawa a.
line:d8a2002e	Then I better let you out!	ni la, mi o open e lupa suli tawa sina!
line:d7b3cd09	Then- Have a productive day.	ni la o pali pona lon tenpo suno ni.
line:448afe95	There was a fault in his method.	nasin ona li jo e pakala.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	akesi loje wan li lon. jan Konwa. ona li... pilin utala, taso ona li suwi.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	tomo musi wan li lon insa ma tomo. 'Wings'. tenpo pini mute la, ona li pona mute tawa mi.
line:972f132f	These washes really make things easier.	telo ni li pona e ijo ale.
line:352d1d6f	They cum	ona tu li pana e telo unpa
line:d78962e8	They cum	ona tu li pana e telo unpa
line:3200a588	They keep going	ona tu li awen unpa
line:a31d1a18	They keep going	ona tu li awen unpa
line:035e5be6	They seem cute!	ona li suwi lukin!
line:454172b0	They took it too far.	ona li pali e ike mute ike.
line:d7b49fb8	They were! The stem is my favorite part though.	ona li pona a! taso palisa kasi li pona nanpa wan tawa mi.
line:d156a87f	Think that's every spot.	mi pilin e ni: mi telo e ma ale.
line:fa1a1e76	Think that's it.	mi pilin e ni: mi pini.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	akesi lon tomo pi telo nasa... mi nasa ike. mi ken ala pini e uta mi.
line:bfd70320	This feels scandalous	mi pilin e ni: jan li ken toki ike tan ni
line:cb437bd0	This is a common practice?	jan li pali e ni lon tenpo mute anu seme?
line:831cbfda	This is a job only you can do.	sina taso li ken pali e ni.
line:4944dbda	This is delicious!	ni li pona mute tawa uta!
line:088893da	This is my first time with a Kobold.	ni li tenpo unpa nanpa wan mi lon poka pi jan akesi lili.
line:e218722c	This is my first time, actually!	lon la, ni li tenpo nanpa wan mi!
line:9eb894ad	This is really nice..	ni li pona mute..
line:c7e4e36f	This is the kind of shit I try to avoid!	mi alasa weka tan jaki sama ni!
line:22929636	This place could use a makeover, I know would it could use!	ma ni li wile e lukin sin. mi sona e ijo pona tawa ona!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	sina pilin e ni anu seme: ko telo ni li pona ala tawa jan pi pana sona suli?
line:97841169	This was a nice escape.	ma ni li ma pi weka ike pona.
line:5f02ceea	This was a wonderful escape...	ma ni li ma pi weka ike pona mute...
line:d45f4788	This was nice...	ni li pona...
line:418498cf	Those grapes looked good.	kili lili ni li pona lukin.
line:e9d73205	Though every other wash I've been to at least has a mount	taso tomo telo ante ale pi tawa mi li jo e ilo unpa.
line:29e70457	Though I can't say I am not curious	taso mi ken ala toki e ni: mi wile sona ala
line:9c3e6004	Though you probably shouldn't eat them.	taso sina o moku ala e ona.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	ona li toki e tenpo ni tawa mi: jan li utala e ona.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	ona li toki e ni: o tawa tomo telo. ona li sama ni: mi ike suli e ona.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	pimeja ni- lon ma pi tomo sona suli. tomo lipu li tomo suli pi lawa palisa laso.
line:434527c6	Truly terrible, no?	ike suli, anu seme?
line:5a5d646c	Truly?	lon a anu seme?
line:e3aa4e29	Truth be told, I got dirty to come here.	lon la mi jaki e mi tan wile pi kama ni.
line:0979dea3	Uh, I'm still really soapy!	mmm, mi awen jo e ko telo mute!
line:05bbe58c	Uh-huh, I'll go get the gate	lon. mi tawa open e lupa suli.
line:7de638fb	Uh... Hello?	mmm... toki?
line:7de9b3a4	Uh... uhm...	mmm... mmm...
line:159c5c1f	Uh... Yeah.	a... lon.
line:2089db44	Uhhhm we're not exactly.	mi... open lon ala.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	a, ala. mi pilin ike suli taso.
line:f0a579a5	Uhm...	mmm...
line:cc295885	uhm... <size=60%>no?	mi... <size=60%>ala?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	o kepeken palisa wawa o open e poki. o pana e ilo tawa tomo awen.
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	o kepeken ilo telo lon sinpin tawa weka e jaki mi.
line:a716d3b8	Uunf. T-that was... Rather undignified.	a. n-ni li... pali pi suli sewi ala.
line:a37177dd	V-very well. I'll try.	po-pona. mi alasa.
line:209ddf97	Very cool	wawa pona mute
line:2f10f572	Very well. Don't let me interrupt the wash then!	pona. ni la, mi o pini ala e telo sina!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	seme... a... <size=80%>a. <size=60%>mi mute li pali ala...
line:82e2c158	Wait a sec, I need to open the gate.	o awen lili. mi open e lupa suli.
line:9c7a2fb7	Wait a sec, I need to open the gate.	o awen lili. mi open e lupa suli.
line:8ab5686b	Was great! Ryan is a sweetheart.	pona mute! jan Wajan li jan suwi.
line:d8c9f912	Was just doing my job!	mi pali e pali mi taso!
line:148a63c8	Was just trying to play along. Happy to see you!	mi wile musi lon poka sina taso. mi lukin e sina la mi pilin pona!
line:56261ccb	Was still good though! I like how it feels sliding down.	taso ni li pona! ona li tawa anpa lon insa la, mi pilin pona.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	ona li pilin ike <i>suli</i> tan ko ma lon mi.
line:014b5da5	Watch where those paws are going would you?	o lukin e ma tawa pi luka ni, ken?
line:3028feb5	We also had sex after our date.	tenpo olin mi tu li pini la, mi tu li unpa kin.
line:d132db41	We can just lay here...	mi tu li ken supa taso lon ni...
line:4da8b942	We can make an opening.	mi ken pana e ma tawa sina.
line:8c563ab8	We can make an opening.	mi ken pana e ma tawa sina.
line:33a79dbe	We do! Are you... from the college...?	ken! sina tan... tomo sona suli...?
line:b83ec453	We got your request for the mount!	mi mute li kama jo e wile esun sina pi ilo unpa!
line:8b7b8d6b	We went out to eat. Had some good conversation.	mi tu li tawa moku li toki pona.
line:74706bb3	We will need to clean the floors...	mi tu li wile weka e jaki pi anpa tomo...
line:df8fb8c9	We'll be going out to this seafood place-	mi tu li tawa tomo moku pi moku telo-
line:110a2ced	Welcome back!	o kama pona sin!
line:b042f12a	Welcome back!	o kama pona sin!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	a, pona. sina awen e sona la mi pilin pona. mi tawa jan pi pana misikeke.
line:08f40e32	Well I had a good time, see you later then!	mi pilin pona. o awen pona!
line:c1e8b05d	Well I had a good time, see you later then!	mi pilin pona. o awen pona!
line:fcff7b00	Well, go to the window and speak with your customer.	o tawa lupa toki. o toki tawa jan esun sina.
line:fc1e497a	Well, good luck getting your hands around all of me.	pona tawa sina. o alasa sike e palisa mi kepeken luka sina.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	kule ni li pona tawa mi. taso mi pilin e ni: kule mi li mama ala e pilin ni.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	a, mi akesi- taso... sina sona e kon toki mi.
line:f7f87f6c	Well, That's why I'm here!	taso tan ni la mi lon!
line:629d89d1	Well, yes. I mean more... Primally?	a, lon. taso toki mi li... tan insa pi lawa sona ala?
line:8aa0fc1a	Well, you are one hell of a catch.	a, jan li kama jo e olin sina la, ona li pona mute a.
line:5d34e715	Well, you better get one then!	ni la o kama jo e ona!
line:f16e75f3	Well...	taso...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	mi tu li tawa tomo pi telo nasa... pilin li kama seli. sina ken sona e kama poka... <size=70%>a a...
line:2e0ec324	Wha..?	seme...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	semee. ni li ike ala! mi pilin e ni: sina wile sona.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	semeee? o pini kama wawa! ni li pona!
line:bd66082e	What about a movie?	sitelen tawa li seme tawa sina?
line:ee3c126b	What about your private washers?	jan telo pi tomo sina li seme?
line:871137eb	What about?	e seme?
line:bb3b6c71	What brings you in so late?	sina kama lon tenpo monsi ni tan seme?
line:2dd518f0	What do you mean?	toki sina li seme?
line:2fae1274	What do you mean?	toki sina li seme?
line:3c2c53dc	What do you mean?	toki sina li seme?
line:838cdf1b	What do you think of me?	sina pilin e seme tawa mi?
line:c2bdc402	What does the number 7 taste like?	nanpa luka tu li jo e pilin uta seme?
line:56fc085a	What happened!?	seme li kama?!
line:0bc56d4d	what happened?	seme li kama?
line:8c3b76ea	What is it?	seme?
line:44b711a0	What is..	ni li..
line:53301d3b	What kind of egg was that?	sike mama ni li tan seme?
line:073701b7	What kind of movie are you thinking?	sina toki insa e sitelen tawa seme?
line:03cf1c9a	What kind of question?	wile sona pi ijo seme?
line:003700c7	What kinds of classes do you teach?	sina pana e sona seme?
line:e2406cc4	What now?	tenpo ni la seme?
line:0c583118	What was in those opened crates?	poki suli open ni li jo e seme?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	seme?! ike a! ilo unpa li lon ala kin...?
line:8ebd442e	What's got you looking so happy?	sina lukin pilin pona tan seme?
line:fc7aaaa0	What's teaching like?	pana sona li seme tawa sina?
line:f99840cd	What's that?	ni li seme?
line:1a0b719d	What's up?	sina wile sona e seme?
line:29359884	What's up?	seme li lon?
line:8d5c7802	What's up?	seme li lon?
line:712f9d7c	what?	seme?
line:766c2abd	What? All the best places do it!	seme? tomo pona ale li pali e ni!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	seme? mi jan pi pana sona suli! sitelen kulupu mi li pana ala pana e sona ni tawa sina?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	seme? toki pona lon li ike ala e jan!
line:b2fe309b	Whats got you in a good mood?	sina pilin pona tan seme?
line:93a145d4	Whats up, big guy?	seme li lon, jan suli o?
line:4efe8211	Whats up?	seme li lon?
line:866cd495	Whats up?	seme li lon?
line:bfc04b3a	Whats up?	seme li lon?
line:e01885c3	Whats up?	seme li lon?
line:f7d786b6	Whats with all the... Gloop?	ko ale ni li... seme?
line:c4c81aa9	Whats your favorite part about him?	ijo seme ona li pona nanpa wan tawa sina?
line:ff6ef027	When do you actually end the relationship?	ni la tenpo seme la sina pini e poka olin?
line:2ffe284b	When I met him at first I was falling back on my old script.	mi kama sona e ona la, mi open pali sin kepeken nasin majuna mi.
line:eb019075	When you're done go ahead and hit the button.	sina pini la, o nena e nena.
line:5d4e9392	Where did he go...?	ona li tawa seme...?
line:7af04961	Where would you like to go?	sina wile tawa ma seme?
line:7e9389a7	Which college?	tomo sona suli seme?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	jan seme li sona e ni: akesi li ken kama jaki mute ni, a?
line:a97338b0	Who knew places such as this existed so readily available to the public!	mi sona ala e ni: tomo sama ni li lon; jan ale li ken kama tawa ona kepeken pali lili!
line:8b7915f4	Who's that?	ona li jan seme?
line:ebd63f8c	Who's there?	jan seme li lon?
line:eea7573f	Whoa! Cold!	a! lete!
line:1acbd02a	Whoops	a.
line:5a6c0d31	Whoops	a.
line:afc6c00a	Whoops	a.
line:c30013ff	Whoops	a.
line:9df56a3a	why are you here so late?	tan seme la sina kama lon tenpo monsi ni?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	mi en jan Wajan... mi pilin wawa e ni: mi tu li jo e tenpo olin lon pimeja ni.
line:c236bdf9	Woah. Uhm.	a... mi...
line:390f05be	Woah... What is that in your mouth?	a... ijo seme li lon uta sina?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	a... sina wile e ni: mi kepeken ona? lon poka moku kin? pona!
line:4cacfab8	Wonderful to hear you're seeing someone!	sina jo e jan olin la, ni li pona mute tawa kute!
line:f6fdf321	Wonderful to hear you're seeing someone!	sina jo e jan olin la, ni li pona mute tawa kute!
line:7e2421b6	Wonderful to hear.	ni li pona mute tawa kute.
line:36d49875	Wonderful!	pona a!
line:6046bedf	Wonderful!	pona a!
line:ab423ac7	Wonderful!	pona a!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	pona mute. o pali <i>pona</i> lon tenpo suno ni.
line:ec771552	Woops.	pakala.
line:51bcff68	Would that interest you?	sina wile e ni anu seme?
line:8c8591ec	Would you care to join me at the college library this evening...?	tenpo pimeja ni la, sina wile kama poka mi lon tomo lipu pi tomo sona suli anu seme...?
line:985436e6	Wouldn't that be degrading?	ni li anpa e sina anu seme?
line:1e027369	Wow thanks, that feels good.	a, sina pona. ni li pilin pona.
line:737184f5	Wow!	a!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	a, mi lukin e sina pi moku sama ni la, ni li nasa wawa.
line:5da1e074	Y'know?	sina sona anu seme?
line:79352475	Ya.	lon.
line:f6c14e05	Ya.	lon.
line:b6add8e0	Yea! I do!	lon! mi pona!
line:b44edd29	Yeaaah I'm not sticking with that one.	looon, mi awen ala kepeken nimi ni.
line:7a471225	Yeaaah.	looon.
line:5483c5fd	Yeah	lon
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	lon, ona li ken a pana e pilin wawa.
line:63024a1f	Yeah he's improved a lot.	lon, ona li kama pona mute.
line:5847a779	Yeah I have.	lon, mi toki tawa ona.
line:f3b5952a	Yeah I'm happy too.	lon, mi kin li pilin pona.
line:fb47f998	Yeah it go BRRT haha.	lon, ona li kalama PRRT a a.
line:eef9b2bb	Yeah It's fine. Sorry.	lon. mi pakala.
line:fbc80e96	Yeah let me get that for you.	ken. mi open tawa sina.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	lon, mi jo e ko ma e jaki. mi olin e tawa musi lon ma kasi pi jan ale.
line:108de471	Yeah that sounds pretty good.	lon, ni li pona kute.
line:fdd800c2	Yeah! clean as always.	lon! jaki li weka sama tenpo ale.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	lon! jan Konwa. ona li suwi a. taso ona li wile ala kute e ni tan mi.
line:ab1bc039	Yeah! I feel clean.	lon! mi pilin pi jaki ala.
line:6733a3df	Yeah! I'm going on a date with him soon.	lon! mi tawa tenpo olin lon poka ona lon tenpo kama poka.
line:66727cce	Yeah! It has food that should be good for both of us.	lon! poki li jo e moku pi ken pona tawa mi tu.
line:b482634c	Yeah! its useful.	lon! ni li pona pali.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	lon! tenpo pini poka la, mi jo e tenpo olin lon poka pi jan Konwa.
line:3f153aaf	Yeah! Just went on a date with Ryan.	lon! tenpo pini poka la, mi jo e tenpo olin lon poka pi jan Wajan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	lon! sina pona tan moku. mi tawa open e lupa suli.
line:c87d632b	Yeah! That would be amazing.	lon! ni li pona mute a.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	lon. olin ni li pini la, mi alasa e ijo sin.
line:bee397db	Yeah, he's so kind to me.	lon, ona li suwi mute tawa mi.
line:4815ddba	Yeah, I've got one.	lon. mi jo e wan.
line:24efaa49	Yeah, me too. He's real nice.	lon, mi kin. ona li pona a.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	lon, ala. jan pona o, sina o kama pali e ni. mi pana e mani pona!
line:266f699d	Yeah, taste good!	lon, ona li pona tawa uta!
line:67cc394b	Yeah, that was scary at first.	lon, open la mi monsuta.
line:a9980f5e	Yeah, this has been super nice.	lon, ni li pona mute a.
line:54c44240	Yeah, you're right.	lon. sina lon.
line:bb1827c7	Yeah- Though only if you want!	lon- taso sina wile la taso!
line:7311dc01	Yeah.	lon.
line:95e2f7cc	Yeah.	lon.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	lon. <size=90%>a- <size=80%>sina sona. mi... <size=70%>a a. lon. lon a!
line:a28a70c6	Yeah. At least I got to meet you because of it.	lon. taso tan ni la mi kama sona e sina.
line:e5937e30	Yeah. I like fish!	lon. kala li pona tawa mi!
line:0372e0d1	Yeah. It wasn't too expensive.	lon. mani suli li wile ala.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	lon. olin li pini la, ante e kulupu jan li pali suli.
line:6e0e4e11	Yeah. You two will be cute.	lon. sina tu li suwi.
line:616121a9	Yeah...	lon...
line:f244d080	Yeah... He's really great.	lon... ona li pona mute.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	lon... tenpo pini la, mi jo ala e tenpo olin lon poka pi jan akesi lili.
line:8eeb7e28	Yeah... It really isn't.	lon... pali li suli.
line:039a0c83	Yeah?	seme?
line:2fb3fe55	Yeah?	seme?
line:92bd78f3	Yeah?	seme?
line:3690a3eb	Yeah? I don't even see a mount.	lon? mi lukin ala e ilo unpa.
line:ea2adb20	Yeah? tell me about it!	lon? o toki e ona tawa mi!
line:78eccd9b	Yellow lime.	kili Lajun jelo.
line:5fd7bc69	Yep!	lon!
line:b6c878fa	Yep!	lon!
line:fcff76d4	Yep! I'll get the gate.	lon! mi open e lupa suli.
line:3cdcbd4a	Yes	lon
line:991dc643	Yes	lon
line:e535cacb	Yes	lon
line:fb4265f7	Yes	lon
line:4ab6c5a9	yes	lon
line:db98be35	Yes right this way.	lon, o tawa ni.
line:52010e35	YES!	lon a!
line:c4310942	Yes!	lon!
line:d5f94e23	Yes!	lon!
line:5592e639	Yes, welcome to Drag'N Wash!	lon! o kama pona tawa tomo telo Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	lon! o kama pona tawa tomo telo Drag'N Wash!
line:a610ce0b	YES.	lon a.
line:85fd5266	Yes.	lon.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	lon. mi wile e telo. ike li wile e pona lon tenpo lili!
line:c4595dd5	Yes. It's invigorating to be so candid.	lon. toki len ala li pana e wawa sin.
line:d7e50f2d	Yes..	lon..
line:5811655d	Yes... But I believe we need to clean the floors.	lon... taso mi pilin e ni: mi tu li wile weka e jaki pi anpa tomo.
line:9444cdba	Yip	wi
line:14d2c62f	Yip!	wi!
line:296ff3f4	Yip!	wi!
line:3d516ddb	Yip!	wi!
line:3e870ad0	Yip!	wi!
line:5544e245	Yip!	wi!
line:5efde4e2	Yip!	wi!
line:c3e1f198	Yip!	wi!
line:e662501c	Yip!	wi!
line:5e181cf4	Yip! <size=70%>(Gate)	wi! <size=70%>(lupa suli)
line:b12a3f31	Yip! <size=70%>(idk)	wi! <size=70%>(mi sona ala)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	wi! <size=70%>(tan ni: kipisi lape pi lawa akesi sina li kama sona sin e nasin toki pi kulupu sina pi kulupu mi. nasin ni li lon insa lawa li jo e kon sona e kon wile pi kalama 'wi' pi jan akesi lili. tenpo li tawa la, wan mi tu li wawa sin li open e kipisi lawa ni. tan ni taso la sina kama sona.)
line:5935a413	Yip! <size=70%>(Yes)	wi! <size=70%>(lon)
line:f1c14f75	Yip-Man - The Final Yip	jan Wi - wi pi pini ale
line:4b9046ec	Yip-Man movies are real corny...	sitelen tawa pi jan Wi li musi pi nasa ike...
line:3d6b2203	You again?	sina sin?
line:81416c72	You already are, whats up?	sina wile sona lon tenpo ni. ijo li seme?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	sina pana ala pana e <i>pini musi nasa</i> lon ni?
line:e553c773	You also introduced me to Conrad.	sina pana e jan Konwa tawa mi kin.
line:feb8727e	You always make me feel welcomed.	sina pana e pilin pona pi kama mi lon tenpo ale.
line:563d71ba	You are too!	sina kin!
line:4efafbb0	You are very skilled with your hands	sina sona pona mute e kepeken luka
line:0dd63830	You brought food in?	sina pana e moku tawa insa?
line:38043f6c	You can act however you like around me.	lon poka mi la sina ken pali kepeken wile sina.
line:3fbd01fb	You can come in whenever!	sina ken kama lon tenpo ale!
line:0eb37f1a	You can stay here if you want.	sina wile la, sina ken awen lon ni.
line:ecc04e16	You decide!	sina o lawa!
line:19698f13	You didn't even open the watermelon.	sina open ala kin e kili suli.
line:7e8c1ae2	You do know how to use your hands pretty well.	sina sona pona e kepeken luka.
line:7023b6b4	You don't deserve that.	ike ni li pona ala tawa sina.
line:c0cc0f2d	You got a medkit?	poki pi pona sijelo li lon ala lon sina?
line:c2b3c28a	you know about getting back into the dating scene...	sina sona: alasa sin e jan olin...
line:512df07c	You know what that means.	sina sona e kon ni.
line:e613cbe3	You know what that means...	sina sona e kon ni...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	ma ni li pona. ona li... sama ma pi jan pali mani.
line:404b17ef	You look good this clean!	jaki li weka la, sina lukin pona!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	o pilin ike ala. kulupu lawa pi jan telo li wawa mute. mi wawa lili.
line:3fab049a	You probably shouldn't.	sina o alasa ala.
line:0bc044da	You ready for this?	sina ken e ni anu seme?
line:f0a0565a	You ready to go back in to the club?	sina ken tawa sin tawa insa pi tomo musi anu seme?
line:c0e34d36	You really ate that entire thing... Woah.	sina moku e ona ALE... a.
line:82cf49aa	You seemed to enjoy yourself.	sina lukin sama ni: sina pilin pona.
line:ba66095e	You set a good example.	jan li ken kama pona kepeken lukin sina.
