# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Эй, здоровенный пёс!
line:d78962e8	They cum	Они кончают.
line:3200a588	They keep going	Они продолжают.
line:a31d1a18	They keep going	Они продолжают.
line:035e5be6	They seem cute!	Кажется, он симпатичный!
line:454172b0	They took it too far.	Они перегнули палку.
line:d7b49fb8	They were! The stem is my favorite part though.	Он и был вкусный! Но веточки я люблю больше всего.
line:d156a87f	Think that's every spot.	Вроде нигде ничего не пропустил.
line:fa1a1e76	Think that's it.	Кажется, готово.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Один дракон в баре... Я дурак. Не смог вовремя заткнуться.
line:bfd70320	This feels scandalous	Это кажется неприличным.
line:cb437bd0	This is a common practice?	Это обычная практика?
line:831cbfda	This is a job only you can do.	С этим можете справиться только вы.
line:4944dbda	This is delicious!	Как вкусно!
line:088893da	This is my first time with a Kobold.	Я впервые с кобольдом.
line:e218722c	This is my first time, actually!	Вообще-то у меня тоже первый раз!
line:9eb894ad	This is really nice..	Так приятно...
line:c7e4e36f	This is the kind of shit I try to avoid!	Я ведь именно от такой херни держусь подальше!
line:22929636	This place could use a makeover, I know would it could use!	Здесь бы всё обновить. Я точно знаю, чего не хватает!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Не кажется ли вам, что это мыло не подобает профессору?
line:97841169	This was a nice escape.	А здесь можно было передохнуть.
line:5f02ceea	This was a wonderful escape...	Здесь было так хорошо отдыхать от всего...
line:d45f4788	This was nice...	Хорошо посидели...
line:418498cf	Those grapes looked good.	Виноград выглядел аппетитно.
line:e9d73205	Though every other wash I've been to at least has a mount	Но на всех других мойках, где я бывал, хотя бы станок стоит.
line:29e70457	Though I can't say I am not curious	Хотя не стану отрицать любопытство.
line:9c3e6004	Though you probably shouldn't eat them.	Хотя тебе, пожалуй, не стоит.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Рассказал, как его избили.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Послала меня на мойку, будто я её ужасно оскорбил.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Вечером, в кампусе. Библиотека — большое здание с голубым шпилем.
line:434527c6	Truly terrible, no?	Сущий кошмар, не правда ли?
line:5a5d646c	Truly?	Правда?
line:e3aa4e29	Truth be told, I got dirty to come here.	По правде говоря, я испачкался специально, чтобы прийти сюда.
line:0979dea3	Uh, I'm still really soapy!	Э-э, я всё ещё весь в мыле!
line:05bbe58c	Uh-huh, I'll go get the gate	Ага, пойду открою ворота.
line:7de638fb	Uh... Hello?	Эм... Здравствуйте?
line:7de9b3a4	Uh... uhm...	Э-э... Эм...
line:159c5c1f	Uh... Yeah.	Э-э... Ага.
line:2089db44	Uhhhm we're not exactly.	Э-э, вообще-то уже нет.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Эм, нет. Просто я ОЧЕНЬ разозлюсь.
line:f0a579a5	Uhm...	Эм...
line:cc295885	uhm... <size=60%>no?	Эм... <size=60%>нет?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Вскройте ящик ломом и уберите содержимое на склад, пожалуйста.
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Смой всё распылителем на стене.
line:a716d3b8	Uunf. T-that was... Rather undignified.	М-мф. Э-это было... Довольно недостойно.
line:a37177dd	V-very well. I'll try.	Х-хорошо. Я попробую.
line:209ddf97	Very cool	Очень круто.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Хорошо. Тогда не стану отвлекать вас от мытья!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	А- что- <size=80%>ой. <size=60%>Мы не...
line:82e2c158	Wait a sec, I need to open the gate.	Секунду, надо открыть ворота.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Секунду, надо открыть ворота.
line:8ab5686b	Was great! Ryan is a sweetheart.	Прекрасно! Райан — такой душка.
line:d8c9f912	Was just doing my job!	Я просто выполнял свою работу!
line:148a63c8	Was just trying to play along. Happy to see you!	Просто хотел подыграть. Рад тебя видеть!
line:56261ccb	Was still good though! I like how it feels sliding down.	Но всё равно хорошо! Мне нравится чувствовать, как он проскальзывает вниз.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Её... <i>очень</i> разозлила грязь на мне.
line:014b5da5	Watch where those paws are going would you?	Следи-ка, куда тянешь лапки, ладно?
line:3028feb5	We also had sex after our date.	После свидания у нас ещё и секс был.
line:d132db41	We can just lay here...	Мы можем просто лежать здесь...
line:4da8b942	We can make an opening.	Для тебя место найдётся.
line:8c563ab8	We can make an opening.	Для тебя место найдётся.
line:33a79dbe	We do! Are you... from the college...?	Да! Вы... из колледжа...?
line:b83ec453	We got your request for the mount!	Ваш заказ на станок принят!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Сходили поесть. Хорошо поговорили.
line:74706bb3	We will need to clean the floors...	Нужно будет вымыть пол...
line:df8fb8c9	We'll be going out to this seafood place-	Пойдём в одно место, где морепродукты готовят...
line:110a2ced	Welcome back!	С возвращением!
line:b042f12a	Welcome back!	С возвращением!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Прекрасно. Благодарю за осмотрительность, а я отправлюсь к аптекарю.
line:08f40e32	Well I had a good time, see you later then!	Ну, мне понравилось. Тогда до встречи!
line:c1e8b05d	Well I had a good time, see you later then!	Ну, мне понравилось. Тогда до встречи!
line:fcff7b00	Well, go to the window and speak with your customer.	Что ж, подойдите к окошку и поговорите с клиентом.
line:fc1e497a	Well, good luck getting your hands around all of me.	Ну, удачи обхватить руками всё моё хозяйство.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Что ж, цвет мне действительно нравится. Но, полагаю, мой окрас тут ни при чём.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	То есть дракон, конечно... Но ты понимаешь, о чём я.
line:f7f87f6c	Well, That's why I'm here!	Ну, на этот случай я тут и работаю!
line:629d89d1	Well, yes. I mean more... Primally?	Да, но я имею в виду... нечто более инстинктивное?
line:8aa0fc1a	Well, you are one hell of a catch.	Ну, ты же завидный жених.
line:5d34e715	Well, you better get one then!	Так обзаводись скорее!
line:f16e75f3	Well...	Ну...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Пошли в бар... Стало жарко. Догадываешься, что было дальше... <size=70%>Ха...
line:2e0ec324	Wha..?	Чего...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	А что-о? Ничего плохого! Я думал, тебе интересно.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	А что-о? Размяться полезно!
line:bd66082e	What about a movie?	Может, в кино?
line:ee3c126b	What about your private washers?	А как же ваши личные мойщики?
line:871137eb	What about?	Что говорил?
line:bb3b6c71	What brings you in so late?	Что тебя привело в такой час?
line:2dd518f0	What do you mean?	В каком смысле?
line:2fae1274	What do you mean?	В каком смысле?
line:3c2c53dc	What do you mean?	В каком смысле?
line:838cdf1b	What do you think of me?	Что вы обо мне думаете?
line:c2bdc402	What does the number 7 taste like?	Каков на вкус номер семь?
line:56fc085a	What happened!?	Что стряслось?!
line:0bc56d4d	what happened?	Что произошло?
line:8c3b76ea	What is it?	Что именно?
line:44b711a0	What is..	Что это...
line:53301d3b	What kind of egg was that?	Чьё это было яйцо?
line:073701b7	What kind of movie are you thinking?	На какой фильм думаешь?
line:03cf1c9a	What kind of question?	Какой вопрос?
line:003700c7	What kinds of classes do you teach?	Какие предметы вы ведёте?
line:e2406cc4	What now?	Что теперь?
line:0c583118	What was in those opened crates?	Что в тех вскрытых ящиках было?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Что?! Да это же кошмар! У вас даже станка нет...?
line:8ebd442e	What's got you looking so happy?	Чему это ты так радуешься?
line:fc7aaaa0	What's teaching like?	Каково это — преподавать?
line:f99840cd	What's that?	А это что?
line:1a0b719d	What's up?	Да, слушаю?
line:29359884	What's up?	Да, слушаю?
line:8d5c7802	What's up?	Да, слушаю?
line:712f9d7c	what?	Что?
line:766c2abd	What? All the best places do it!	Что? Во всех лучших местах делают!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Что? Я профессор! Разве по гербу не видно?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Что? От искреннего комплимента никому вреда нет!
line:b2fe309b	Whats got you in a good mood?	Откуда такое хорошее настроение?
line:93a145d4	Whats up, big guy?	Что такое, здоровяк?
line:4efe8211	Whats up?	Что такое?
line:866cd495	Whats up?	Что такое?
line:bfc04b3a	Whats up?	Что такое?
line:e01885c3	Whats up?	Что такое?
line:f7d786b6	Whats with all the... Gloop?	А что это за... липкая масса?
line:c4c81aa9	Whats your favorite part about him?	А что в нём тебе нравится больше всего?
line:ff6ef027	When do you actually end the relationship?	В какой момент надо действительно расстаться?
line:2ffe284b	When I met him at first I was falling back on my old script.	При первой встрече я опять за старое взялся.
line:eb019075	When you're done go ahead and hit the button.	Когда закончишь, нажми кнопку.
line:5d4e9392	Where did he go...?	А куда он делся...?
line:7af04961	Where would you like to go?	Куда тебе хочется пойти?
line:7e9389a7	Which college?	В каком колледже?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Кто бы знал, что дракон может так изгваздаться, да?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Кто бы мог подумать, что подобные заведения доступны каждому!
line:8b7915f4	Who's that?	Кто же?
line:ebd63f8c	Who's there?	Кто там?
line:eea7573f	Whoa! Cold!	Ух! Холодно!
line:1acbd02a	Whoops	Упс.
line:5a6c0d31	Whoops	Упс.
line:afc6c00a	Whoops	Упс.
line:c30013ff	Whoops	Упс.
line:9df56a3a	why are you here so late?	Почему вы пришли так поздно?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Мы с Райаном, кажется, сегодня вечером на свидание пойдём.
line:c236bdf9	Woah. Uhm.	Ого. Эм.
line:390f05be	Woah... What is that in your mouth?	Ух ты... Что это у тебя во рту?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Ого... Хочешь, чтобы я этим воспользовался? Даже с едой рядом? Ладно!
line:4cacfab8	Wonderful to hear you're seeing someone!	Как приятно слышать, что вы с кем-то встречаетесь!
line:f6fdf321	Wonderful to hear you're seeing someone!	Как приятно слышать, что вы с кем-то встречаетесь!
line:7e2421b6	Wonderful to hear.	Приятная новость.
line:36d49875	Wonderful!	Прекрасно!
line:6046bedf	Wonderful!	Прекрасно!
line:ab423ac7	Wonderful!	Прекрасно!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Замечательно. <i>Продуктивного</i> вам дня.
line:ec771552	Woops.	Ой.
line:51bcff68	Would that interest you?	Тебе было бы интересно?
line:8c8591ec	Would you care to join me at the college library this evening...?	Не желаете ли составить мне компанию в библиотеке колледжа сегодня вечером...?
line:985436e6	Wouldn't that be degrading?	Тебе разве не будет унизительно?
line:1e027369	Wow thanks, that feels good.	Ого, спасибо, приятно.
line:737184f5	Wow!	Ого!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Ух ты, наблюдать, как ты ешь, — целое приключение.
line:5da1e074	Y'know?	Понимаешь?
line:79352475	Ya.	Ага, нравится.
line:f6c14e05	Ya.	Ага, поэтому.
line:b6add8e0	Yea! I do!	Ага! Вот именно!
line:b44edd29	Yeaaah I'm not sticking with that one.	Да-а, пожалуй, этот вариант не приживётся.
line:7a471225	Yeaaah.	Ага-а.
line:5483c5fd	Yeah	Ага.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Да, похоже, он знает, как завести.
line:63024a1f	Yeah he's improved a lot.	Да, он сильно изменился к лучшему.
line:5847a779	Yeah I have.	Да, уже.
line:f3b5952a	Yeah I'm happy too.	Да, я тоже рад.
line:fb47f998	Yeah it go BRRT haha.	Ага, от неё такое БР-Р-Р, ха-ха.
line:eef9b2bb	Yeah It's fine. Sorry.	Да, нормально. Прости.
line:fbc80e96	Yeah let me get that for you.	Да, сейчас открою.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Ну да, я весь в грязи. Люблю резвиться в городском парке.
line:108de471	Yeah that sounds pretty good.	Да, неплохо звучит.
line:fdd800c2	Yeah! clean as always.	Да! Как обычно, чисто.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Да! Конрад, он прелесть. Хотя ему бы не понравилось, что я так сказал.
line:ab1bc039	Yeah! I feel clean.	Да! Чистоту чувствую.
line:6733a3df	Yeah! I'm going on a date with him soon.	Ага! У нас с ним скоро свидание.
line:66727cce	Yeah! It has food that should be good for both of us.	Ага! Тут должно найтись что-нибудь для нас обоих.
line:b482634c	Yeah! its useful.	Да! Удобная штука.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Да! Только что был на свидании с Конрадом.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Да! Только что был на свидании с Райаном.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Да! Спасибо за еду. Пойду к воротам.
line:c87d632b	Yeah! That would be amazing.	Да! Было бы замечательно.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Ага. После расставания всё ищу что-нибудь новое.
line:bee397db	Yeah, he's so kind to me.	Ага, так ко мне добр.
line:4815ddba	Yeah, I've got one.	Да, есть у меня.
line:24efaa49	Yeah, me too. He's real nice.	Да, и я. Он очень хороший.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Да ну нет. Дружище, надо это освоить. Я хорошо заплачу!
line:266f699d	Yeah, taste good!	Да, вкусно!
line:67cc394b	Yeah, that was scary at first.	Да уж, сначала было страшновато.
line:a9980f5e	Yeah, this has been super nice.	Да, это было чудесно.
line:54c44240	Yeah, you're right.	Да, пожалуй, ты прав.
line:bb1827c7	Yeah- Though only if you want!	Да, но только если ты не против!
line:7311dc01	Yeah.	Ага.
line:95e2f7cc	Yeah.	Ага.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Да. <size=90%>Ой... <size=80%>Ну, понимаешь. Я вроде... <size=70%>Ха-ха. Да. Ага!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Да. Хорошо хоть благодаря всему этому мы познакомились.
line:e5937e30	Yeah. I like fish!	Хорошо. Люблю рыбу!
line:0372e0d1	Yeah. It wasn't too expensive.	Да. Обошёлся не так дорого.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Да. После такого трудно отделиться от общей компании.
line:6e0e4e11	Yeah. You two will be cute.	Да. Вы будете красивой парой.
line:616121a9	Yeah...	Ага...
line:f244d080	Yeah... He's really great.	Да... Он правда замечательный.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Ага... Я ведь раньше с кобольдом на свидания не ходил.
line:8eeb7e28	Yeah... It really isn't.	Да... Ещё как тяжело.
line:039a0c83	Yeah?	Да?
line:2fb3fe55	Yeah?	Да?
line:92bd78f3	Yeah?	Да?
line:3690a3eb	Yeah? I don't even see a mount.	Ага. А станка я что-то не вижу.
line:ea2adb20	Yeah? tell me about it!	Правда? Рассказывай!
line:78eccd9b	Yellow lime.	Как жёлтый лайм.
line:5fd7bc69	Yep!	Ага!
line:b6c878fa	Yep!	Ага!
line:fcff76d4	Yep! I'll get the gate.	Ага! Сейчас ворота открою.
line:3cdcbd4a	Yes	Да.
line:991dc643	Yes	Да.
line:e535cacb	Yes	Да.
line:fb4265f7	Yes	Да.
line:4ab6c5a9	yes	Да
line:db98be35	Yes right this way.	Да, проходи сюда.
line:52010e35	YES!	ДА!
line:c4310942	Yes!	Да!
line:d5f94e23	Yes!	Да!
line:5592e639	Yes, welcome to Drag'N Wash!	Да, добро пожаловать в Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Да, добро пожаловать в Drag'N Wash!
line:a610ce0b	YES.	ДА.
line:85fd5266	Yes.	Да.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Да. Меня нужно отмыть. Положение весьма серьёзное!
line:c4595dd5	Yes. It's invigorating to be so candid.	Да. Такая откровенность придаёт сил.
line:d7e50f2d	Yes..	Да...
line:5811655d	Yes... But I believe we need to clean the floors.	Да... Но, полагаю, придётся вымыть пол.
line:9444cdba	Yip	Йип
line:14d2c62f	Yip!	Йип!
line:296ff3f4	Yip!	Йип!
line:3d516ddb	Yip!	Йип!
line:3e870ad0	Yip!	Йип!
line:5544e245	Yip!	Йип!
line:5efde4e2	Yip!	Йип!
line:c3e1f198	Yip!	Йип!
line:e662501c	Yip!	Йип!
line:5e181cf4	Yip! <size=70%>(Gate)	Йип! <size=70%>(Ворота.)
line:b12a3f31	Yip! <size=70%>(idk)	Йип! <size=70%>(Не знаю.)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Йип! <size=70%>(Потому что спящая часть вашего драконьего разума вспоминает глубинную языковую связь между нашими видами. В ней заключён весь смысл и замысел кобольдских «йипов». Внезапное понимание — просто результат того, что наша связь со временем окрепла и пробудила эту область разума.)
line:5935a413	Yip! <size=70%>(Yes)	Йип! <size=70%>(Да.)
line:f1c14f75	Yip-Man - The Final Yip	Йип Ман — Последний йип
line:4b9046ec	Yip-Man movies are real corny...	Фильмы про Йип Мана ужасно наивные...
line:3d6b2203	You again?	Снова ты?
line:81416c72	You already are, whats up?	Уже спрашиваешь. Что случилось?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	У вас тут <i>особое завершение</i> тоже бывает, да?
line:e553c773	You also introduced me to Conrad.	И с Конрадом ты меня познакомил.
line:feb8727e	You always make me feel welcomed.	Ты всегда даёшь мне почувствовать, что я здесь желанный гость.
line:563d71ba	You are too!	Ты тоже!
line:4efafbb0	You are very skilled with your hands	Какие у вас умелые руки.
line:0dd63830	You brought food in?	Ты принёс еду?
line:38043f6c	You can act however you like around me.	Со мной можете вести себя как хочется.
line:3fbd01fb	You can come in whenever!	Приходи в любое время!
line:0eb37f1a	You can stay here if you want.	Можешь остаться, если хочешь.
line:ecc04e16	You decide!	Выбирай сам!
line:19698f13	You didn't even open the watermelon.	Ты даже арбуз не разрезал.
line:7e8c1ae2	You do know how to use your hands pretty well.	Ты же умеешь руками работать.
line:7023b6b4	You don't deserve that.	Ты этого не заслуживаешь.
line:c0cc0f2d	You got a medkit?	Аптечка есть?
line:c2b3c28a	you know about getting back into the dating scene...	Ну, о том, чтобы снова начать с кем-то встречаться...
line:512df07c	You know what that means.	Знаешь, что это значит.
line:e613cbe3	You know what that means...	Знаешь, что это значит...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Знаете... Здесь довольно приятная обстановка. Такая... пролетарская.
line:404b17ef	You look good this clean!	Чистота тебе идёт!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	За них не тревожьтесь. Профсоюз мойщиков... Влиятельнее меня.
line:3fab049a	You probably shouldn't.	Лучше не надо.
line:0bc044da	You ready for this?	Ты готов?
line:f0a0565a	You ready to go back in to the club?	Готов вернуться в клуб?
line:c0e34d36	You really ate that entire thing... Woah.	Ты правда съел это целиком... Ого.
line:82cf49aa	You seemed to enjoy yourself.	Похоже, тебе понравилось.
line:ba66095e	You set a good example.	Вы подаёте хороший пример.
line:6c2a1901	You should be all clean!	Ну вот, теперь ты чистый!
line:36779352	You should be.	И правильно.
line:86154a64	You should feel it and check for me	Потрогай да проверь.
line:20503ab0	You sure? It's not like... fun stuff.	Точно? Тема-то... не самая весёлая.
line:0a0d6bc0	You too! I'll go get the gate.	Я тоже! Пойду открою.
line:e3106999	You too. Thanks for the wash.	И я тебе. Спасибо за мойку.
line:fc97aa74	You too. Thanks for the wash.	И я тебе. Спасибо за мойку.
line:5e4d645c	You two are really cute together...	Вы вместе такие милые...
line:b76a2a43	You were really going at it.	Ты прямо разошёлся.
line:83aa1a23	You work at a college?	Вы работаете в колледже?
line:85fa0d03	You'd need a dragon stomach first!	Сначала драконьим желудком обзаведись!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Скоро расскажешь мне всё-всё про Райана.
line:6c71dd83	You'll have to tell me all about it.	Расскажешь мне потом всё в подробностях.
line:91ab30f5	You'll have to tell me how you two work out!	Обязательно рассказывай, как у вас идут дела!
line:ffeff59b	You'll have to tell me more inside.	Внутри расскажешь поподробнее.
line:5eb243c2	You'll like it.	Тебе понравится.
line:6acf7c77	You'll need to let them in afterwards of course.	Затем его, разумеется, нужно будет впустить.
line:6b63d2d8	You'll take care of everything?	А вы обо всём позаботитесь?
line:f2527ed7	You're <i>spotless.	Ты <i>без единого пятнышка.
line:23ae97e6	You're a big deal	Это ты у меня важная персона.
line:323e546b	You're a good friend too, I'll go get the gate.	Ты тоже хороший друг. Сейчас открою.
line:44e97be7	You're always welcome here, Ryan.	Тебе тут всегда рады, Райан.
line:09e5bf43	You're cute by the way.	А ты, кстати, очень милый.
line:277d8257	You're fine. Thank you.	Да нет, всё хорошо. Спасибо тебе.
line:8c269acb	You're going to love it.	Тебе очень понравится.
line:173782fa	You're good at it.	И прекрасно с ней справляетесь.
line:1dca8fa0	You're just a very comfortable person to be around.	Просто с тобой так спокойно.
line:42124159	You're just a very comfortable person to be around.	Просто с тобой так спокойно.
line:d3b6d22a	You're kind. It's more than I deserve.	Добрый ты. Не заслужил я такого.
line:ca72bf2d	You're okay. You're clearly going through a lot.	Ничего. Видно же, сколько на тебя навалилось.
line:68887509	You're one of my favorite clients!	Ты один из моих любимых клиентов!
line:c4cc497f	You're pretty hot.	Ты очень даже ничего.
line:b6603dc7	You're right. I shouldn't pry.	Ты прав. Не надо мне лезть не в своё дело.
line:31ab814e	You're right... Theres no way you could.	Ты прав... Откуда тебе знать.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Вы первый, кто ждёт от меня лишь одного...
line:f718a7eb	You're the professor here. Must be correct.	Ну, профессор тут вы. Вам виднее.
line:15f55959	You're very sweet.	Ты очень добрый.
line:bc6cc4d2	You're very sweet.	Вы очень добры.
line:6289a322	You're very welcome.	Всегда пожалуйста.
line:39ddd682	You're...	Вы...
line:6e94f373	You're... cool.	Ты... классный.
line:61c96494	You're... Not that dirty.	Вы... не такой уж грязный.
line:8bab3246	You're... very forward.	Ты... весьма прямолинеен.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Рассказывай мне, как у вас с Райаном, ладно?
line:a5a8a9d5	Your crest is cool. What is it?	У вас такой красивый герб. Что это?
line:3890b91c	Your date with Ryan.	Твоё свидание с Райаном.
line:82109412	Your secret's safe with me.	Всё останется между нами.
line:ed8e7994	Yours doesn't. It's nice.	А ваш — нет. И это приятно.
line:016a65e8	Yuh, that's me.	Ага, это я.
line:38eb6d26	Yup!	Ага, да!
line:7ac62718	Yup. I like it.	Ага. Мне это нравится.
