# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	よう、でかいワンコ。
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	殴られたときのことを話してくれた。
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	洗い場に行けって言われて、すごく腹を立ててた。
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	今夜、大学で。図書館は大きな青い尖塔の建物だ。
line:434527c6	Truly terrible, no?	実にひどい有り様だろう？
line:5a5d646c	Truly?	本当かね？
line:e3aa4e29	Truth be told, I got dirty to come here.	実を言うと、ここに来るために汚した。
line:0979dea3	Uh, I'm still really soapy!	あの、まだ泡だらけだよ！
line:05bbe58c	Uh-huh, I'll go get the gate	うんうん、門を開けてくる。
line:7de638fb	Uh... Hello?	えっと……こんにちは？
line:7de9b3a4	Uh... uhm...	あの……ええと……
line:159c5c1f	Uh... Yeah.	ああ……そうだな。
line:2089db44	Uhhhm we're not exactly.	ええと、今は営業してないんだけど。
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	いや、違う。ただ、ものすごくがっかりする。
line:f0a579a5	Uhm...	ええと……。
line:cc295885	uhm... <size=60%>no?	ええと……<size=60%>ないけど？
line:29237bc3	Use the crowbar to open and place it in storage, would you?	バールで開けて、倉庫に入れてくれる？
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	壁のスプレーで洗い流してね。
line:a716d3b8	Uunf. T-that was... Rather undignified.	うっ……い、今のは……実にみっともなかった。
line:a37177dd	V-very well. I'll try.	わ、わかった。やってみよう。
line:209ddf97	Very cool	すごく格好いい。
line:2f10f572	Very well. Don't let me interrupt the wash then!	わかった。では、洗う邪魔をしないようにしよう！
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	えっ、あっ……<size=80%>おお。<size=60%>そういうのは……。
line:82e2c158	Wait a sec, I need to open the gate.	ちょっと待って。門を開けないと。
line:9c7a2fb7	Wait a sec, I need to open the gate.	ちょっと待って。門を開けないと。
line:8ab5686b	Was great! Ryan is a sweetheart.	最高だった！ ライアンは優しいよ。
line:d8c9f912	Was just doing my job!	仕事をしてただけだよ！
line:148a63c8	Was just trying to play along. Happy to see you!	合わせてみただけ。会えてうれしい！
line:56261ccb	Was still good though! I like how it feels sliding down.	でも、おいしかったよ！ 喉を滑り落ちる感じが好き。
line:4d002f47	Was... <i>Really</i> upset I was muddy.	泥だらけなのが……<i>本当に</i>嫌だったみたい。
line:014b5da5	Watch where those paws are going would you?	その手、どこに触れてるか気をつけてくれる？
line:3028feb5	We also had sex after our date.	デートのあと、セックスもした。
line:d132db41	We can just lay here...	このまま横になっていれば……。
line:4da8b942	We can make an opening.	空けられるよ。
line:8c563ab8	We can make an opening.	空けられるよ。
line:33a79dbe	We do! Are you... from the college...?	できますよ！ あなたは……大学の方……？
line:b83ec453	We got your request for the mount!	マウントの注文、届いたよ！
line:8b7b8d6b	We went out to eat. Had some good conversation.	食事に出かけて、楽しく話した。
line:74706bb3	We will need to clean the floors...	床を掃除しなければ……。
line:df8fb8c9	We'll be going out to this seafood place-	シーフードの店に行って……。
line:110a2ced	Welcome back!	おかえり！
line:b042f12a	Welcome back!	おかえり！
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	それはよかった。気遣いに感謝する。では、薬師のところへ行こう。
line:08f40e32	Well I had a good time, see you later then!	楽しかったよ。じゃあ、またね！
line:c1e8b05d	Well I had a good time, see you later then!	楽しかったよ。じゃあ、またね！
line:fcff7b00	Well, go to the window and speak with your customer.	では、窓口へ行って、お客さんと話して。
line:fc1e497a	Well, good luck getting your hands around all of me.	じゃあ、俺の全部を握れるか頑張ってみな。
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	好きな色だよ。自分の体の色とは関係ないと思うが。
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	まあ、ドラゴンだけど……言いたいことはわかるよね。
line:f7f87f6c	Well, That's why I'm here!	だから僕がいるんだよ！
line:629d89d1	Well, yes. I mean more... Primally?	まあ、そうだね。だが、もっと……本能的な意味でだ。
line:8aa0fc1a	Well, you are one hell of a catch.	君なら、すごくいい相手だもん。
line:5d34e715	Well, you better get one then!	じゃあ、買っとけよ！
line:f16e75f3	Well...	それなら……。
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	バーに行って……盛り上がったんだ。そのあとは想像できるでしょ……<size=70%>はは……。
line:2e0ec324	Wha..?	え……？
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	何？ 悪いことじゃないでしょ！ 知りたいかと思って。
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	何だよ？ ウォーミングアップは大事だろ！
line:bd66082e	What about a movie?	映画はどう？
line:ee3c126b	What about your private washers?	専属の洗い手はどうするの？
line:871137eb	What about?	どんな話？
line:bb3b6c71	What brings you in so late?	こんな遅くにどうしたの？
line:2dd518f0	What do you mean?	どういうこと？
line:2fae1274	What do you mean?	どういうこと？
line:3c2c53dc	What do you mean?	どういうこと？
line:838cdf1b	What do you think of me?	僕のこと、どう思う？
line:c2bdc402	What does the number 7 taste like?	数字の 7 ってどんな味？
line:56fc085a	What happened!?	何があったの！？
line:0bc56d4d	what happened?	何があったの？
line:8c3b76ea	What is it?	何？
line:44b711a0	What is..	これは……？
line:53301d3b	What kind of egg was that?	何の卵だったの？
line:073701b7	What kind of movie are you thinking?	どんな映画がいい？
line:03cf1c9a	What kind of question?	どんな質問？
line:003700c7	What kinds of classes do you teach?	どんな授業を教えてるの？
line:e2406cc4	What now?	これからどうする？
line:0c583118	What was in those opened crates?	あの開けた木箱、何が入ってたんだ？
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	何！？ そりゃひどい！ マウントもないのか……？
line:8ebd442e	What's got you looking so happy?	何かいいことあった？
line:fc7aaaa0	What's teaching like?	教えるのって、どんな感じ？
line:f99840cd	What's that?	何それ？
line:1a0b719d	What's up?	どうしたの？
line:29359884	What's up?	どうしたの？
line:8d5c7802	What's up?	どうしたの？
line:712f9d7c	what?	何だって？
line:766c2abd	What? All the best places do it!	何だよ？ いい店ならどこでもやってるぞ！
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	何だって？ 私は教授だ！ この紋章を見ればわかるだろう？
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	何だね？ 心から褒めて何が悪い！
line:b2fe309b	Whats got you in a good mood?	どうしてそんなにご機嫌なの？
line:93a145d4	Whats up, big guy?	どうしたの、でっかいドラゴンさん？
line:4efe8211	Whats up?	どうしたの？
line:866cd495	Whats up?	どうしたの？
line:bfc04b3a	Whats up?	どうしたの？
line:e01885c3	Whats up?	どうしたの？
line:f7d786b6	Whats with all the... Gloop?	その……べたべたしたのは何？
line:c4c81aa9	Whats your favorite part about him?	どこが一番好き？
line:ff6ef027	When do you actually end the relationship?	実際には、いつ別れればいいんだろう？
line:2ffe284b	When I met him at first I was falling back on my old script.	初めて会ったとき、昔の癖が出ちゃってさ。
line:eb019075	When you're done go ahead and hit the button.	終わったら、ボタンを押してね。
line:5d4e9392	Where did he go...?	その人はどこへ……？
line:7af04961	Where would you like to go?	どこに行きたい？
line:7e9389a7	Which college?	どこの大学？
line:2d315c6c	Who knew a dragon could get so dirty, huh?	ドラゴンがこんなに汚れるなんてね？
line:a97338b0	Who knew places such as this existed so readily available to the public!	こんな場所を誰でも気軽に利用できるとはね！
line:8b7915f4	Who's that?	誰のこと？
line:ebd63f8c	Who's there?	誰？
line:eea7573f	Whoa! Cold!	わっ、冷たい！
line:1acbd02a	Whoops	おっと。
line:5a6c0d31	Whoops	おっと。
line:afc6c00a	Whoops	おっと。
line:c30013ff	Whoops	おっと。
line:9df56a3a	why are you here so late?	こんな遅くにどうしたの？
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	ライアンと、今夜デートすることになりそうなんだ。
line:c236bdf9	Woah. Uhm.	わっ、ええと。
line:390f05be	Woah... What is that in your mouth?	わあ……何をくわえてるの？
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	わあ……使ってほしいの？ 食べ物があっても？ わかった！
line:4cacfab8	Wonderful to hear you're seeing someone!	いい相手ができたようで、何よりだ！
line:f6fdf321	Wonderful to hear you're seeing someone!	いい相手ができたようで、何よりだ！
line:7e2421b6	Wonderful to hear.	それは何より。
line:36d49875	Wonderful!	すばらしい！
line:6046bedf	Wonderful!	よかった！
line:ab423ac7	Wonderful!	すばらしい！
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	すばらしい。<i>実り多い</i>一日を。
line:ec771552	Woops.	しまった。
line:51bcff68	Would that interest you?	興味ある？
line:8c8591ec	Would you care to join me at the college library this evening...?	今夜、大学の図書館へ一緒に行かないか……？
line:985436e6	Wouldn't that be degrading?	それって、屈辱的じゃない？
line:1e027369	Wow thanks, that feels good.	わあ、ありがとう。気持ちいい。
line:737184f5	Wow!	わあ！
line:ead1bf44	Wow, it's an experience seeing you eat like that.	わあ、その食べ方を見るのは新鮮だね。
line:5da1e074	Y'know?	わかる？
line:79352475	Ya.	うん。
line:f6c14e05	Ya.	うん。
line:b6add8e0	Yea! I do!	だろ！ そうだろ！
line:b44edd29	Yeaaah I'm not sticking with that one.	うん、その呼び名はやめとく。
line:7a471225	Yeaaah.	うん……。
line:5483c5fd	Yeah	うん。
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	ああ、いろいろツボに入りそうだな。
line:63024a1f	Yeah he's improved a lot.	うん、すごく変わったよ。
line:5847a779	Yeah I have.	うん、話したよ。
line:f3b5952a	Yeah I'm happy too.	うん、僕もうれしいよ。
line:fb47f998	Yeah it go BRRT haha.	うん、押すとブーッて鳴るんだ。はは。
line:eef9b2bb	Yeah It's fine. Sorry.	うん、大丈夫。ごめん。
line:fbc80e96	Yeah let me get that for you.	うん、今開けるね。
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	うん、泥だらけなんだ。公園で走り回るのが好きでさ。
line:108de471	Yeah that sounds pretty good.	うん、それもいいね。
line:fdd800c2	Yeah! clean as always.	うん！ いつもどおりきれいだ。
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	うん！ コンラッド。かわいいよ。本人が聞いたら嫌がるだろうけど。
line:ab1bc039	Yeah! I feel clean.	うん！ きれいになった気がする。
line:6733a3df	Yeah! I'm going on a date with him soon.	うん！ もうすぐ彼とデートするんだ。
line:66727cce	Yeah! It has food that should be good for both of us.	うん！ 二人とも食べられそうなものを入れてきた。
line:b482634c	Yeah! its useful.	うん！ 便利だよ。
line:da9cfdcf	Yeah! Just went on a date with Conrad.	うん！ さっきコンラッドとデートしたんだ。
line:3f153aaf	Yeah! Just went on a date with Ryan.	うん！ さっきライアンとデートしたんだ。
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	うん！ ごちそうさま。門を開けてくるね。
line:c87d632b	Yeah! That would be amazing.	いいね！ 最高じゃん。
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	うん、別れてから、新しい何かを探してる。
line:bee397db	Yeah, he's so kind to me.	うん、俺にすごく優しいんだ。
line:4815ddba	Yeah, I've got one.	うん、あるよ。
line:24efaa49	Yeah, me too. He's real nice.	ああ、俺も。あいつ、本当にいいやつだし。
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	マジかよ。相棒、そういうのもやるべきだぜ。たっぷり払うからさ！
line:266f699d	Yeah, taste good!	うん、おいしいよ！
line:67cc394b	Yeah, that was scary at first.	うん、最初は怖かったよ。
line:a9980f5e	Yeah, this has been super nice.	うん、本当に楽しかった。
line:54c44240	Yeah, you're right.	うん、そうだね。
line:bb1827c7	Yeah- Though only if you want!	うん。もちろん、お前がよければ！
line:7311dc01	Yeah.	うん。
line:95e2f7cc	Yeah.	うん。
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	うん。<size=90%>あっ……<size=80%>その、ほら。僕って……<size=70%>はは。うん、そう！
line:a28a70c6	Yeah. At least I got to meet you because of it.	うん。少なくとも、そのおかげで君に会えた。
line:e5937e30	Yeah. I like fish!	うん。魚、好きだよ！
line:0372e0d1	Yeah. It wasn't too expensive.	うん。そんなに高くなかったよ。
line:6804839d	Yeah. It's hard to unwind groups after something like that.	うん。ああいうことのあと、人間関係を整理するのは大変だ。
line:6e0e4e11	Yeah. You two will be cute.	うん。かわいい二人になるよ。
line:616121a9	Yeah...	うん……。
line:f244d080	Yeah... He's really great.	ああ……本当にすごいやつだ。
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	うん……コボルトとデートしたのは初めて。
line:8eeb7e28	Yeah... It really isn't.	うん……本当に。
line:039a0c83	Yeah?	うん？
line:2fb3fe55	Yeah?	うん？
line:92bd78f3	Yeah?	うん？
line:3690a3eb	Yeah? I don't even see a mount.	そうだよ。マウントすら見当たらないんだけど。
line:ea2adb20	Yeah? tell me about it!	そうなの？ 聞かせて！
line:78eccd9b	Yellow lime.	黄色いライムだ。
line:5fd7bc69	Yep!	うん！
line:b6c878fa	Yep!	うん！
line:fcff76d4	Yep! I'll get the gate.	うん！ 門を開けるね。
line:3cdcbd4a	Yes	はい
line:991dc643	Yes	はい
line:e535cacb	Yes	はい
line:fb4265f7	Yes	はい
line:4ab6c5a9	yes	はい
line:db98be35	Yes right this way.	はい、こちらへどうぞ。
line:52010e35	YES!	もちろん！！
line:c4310942	Yes!	うん！
line:d5f94e23	Yes!	うん！
line:5592e639	Yes, welcome to Drag'N Wash!	はい、Drag'N Wash へようこそ！
line:f676b9a8	Yes, welcome to Drag'n wash!	はい、Drag'N Wash へようこそ！
line:a610ce0b	YES.	もちろん。
line:85fd5266	Yes.	うん。
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	そうだ。洗ってもらいたい。深刻な事態なんだ！
line:c4595dd5	Yes. It's invigorating to be so candid.	ああ。率直に話すのは、実に爽快だ。
line:d7e50f2d	Yes..	ああ……。
line:5811655d	Yes... But I believe we need to clean the floors.	ああ……だが、床を掃除しなければ。
line:9444cdba	Yip	きゅっ。
line:14d2c62f	Yip!	きゅっ！
line:296ff3f4	Yip!	きゅっ！
line:3d516ddb	Yip!	きゅっ！
line:3e870ad0	Yip!	きゅっ！
line:5544e245	Yip!	きゅっ！
line:5efde4e2	Yip!	きゅっ！
line:c3e1f198	Yip!	きゅっ！
line:e662501c	Yip!	きゅっ！
line:5e181cf4	Yip! <size=70%>(Gate)	きゅっ！<size=70%>（門）
line:b12a3f31	Yip! <size=70%>(idk)	きゅっ！<size=70%>（知らない）
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	きゅっ！<size=70%>（それは、君のドラゴンとしての心の奥に眠っていた部分が、僕らの種族を結ぶ言語の架け橋を思い出しているからだよ。そこにはコボルトの「きゅっ」の深い意味や意図が込められている。僕らの絆が時間とともに深まり、心のその部分が目覚めたから、急に理解できるようになったんだ。）
line:5935a413	Yip! <size=70%>(Yes)	きゅっ！<size=70%>（そう）
line:f1c14f75	Yip-Man - The Final Yip	イップ・マン 最後のイップ
line:4b9046ec	Yip-Man movies are real corny...	イップ・マンって、かなりベタだよね……。
line:3d6b2203	You again?	また君？
line:81416c72	You already are, whats up?	もうしてるよ。どうしたの？
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	ここ、<i>特別な仕上げ</i>もやってるよな？
line:e553c773	You also introduced me to Conrad.	コンラッドも紹介してくれたし。
line:feb8727e	You always make me feel welcomed.	いつも歓迎してくれるよね。
line:563d71ba	You are too!	君もだよ！
line:4efafbb0	You are very skilled with your hands	君は本当に手先が器用だ。
line:0dd63830	You brought food in?	食べ物を持ってきたの？
line:38043f6c	You can act however you like around me.	僕の前では好きに振る舞っていいよ。
line:3fbd01fb	You can come in whenever!	いつ来てもいいよ！
line:0eb37f1a	You can stay here if you want.	よければ、ここに泊まっていいよ。
line:ecc04e16	You decide!	君が決めて！
line:19698f13	You didn't even open the watermelon.	スイカ、割りもしなかったね。
line:7e8c1ae2	You do know how to use your hands pretty well.	お前、手の使い方がうまいし。
line:7023b6b4	You don't deserve that.	お前にあんな態度を取るべきじゃなかった。
line:c0cc0f2d	You got a medkit?	救急箱、ある？
line:c2b3c28a	you know about getting back into the dating scene...	ほら、またデートを始めるって話……。
line:512df07c	You know what that means.	つまり、わかるよな。
line:e613cbe3	You know what that means...	つまり、わかるよね……。
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	それにしても……ここは実に心地よい。とても……労働者階級的だ。
line:404b17ef	You look good this clean!	きれいになると、さらに格好いいね！
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	心配はいらない。洗い手の組合は……私よりも強い。
line:3fab049a	You probably shouldn't.	食べない方がいいよ。
line:0bc044da	You ready for this?	準備はいい？
line:f0a0565a	You ready to go back in to the club?	クラブに戻る準備はできた？
line:c0e34d36	You really ate that entire thing... Woah.	本当に丸ごと食べたんだ……すごい。
line:82cf49aa	You seemed to enjoy yourself.	楽しめたみたいだね。
line:ba66095e	You set a good example.	いいお手本なんだね。
line:6c2a1901	You should be all clean!	これですっかりきれいなはず！
line:36779352	You should be.	楽しみにしてていいぞ。
line:86154a64	You should feel it and check for me	触って確かめてくれよ。
line:20503ab0	You sure? It's not like... fun stuff.	いいの？ 楽しい話じゃないけど……。
line:0a0d6bc0	You too! I'll go get the gate.	僕も！ 門を開けてくるね。
line:e3106999	You too. Thanks for the wash.	僕も。洗ってくれてありがとう。
line:fc97aa74	You too. Thanks for the wash.	僕も。洗ってくれてありがとう。
line:5e4d645c	You two are really cute together...	お前ら、一緒にいると本当にかわいい……。
line:b76a2a43	You were really going at it.	すごい勢いだったね。
line:83aa1a23	You work at a college?	大学に勤めてるの？
line:85fa0d03	You'd need a dragon stomach first!	まず、ドラゴンの胃が必要だ！
line:ebd2af6b	You'll have to give me all the Ryan details soon.	ライアンとのこと、今度詳しく聞かせてね。
line:6c71dd83	You'll have to tell me all about it.	詳しく聞かせてね。
line:91ab30f5	You'll have to tell me how you two work out!	二人のこと、また聞かせてね！
line:ffeff59b	You'll have to tell me more inside.	中で詳しく聞かせて。
line:5eb243c2	You'll like it.	きっと気に入る。
line:6acf7c77	You'll need to let them in afterwards of course.	そのあとは、もちろん中へ入れてあげてね。
line:6b63d2d8	You'll take care of everything?	全部、君に任せていいのかね？
line:f2527ed7	You're <i>spotless.	<i>汚れ一つないよ。
line:23ae97e6	You're a big deal	お前も大物だよ。
line:323e546b	You're a good friend too, I'll go get the gate.	君もいい友達だよ。門を開けてくる。
line:44e97be7	You're always welcome here, Ryan.	ここはいつでも歓迎だよ、ライアン。
line:09e5bf43	You're cute by the way.	それに、君ってかわいいね。
line:277d8257	You're fine. Thank you.	大丈夫。ありがとう。
line:8c269acb	You're going to love it.	絶対に気に入る。
line:173782fa	You're good at it.	君は仕事ができる。
line:1dca8fa0	You're just a very comfortable person to be around.	ただ、君のそばにいると安心するんだ。
line:42124159	You're just a very comfortable person to be around.	ただ、君のそばにいると安心するんだ。
line:d3b6d22a	You're kind. It's more than I deserve.	優しいな。俺にはもったいない。
line:ca72bf2d	You're okay. You're clearly going through a lot.	大丈夫。いろいろ大変なんだよね。
line:68887509	You're one of my favorite clients!	お気に入りのお客さんの一人だから！
line:c4cc497f	You're pretty hot.	お前、結構そそるし。
line:b6603dc7	You're right. I shouldn't pry.	そうだね。詮索するべきじゃなかった。
line:31ab814e	You're right... Theres no way you could.	そうだね……君に答えられるわけないよね。
line:470cd652	You're the first person I've met who's only expectation is for me to be...	私に、ただこうあることだけを望む人は、君が初めてだ……
line:f718a7eb	You're the professor here. Must be correct.	教授が言うなら、きっと正しいね。
line:15f55959	You're very sweet.	君は本当に優しい。
line:bc6cc4d2	You're very sweet.	君は本当に優しい。
line:6289a322	You're very welcome.	どういたしまして。
line:39ddd682	You're...	君は……
line:6e94f373	You're... cool.	お前って……いいやつだ。
line:61c96494	You're... Not that dirty.	そんなに……汚れてないよ。
line:8bab3246	You're... very forward.	ずいぶん……率直だね。
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	ライアンとのこと、また聞かせてくれよな？
line:a5a8a9d5	Your crest is cool. What is it?	その紋章、格好いいね。何なの？
line:3890b91c	Your date with Ryan.	ライアンとのデート。
line:82109412	Your secret's safe with me.	秘密は守るよ。
line:ed8e7994	Yours doesn't. It's nice.	でも君の視線にはそれがない。心地よいね。
line:016a65e8	Yuh, that's me.	うん、俺だよ。
line:38eb6d26	Yup!	うん！
line:7ac62718	Yup. I like it.	うん。そこが好き。
