# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Chào chó bự.
line:ec12b3a4	Test line 11	Câu thoại thử nghiệm 11
line:4f87d73a	Test line 12	Câu thoại thử nghiệm 12
line:d9b7d04d	Test line 13	Câu thoại thử nghiệm 13
line:63e6d9d4	Test line 14	Câu thoại thử nghiệm 14
line:f5d6dea3	Test line 15	Câu thoại thử nghiệm 15
line:64cb6133	Test line 16	Câu thoại thử nghiệm 16
line:f2fb6644	Test line 17	Câu thoại thử nghiệm 17
line:1772a124	Test line 18	Câu thoại thử nghiệm 18
line:88119675	Test line 2	Câu thoại thử nghiệm 2
line:1e219102	Test line 3	Câu thoại thử nghiệm 3
line:a470989b	Test line 4	Câu thoại thử nghiệm 4
line:32409fec	Test line 5	Câu thoại thử nghiệm 5
line:a35d207c	Test line 6	Câu thoại thử nghiệm 6
line:356d270b	Test line 7	Câu thoại thử nghiệm 7
line:5643ba3d	Test line 8	Câu thoại thử nghiệm 8
line:c073bd4a	Test line 9	Câu thoại thử nghiệm 9
line:394db643	Thank the stars you're open.	Tạ ơn các vì sao, cậu còn mở cửa.
line:f1946aab	Thank you for cleaning me!!	Cảm ơn đã tắm cho tôi!!
line:75b5b084	Thank you for getting me and Ryan in contact.	Cảm ơn đã giúp tôi liên lạc với Ryan.
line:189d999e	Thank you for listening.	Cảm ơn vì đã lắng nghe.
line:3398aea2	Thank you for that.	Cảm ơn cậu vì điều đó.
line:875f0961	Thank you for the clean!	Cảm ơn đã làm sạch!
line:acb8a5aa	Thank you for the quick clean!	Cảm ơn đã tắm nhanh cho tôi!
line:8512365e	Thank you!	Cảm ơn ông!
line:bbca8a46	Thank you!	Cảm ơn nhé!
line:e449156d	Thank you!	Xin cảm ơn!
line:bb4e1dc1	Thank you, Ryan. I'm happy I got to meet you too	Cảm ơn, Ryan. Tôi cũng rất vui vì đã gặp cậu.
line:3b568c14	Thank you.	Xin cảm ơn.
line:6b245989	Thank you.	Cảm ơn cậu.
line:836d1b13	Thank you.	Xin cảm ơn.
line:d60f2dc0	Thank you.	Xin cảm ơn.
line:035a0830	Thank you. I'd really appreciate it	Cảm ơn. Tôi sẽ biết ơn lắm.
line:f3e7a8fe	Thank you. Look good feel good!	Cảm ơn. Đẹp bên ngoài, vui bên trong!
line:d2d97c90	Thank you. You make this a whole lot easier to go through.	Cảm ơn. Cậu giúp tôi vượt qua chuyện này dễ hơn nhiều.
line:3027bcf7	Thanks for asking. It's enjoyable to be asked personal questions.	Cảm ơn đã hỏi. Được hỏi chuyện riêng tư thật dễ chịu.
line:aaf3066d	Thanks for cleaning me!	Cảm ơn đã tắm cho tôi!
line:8150e2a2	Thanks for helping me out.	Cảm ơn đã giúp tôi.
line:a2217280	Thanks for helping me out.	Cảm ơn đã giúp tôi.
line:7db0baf0	Thanks for introducing me to him.	Cảm ơn đã giới thiệu cậu ấy.
line:c6cee89f	Thanks for letting me in so late.	Cảm ơn đã cho vào muộn thế này.
line:079b3782	Thanks for sharing food with me, You're a great friend.	Cảm ơn đã chia đồ ăn. Cậu là bạn tốt.
line:85f901b0	Thanks for sharing food with me...	Cảm ơn đã chia đồ ăn với tôi...
line:a39fd5a9	Thanks for that. Felt pretty damn good.	Cảm ơn nhé. Đã thật sự.
line:505e150f	Thanks for the clean.	Cảm ơn đã làm sạch.
line:a40e531c	Thanks for the food! I'll go get the gate.	Cảm ơn đồ ăn! Tôi mở cổng.
line:f1692a96	Thanks for the suggestion!	Cảm ơn đã gợi ý!
line:81ebbec0	Thanks for the wash so late in the night.	Cảm ơn đã tắm cho tôi muộn thế này.
line:a9df4c5e	Thanks I'll be waiting!	Cảm ơn, tôi chờ!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Cảm ơn, bạn hiền. Hẹn mai nhé.
line:30f1f583	Thanks!	Cảm ơn!
line:3484ab9d	Thanks!	Cảm ơn!
line:44701902	Thanks!	Cảm ơn!
line:4d868f2f	Thanks!	Cảm ơn!
line:70190774	Thanks!	Cảm ơn!
line:8b8f57c4	Thanks!	Cảm ơn!
line:ab5b2574	Thanks!	Cảm ơn!
line:b588bf4c	Thanks!	Cảm ơn cậu!
line:bc5d790a	Thanks!	Cảm ơn!
line:c07a9171	Thanks!	Cảm ơn!
line:e7e57d9c	Thanks!	Cảm ơn!
line:fa293cde	Thanks! Whats with all the... Gloop?	Cảm ơn! Mấy thứ... nhầy nhụa này là sao?
line:e1609903	Thanks, but I'll be better. I promise.	Cảm ơn, nhưng tôi sẽ tốt hơn. Hứa đấy.
line:02cbdc87	Thanks, I'm excited too.	Cảm ơn, tôi cũng háo hức.
line:37c9d915	Thanks, You're pleasant too!	Cảm ơn, ở bên ông cũng dễ chịu!
line:cb847372	Thanks, You're pleasant too!	Cảm ơn, ở bên ông cũng dễ chịu!
line:188d4359	Thanks.	Cảm ơn.
line:316bb26e	Thanks.	Cảm ơn.
line:34ec4db7	Thanks.	Cảm ơn.
line:5183a6f2	Thanks.	Cảm ơn.
line:c642cb17	Thanks.	Cảm ơn.
line:cf716777	Thanks.	Cảm ơn cậu.
line:e00c6df5	Thanks.	Cảm ơn.
line:e521db76	Thanks.	Cảm ơn cậu.
line:f62e1c4f	Thanks.	Cảm ơn cậu.
line:fbba1293	Thanks.	Cảm ơn cậu.
line:8bfa88d7	Thanks. I like being around you too.	Cảm ơn. Tôi cũng thích ở bên cậu.
line:df0a8598	Thanks. I'm always happy to be here.	Cảm ơn. Tôi luôn vui khi ở đây.
line:084e3cbc	Thanks. See you soon.	Cảm ơn. Hẹn sớm gặp lại.
line:71d57aeb	Thanks. That's kind of you to say.	Cảm ơn. Ông nói thế thật tử tế.
line:a1f9de62	Thanks. That's kind of you to say.	Cảm ơn. Ông nói thế thật tử tế.
line:9a9a6120	Thankth!	Cảm ơn nhó!
line:e721d512	That brings me to my next question...	Điều đó dẫn đến câu hỏi tiếp theo...
line:215a2d34	That felt <i>good</i>.	Cái đó <i>đã thật</i>.
line:89150715	That is rather kind of you to say.	Cậu nói thế thật tử tế.
line:a57409fb	That is the source of my worry...	Đó mới là điều tôi lo...
line:ad261b84	That just makes it harder!	Thế chỉ càng khó nhịn!
line:7111d265	That makes me feel a lot more sure of myself then.	Vậy tôi thấy tự tin hơn nhiều.
line:3fac5bff	That makes me feel good to hear.	Nghe thế thấy vui thật.
line:1c49f05b	That makes me happy to hear.	Nghe thế tôi thấy vui.
line:a8b70da7	That must mean it is! I'm glad.	Chắc nghĩa là được rồi! Mừng quá.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Nghe thật vui... Nhưng ý tôi là được chăm sóc theo cách... bản năng hơn?
line:8f598864	That one was almost too big-	Cái đó suýt thì quá to...
line:5960dcbb	That should be all though, could you go get the gate?	Nhưng chắc xong rồi, cậu mở cổng nhé?
line:116f0e16	That should be every spot.	Chắc đã sạch mọi chỗ.
line:90444b09	That sounds like an over-reaction on her part.	Nghe như cô ấy phản ứng hơi quá.
line:f07c9e39	That sounds like an over-reaction on her part.	Nghe như cô ấy phản ứng hơi quá.
line:c78cf81f	That sounds lovely!	Nghe tuyệt đấy!
line:eaa3c173	That they are...	Đúng là vậy...
line:f4b9a455	That was much nicer than a hose.	Dễ chịu hơn xịt vòi nước nhiều.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Điều đó chưa bao giờ đáng lo. Tôi là con rồng khá thận trọng.
line:22d271f4	That was really fun.	Vừa rồi vui lắm.
line:019b83df	That was wonderful! I feel so much better about dating.	Tuyệt quá! Tôi thấy tự tin chuyện hẹn hò hơn nhiều.
line:d7bf167b	That was... Nicer than I expected.	Vừa rồi... Dễ chịu hơn tôi nghĩ.
line:577cec43	That's a mount, no?	Đó là giá giao phối, đúng không?
line:825536f5	That's a tricky question to answer.	Câu đó khó trả lời đấy.
line:66fb84fe	That's all I want to ask.	Tôi chỉ muốn hỏi vậy thôi.
line:ac1ed298	That's all you can ask for, right?	Cũng chỉ mong được thế thôi nhỉ?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Đó là ngụy biện viện dẫn thẩm quyền. Nhưng đúng, tôi nói đúng.
line:52f81dde	That's cute!	Dễ thương quá!
line:45befc02	That's exciting!	Thích quá!
line:13cd5511	That's fast... But I think so!	Nhanh thế... Nhưng tôi nghĩ là được!
line:4ff91cbd	That's fine!	Không sao!
line:163c524a	That's good to hear.	Nghe vậy mừng thật.
line:33e2bee6	That's good to hear.	Nghe vậy mừng thật.
line:30e461f2	That's good. You deserve a decent man.	Tốt. Cậu xứng đáng với một người đàn ông tử tế.
line:aeae4744	That's good... Now what?	Tốt... Giờ sao nữa?
line:f3eeb627	That's great! whens your first date?	Tuyệt quá! Bao giờ hẹn lần đầu?
line:215f4eba	That's me.	Tôi đây.
line:cf8c5f37	That's not a thing... But thank you!	Không làm thế được... Nhưng cảm ơn!
line:3f29878b	That's rather nice of you to say.	Cậu nói thế thật tử tế.
line:d38c63ea	That's really cute.	Dễ thương thật.
line:6474d7f7	That's really nice!	Thật tốt quá!
line:c5001a4c	That's the best way to eat'em!	Ăn thế mới ngon nhất!
line:2a5cc3a5	That's very sweet.	Nghe ấm lòng thật.
line:7052576b	That's what I like to hear.	Đó là điều tôi thích nghe.
line:2a154290	That's what I thought too.	Tôi cũng nghĩ vậy.
line:33d12f97	That's what I thought too.	Tôi cũng nghĩ vậy.
line:2b7bb6ce	That's what's terrifying.	Chính điều đó mới đáng sợ.
line:36fb380f	That's wonderful, he's cute!	Tuyệt quá, anh ấy dễ thương!
line:266836f8	That's... the first time you've yipped for me.	Đó là... lần đầu cậu kêu chíp vì tôi.
line:9b0b24ad	That.	Cái đó.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Vậy... tôi thấy tự tin hơn nhiều.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Vậy... tôi thấy tự tin hơn nhiều.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Tuyệt quá. Mừng vì hai người tiến triển tốt.
line:0f8bb606	Thats good to hear.	Nghe vậy thật tốt.
line:f5324d68	Thats really good to hear.	Nghe vậy vui thật.
line:063dcd4b	The ability to open up to someone, even occasionally...	Được mở lòng với ai đó, dù chỉ đôi lúc...
line:8919009a	The ambiance is nice.	Không khí dễ chịu thật.
line:08c850bf	The apothecary will tarnish my name for months.	Dược sĩ sẽ bêu tên tôi suốt mấy tháng.
line:01b4161e	The breakup I went through earlier was rough.	Lần chia tay trước thật khó khăn.
line:c932c99d	The breakup I went through earlier was rough.	Lần chia tay trước thật khó khăn.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Tất nhiên là Cao đẳng Cộng đồng Pháp thuật Burnswick!
line:515099ec	The button on the wall, I mean.	Ý tôi là nút trên tường.
line:7fe73572	The clean was fine.	Tắm rửa cũng được.
line:e8a38ed0	The college cannot find out about this okay?	Trường không được biết chuyện này, rõ chứ?
line:1a169dbc	The lights in the area are great too.	Đèn đóm khu đó cũng đẹp.
line:610dd8cb	The markers were fun.	Nghịch bút lông vui thật.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Ngôi trường danh giá nhất với các giáo sư danh giá như tôi:
line:ec00a1fe	The mount? I... suppose!	Cái giá? Tôi... chắc là được!
line:94e04dcf	The mount? Sure!	Cái giá? Được!
line:d8273d7f	The night 'aint gonna start itself!	Đêm vui đâu tự bắt đầu được!
line:1f2907ed	The rain has been unrelenting today!	Hôm nay mưa mãi không dứt!
line:1804bf0a	The rain is nice.	Mưa thích thật.
line:7e9a1f83	The stem is just extra food.	Cuống chỉ là thêm đồ ăn thôi.
line:c88244b5	The vibe at night is fuckin' great.	Không khí ban đêm ở đó tuyệt vãi.
line:d8a2002e	Then I better let you out!	Vậy tôi nên cho anh ra!
line:d7b3cd09	Then- Have a productive day.	Vậy... Chúc một ngày làm việc hiệu quả.
line:448afe95	There was a fault in his method.	Phương pháp của ông ấy có sai sót.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Có một con rồng đỏ tên Conrad. Anh ấy... nóng tính, nhưng dễ thương.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Có câu lạc bộ Wings ở trung tâm. Tôi thích chỗ đó từ lâu.
line:972f132f	These washes really make things easier.	Những lần đến tắm giúp tôi dễ chịu hơn nhiều.
line:352d1d6f	They cum	Họ xuất tinh.
line:d78962e8	They cum	Họ xuất tinh.
line:3200a588	They keep going	Họ tiếp tục.
line:a31d1a18	They keep going	Họ tiếp tục.
line:035e5be6	They seem cute!	Có vẻ dễ thương đấy!
line:454172b0	They took it too far.	Họ đi quá xa rồi.
line:d7b49fb8	They were! The stem is my favorite part though.	Ngon mà! Nhưng tôi thích cuống nhất.
line:d156a87f	Think that's every spot.	Chắc không sót chỗ nào.
line:fa1a1e76	Think that's it.	Tôi nghĩ xong rồi.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Một con rồng ở quán bar... Tôi ngu quá. Không chịu ngậm miệng.
line:bfd70320	This feels scandalous	Cảm giác thật tai tiếng.
line:cb437bd0	This is a common practice?	Đây là chuyện thường làm sao?
line:831cbfda	This is a job only you can do.	Việc này chỉ cậu mới làm được.
line:4944dbda	This is delicious!	Ngon quá!
line:088893da	This is my first time with a Kobold.	Đây là lần đầu tôi với một kobold.
line:e218722c	This is my first time, actually!	Thật ra đây là lần đầu của tôi!
line:9eb894ad	This is really nice..	Dễ chịu quá...
line:c7e4e36f	This is the kind of shit I try to avoid!	Đây là cái thứ khốn nạn tôi luôn cố tránh!
line:22929636	This place could use a makeover, I know would it could use!	Chỗ này cần sửa sang. Tôi biết thiếu gì rồi!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Loại xà phòng này không hợp với giáo sư lắm, cậu thấy không?
line:97841169	This was a nice escape.	Ở đây giúp tôi tạm quên được.
line:5f02ceea	This was a wonderful escape...	Đây là nơi trốn mọi lo toan thật tuyệt...
line:d45f4788	This was nice...	Thật dễ chịu...
line:418498cf	Those grapes looked good.	Mấy quả nho trông ngon thật.
line:e9d73205	Though every other wash I've been to at least has a mount	Nhưng ít nhất mấy chỗ khác tôi từng đến đều có giá giao phối.
line:29e70457	Though I can't say I am not curious	Dù không thể nói tôi không tò mò.
line:9c3e6004	Though you probably shouldn't eat them.	Nhưng cậu chắc không nên ăn.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Kể tôi nghe lần anh ấy bị đánh.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Bảo tôi ra tiệm tắm, rồi tỏ ra cực kỳ khó chịu.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Tối nay, trong khuôn viên trường. Thư viện là tòa nhà lớn có tháp nhọn màu xanh.
line:434527c6	Truly terrible, no?	Thật khủng khiếp, đúng không?
line:5a5d646c	Truly?	Thật sao?
line:e3aa4e29	Truth be told, I got dirty to come here.	Nói thật thì tôi làm mình bẩn để đến đây.
line:0979dea3	Uh, I'm still really soapy!	Ừm, tôi vẫn đầy xà phòng!
line:05bbe58c	Uh-huh, I'll go get the gate	Vâng, tôi đi mở cổng.
line:7de638fb	Uh... Hello?	Ừm... Xin chào?
line:7de9b3a4	Uh... uhm...	Ờ... ừm...
line:159c5c1f	Uh... Yeah.	Ờ... Ừ.
line:2089db44	Uhhhm we're not exactly.	Ừm, thật ra không hẳn.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Ờ, không, tôi chỉ RẤT bực thôi.
line:f0a579a5	Uhm...	Ừm...
line:cc295885	uhm... <size=60%>no?	Ừm... <size=60%>Không?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Dùng xà beng mở thùng rồi đưa vào kho nhé?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Dùng vòi xịt trên tường rửa cho tôi.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Ưf. V-vừa rồi... Không được trang nhã cho lắm.
line:a37177dd	V-very well. I'll try.	Đ-được. Tôi sẽ cố.
line:209ddf97	Very cool	Rất ngầu.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Được lắm. Vậy tôi không làm gián đoạn việc tắm nữa!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Gì... hả... <size=80%>À. <size=60%>Chúng tôi không...
line:82e2c158	Wait a sec, I need to open the gate.	Chờ chút, tôi cần mở cổng.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Chờ chút, tôi cần mở cổng.
line:8ab5686b	Was great! Ryan is a sweetheart.	Tuyệt! Ryan rất dịu dàng.
line:d8c9f912	Was just doing my job!	Tôi chỉ làm việc của mình thôi!
line:148a63c8	Was just trying to play along. Happy to see you!	Tôi chỉ muốn đùa theo thôi. Vui được gặp cậu!
line:56261ccb	Was still good though! I like how it feels sliding down.	Nhưng vẫn thích! Tôi thích cảm giác nó trôi xuống.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Cô ấy... <i>Rất</i> tức vì tôi dính bùn.
line:014b5da5	Watch where those paws are going would you?	Cẩn thận xem tay cậu đang sờ vào đâu nhé?
line:3028feb5	We also had sex after our date.	Sau buổi hẹn chúng tôi còn làm tình.
line:d132db41	We can just lay here...	Chúng ta cứ nằm đây...
line:4da8b942	We can make an opening.	Sắp xếp được chỗ cho anh.
line:8c563ab8	We can make an opening.	Sắp xếp được chỗ cho anh.
line:33a79dbe	We do! Are you... from the college...?	Có! Ông... ở trường cao đẳng...?
line:b83ec453	We got your request for the mount!	Chúng tôi đã nhận yêu cầu cấp giá giao phối!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Chúng tôi đi ăn, nói chuyện rất hợp.
line:74706bb3	We will need to clean the floors...	Chúng ta cần lau sàn...
line:df8fb8c9	We'll be going out to this seafood place-	Chúng tôi sẽ đến một quán hải sản...
line:110a2ced	Welcome back!	Mừng cậu quay lại!
line:b042f12a	Welcome back!	Mừng cậu quay lại!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Tốt, cảm ơn cậu kín miệng. Tôi sẽ đi gặp dược sĩ.
line:08f40e32	Well I had a good time, see you later then!	Tôi thấy vui lắm, hẹn gặp lại!
line:c1e8b05d	Well I had a good time, see you later then!	Tôi thấy vui lắm, hẹn gặp lại!
line:fcff7b00	Well, go to the window and speak with your customer.	Vậy hãy đến cửa sổ nói chuyện với khách.
line:fc1e497a	Well, good luck getting your hands around all of me.	Chúc may mắn ôm hết của tôi bằng tay nhé.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Tôi thích màu đó. Nhưng tôi nghĩ chẳng liên quan đến màu da của mình.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	À, thật ra là rồng, nhưng... Cậu hiểu ý tôi mà.
line:f7f87f6c	Well, That's why I'm here!	Vậy nên mới có tôi ở đây!
line:629d89d1	Well, yes. I mean more... Primally?	Ừ, đúng. Ý tôi là theo cách... bản năng hơn?
line:8aa0fc1a	Well, you are one hell of a catch.	Cậu đúng là người đáng hẹn hò mà.
line:5d34e715	Well, you better get one then!	Thế thì lo kiếm một cái đi!
line:f16e75f3	Well...	Thì...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Rồi đến quán bar... Mọi thứ nóng lên. Cậu hình dung được chuyện tiếp theo mà... <size=70%>Ha...
line:2e0ec324	Wha..?	Gì..?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Saoooo? Có gì sai đâu! Tôi nghĩ cậu muốn biết.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Saoooo? Khởi động trước thì tốt mà!
line:bd66082e	What about a movie?	Xem phim thì sao?
line:ee3c126b	What about your private washers?	Còn những người tắm rửa riêng của ông?
line:871137eb	What about?	Chuyện gì vậy?
line:bb3b6c71	What brings you in so late?	Sao anh đến muộn vậy?
line:2dd518f0	What do you mean?	Ý cậu là sao?
line:2fae1274	What do you mean?	Ý ông là sao?
line:3c2c53dc	What do you mean?	Ý cậu là sao?
line:838cdf1b	What do you think of me?	Ông nghĩ gì về tôi?
line:c2bdc402	What does the number 7 taste like?	Số 7 có vị gì?
line:56fc085a	What happened!?	Chuyện gì xảy ra vậy!?
line:0bc56d4d	what happened?	Chuyện gì xảy ra vậy?
line:8c3b76ea	What is it?	Là gì?
line:44b711a0	What is..	Đây là...
line:53301d3b	What kind of egg was that?	Đó là trứng gì?
line:073701b7	What kind of movie are you thinking?	Cậu đang nghĩ phim gì?
line:03cf1c9a	What kind of question?	Câu hỏi kiểu gì?
line:003700c7	What kinds of classes do you teach?	Ông dạy những môn gì?
line:e2406cc4	What now?	Giờ sao?
line:0c583118	What was in those opened crates?	Trong mấy thùng đã mở có gì thế?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Cái gì!? Tệ vậy! Đến cả giá giao phối cũng không có...?
line:8ebd442e	What's got you looking so happy?	Có gì khiến anh vui thế?
line:fc7aaaa0	What's teaching like?	Dạy học là như thế nào?
line:f99840cd	What's that?	Là gì vậy?
line:1a0b719d	What's up?	Có chuyện gì vậy?
line:29359884	What's up?	Có chuyện gì vậy?
line:8d5c7802	What's up?	Có chuyện gì vậy?
line:712f9d7c	what?	Gì cơ?
line:766c2abd	What? All the best places do it!	Gì? Chỗ xịn nào chẳng có!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Gì? Tôi là giáo sư! Không nhận ra từ gia huy sao?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Sao? Một lời khen chân thành đâu hại ai!
line:b2fe309b	Whats got you in a good mood?	Sao anh vui thế?
line:93a145d4	Whats up, big guy?	Có chuyện gì, anh bạn bự?
line:4efe8211	Whats up?	Có chuyện gì?
line:866cd495	Whats up?	Có chuyện gì?
line:bfc04b3a	Whats up?	Có chuyện gì?
line:e01885c3	Whats up?	Có chuyện gì?
line:f7d786b6	Whats with all the... Gloop?	Mấy thứ... nhầy nhụa này là sao?
line:c4c81aa9	Whats your favorite part about him?	Cậu thích nhất điều gì ở anh ấy?
line:ff6ef027	When do you actually end the relationship?	Thì khi nào mới thật sự nên chấm dứt?
line:2ffe284b	When I met him at first I was falling back on my old script.	Lúc mới gặp, tôi lại giở kiểu cũ.
line:eb019075	When you're done go ahead and hit the button.	Làm xong thì cứ bấm nút nhé.
line:5d4e9392	Where did he go...?	Ông ấy đi đâu rồi...?
line:7af04961	Where would you like to go?	Cậu muốn đi đâu?
line:7e9389a7	Which college?	Trường nào?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Ai ngờ rồng lại bẩn được thế này nhỉ?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Ai ngờ lại có nơi như thế này mở cửa rộng rãi cho công chúng!
line:8b7915f4	Who's that?	Ai vậy?
line:ebd63f8c	Who's there?	Ai đó?
line:eea7573f	Whoa! Cold!	Oa! Lạnh!
line:1acbd02a	Whoops	Ối.
line:5a6c0d31	Whoops	Ối.
line:afc6c00a	Whoops	Ối.
line:c30013ff	Whoops	Ối.
line:9df56a3a	why are you here so late?	Sao ông đến muộn thế?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Chắc tối nay tôi với Ryan sẽ đi hẹn hò.
line:c236bdf9	Woah. Uhm.	Ồ. Ừm.
line:390f05be	Woah... What is that in your mouth?	Oa... Cậu ngậm gì thế?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Oa... Cậu muốn tôi dùng cái đó? Dù có đồ ăn ở đây? Được!
line:4cacfab8	Wonderful to hear you're seeing someone!	Thật vui khi biết cậu đang gặp gỡ ai đó!
line:f6fdf321	Wonderful to hear you're seeing someone!	Thật vui khi biết cậu đang gặp gỡ ai đó!
line:7e2421b6	Wonderful to hear.	Nghe thật tốt.
line:36d49875	Wonderful!	Tuyệt quá!
line:6046bedf	Wonderful!	Tuyệt quá!
line:ab423ac7	Wonderful!	Tuyệt quá!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Tuyệt. Chúc một ngày <i>hiệu quả</i>.
line:ec771552	Woops.	Ối chà.
line:51bcff68	Would that interest you?	Cậu có hứng thú không?
line:8c8591ec	Would you care to join me at the college library this evening...?	Tối nay cậu có muốn đến thư viện trường cùng tôi không...?
line:985436e6	Wouldn't that be degrading?	Thế có hạ thấp cậu không?
line:1e027369	Wow thanks, that feels good.	Oa, cảm ơn, dễ chịu lắm.
line:737184f5	Wow!	Chà!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Oa, nhìn cậu ăn vậy thật mở mang tầm mắt.
line:5da1e074	Y'know?	Cậu hiểu chứ?
line:79352475	Ya.	Ừ.
line:f6c14e05	Ya.	Ừ.
line:b6add8e0	Yea! I do!	Ừ! Đúng thế!
line:b44edd29	Yeaaah I'm not sticking with that one.	Ừừừ, tôi không dùng biệt danh đó nữa đâu.
line:7a471225	Yeaaah.	Ừừừ.
line:5483c5fd	Yeah	Ừ
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Ừ, cậu ấy có vẻ đúng gu cậu đấy.
line:63024a1f	Yeah he's improved a lot.	Ừ, anh ấy thay đổi nhiều lắm.
line:5847a779	Yeah I have.	Rồi, tôi nói chuyện rồi.
line:f3b5952a	Yeah I'm happy too.	Ừ, tôi cũng vui.
line:fb47f998	Yeah it go BRRT haha.	Ừ, nó kêu BRRT đấy haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Ừ, ổn mà. Xin lỗi.
line:fbc80e96	Yeah let me get that for you.	Ừ, để tôi mở cho cậu.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Ừ, tôi đầy bùn đất, tôi thích chạy nhảy trong công viên công cộng.
line:108de471	Yeah that sounds pretty good.	Ừ, nghe khá hay.
line:fdd800c2	Yeah! clean as always.	Ừ! Sạch như mọi khi.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Có! Conrad, anh ấy đáng yêu lắm. Dù chắc anh ấy ghét tôi nói vậy.
line:ab1bc039	Yeah! I feel clean.	Ừ! Tôi thấy sạch rồi.
line:6733a3df	Yeah! I'm going on a date with him soon.	Ừ! Tôi sắp đi hẹn với anh ấy.
line:66727cce	Yeah! It has food that should be good for both of us.	Ừ! Có đồ ăn chắc hợp với cả hai ta.
line:b482634c	Yeah! its useful.	Ừ! Hữu ích lắm.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Có! Tôi vừa hẹn hò với Conrad.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Có! Tôi vừa hẹn hò với Ryan.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Ừ! Cảm ơn đồ ăn. Tôi mở cổng.
line:c87d632b	Yeah! That would be amazing.	Ừ! Thế thì tuyệt.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Ừ, từ khi chia tay tôi luôn tìm kiếm điều gì mới.
line:bee397db	Yeah, he's so kind to me.	Ừ, cậu ấy tử tế với tôi lắm.
line:4815ddba	Yeah, I've got one.	Có, tôi có một hộp.
line:24efaa49	Yeah, me too. He's real nice.	Ừ, tôi cũng thế. Cậu ấy tốt lắm.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Không được rồi. Cậu phải thử vụ này đi. Tôi trả hậu!
line:266f699d	Yeah, taste good!	Ừ, ngon lắm!
line:67cc394b	Yeah, that was scary at first.	Ừ, lúc đầu sợ thật.
line:a9980f5e	Yeah, this has been super nice.	Ừ, chuyện này tuyệt lắm.
