# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Čau, hafane.
line:2a154290	That's what I thought too.	To jsem si taky myslel.
line:33d12f97	That's what I thought too.	To jsem si taky myslel.
line:2b7bb6ce	That's what's terrifying.	Právě to je děsivé.
line:36fb380f	That's wonderful, he's cute!	To je skvělé, je roztomilý!
line:266836f8	That's... the first time you've yipped for me.	To je... poprvý, cos kvůli mně zapištěl.
line:9b0b24ad	That.	To.
line:6ff80785	That... makes me feel a lot more sure of myself then.	To mi... dodává mnohem větší jistotu.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	To mi... dodává mnohem větší jistotu.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	To je skvělé. Jsem rád, že vám to spolu jde.
line:0f8bb606	Thats good to hear.	To je dobře.
line:f5324d68	Thats really good to hear.	To moc rád slyším.
line:063dcd4b	The ability to open up to someone, even occasionally...	Možnost se někomu svěřit, byť jen občas...
line:8919009a	The ambiance is nice.	Má to hezkou atmosféru.
line:08c850bf	The apothecary will tarnish my name for months.	Lékárník mi bude kazit pověst celé měsíce.
line:01b4161e	The breakup I went through earlier was rough.	Ten nedávný rozchod byl těžký.
line:c932c99d	The breakup I went through earlier was rough.	Ten nedávný rozchod byl těžký.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	Komunitní vysoká škola thaumaturgie v Burnswicku, samozřejmě!
line:515099ec	The button on the wall, I mean.	Myslím to tlačítko na zdi.
line:7fe73572	The clean was fine.	Mytí ušlo.
line:e8a38ed0	The college cannot find out about this okay?	Škola se o tom nesmí dozvědět, ano?
line:1a169dbc	The lights in the area are great too.	I ta světla v okolí jsou skvělý.
line:610dd8cb	The markers were fun.	S fixami byla zábava.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	Ta nejprestižnější škola s tak váženými profesory, jako jsem já:
line:ec00a1fe	The mount? I... suppose!	Kozlík? Já... snad ano!
line:94e04dcf	The mount? Sure!	Kozlík? Jistě!
line:d8273d7f	The night 'aint gonna start itself!	Noc sama od sebe nezačne!
line:1f2907ed	The rain has been unrelenting today!	Dnes prší bez ustání!
line:1804bf0a	The rain is nice.	Déšť je příjemný.
line:7e9a1f83	The stem is just extra food.	Stopka je jen další sousto.
line:c88244b5	The vibe at night is fuckin' great.	V noci je tam kurva skvělá atmosféra.
line:d8a2002e	Then I better let you out!	Tak to bych tě měl pustit ven!
line:d7b3cd09	Then- Have a productive day.	Tak tedy... Ať vám jde práce od ruky.
line:448afe95	There was a fault in his method.	V jeho postupu byla chyba.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	S jedním červeným drakem, Conradem. Je... prchlivý, ale roztomilý.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	V centru je klub Wings. Už dlouho patří k mejm oblíbenejm.
line:972f132f	These washes really make things easier.	Díky těmhle návštěvám to líp zvládám.
line:352d1d6f	They cum	Udělají se.
line:d78962e8	They cum	Udělají se.
line:3200a588	They keep going	Pokračují.
line:a31d1a18	They keep going	Pokračují.
line:035e5be6	They seem cute!	Působí roztomile!
line:454172b0	They took it too far.	Zašli moc daleko.
line:d7b49fb8	They were! The stem is my favorite part though.	Byly dobré! Ale stopky mám nejradši.
line:d156a87f	Think that's every spot.	Myslím, že jsem vzal každé místečko.
line:fa1a1e76	Think that's it.	Myslím, že to je všechno.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Ten drak v baru... Byl jsem blbej. Nedokázal jsem držet hubu.
line:bfd70320	This feels scandalous	Připadá mi to pohoršující.
line:cb437bd0	This is a common practice?	To je běžná služba?
line:831cbfda	This is a job only you can do.	Tohle je práce, kterou můžete udělat jen vy.
line:4944dbda	This is delicious!	To je výborné!
line:088893da	This is my first time with a Kobold.	S koboldem je to moje poprvé.
line:e218722c	This is my first time, actually!	Vlastně je to moje poprvé!
line:9eb894ad	This is really nice..	Tohle je moc příjemné...
line:c7e4e36f	This is the kind of shit I try to avoid!	Přesně těmhle sračkám se snažím vyhýbat!
line:22929636	This place could use a makeover, I know would it could use!	Tady by to chtělo vylepšit. Vím, co by se sem hodilo!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Tohle mýdlo není pro profesora příliš vhodné, nemyslíte?
line:97841169	This was a nice escape.	Tohle byl příjemný únik.
line:5f02ceea	This was a wonderful escape...	Tohle byl báječný únik...
line:d45f4788	This was nice...	Tohle bylo příjemné...
line:418498cf	Those grapes looked good.	Ty hrozny vypadaly dobře.
line:e9d73205	Though every other wash I've been to at least has a mount	Ale všechny ostatní myčky, kde jsem byl, měly aspoň kozlík.
line:29e70457	Though I can't say I am not curious	Ačkoli nemohu říci, že bych nebyl zvědavý.
line:9c3e6004	Though you probably shouldn't eat them.	Ale ty bys je asi jíst neměl.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Vyprávěl mi, jak ho zbili.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Poslala mě do myčky a tvářila se hrozně uraženě.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Dnes večer, v kampusu. Knihovna je ta velká budova s modrou špičatou věží.
line:434527c6	Truly terrible, no?	Vskutku strašné, nemyslíte?
line:5a5d646c	Truly?	Opravdu?
line:e3aa4e29	Truth be told, I got dirty to come here.	Popravdě jsem se ušpinil, abych sem mohl přijít.
line:0979dea3	Uh, I'm still really soapy!	Ehm, pořád jsem dost namydlený!
line:05bbe58c	Uh-huh, I'll go get the gate	Mhm, půjdu otevřít bránu.
line:7de638fb	Uh... Hello?	Ehm... Haló?
line:7de9b3a4	Uh... uhm...	Ehm... no...
line:159c5c1f	Uh... Yeah.	Ehm... Jo.
line:2089db44	Uhhhm we're not exactly.	Ehm, vlastně tak docela nemáme.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Ehm, ne. Jenom budu FAKT naštvaný.
line:f0a579a5	Uhm...	Ehm...
line:cc295885	uhm... <size=60%>no?	Ehm... <size=60%>Ne?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Otevřete bednu páčidlem a dejte ho do skladu, ano?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Opláchni mě hadicí na zdi.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uuf. T-to bylo... poněkud nedůstojné.
line:a37177dd	V-very well. I'll try.	D-dobrá tedy. Pokusím se.
line:209ddf97	Very cool	Jako velký frajer.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Dobrá tedy. Nebudu vás dál zdržovat od mytí!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Co... Eh... <size=80%>Aha. <size=60%>My neděláme...
line:82e2c158	Wait a sec, I need to open the gate.	Počkej chvilku, musím otevřít bránu.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Počkej chvilku, musím otevřít bránu.
line:8ab5686b	Was great! Ryan is a sweetheart.	Skvělé! Ryan je zlatíčko.
line:d8c9f912	Was just doing my job!	Jen jsem dělal svou práci!
line:148a63c8	Was just trying to play along. Happy to see you!	Jen jsem se chtěl přidat k žertování. Rád tě vidím!
line:56261ccb	Was still good though! I like how it feels sliding down.	Ale i tak byl dobrý! Líbí se mi, jak klouže dolů.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Byla... <i>vážně</i> naštvaná, že jsem od bláta.
line:014b5da5	Watch where those paws are going would you?	Dával bys pozor, kam ty tlapky dáváš?
line:3028feb5	We also had sex after our date.	Po rande jsme spolu taky měli sex.
line:d132db41	We can just lay here...	Můžeme tu jen tak ležet...
line:4da8b942	We can make an opening.	Můžeme ti udělat místo.
line:8c563ab8	We can make an opening.	Můžeme ti udělat místo.
line:33a79dbe	We do! Are you... from the college...?	Ano! Jste... z té školy...?
line:b83ec453	We got your request for the mount!	Dostali jsme vaši žádost o kozlík!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Zašli jsme na jídlo a hezky si popovídali.
line:74706bb3	We will need to clean the floors...	Budeme muset umýt podlahu...
line:df8fb8c9	We'll be going out to this seafood place-	Půjdeme do jedný restaurace na mořský plody...
line:110a2ced	Welcome back!	Vítej zpátky!
line:b042f12a	Welcome back!	Vítej zpátky!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Výborně, oceňuji vaši diskrétnost. Vyrazím za lékárníkem.
line:08f40e32	Well I had a good time, see you later then!	Bylo mi tu moc dobře. Tak zatím!
line:c1e8b05d	Well I had a good time, see you later then!	Bylo mi tu moc dobře. Tak zatím!
line:fcff7b00	Well, go to the window and speak with your customer.	Tak jděte k oknu a promluvte se zákazníkem.
line:fc1e497a	Well, good luck getting your hands around all of me.	Tak hodně štěstí, abys mě celýho obemkl rukama.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Nu, tu barvu mám rád. Ale myslím, že to s mým zbarvením nesouvisí.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Teda, jsem drak, ale... Víš, jak to myslím.
line:f7f87f6c	Well, That's why I'm here!	Od toho jsem tady!
line:629d89d1	Well, yes. I mean more... Primally?	Nu ano. Ale myslím to spíše... pudově?
line:8aa0fc1a	Well, you are one hell of a catch.	No, ty jsi pořádná partie.
line:5d34e715	Well, you better get one then!	Tak si ho radši pořiď!
line:f16e75f3	Well...	No...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Šli jsme do baru... Začalo to jiskřit. Asi si umíš představit, co bylo dál... <size=70%>Ha...
line:2e0ec324	Wha..?	Cože..?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Cóóó? Není na tom nic špatného! Říkal jsem si, že tě to bude zajímat.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Cóóó? Je dobrý se pořádně rozehřát!
line:bd66082e	What about a movie?	Co třeba do kina?
line:ee3c126b	What about your private washers?	A co vaši soukromí myči?
line:871137eb	What about?	O čem?
line:bb3b6c71	What brings you in so late?	Copak tě přivádí tak pozdě?
line:2dd518f0	What do you mean?	Jak to myslíš?
line:2fae1274	What do you mean?	Jak to myslíte?
line:3c2c53dc	What do you mean?	Jak to myslíš?
line:838cdf1b	What do you think of me?	Co si o mně myslíte?
line:c2bdc402	What does the number 7 taste like?	Jak chutná číslo 7?
line:56fc085a	What happened!?	Co se stalo!?
line:0bc56d4d	what happened?	Co se stalo?
line:8c3b76ea	What is it?	Jakou?
line:44b711a0	What is..	Co je to...
line:53301d3b	What kind of egg was that?	Co to bylo za vejce?
line:073701b7	What kind of movie are you thinking?	Jaký film máš na mysli?
line:03cf1c9a	What kind of question?	Jakou otázku?
line:003700c7	What kinds of classes do you teach?	Jaké předměty učíte?
line:e2406cc4	What now?	Co teď?
line:0c583118	What was in those opened crates?	Co bylo v těch otevřených bednách?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Co!? To je hrozný! Ani kozlík nemáš...?
line:8ebd442e	What's got you looking so happy?	Copak máš takovou radost?
line:fc7aaaa0	What's teaching like?	Jaké to je učit?
line:f99840cd	What's that?	Co to je?
line:1a0b719d	What's up?	O co jde?
line:29359884	What's up?	O co jde?
line:8d5c7802	What's up?	O co jde?
line:712f9d7c	what?	Cože?
line:766c2abd	What? All the best places do it!	Cože? Všechny nejlepší podniky to dělaj!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Cože? Jsem profesor! Copak to z mého erbu nepoznáte?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Copak? Upřímnou pochvalou přece nikomu neublížím!
line:b2fe309b	Whats got you in a good mood?	Copak máš tak dobrou náladu?
line:93a145d4	Whats up, big guy?	Copak, velikáne?
line:4efe8211	Whats up?	Copak?
line:866cd495	Whats up?	Copak?
line:bfc04b3a	Whats up?	Copak?
line:e01885c3	Whats up?	Copak?
line:f7d786b6	Whats with all the... Gloop?	Co je to za... břečku?
line:c4c81aa9	Whats your favorite part about him?	Co na něm máš nejradši?
line:ff6ef027	When do you actually end the relationship?	Kdy ho vlastně ukončíš?
line:2ffe284b	When I met him at first I was falling back on my old script.	Když jsem ho poprvý potkal, sklouzával jsem ke starejm zvykům.
line:eb019075	When you're done go ahead and hit the button.	Až skončíš, klidně zmáčkni tlačítko.
line:5d4e9392	Where did he go...?	Kam se poděl...?
line:7af04961	Where would you like to go?	Kam bys chtěl jít?
line:7e9389a7	Which college?	Která škola?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Kdo by řekl, že se drak může tak ušpinit, co?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Kdo by tušil, že jsou taková místa tak snadno dostupná veřejnosti!
line:8b7915f4	Who's that?	Kdopak to je?
line:ebd63f8c	Who's there?	Kdo je tam?
line:eea7573f	Whoa! Cold!	Páni! Studené!
line:1acbd02a	Whoops	Jejda.
line:5a6c0d31	Whoops	Jejda.
line:afc6c00a	Whoops	Jejda.
line:c30013ff	Whoops	Jejda.
line:9df56a3a	why are you here so late?	Proč jste tu tak pozdě?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	S Ryanem dneska večer nejspíš půjdeme na rande.
line:c236bdf9	Woah. Uhm.	Páni. Ehm.
line:390f05be	Woah... What is that in your mouth?	Páni... Co to máš v puse?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Páni... Chceš, abych použil tohle? I s tím jídlem tady? Tak dobře!
line:4cacfab8	Wonderful to hear you're seeing someone!	To je báječné, že se s někým scházíte!
line:f6fdf321	Wonderful to hear you're seeing someone!	To je báječné, že se s někým scházíte!
line:7e2421b6	Wonderful to hear.	To rád slyším.
line:36d49875	Wonderful!	Výborně!
line:6046bedf	Wonderful!	Výborně!
line:ab423ac7	Wonderful!	Výborně!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Výborně. Přeji <i>produktivní</i> den.
line:ec771552	Woops.	Jejda.
line:51bcff68	Would that interest you?	Líbilo by se ti to?
line:8c8591ec	Would you care to join me at the college library this evening...?	Nechtěl byste se ke mně dnes večer přidat v univerzitní knihovně...?
line:985436e6	Wouldn't that be degrading?	Nebylo by to ponižující?
line:1e027369	Wow thanks, that feels good.	Páni, díky, to je příjemné.
line:737184f5	Wow!	Páni!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Páni, vidět tě takhle jíst je zážitek.
line:5da1e074	Y'know?	Chápeš?
line:79352475	Ya.	Jo.
line:f6c14e05	Ya.	Jo.
line:b6add8e0	Yea! I do!	Jo! To teda jo!
line:b44edd29	Yeaaah I'm not sticking with that one.	Jooo, u týhle přezdívky nezůstanu.
line:7a471225	Yeaaah.	Jooo.
line:5483c5fd	Yeah	Jo
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Jo, vypadá, že by tě dokázal pěkně poškádlit.
line:63024a1f	Yeah he's improved a lot.	Jo, hodně se zlepšil.
line:5847a779	Yeah I have.	Ano, mluvil.
line:f3b5952a	Yeah I'm happy too.	Jo, taky mám radost.
line:fb47f998	Yeah it go BRRT haha.	Jo, dělá to BRRT, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Jo, je to dobrý. Promiň.
line:fbc80e96	Yeah let me get that for you.	Jasně, hned ti otevřu.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Jo, jsem celý od bláta a tak. Miluju dovádění ve veřejném parku.
line:108de471	Yeah that sounds pretty good.	Jo, to zní docela dobře.
line:fdd800c2	Yeah! clean as always.	Jo! Čistej jako vždycky.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Jo! S Conradem, je rozkošný. I když by se mu to slovo nelíbilo.
line:ab1bc039	Yeah! I feel clean.	Jo! Cítím se čistej.
line:6733a3df	Yeah! I'm going on a date with him soon.	Jo! Brzy s ním jdu na rande.
line:66727cce	Yeah! It has food that should be good for both of us.	Jo! Je tam jídlo, které by mělo chutnat nám oběma.
line:b482634c	Yeah! its useful.	Jo! Hodí se to.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Jo! Zrovna jsem byl na rande s Conradem.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Jo! Zrovna jsem byl na rande s Ryanem.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Jo! Díky za jídlo. Otevřu ti bránu.
line:c87d632b	Yeah! That would be amazing.	Jo! To by bylo skvělé.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Jo, od rozchodu hledám něco nového.
line:bee397db	Yeah, he's so kind to me.	Jo, je na mě tak hodnej.
line:4815ddba	Yeah, I've got one.	Jo, mám.
line:24efaa49	Yeah, me too. He's real nice.	Jo, já taky. Je fakt milej.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Hele, to ne. Kámo, do toho musíš jít. Dobře zaplatím!
line:266f699d	Yeah, taste good!	Jo, chutná dobře!
line:67cc394b	Yeah, that was scary at first.	Jo, nejdřív to bylo děsivé.
line:a9980f5e	Yeah, this has been super nice.	Jo, bylo to hrozně fajn.
line:54c44240	Yeah, you're right.	Jo, máš pravdu.
line:bb1827c7	Yeah- Though only if you want!	Jo, ale jen jestli chceš!
line:7311dc01	Yeah.	Jo.
line:95e2f7cc	Yeah.	Jo.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Jo. <size=90%>Ach- <size=80%>Víš, já jako... <size=70%>Haha. Jo. Mhm!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Jo. Aspoň jsem díky tomu poznal tebe.
line:e5937e30	Yeah. I like fish!	Jo. Ryby mám rád!
line:0372e0d1	Yeah. It wasn't too expensive.	Jo. Nebylo to moc drahý.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Jo. Po něčem takovém je těžké rozplést společné vazby.
line:6e0e4e11	Yeah. You two will be cute.	Jo. Bude vám to spolu slušet.
line:616121a9	Yeah...	Jo...
line:f244d080	Yeah... He's really great.	Jo... Je fakt skvělej.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Jo... Ještě nikdy jsem nebyl na rande s koboldem.
line:8eeb7e28	Yeah... It really isn't.	Jo... To opravdu není.
line:039a0c83	Yeah?	Ano?
line:2fb3fe55	Yeah?	Ano?
line:92bd78f3	Yeah?	Ano?
line:3690a3eb	Yeah? I don't even see a mount.	Jo? Ani kozlík tu nevidím.
line:ea2adb20	Yeah? tell me about it!	Vážně? Povídej!
line:78eccd9b	Yellow lime.	Jako žlutá limetka.
line:5fd7bc69	Yep!	Jo!
line:b6c878fa	Yep!	Jo!
line:fcff76d4	Yep! I'll get the gate.	Jasně! Otevřu ti bránu.
line:3cdcbd4a	Yes	Ano
line:991dc643	Yes	Ano
line:e535cacb	Yes	Ano
line:fb4265f7	Yes	Ano
line:4ab6c5a9	yes	ano
line:db98be35	Yes right this way.	Ano, tudy prosím.
line:52010e35	YES!	ANO!
line:c4310942	Yes!	Ano!
line:d5f94e23	Yes!	Ano!
line:5592e639	Yes, welcome to Drag'N Wash!	Ano, vítej v Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Ano, vítej v Drag'N Wash!
line:a610ce0b	YES.	ANO.
line:85fd5266	Yes.	Ano.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Ano. Potřebuji umýt. Situace je poměrně naléhavá!
line:c4595dd5	Yes. It's invigorating to be so candid.	Ano. Je osvěžující být tak upřímný.
line:d7e50f2d	Yes..	Ano...
line:5811655d	Yes... But I believe we need to clean the floors.	Ano... Ale myslím, že musíme umýt podlahu.
line:9444cdba	Yip	Jip.
line:14d2c62f	Yip!	Jip!
line:296ff3f4	Yip!	Jip!
line:3d516ddb	Yip!	Jip!
line:3e870ad0	Yip!	Jip!
line:5544e245	Yip!	Jip!
line:5efde4e2	Yip!	Jip!
line:c3e1f198	Yip!	Jip!
line:e662501c	Yip!	Jip!
line:5e181cf4	Yip! <size=70%>(Gate)	Jip! <size=70%>(Brána)
line:b12a3f31	Yip! <size=70%>(idk)	Jip! <size=70%>(Nevím.)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Jip! <size=70%>(To proto, že si spící část vaší dračí mysli vybavuje hluboce zakořeněný jazykový most mezi našimi druhy. Ten v sobě nese hluboký význam a záměr koboldího „jipání“. Tohle náhlé porozumění je jen důsledkem toho, jak se naše pouto časem prohlubuje a aktivuje tu část vaší mysli.)
line:5935a413	Yip! <size=70%>(Yes)	Jip! <size=70%>(Ano)
line:f1c14f75	Yip-Man - The Final Yip	Jip-Man – Poslední jip
line:4b9046ec	Yip-Man movies are real corny...	Filmy s Jip-Manem jsou hrozná klišé...
line:3d6b2203	You again?	Zase ty?
line:81416c72	You already are, whats up?	Už se ptáš. Copak?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Děláte tady i <i>šťastné konce</i>, že jo?
line:e553c773	You also introduced me to Conrad.	Taky jsi mě seznámil s Conradem.
line:feb8727e	You always make me feel welcomed.	Vždycky se tu díky tobě cítím vítaný.
line:563d71ba	You are too!	Ty taky!
line:4efafbb0	You are very skilled with your hands	Máte velmi šikovné ruce.
line:0dd63830	You brought food in?	Přinesl jsi jídlo?
line:38043f6c	You can act however you like around me.	Se mnou se můžete chovat, jak chcete.
line:3fbd01fb	You can come in whenever!	Můžeš přijít kdykoli!
line:0eb37f1a	You can stay here if you want.	Můžeš tu zůstat, jestli chceš.
line:ecc04e16	You decide!	Vyber ty!
line:19698f13	You didn't even open the watermelon.	Ty jsi ten meloun ani nerozřízl.
line:7e8c1ae2	You do know how to use your hands pretty well.	S rukama to umíš fakt dobře.
line:7023b6b4	You don't deserve that.	To sis nezasloužil.
line:c0cc0f2d	You got a medkit?	Máš lékárničku?
line:c2b3c28a	you know about getting back into the dating scene...	Víš, o tom návratu k randění...
line:512df07c	You know what that means.	Víš, co to znamená.
line:e613cbe3	You know what that means...	Víš, co to znamená...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	Víte... Tohle prostředí je docela příjemné. Velmi... proletářské.
line:404b17ef	You look good this clean!	Takhle čistému ti to sluší!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	Nemusíte se obávat. Odbory myčů jsou... mocnější než já.
line:3fab049a	You probably shouldn't.	Asi bys neměl.
line:0bc044da	You ready for this?	Jsi na to připravenej?
line:f0a0565a	You ready to go back in to the club?	Vrátíme se do klubu?
line:c0e34d36	You really ate that entire thing... Woah.	Ty jsi to vážně snědl celé... Páni.
line:82cf49aa	You seemed to enjoy yourself.	Vypadalo to, že sis to užil.
line:ba66095e	You set a good example.	Jste dobrým příkladem.
line:6c2a1901	You should be all clean!	Teď už bys měl být celý čistý!
line:36779352	You should be.	To bys měl.
line:86154a64	You should feel it and check for me	Měl by sis na něj sáhnout a ověřit to.
line:20503ab0	You sure? It's not like... fun stuff.	Určitě? Není to zrovna... veselá věc.
line:0a0d6bc0	You too! I'll go get the gate.	Já na tebe taky! Otevřu ti bránu.
line:e3106999	You too. Thanks for the wash.	Já tebe taky. Díky za umytí.
line:fc97aa74	You too. Thanks for the wash.	Já tebe taky. Díky za umytí.
line:5e4d645c	You two are really cute together...	Vám dvěma to spolu fakt sluší...
line:b76a2a43	You were really going at it.	Ty ses do toho vážně opřel.
line:83aa1a23	You work at a college?	Vy pracujete na vysoké škole?
line:85fa0d03	You'd need a dragon stomach first!	Nejdřív bys potřeboval dračí žaludek!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	Musíš mi brzy povědět všechny podrobnosti o Ryanovi.
line:6c71dd83	You'll have to tell me all about it.	Musíš mi to všechno povědět.
line:91ab30f5	You'll have to tell me how you two work out!	Musíš mi pak povědět, jak vám to spolu jde!
line:ffeff59b	You'll have to tell me more inside.	Uvnitř mi musíš povědět víc.
line:5eb243c2	You'll like it.	Bude se ti tam líbit.
line:6acf7c77	You'll need to let them in afterwards of course.	Potom ho samozřejmě musíte pustit dovnitř.
line:6b63d2d8	You'll take care of everything?	Vy se o všechno postaráte?
line:f2527ed7	You're <i>spotless.	Jsi <i>naprosto čistý.
line:23ae97e6	You're a big deal	Ty jsi někdo.
line:323e546b	You're a good friend too, I'll go get the gate.	Ty jsi taky dobrý kamarád. Otevřu ti bránu.
line:44e97be7	You're always welcome here, Ryan.	Tady jsi vždycky vítaný, Ryane.
line:09e5bf43	You're cute by the way.	Mimochodem, jsi roztomilý.
line:277d8257	You're fine. Thank you.	Nic jsi neprovedl. Děkuju.
line:8c269acb	You're going to love it.	Budeš nadšenej.
line:173782fa	You're good at it.	A jde vám to.
line:1dca8fa0	You're just a very comfortable person to be around.	Jen se s tebou člověk cítí tak příjemně.
line:42124159	You're just a very comfortable person to be around.	Jen se s tebou člověk cítí tak příjemně.
line:d3b6d22a	You're kind. It's more than I deserve.	Jsi hodný. Víc, než si zasloužím.
line:ca72bf2d	You're okay. You're clearly going through a lot.	To je dobré. Očividně toho máš hodně.
line:68887509	You're one of my favorite clients!	Jsi jeden z mých nejoblíbenějších zákazníků!
line:c4cc497f	You're pretty hot.	Jsi docela sexy.
line:b6603dc7	You're right. I shouldn't pry.	Máš pravdu. Neměl bych vyzvídat.
line:31ab814e	You're right... Theres no way you could.	Máš pravdu... To nemůžeš vědět.
line:470cd652	You're the first person I've met who's only expectation is for me to be...	Jste první, koho jsem poznal, kdo ode mě očekává jen to, abych byl...
line:f718a7eb	You're the professor here. Must be correct.	Profesor jste tu vy. Takže to musí být pravda.
line:15f55959	You're very sweet.	Jsi moc hodný.
line:bc6cc4d2	You're very sweet.	Jste moc laskavý.
line:6289a322	You're very welcome.	Rádo se stalo.
line:39ddd682	You're...	Vy jste...
line:6e94f373	You're... cool.	Jsi... fajn.
line:61c96494	You're... Not that dirty.	Zase tak... špinavý nejste.
line:8bab3246	You're... very forward.	Ty... jdeš pěkně na rovinu.
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	Musíš mi dávat vědět, jak vám to s Ryanem jde, jo?
line:a5a8a9d5	Your crest is cool. What is it?	Máte hezký erb. Co znamená?
line:3890b91c	Your date with Ryan.	To tvoje rande s Ryanem.
line:82109412	Your secret's safe with me.	Tvoje tajemství je u mě v bezpečí.
line:ed8e7994	Yours doesn't. It's nice.	Ten váš ne. Je to příjemné.
line:016a65e8	Yuh, that's me.	Jo, to jsem já.
line:38eb6d26	Yup!	Jo!
line:7ac62718	Yup. I like it.	Jo. To se mi líbí.
