# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	היי, כלב גדול.
line:90444b09	That sounds like an over-reaction on her part.	נשמע שהתגובה שלה הייתה מוגזמת.
line:f07c9e39	That sounds like an over-reaction on her part.	נשמע שהתגובה שלה הייתה מוגזמת.
line:c78cf81f	That sounds lovely!	זה נשמע מקסים!
line:eaa3c173	That they are...	אכן כך...
line:f4b9a455	That was much nicer than a hose.	זה היה הרבה יותר נעים מצינור.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	זאת מעולם לא הייתה דאגה. אני דרקון שנזהר מאוד מסיכונים.
line:22d271f4	That was really fun.	זה היה ממש כיף.
line:019b83df	That was wonderful! I feel so much better about dating.	זה היה נפלא! אני מרגיש הרבה יותר טוב לגבי דייטים עכשיו.
line:d7bf167b	That was... Nicer than I expected.	זה היה... נעים יותר משציפיתי.
line:577cec43	That's a mount, no?	זה מתקן, נכון?
line:825536f5	That's a tricky question to answer.	זאת שאלה שקשה לענות עליה.
line:66fb84fe	That's all I want to ask.	זה כל מה שרציתי לשאול.
line:ac1ed298	That's all you can ask for, right?	זה כל מה שאפשר לבקש, לא?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	זהו כשל של פנייה לסמכות. אבל כן, אני צודק.
line:52f81dde	That's cute!	זה חמוד!
line:45befc02	That's exciting!	מרגש!
line:13cd5511	That's fast... But I think so!	זה מהיר... אבל נראה לי שכן!
line:4ff91cbd	That's fine!	אין בעיה!
line:163c524a	That's good to hear.	טוב לשמוע.
line:33e2bee6	That's good to hear.	טוב לשמוע.
line:30e461f2	That's good. You deserve a decent man.	טוב מאוד. מגיע לך גבר הגון.
line:aeae4744	That's good... Now what?	טוב... ועכשיו מה?
line:f3eeb627	That's great! whens your first date?	מעולה! מתי הדייט הראשון שלכם?
line:215f4eba	That's me.	זה אני.
line:cf8c5f37	That's not a thing... But thank you!	זה לא דבר... אבל תודה!
line:3f29878b	That's rather nice of you to say.	נחמד מאוד מצדך לומר זאת.
line:d38c63ea	That's really cute.	זה ממש חמוד.
line:6474d7f7	That's really nice!	זה ממש טוב!
line:c5001a4c	That's the best way to eat'em!	זאת הדרך הכי טובה לאכול אותן!
line:2a5cc3a5	That's very sweet.	זה מקסים.
line:7052576b	That's what I like to hear.	זה מה שאני אוהב לשמוע.
line:2a154290	That's what I thought too.	גם אני חשבתי כך.
line:33d12f97	That's what I thought too.	גם אני חשבתי כך.
line:2b7bb6ce	That's what's terrifying.	זה מה שמפחיד.
line:36fb380f	That's wonderful, he's cute!	זה נפלא, הוא חמוד!
line:266836f8	That's... the first time you've yipped for me.	זאת... הפעם הראשונה שעשית לי ייפ.
line:9b0b24ad	That.	זה.
line:6ff80785	That... makes me feel a lot more sure of myself then.	זה... נותן לי הרבה יותר ביטחון בעצמי.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	זה... נותן לי הרבה יותר ביטחון בעצמי.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	מעולה. אני שמח שהולך לכם טוב.
line:0f8bb606	Thats good to hear.	טוב לשמוע.
line:f5324d68	Thats really good to hear.	ממש טוב לשמוע.
line:063dcd4b	The ability to open up to someone, even occasionally...	היכולת להיפתח למישהו, ולו מדי פעם...
line:8919009a	The ambiance is nice.	האווירה נעימה.
line:08c850bf	The apothecary will tarnish my name for months.	הרוקח יכפיש את שמי במשך חודשים.
line:01b4161e	The breakup I went through earlier was rough.	הפרידה שעברתי הייתה קשה.
line:c932c99d	The breakup I went through earlier was rough.	הפרידה שעברתי הייתה קשה.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	המכללה הקהילתית לתאומטורגיה של ברנסוויק, כמובן!
line:515099ec	The button on the wall, I mean.	הכפתור שעל הקיר, כלומר.
line:7fe73572	The clean was fine.	הרחיצה הייתה בסדר.
line:e8a38ed0	The college cannot find out about this okay?	אסור שהמכללה תגלה על זה, בסדר?
line:1a169dbc	The lights in the area are great too.	גם התאורה באזור נהדרת.
line:610dd8cb	The markers were fun.	נהנינו לשחק עם הטושים.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	המכללה היוקרתית ביותר, עם פרופסורים יוקרתיים כמוני:
line:ec00a1fe	The mount? I... suppose!	המתקן? אני... מניח שכן!
line:94e04dcf	The mount? Sure!	המתקן? בטח!
line:d8273d7f	The night 'aint gonna start itself!	הערב לא יתחיל מעצמו!
line:1f2907ed	The rain has been unrelenting today!	הגשם לא פסק היום!
line:1804bf0a	The rain is nice.	הגשם נעים.
line:7e9a1f83	The stem is just extra food.	הגבעול הוא פשוט עוד אוכל.
line:c88244b5	The vibe at night is fuckin' great.	האווירה שם בלילה פשוט מעולה, לעזאזל.
line:d8a2002e	Then I better let you out!	אז כדאי שאוציא אותך!
line:d7b3cd09	Then- Have a productive day.	אז שיהיה לך יום עבודה פורה.
line:448afe95	There was a fault in his method.	היה פגם בשיטה שלו.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	יש דרקון אדום אחד, קונרד. הוא... חם מזג, אבל חמוד.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	יש מועדון במרכז העיר, וינגס. אהוב עליי כבר מזמן.
line:972f132f	These washes really make things easier.	הרחיצות האלה באמת מקלות על הכול.
line:352d1d6f	They cum	הם גומרים.
line:d78962e8	They cum	הם גומרים.
line:3200a588	They keep going	הם ממשיכים.
line:a31d1a18	They keep going	הם ממשיכים.
line:035e5be6	They seem cute!	הוא נראה חמוד!
line:454172b0	They took it too far.	הם הלכו רחוק מדי.
line:d7b49fb8	They were! The stem is my favorite part though.	הם היו טובים! אבל הגבעול הוא החלק האהוב עליי.
line:d156a87f	Think that's every spot.	נראה לי שניקיתי כל כתם.
line:fa1a1e76	Think that's it.	נראה לי שזהו.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	דרקון אחד בבר... הייתי טיפש. לא הצלחתי לסתום את הפה.
line:bfd70320	This feels scandalous	זה מרגיש שערורייתי.
line:cb437bd0	This is a common practice?	זה נוהג מקובל?
line:831cbfda	This is a job only you can do.	זוהי עבודה שרק אתה יכול לעשות.
line:4944dbda	This is delicious!	זה טעים!
line:088893da	This is my first time with a Kobold.	זאת הפעם הראשונה שלי עם קובולד.
line:e218722c	This is my first time, actually!	זאת הפעם הראשונה שלי, למעשה!
line:9eb894ad	This is really nice..	זה ממש נעים..
line:c7e4e36f	This is the kind of shit I try to avoid!	זה בדיוק החרא שאני מנסה להימנע ממנו!
line:22929636	This place could use a makeover, I know would it could use!	המקום הזה צריך מתיחת פנים. אני יודע מה חסר לו!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	הסבון הזה אינו הולם פרופסור, אינך חושב?
line:97841169	This was a nice escape.	כאן יכולתי לנשום.
line:5f02ceea	This was a wonderful escape...	זה היה מקום מפלט נפלא...
line:d45f4788	This was nice...	זה היה נעים...
line:418498cf	Those grapes looked good.	הענבים האלה נראו טוב.
line:e9d73205	Though every other wash I've been to at least has a mount	אבל בכל מקום אחר שהייתי בו היה לפחות מתקן.
line:29e70457	Though I can't say I am not curious	אם כי איני יכול לומר שאיני סקרן.
line:9c3e6004	Though you probably shouldn't eat them.	אבל לך כנראה עדיף לא לאכול אותם.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	הוא סיפר על הפעם שהרביצו לו.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	אמרה לי ללכת לבית רחצה והתנהגה כאילו העלבתי אותה מאוד.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	הערב, בקמפוס. הספרייה היא הבניין עם הצריח הכחול הגדול.
line:434527c6	Truly terrible, no?	נורא ממש, לא?
line:5a5d646c	Truly?	באמת?
line:e3aa4e29	Truth be told, I got dirty to come here.	למען האמת, התלכלכתי כדי לבוא לכאן.
line:0979dea3	Uh, I'm still really soapy!	אממ, אני עדיין ממש מלא סבון!
line:05bbe58c	Uh-huh, I'll go get the gate	ממ־המ, אלך לפתוח את השער.
line:7de638fb	Uh... Hello?	אממ... שלום?
line:7de9b3a4	Uh... uhm...	אה... אממ...
line:159c5c1f	Uh... Yeah.	אממ... כן.
line:2089db44	Uhhhm we're not exactly.	אממ, לא בדיוק.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	אממ, לא. אני פשוט אהיה ממש מאוכזב.
line:f0a579a5	Uhm...	אממ...
line:cc295885	uhm... <size=60%>no?	אממ... <size=60%>לא?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	פתח את הארגז במוט הברזל ושים אותו במחסן, בסדר?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	תשתמש במתז שעל הקיר כדי לשטוף אותי.
line:a716d3b8	Uunf. T-that was... Rather undignified.	אונף. ז־זה היה... לא מכובד במיוחד.
line:a37177dd	V-very well. I'll try.	ב־בסדר גמור. אנסה.
line:209ddf97	Very cool	מאוד מגניב.
line:2f10f572	Very well. Don't let me interrupt the wash then!	טוב מאוד. אז לא אפריע לרחיצה!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	מה... אה... <size=80%>וואו. <size=60%>אנחנו לא...
line:82e2c158	Wait a sec, I need to open the gate.	רגע, אני צריך לפתוח את השער.
line:9c7a2fb7	Wait a sec, I need to open the gate.	רגע, אני צריך לפתוח את השער.
line:8ab5686b	Was great! Ryan is a sweetheart.	מצוין! ראיין מקסים.
line:d8c9f912	Was just doing my job!	רק עשיתי את העבודה שלי!
line:148a63c8	Was just trying to play along. Happy to see you!	רק ניסיתי לזרום עם הבדיחה. שמח לראות אותך!
line:56261ccb	Was still good though! I like how it feels sliding down.	אבל זה עדיין היה טוב! אני אוהב את התחושה כשהוא מחליק למטה.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	היא הייתה... <i>ממש</i> נסערת מזה שהייתי בוצי.
line:014b5da5	Watch where those paws are going would you?	תשים לב לאן הכפות האלה הולכות, טוב?
line:3028feb5	We also had sex after our date.	גם עשינו סקס אחרי הדייט.
line:d132db41	We can just lay here...	אפשר פשוט לשכב כאן...
line:4da8b942	We can make an opening.	נמצא לך מקום.
line:8c563ab8	We can make an opening.	נמצא לך מקום.
line:33a79dbe	We do! Are you... from the college...?	כן! אתה... מהמכללה...?
line:b83ec453	We got your request for the mount!	קיבלנו את הבקשה שלך למתקן!
line:8b7b8d6b	We went out to eat. Had some good conversation.	יצאנו לאכול והייתה לנו שיחה ממש טובה.
line:74706bb3	We will need to clean the floors...	נצטרך לנקות את הרצפה...
line:df8fb8c9	We'll be going out to this seafood place-	אנחנו הולכים למסעדת פירות ים...
line:110a2ced	Welcome back!	ברוך שובך!
line:b042f12a	Welcome back!	ברוך שובך!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	מצוין, אני מעריך את הדיסקרטיות. אני יוצא אל הרוקח.
line:08f40e32	Well I had a good time, see you later then!	ובכן, היה לי נעים מאוד. אז נתראה!
line:c1e8b05d	Well I had a good time, see you later then!	ובכן, היה לי נעים מאוד. אז נתראה!
line:fcff7b00	Well, go to the window and speak with your customer.	ובכן, גש לחלון ודבר עם הלקוח שלך.
line:fc1e497a	Well, good luck getting your hands around all of me.	טוב, בהצלחה להקיף את הכול עם הידיים שלך.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	ובכן, אני אוהב את הצבע. אך איני חושב שזה קשור לצבע שלי.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	בעצם, דרקון, אבל... אתה מבין למה אני מתכוון.
line:f7f87f6c	Well, That's why I'm here!	ובכן, בשביל זה אני כאן!
line:629d89d1	Well, yes. I mean more... Primally?	ובכן, כן. אני מתכוון במובן... יצרי יותר?
line:8aa0fc1a	Well, you are one hell of a catch.	ובכן, כל אחד יהיה בר מזל להיות איתך.
line:5d34e715	Well, you better get one then!	אז כדאי שתשיג אחד!
line:f16e75f3	Well...	ובכן...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	הלכנו לבר... האווירה התחממה. אתה יכול לדמיין מה קרה אחר כך... <size=70%>הא...
line:2e0ec324	Wha..?	מה...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	מההה? אין בזה שום דבר רע! חשבתי שתרצה לדעת.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	מההה? טוב לוודא שאתה מחומם!
line:bd66082e	What about a movie?	מה דעתך על סרט?
line:ee3c126b	What about your private washers?	ומה עם הרוחצים הפרטיים שלך?
line:871137eb	What about?	על מה?
line:bb3b6c71	What brings you in so late?	מה מביא אותך בשעה כזאת?
line:2dd518f0	What do you mean?	למה אתה מתכוון?
line:2fae1274	What do you mean?	למה אתה מתכוון?
line:3c2c53dc	What do you mean?	למה אתה מתכוון?
line:838cdf1b	What do you think of me?	מה אתה חושב עליי?
line:c2bdc402	What does the number 7 taste like?	מה הטעם של המספר 7?
line:56fc085a	What happened!?	מה קרה?!
line:0bc56d4d	what happened?	מה קרה?
line:8c3b76ea	What is it?	מה היא?
line:44b711a0	What is..	מה זה..
line:53301d3b	What kind of egg was that?	איזו מין ביצה זאת הייתה?
line:073701b7	What kind of movie are you thinking?	על איזה סרט אתה חושב?
line:03cf1c9a	What kind of question?	איזו שאלה?
line:003700c7	What kinds of classes do you teach?	אילו מקצועות אתה מלמד?
line:e2406cc4	What now?	מה עכשיו?
line:0c583118	What was in those opened crates?	מה היה בארגזים הפתוחים האלה?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	מה?! נורא! אין לך אפילו מתקן...?
line:8ebd442e	What's got you looking so happy?	למה אתה נראה מאושר כל כך?
line:fc7aaaa0	What's teaching like?	איך זה ללמד?
line:f99840cd	What's that?	מה זה?
line:1a0b719d	What's up?	מה קורה?
line:29359884	What's up?	מה קורה?
line:8d5c7802	What's up?	מה קורה?
line:712f9d7c	what?	מה?
line:766c2abd	What? All the best places do it!	מה? כל המקומות הטובים עושים את זה!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	מה? אני פרופסור! אינך רואה לפי הסמל שלי?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	מה? אין שום נזק במחמאה כנה!
line:b2fe309b	Whats got you in a good mood?	למה מצב הרוח הטוב?
line:93a145d4	Whats up, big guy?	מה יש, גדול?
line:4efe8211	Whats up?	מה יש?
line:866cd495	Whats up?	מה יש?
line:bfc04b3a	Whats up?	מה יש?
line:e01885c3	Whats up?	מה יש?
line:f7d786b6	Whats with all the... Gloop?	מה זה כל ה... דביק הזה?
line:c4c81aa9	Whats your favorite part about him?	מה אתה הכי אוהב בו?
line:ff6ef027	When do you actually end the relationship?	מתי אתה באמת מסיים אותו?
line:2ffe284b	When I met him at first I was falling back on my old script.	כשרק פגשתי אותו, חזרתי להרגלים הישנים שלי.
line:eb019075	When you're done go ahead and hit the button.	כשתסיים, פשוט תלחץ על הכפתור.
line:5d4e9392	Where did he go...?	לאן הוא נעלם...?
line:7af04961	Where would you like to go?	לאן תרצה ללכת?
line:7e9389a7	Which college?	איזו מכללה?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	מי היה מאמין שדרקון יכול להתלכלך כל כך, אה?
line:a97338b0	Who knew places such as this existed so readily available to the public!	מי היה מאמין שמקומות כאלה זמינים כל כך לציבור!
line:8b7915f4	Who's that?	מי זה?
line:ebd63f8c	Who's there?	מי שם?
line:eea7573f	Whoa! Cold!	וואו! קר!
line:1acbd02a	Whoops	אופס.
line:5a6c0d31	Whoops	אופס.
line:afc6c00a	Whoops	אופס.
line:c30013ff	Whoops	אופס.
line:9df56a3a	why are you here so late?	למה באת כל כך מאוחר?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	אני די בטוח שראיין ואני נצא לדייט הערב.
line:c236bdf9	Woah. Uhm.	וואו. אממ.
line:390f05be	Woah... What is that in your mouth?	וואו... מה יש לך בפה?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	וואו... אתה רוצה שאשתמש בזה? אפילו עם האוכל כאן? בסדר!
line:4cacfab8	Wonderful to hear you're seeing someone!	נפלא לשמוע שאתה יוצא עם מישהו!
line:f6fdf321	Wonderful to hear you're seeing someone!	נפלא לשמוע שאתה יוצא עם מישהו!
line:7e2421b6	Wonderful to hear.	נפלא לשמוע.
line:36d49875	Wonderful!	נפלא!
line:6046bedf	Wonderful!	נפלא!
line:ab423ac7	Wonderful!	נפלא!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	נפלא. שיהיה לך יום <i>פורה</i>.
line:ec771552	Woops.	אופס.
line:51bcff68	Would that interest you?	זה יעניין אותך?
line:8c8591ec	Would you care to join me at the college library this evening...?	תרצה להצטרף אליי לספריית המכללה הערב...?
line:985436e6	Wouldn't that be degrading?	זה לא משפיל?
line:1e027369	Wow thanks, that feels good.	וואו, תודה, זה נעים.
line:737184f5	Wow!	וואו!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	וואו, לראות אותך אוכל ככה זאת חוויה.
line:5da1e074	Y'know?	מבין?
line:79352475	Ya.	כן.
line:f6c14e05	Ya.	כן.
line:b6add8e0	Yea! I do!	כן! נכון!
line:b44edd29	Yeaaah I'm not sticking with that one.	כןןן, אני לא אשאר עם הכינוי הזה.
line:7a471225	Yeaaah.	כןןן.
line:5483c5fd	Yeah	כן.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	כן, הוא נראה כמו מישהו שיודע לעורר תגובה.
line:63024a1f	Yeah he's improved a lot.	כן, הוא השתפר מאוד.
line:5847a779	Yeah I have.	כן, דיברתי איתו.
line:f3b5952a	Yeah I'm happy too.	כן, גם אני מאושר.
line:fb47f998	Yeah it go BRRT haha.	כן, הוא עושה ברררט, חחח.
line:eef9b2bb	Yeah It's fine. Sorry.	כן, הכול בסדר. סליחה.
line:fbc80e96	Yeah let me get that for you.	כן, אפתח לך.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	כן, אני מלא בוץ וכל זה. אני אוהב להשתולל בפארק הציבורי.
line:108de471	Yeah that sounds pretty good.	כן, זה נשמע טוב.
line:fdd800c2	Yeah! clean as always.	כן! נקי כתמיד.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	כן! קונרד, הוא מקסים. אף שהוא ישנא לשמוע שאמרתי את זה.
line:ab1bc039	Yeah! I feel clean.	כן! אני מרגיש נקי.
line:6733a3df	Yeah! I'm going on a date with him soon.	כן! אני יוצא איתו לדייט בקרוב.
line:66727cce	Yeah! It has food that should be good for both of us.	כן! יש כאן אוכל שאמור להתאים לשנינו.
line:b482634c	Yeah! its useful.	כן! זה שימושי.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	כן! הרגע יצאתי לדייט עם קונרד.
line:3f153aaf	Yeah! Just went on a date with Ryan.	כן! הרגע יצאתי לדייט עם ראיין.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	כן! תודה על האוכל. אפתח את השער.
line:c87d632b	Yeah! That would be amazing.	כן! זה יהיה מדהים.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	כן, מאז הפרידה אני מחפש משהו חדש.
line:bee397db	Yeah, he's so kind to me.	כן, הוא ממש טוב אליי.
line:4815ddba	Yeah, I've got one.	כן, יש לי.
line:24efaa49	Yeah, me too. He's real nice.	כן, גם אני. הוא ממש נחמד.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	נו, לא, חבר. אתה חייב להיכנס לזה. אשלם טוב!
line:266f699d	Yeah, taste good!	כן, זה טעים!
line:67cc394b	Yeah, that was scary at first.	כן, בהתחלה זה היה מפחיד.
line:a9980f5e	Yeah, this has been super nice.	כן, היה ממש נעים.
line:54c44240	Yeah, you're right.	כן, אתה צודק.
line:bb1827c7	Yeah- Though only if you want!	כן... אבל רק אם אתה רוצה!
line:7311dc01	Yeah.	כן.
line:95e2f7cc	Yeah.	כן.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	כן. <size=90%>אה... <size=80%>אתה יודע. אני כזה... <size=70%>חחח. כן. ממ־המ!
line:a28a70c6	Yeah. At least I got to meet you because of it.	כן. לפחות בזכות זה הכרתי אותך.
line:e5937e30	Yeah. I like fish!	כן. אני אוהב דגים!
line:0372e0d1	Yeah. It wasn't too expensive.	כן. זה לא היה יקר מדי.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	כן. קשה להתיר קשרים בין קבוצות חברים אחרי דבר כזה.
line:6e0e4e11	Yeah. You two will be cute.	כן. תהיו חמודים יחד.
line:616121a9	Yeah...	כן...
line:f244d080	Yeah... He's really great.	כן... הוא באמת נהדר.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	כן... מעולם לא יצאתי לדייט עם קובולד.
line:8eeb7e28	Yeah... It really isn't.	כן... זה באמת לא קל.
line:039a0c83	Yeah?	כן?
line:2fb3fe55	Yeah?	כן?
line:92bd78f3	Yeah?	כן?
line:3690a3eb	Yeah? I don't even see a mount.	כן? אני אפילו לא רואה מתקן.
line:ea2adb20	Yeah? tell me about it!	כן? ספר לי!
line:78eccd9b	Yellow lime.	ליים צהוב.
line:5fd7bc69	Yep!	כן!
line:b6c878fa	Yep!	כן!
line:fcff76d4	Yep! I'll get the gate.	כן! אפתח את השער.
line:3cdcbd4a	Yes	כן.
line:991dc643	Yes	כן.
line:e535cacb	Yes	כן.
line:fb4265f7	Yes	כן.
line:4ab6c5a9	yes	כן
line:db98be35	Yes right this way.	כן, מכאן.
line:52010e35	YES!	כן, בהחלט!
line:c4310942	Yes!	כן!
line:d5f94e23	Yes!	כן!
line:5592e639	Yes, welcome to Drag'N Wash!	כן, ברוך הבא ל־Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	כן, ברוך הבא ל־Drag'N Wash!
line:a610ce0b	YES.	כן!
line:85fd5266	Yes.	כן.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	כן. אני זקוק לרחיצה. המצב דחוף למדי!
line:c4595dd5	Yes. It's invigorating to be so candid.	כן. מרענן להיות גלוי כל כך.
line:d7e50f2d	Yes..	כן..
line:5811655d	Yes... But I believe we need to clean the floors.	כן... אבל נראה לי שנצטרך לנקות את הרצפה.
line:9444cdba	Yip	ייפ.
line:14d2c62f	Yip!	ייפ!
line:296ff3f4	Yip!	ייפ!
line:3d516ddb	Yip!	ייפ!
line:3e870ad0	Yip!	ייפ!
line:5544e245	Yip!	ייפ!
line:5efde4e2	Yip!	ייפ!
line:c3e1f198	Yip!	ייפ!
line:e662501c	Yip!	ייפ!
line:5e181cf4	Yip! <size=70%>(Gate)	ייפ! <size=70%>(שער)
line:b12a3f31	Yip! <size=70%>(idk)	ייפ! <size=70%>(לא יודע)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	ייפ! <size=70%>(זה משום שחלק רדום בתודעה הדרקונית שלך נזכר בקשר הלשוני העמוק בין מינך למיני, שנושא את המשמעות והכוונה העמוקות של ה״ייפים״ הקובולדיים. ההבנה הפתאומית הזאת נובעת פשוט מהקשר שלנו, שהתחזק עם הזמן והפעיל את החלק הזה בתודעתך.)
line:5935a413	Yip! <size=70%>(Yes)	ייפ! <size=70%>(כן)
line:f1c14f75	Yip-Man - The Final Yip	ייפ מן: הייפ האחרון.
line:4b9046ec	Yip-Man movies are real corny...	הסרטים של ייפ מן די קיטשיים...
line:3d6b2203	You again?	שוב אתה?
line:81416c72	You already are, whats up?	אתה כבר שואל. מה קרה?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	אתם עושים כאן גם <i>סיומים מיוחדים</i>, כן?
line:e553c773	You also introduced me to Conrad.	וגם הכרת לי את קונרד.
line:feb8727e	You always make me feel welcomed.	אתה תמיד גורם לי להרגיש רצוי.
line:563d71ba	You are too!	גם אתה!
line:4efafbb0	You are very skilled with your hands	הידיים שלך מיומנות מאוד.
line:0dd63830	You brought food in?	הבאת אוכל?
line:38043f6c	You can act however you like around me.	בחברתי אתה יכול להתנהג איך שתרצה.
line:3fbd01fb	You can come in whenever!	אתה יכול לבוא מתי שתרצה!
line:0eb37f1a	You can stay here if you want.	אתה יכול להישאר כאן אם תרצה.
line:ecc04e16	You decide!	אתה תחליט!
line:19698f13	You didn't even open the watermelon.	אפילו לא פתחת את האבטיח.
line:7e8c1ae2	You do know how to use your hands pretty well.	אתה בהחלט יודע להשתמש בידיים.
line:7023b6b4	You don't deserve that.	לא מגיע לך יחס כזה.
line:c0cc0f2d	You got a medkit?	יש לך ערכת עזרה ראשונה?
line:c2b3c28a	you know about getting back into the dating scene...	אתה יודע, על לחזור לצאת לדייטים...
line:512df07c	You know what that means.	אתה יודע מה זה אומר.
line:e613cbe3	You know what that means...	אתה יודע מה זה אומר...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	אתה יודע... הסביבה הזאת נעימה למדי. מאוד... פרולטרית.
line:404b17ef	You look good this clean!	אתה נראה טוב כשאתה נקי ככה!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	אין צורך לדאוג. איגוד הרוחצים... חזק ממני.
line:3fab049a	You probably shouldn't.	כנראה עדיף שלא.
line:0bc044da	You ready for this?	אתה מוכן לזה?
line:f0a0565a	You ready to go back in to the club?	מוכן לחזור למועדון?
line:c0e34d36	You really ate that entire thing... Woah.	באמת אכלת את כל זה... וואו.
line:82cf49aa	You seemed to enjoy yourself.	נראה שנהנית.
line:ba66095e	You set a good example.	אתה נותן דוגמה טובה.
line:6c2a1901	You should be all clean!	אתה אמור להיות נקי לגמרי!
line:36779352	You should be.	כדאי לך.
line:86154a64	You should feel it and check for me	תיגע בו ותבדוק בשבילי.
line:20503ab0	You sure? It's not like... fun stuff.	אתה בטוח? זה לא ממש... נושא כיפי.
line:0a0d6bc0	You too! I'll go get the gate.	גם אני! אפתח את השער.
line:e3106999	You too. Thanks for the wash.	גם אני. תודה על הרחיצה.
line:fc97aa74	You too. Thanks for the wash.	גם אני. תודה על הרחיצה.
line:5e4d645c	You two are really cute together...	אתם ממש חמודים יחד...
line:b76a2a43	You were really going at it.	ממש נתת את כולך.
line:83aa1a23	You work at a college?	אתה עובד במכללה?
line:85fa0d03	You'd need a dragon stomach first!	קודם תצטרך קיבה של דרקון!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	בקרוב תצטרך לתת לי את כל הפרטים על ראיין.
line:6c71dd83	You'll have to tell me all about it.	תצטרך לספר לי הכול.
line:91ab30f5	You'll have to tell me how you two work out!	תצטרך לספר לי איך הולך ביניכם!
line:ffeff59b	You'll have to tell me more inside.	תצטרך לספר לי עוד בפנים.
line:5eb243c2	You'll like it.	אתה תאהב את זה.
line:6acf7c77	You'll need to let them in afterwards of course.	אחר כך תצטרך להכניס אותו, כמובן.
line:6b63d2d8	You'll take care of everything?	אתה תטפל בהכול?
line:f2527ed7	You're <i>spotless.	אתה <i>מצוחצח.
line:23ae97e6	You're a big deal	אתה שם דבר.
line:323e546b	You're a good friend too, I'll go get the gate.	גם אתה חבר טוב. אפתח את השער.
line:44e97be7	You're always welcome here, Ryan.	אתה תמיד רצוי כאן, ראיין.
line:09e5bf43	You're cute by the way.	אתה חמוד, דרך אגב.
line:277d8257	You're fine. Thank you.	הכול בסדר. תודה.
