# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hej, granda hundo.
line:81ebbec0	Thanks for the wash so late in the night.	Dankon, ke vi lavis min tiel malfrunokte.
line:a9df4c5e	Thanks I'll be waiting!	Dankon, mi atendos!
line:f73a3fc7	Thanks mate, see you tomorrow then.	Dankon, kamarado. Ĝis morgaŭ.
line:30f1f583	Thanks!	Dankon!
line:3484ab9d	Thanks!	Dankon!
line:44701902	Thanks!	Dankon!
line:4d868f2f	Thanks!	Dankon!
line:70190774	Thanks!	Dankon!
line:8b8f57c4	Thanks!	Dankon!
line:ab5b2574	Thanks!	Dankon!
line:b588bf4c	Thanks!	Dankon!
line:bc5d790a	Thanks!	Dankon!
line:c07a9171	Thanks!	Dankon!
line:e7e57d9c	Thanks!	Dankon!
line:fa293cde	Thanks! Whats with all the... Gloop?	Dankon! Kio estas tiu tuta... ŝlimaĵo?
line:e1609903	Thanks, but I'll be better. I promise.	Dankon, sed mi pliboniĝos. Mi promesas.
line:02cbdc87	Thanks, I'm excited too.	Dankon, mi ankaŭ antaŭĝojas.
line:37c9d915	Thanks, You're pleasant too!	Dankon, vi ankaŭ estas agrabla!
line:cb847372	Thanks, You're pleasant too!	Dankon, vi ankaŭ estas agrabla!
line:188d4359	Thanks.	Dankon.
line:316bb26e	Thanks.	Dankon.
line:34ec4db7	Thanks.	Dankon.
line:5183a6f2	Thanks.	Dankon.
line:c642cb17	Thanks.	Dankon.
line:cf716777	Thanks.	Dankon.
line:e00c6df5	Thanks.	Dankon.
line:e521db76	Thanks.	Dankon.
line:f62e1c4f	Thanks.	Dankon.
line:fbba1293	Thanks.	Dankon.
line:8bfa88d7	Thanks. I like being around you too.	Dankon. Mi ankaŭ ŝatas esti apud vi.
line:df0a8598	Thanks. I'm always happy to be here.	Dankon. Mi ĉiam ĝojas esti ĉi tie.
line:084e3cbc	Thanks. See you soon.	Dankon. Ĝis baldaŭ.
line:71d57aeb	Thanks. That's kind of you to say.	Dankon. Estas afable diri tion.
line:a1f9de62	Thanks. That's kind of you to say.	Dankon. Estas afable diri tion.
line:9a9a6120	Thankth!	Dankon!
line:e721d512	That brings me to my next question...	Tio kondukas al mia sekva demando...
line:215a2d34	That felt <i>good</i>.	Tio estis <i>bona</i>.
line:89150715	That is rather kind of you to say.	Estas tre afable diri tion.
line:a57409fb	That is the source of my worry...	Jen la fonto de mia zorgo...
line:ad261b84	That just makes it harder!	Tio nur pli malfaciligas!
line:7111d265	That makes me feel a lot more sure of myself then.	Tio multe plifortigas mian memfidon.
line:3fac5bff	That makes me feel good to hear.	Estas agrable aŭdi tion.
line:1c49f05b	That makes me happy to hear.	Estas ĝojige aŭdi tion.
line:a8b70da7	That must mean it is! I'm glad.	Tio certe signifas, ke jes! Mi ĝojas.
line:5738ea38	That nice to hear... But, I mean being taken care of more... Primally?	Estas agrable aŭdi tion... Sed mi celas pli... instinktan prizorgon?
line:8f598864	That one was almost too big-	Tiu estis preskaŭ tro granda...
line:5960dcbb	That should be all though, could you go get the gate?	Sed tio devus esti ĉio. Ĉu vi malfermus la pordegon?
line:116f0e16	That should be every spot.	Tio devus esti ĉiu makulo.
line:90444b09	That sounds like an over-reaction on her part.	Ŝajnas, ke ŝi troreagis.
line:f07c9e39	That sounds like an over-reaction on her part.	Ŝajnas, ke ŝi troreagis.
line:c78cf81f	That sounds lovely!	Tio sonas ĉarme!
line:eaa3c173	That they are...	Efektive...
line:f4b9a455	That was much nicer than a hose.	Tio estis multe pli agrabla ol akvohoso.
line:78cef130	That was never a concern. I'm a rather risk averse dragon.	Tio neniam zorgigis min. Mi estas drako tre singarda pri riskoj.
line:22d271f4	That was really fun.	Tio estis vere amuza.
line:019b83df	That was wonderful! I feel so much better about dating.	Tio estis mirinda! Mi sentas min multe pli bone pri amrendevuoj.
line:d7bf167b	That was... Nicer than I expected.	Tio estis... Pli agrabla ol mi atendis.
line:577cec43	That's a mount, no?	Tio estas seksapogilo, ĉu ne?
line:825536f5	That's a tricky question to answer.	Estas malfacile respondi tion.
line:66fb84fe	That's all I want to ask.	Jen ĉio, kion mi volas demandi.
line:ac1ed298	That's all you can ask for, right?	Oni ne povas peti pli, ĉu?
line:6605187b	That's an appeal to authority fallacy. But, yes. I'm correct.	Tio estas falsa argumento per aŭtoritato. Sed jes, mi pravas.
line:52f81dde	That's cute!	Ĉarme!
line:45befc02	That's exciting!	Tio estas ekscita!
line:13cd5511	That's fast... But I think so!	Tio estas rapida... Sed mi kredas, ke jes!
line:4ff91cbd	That's fine!	Estas en ordo!
line:163c524a	That's good to hear.	Estas bone aŭdi tion.
line:33e2bee6	That's good to hear.	Estas bone aŭdi tion.
line:30e461f2	That's good. You deserve a decent man.	Bone. Vi meritas decan viron.
line:aeae4744	That's good... Now what?	Bone... Kaj nun?
line:f3eeb627	That's great! whens your first date?	Bonege! Kiam estas via unua rendevuo?
line:215f4eba	That's me.	Jen mi.
line:cf8c5f37	That's not a thing... But thank you!	Tion oni ne faras... Sed dankon!
line:3f29878b	That's rather nice of you to say.	Estas tre afable diri tion.
line:d38c63ea	That's really cute.	Tio estas tre ĉarma.
line:6474d7f7	That's really nice!	Tio estas tre bona!
line:c5001a4c	That's the best way to eat'em!	Jen la plej bona maniero manĝi ilin!
line:2a5cc3a5	That's very sweet.	Tio estas tre dolĉa.
line:7052576b	That's what I like to hear.	Ĝuste tion mi ŝatas aŭdi.
line:2a154290	That's what I thought too.	Ankaŭ mi tiel pensis.
line:33d12f97	That's what I thought too.	Ankaŭ mi tiel pensis.
line:2b7bb6ce	That's what's terrifying.	Ĝuste tio estas timiga.
line:36fb380f	That's wonderful, he's cute!	Mirinde, li estas ĉarma!
line:266836f8	That's... the first time you've yipped for me.	Tio... estas la unua fojo, kiam vi jipis al mi.
line:9b0b24ad	That.	Tio.
line:6ff80785	That... makes me feel a lot more sure of myself then.	Tio... multe plifortigas mian memfidon.
line:cc6d631b	That... makes me feel a lot more sure of myself then.	Tio... multe plifortigas mian memfidon.
line:ecf6206f	Thats awesome. I'm glad you two are working out.	Bonege. Mi ĝojas, ke via rilato sukcesas.
line:0f8bb606	Thats good to hear.	Estas bone aŭdi tion.
line:f5324d68	Thats really good to hear.	Tio estas vere bona novaĵo.
line:063dcd4b	The ability to open up to someone, even occasionally...	Povi malfermi sin al iu, eĉ nur de tempo al tempo...
line:8919009a	The ambiance is nice.	La etoso estas agrabla.
line:08c850bf	The apothecary will tarnish my name for months.	La apotekisto makulos mian nomon dum monatoj.
line:01b4161e	The breakup I went through earlier was rough.	La antaŭa disiĝo estis malfacila.
line:c932c99d	The breakup I went through earlier was rough.	La antaŭa disiĝo estis malfacila.
line:dd06ed39	The Burnswick Community College of Thaumaturgy, of course!	La Komunuma Altlernejo pri Taŭmaturgio de Burnswick, kompreneble!
line:515099ec	The button on the wall, I mean.	La butonon sur la muro, mi celas.
line:7fe73572	The clean was fine.	La lavado estis bona.
line:e8a38ed0	The college cannot find out about this okay?	La altlernejo ne rajtas ekscii pri tio, ĉu bone?
line:1a169dbc	The lights in the area are great too.	La lumoj en la kvartalo ankaŭ estas bonegaj.
line:610dd8cb	The markers were fun.	Ni amuziĝis per la feltkrajonoj.
line:4b36ea4e	The most prestigious college hosting prestigious professors like me:	La plej prestiĝa altlernejo kun prestiĝaj profesoroj kiel mi:
line:ec00a1fe	The mount? I... suppose!	La seksapogilo? Mi... supozas, ke jes!
line:94e04dcf	The mount? Sure!	La seksapogilo? Certe!
line:d8273d7f	The night 'aint gonna start itself!	La vespero ne komencos sin mem!
line:1f2907ed	The rain has been unrelenting today!	La pluvo ne ĉesis hodiaŭ!
line:1804bf0a	The rain is nice.	La pluvo estas agrabla.
line:7e9a1f83	The stem is just extra food.	La tigo estas nur aldona manĝaĵo.
line:c88244b5	The vibe at night is fuckin' great.	La nokta etoso estas feke bonega.
line:d8a2002e	Then I better let you out!	Do mi prefere ellasu vin!
line:d7b3cd09	Then- Have a productive day.	Do, havu produktivan tagon.
line:448afe95	There was a fault in his method.	Estis difekto en lia metodo.
line:48d4a45a	There's this one red dragon, Conrad. He's... Hot headed, but cute.	Estas ruĝa drako, Konrado. Li estas... kolerema, sed ĉarma.
line:f4af8b88	Theres this club downtown. 'Wings'. It's an old favorite of mine.	Estas klubo en la urbocentro, Wings. Delonga ŝatata loko mia.
line:972f132f	These washes really make things easier.	Ĉi tiuj lavadoj vere faciligas ĉion.
line:352d1d6f	They cum	Ili orgasmas.
line:d78962e8	They cum	Ili orgasmas.
line:3200a588	They keep going	Ili daŭrigas.
line:a31d1a18	They keep going	Ili daŭrigas.
line:035e5be6	They seem cute!	Li ŝajnas ĉarma!
line:454172b0	They took it too far.	Ili iris tro for.
line:d7b49fb8	They were! The stem is my favorite part though.	Ili estis! Sed la tigo estas mia plej ŝatata parto.
line:d156a87f	Think that's every spot.	Mi kredas, ke mi purigis ĉiun makulon.
line:fa1a1e76	Think that's it.	Mi kredas, ke jen ĉio.
line:3112adad	This drake at the bar... I was stupid. Couldn't shut my mouth.	Drako en la drinkejo... Mi estis stulta. Mi ne povis fermi la buŝon.
line:bfd70320	This feels scandalous	Tio ŝajnas skandala.
line:cb437bd0	This is a common practice?	Ĉu tio estas kutima praktiko?
line:831cbfda	This is a job only you can do.	Nur vi povas fari ĉi tiun laboron.
line:4944dbda	This is delicious!	Tio estas bongusta!
line:088893da	This is my first time with a Kobold.	Tio estas mia unua fojo kun koboldo.
line:e218722c	This is my first time, actually!	Fakte estas mia unua fojo!
line:9eb894ad	This is really nice..	Estas tre agrable..
line:c7e4e36f	This is the kind of shit I try to avoid!	Ĝuste tian fekon mi provas eviti!
line:22929636	This place could use a makeover, I know would it could use!	Ĉi tiu loko bezonas renovigon. Mi scias, kio mankas!
line:b06e13bc	This soap isn't fitting for a professor don't you think?	Ĉi tiu sapo ne konvenas al profesoro, ĉu vi ne opinias?
line:97841169	This was a nice escape.	Ĉi tie mi povis eskapi.
line:5f02ceea	This was a wonderful escape...	Ĉi tio estis mirinda rifuĝo...
line:d45f4788	This was nice...	Estis agrable...
line:418498cf	Those grapes looked good.	Tiuj vinberoj aspektis bongustaj.
line:e9d73205	Though every other wash I've been to at least has a mount	Sed ĉiu alia lavejo, kiun mi vizitis, havas almenaŭ seksapogilon.
line:29e70457	Though I can't say I am not curious	Kvankam mi ne povas diri, ke mi ne scivolas.
line:9c3e6004	Though you probably shouldn't eat them.	Kvankam vi verŝajne ne devus manĝi ilin.
line:f1ca33da	title: Alexander_Done	title: Alexander_Done
line:3ed2f649	title: Conrad_OutroDone	title: Conrad_OutroDone
line:74c28add	title: ConradBeatup_OutroDone	title: ConradBeatup_OutroDone
line:722243c8	title: RyanDate_OutroDone	title: RyanDate_OutroDone
line:b4eee981	title: RyanExploded_OutroDone	title: RyanExploded_OutroDone
line:6298f08b	Told me about the time he got beat up.	Li rakontis pri la fojo, kiam oni batis lin.
line:ee954bd9	Told me to go to a wash, and was acting extremely offended.	Ŝi diris, ke mi iru al lavejo, kaj kondutis kvazaŭ mi profunde ofendis ŝin.
line:c66e1278	Tonight- on campus. The library is the large blue spire building.	Ĉi-vespere, sur la kampuso. La biblioteko estas la konstruaĵo kun la granda blua spajro.
line:434527c6	Truly terrible, no?	Vere terure, ĉu ne?
line:5a5d646c	Truly?	Ĉu vere?
line:e3aa4e29	Truth be told, I got dirty to come here.	Verdire, mi malpurigis min por veni ĉi tien.
line:0979dea3	Uh, I'm still really soapy!	Nu, mi ankoraŭ estas tre sapa!
line:05bbe58c	Uh-huh, I'll go get the gate	Mhm, mi malfermos la pordegon.
line:7de638fb	Uh... Hello?	Nu... Saluton?
line:7de9b3a4	Uh... uhm...	Nu... Ehm...
line:159c5c1f	Uh... Yeah.	Nu... Jes.
line:2089db44	Uhhhm we're not exactly.	Nu, ne tute.
line:3ed62e6b	Uhm, no, I'll just be REALLY upset.	Nu, ne. Mi simple estos TRE malkontenta.
line:f0a579a5	Uhm...	Nu...
line:cc295885	uhm... <size=60%>no?	Nu... <size=60%>Ne?
line:29237bc3	Use the crowbar to open and place it in storage, would you?	Malfermu la keston per la levstango kaj metu ĝin en la deponejon, ĉu bone?
line:1ec0dc6a	Use the sprayer on the wall to wash me off.	Uzu la ŝprucigilon sur la muro por ellavi min.
line:a716d3b8	Uunf. T-that was... Rather undignified.	Uunf. T-tio estis... Sufiĉe maldigna.
line:a37177dd	V-very well. I'll try.	T-tre bone. Mi provos.
line:209ddf97	Very cool	Tre mojose.
line:2f10f572	Very well. Don't let me interrupt the wash then!	Tre bone. Mi do ne interrompu la lavadon!
line:7678511c	Wah- huh- <size=80%>oah. <size=60%>we don't-	Kio... Ĉu... <size=80%>Ho. <size=60%>Ni ne...
line:82e2c158	Wait a sec, I need to open the gate.	Atendu momenton, mi devas malfermi la pordegon.
line:9c7a2fb7	Wait a sec, I need to open the gate.	Atendu momenton, mi devas malfermi la pordegon.
line:8ab5686b	Was great! Ryan is a sweetheart.	Bonega! Rajano estas karulo.
line:d8c9f912	Was just doing my job!	Mi nur faris mian laboron!
line:148a63c8	Was just trying to play along. Happy to see you!	Mi nur provis sekvi la ŝercon. Mi ĝojas vidi vin!
line:56261ccb	Was still good though! I like how it feels sliding down.	Sed ĝi ankoraŭ estis bona! Mi ŝatas senti ĝin gliti malsupren.
line:4d002f47	Was... <i>Really</i> upset I was muddy.	Ŝi estis... <i>vere</i> kolera, ĉar mi estis kota.
line:014b5da5	Watch where those paws are going would you?	Atentu, kien iras tiuj manoj, ĉu bone?
line:3028feb5	We also had sex after our date.	Ni ankaŭ seksumis post la rendevuo.
line:d132db41	We can just lay here...	Ni povas simple kuŝi ĉi tie...
line:4da8b942	We can make an opening.	Ni trovos lokon por vi.
line:8c563ab8	We can make an opening.	Ni trovos lokon por vi.
line:33a79dbe	We do! Are you... from the college...?	Jes! Ĉu vi estas... de la altlernejo...?
line:b83ec453	We got your request for the mount!	Ni ricevis vian peton pri seksapogilo!
line:8b7b8d6b	We went out to eat. Had some good conversation.	Ni iris manĝi. Ni bone konversaciis.
line:74706bb3	We will need to clean the floors...	Ni devos lavi la plankon...
line:df8fb8c9	We'll be going out to this seafood place-	Ni iros al restoracio kun marmanĝaĵoj...
line:110a2ced	Welcome back!	Bonvenon reen!
line:b042f12a	Welcome back!	Bonvenon reen!
line:c46f5033	Well great, I appreciate your discretion, I'll be headed off to the apothecary.	Tre bone, mi dankas vian diskretecon. Mi iros al la apotekisto.
line:08f40e32	Well I had a good time, see you later then!	Nu, estis agrable. Ĝis poste!
line:c1e8b05d	Well I had a good time, see you later then!	Nu, estis agrable. Ĝis poste!
line:fcff7b00	Well, go to the window and speak with your customer.	Nu, iru al la fenestro kaj parolu kun via kliento.
line:fc1e497a	Well, good luck getting your hands around all of me.	Nu, bonŝancon ĉirkaŭpreni min tutan per viaj manoj.
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	Nu, mi ŝatas la koloron. Sed mi kredas, ke tio ne rilatas al mia propra nuanco.
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	Nu, drako... Sed vi scias, kion mi celas.
line:f7f87f6c	Well, That's why I'm here!	Nu, ĝuste tial mi estas ĉi tie!
line:629d89d1	Well, yes. I mean more... Primally?	Nu, jes. Mi celas pli... instinkte?
line:8aa0fc1a	Well, you are one hell of a catch.	Nu, iu vere bonŝancus havi vin.
line:5d34e715	Well, you better get one then!	Do prefere akiru unu!
line:f16e75f3	Well...	Nu...
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	Ni iris al la drinkejo... La etoso varmiĝis. Vi povas imagi la sekvon... <size=70%>Ha...
line:2e0ec324	Wha..?	Kio...?
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	Kiooo? Nenio malbona en tio! Mi pensis, ke vi ŝatus scii.
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	Kiooo? Estas bone certigi, ke oni varmiĝis!
line:bd66082e	What about a movie?	Kiel pri filmo?
line:ee3c126b	What about your private washers?	Kaj viaj privataj lavistoj?
line:871137eb	What about?	Pri kio?
line:bb3b6c71	What brings you in so late?	Kio venigas vin tiel malfrue?
line:2dd518f0	What do you mean?	Kion vi celas?
line:2fae1274	What do you mean?	Kion vi celas?
line:3c2c53dc	What do you mean?	Kion vi celas?
line:838cdf1b	What do you think of me?	Kion vi pensas pri mi?
line:c2bdc402	What does the number 7 taste like?	Kiel gustas la nombro 7?
line:56fc085a	What happened!?	Kio okazis?!
line:0bc56d4d	what happened?	Kio okazis?
line:8c3b76ea	What is it?	Kian?
line:44b711a0	What is..	Kio estas...
line:53301d3b	What kind of egg was that?	Kia ovo estis tio?
line:073701b7	What kind of movie are you thinking?	Pri kia filmo vi pensas?
line:03cf1c9a	What kind of question?	Kian demandon?
line:003700c7	What kinds of classes do you teach?	Kiajn lecionojn vi instruas?
line:e2406cc4	What now?	Kio nun?
line:0c583118	What was in those opened crates?	Kio estis en tiuj malfermitaj kestoj?
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	Kio?! Terure! Vi eĉ ne havas seksapogilon...?
line:8ebd442e	What's got you looking so happy?	Kio tiel ĝojigas vin?
line:fc7aaaa0	What's teaching like?	Kia estas instruado?
line:f99840cd	What's that?	Kio estas tio?
line:1a0b719d	What's up?	Pri kio temas?
line:29359884	What's up?	Pri kio temas?
line:8d5c7802	What's up?	Pri kio temas?
line:712f9d7c	what?	Kio?
line:766c2abd	What? All the best places do it!	Kio? Ĉiuj plej bonaj lokoj faras tion!
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	Kio? Mi estas profesoro! Ĉu vi ne vidas tion laŭ mia blazono?
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	Kio? Sincera komplimento faras nenian malbonon!
line:b2fe309b	Whats got you in a good mood?	Kio tiel bonhumorigas vin?
line:93a145d4	Whats up, big guy?	Kio estas, grandulo?
line:4efe8211	Whats up?	Kio estas?
line:866cd495	Whats up?	Kio estas?
line:bfc04b3a	Whats up?	Kio estas?
line:e01885c3	Whats up?	Kio estas?
line:f7d786b6	Whats with all the... Gloop?	Kio estas tiu tuta... ŝlimaĵo?
line:c4c81aa9	Whats your favorite part about him?	Kion vi plej ŝatas pri li?
line:ff6ef027	When do you actually end the relationship?	Kiam vi efektive finas ĝin?
line:2ffe284b	When I met him at first I was falling back on my old script.	Kiam mi unue renkontis lin, mi revenadis al mia malnova konduto.
line:eb019075	When you're done go ahead and hit the button.	Kiam vi finos, simple premu la butonon.
line:5d4e9392	Where did he go...?	Kien li iris...?
line:7af04961	Where would you like to go?	Kien vi ŝatus iri?
line:7e9389a7	Which college?	Kiu altlernejo?
line:2d315c6c	Who knew a dragon could get so dirty, huh?	Kiu imagus, ke drako povas tiel malpuriĝi, ĉu?
line:a97338b0	Who knew places such as this existed so readily available to the public!	Kiu imagus, ke tiaj lokoj estas tiel facile alireblaj por la publiko!
line:8b7915f4	Who's that?	Kiu estas?
line:ebd63f8c	Who's there?	Kiu estas tie?
line:eea7573f	Whoa! Cold!	Ho ve! Malvarme!
line:1acbd02a	Whoops	Ups.
line:5a6c0d31	Whoops	Ups.
line:afc6c00a	Whoops	Ups.
line:c30013ff	Whoops	Ups.
line:9df56a3a	why are you here so late?	Kial vi venas tiel malfrue?
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	Mi kredas, ke mi kaj Rajano iros al rendevuo ĉi-vespere.
line:c236bdf9	Woah. Uhm.	Ho ve. Nu...
line:390f05be	Woah... What is that in your mouth?	Ho... Kio estas en via buŝo?
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	Ho... Vi volas, ke mi uzu tion? Eĉ kun la manĝaĵo? Bone!
line:4cacfab8	Wonderful to hear you're seeing someone!	Estas mirinde aŭdi, ke vi renkontiĝas kun iu!
line:f6fdf321	Wonderful to hear you're seeing someone!	Estas mirinde aŭdi, ke vi renkontiĝas kun iu!
line:7e2421b6	Wonderful to hear.	Mirinde aŭdi tion.
line:36d49875	Wonderful!	Mirinde!
line:6046bedf	Wonderful!	Mirinde!
line:ab423ac7	Wonderful!	Mirinde!
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	Mirinde. Havu <i>produktivan</i> tagon.
line:ec771552	Woops.	Ups.
line:51bcff68	Would that interest you?	Ĉu tio interesus vin?
line:8c8591ec	Would you care to join me at the college library this evening...?	Ĉu vi volus akompani min al la altlerneja biblioteko ĉi-vespere...?
line:985436e6	Wouldn't that be degrading?	Ĉu tio ne estus humiliga?
line:1e027369	Wow thanks, that feels good.	Ho, dankon, tio estas agrabla.
line:737184f5	Wow!	Ŭaŭ!
line:ead1bf44	Wow, it's an experience seeing you eat like that.	Ho, estas aparta sperto vidi vin manĝi tiel.
line:5da1e074	Y'know?	Ĉu vi komprenas?
line:79352475	Ya.	Jes.
line:f6c14e05	Ya.	Jes.
line:b6add8e0	Yea! I do!	Jes! Tiel estas!
line:b44edd29	Yeaaah I'm not sticking with that one.	Jeees, mi ne konservos tiun kromnomon.
line:7a471225	Yeaaah.	Jeees.
line:5483c5fd	Yeah	Jes.
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	Jes, li ŝajnas scii, kiel provoki reagon.
line:63024a1f	Yeah he's improved a lot.	Jes, li multe pliboniĝis.
line:5847a779	Yeah I have.	Jes, mi jam parolis kun li.
line:f3b5952a	Yeah I'm happy too.	Jes, mi ankaŭ feliĉas.
line:fb47f998	Yeah it go BRRT haha.	jes, ĝi faras BRRT, haha.
line:eef9b2bb	Yeah It's fine. Sorry.	Jes, ĉio bonas. Pardonu.
line:fbc80e96	Yeah let me get that for you.	Jes, mi malfermos por vi.
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	Jes, mi estas tute kota. Mi amas petoli en la publika parko.
line:108de471	Yeah that sounds pretty good.	Jes, tio sonas sufiĉe bone.
line:fdd800c2	Yeah! clean as always.	Jes! Pura kiel ĉiam.
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	Jes! Konrado, li estas adorinda. Kvankam li malamus aŭdi min diri tion.
line:ab1bc039	Yeah! I feel clean.	Jes! Mi sentas min pura.
line:6733a3df	Yeah! I'm going on a date with him soon.	Jes! Mi baldaŭ havos rendevuon kun li.
line:66727cce	Yeah! It has food that should be good for both of us.	Jes! Estas manĝaĵo, kiu devus taŭgi por ni ambaŭ.
line:b482634c	Yeah! its useful.	Jes! Estas utile.
line:da9cfdcf	Yeah! Just went on a date with Conrad.	Jes! Mi ĵus havis rendevuon kun Konrado.
line:3f153aaf	Yeah! Just went on a date with Ryan.	Jes! Mi ĵus havis rendevuon kun Rajano.
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	Jes! Dankon pro la manĝaĵo. Mi malfermos la pordegon.
line:c87d632b	Yeah! That would be amazing.	Jes! Tio estus mirinda.
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	Jes, ekde la disiĝo mi serĉas ion novan.
line:bee397db	Yeah, he's so kind to me.	Jes, li estas tiel afabla al mi.
line:4815ddba	Yeah, I've got one.	Jes, mi havas.
line:24efaa49	Yeah, me too. He's real nice.	Jes, ankaŭ mi. Li estas vere afabla.
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	Nu, ne, kamarado. Vi devas oferti tion. Mi bone pagos!
line:266f699d	Yeah, taste good!	Jes, ĝi bongustas!
line:67cc394b	Yeah, that was scary at first.	Jes, komence tio timigis min.
line:a9980f5e	Yeah, this has been super nice.	Jes, estis tre agrable.
line:54c44240	Yeah, you're right.	Jes, vi pravas.
line:bb1827c7	Yeah- Though only if you want!	Jes... Sed nur se vi volas!
line:7311dc01	Yeah.	Jes.
line:95e2f7cc	Yeah.	Jes.
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	Jes. <size=90%>Ho... <size=80%>Vi scias. Mi estas... <size=70%>Haha. Jes. Mhm!
line:a28a70c6	Yeah. At least I got to meet you because of it.	Jes. Almenaŭ danke al tio mi renkontis vin.
line:e5937e30	Yeah. I like fish!	Jes. Mi ŝatas fiŝojn!
line:0372e0d1	Yeah. It wasn't too expensive.	Jes. Ne estis tro multekoste.
line:6804839d	Yeah. It's hard to unwind groups after something like that.	Jes. Estas malfacile malimpliki amikarojn post tia afero.
line:6e0e4e11	Yeah. You two will be cute.	Jes. Vi estos ĉarmaj kune.
line:616121a9	Yeah...	Jes...
line:f244d080	Yeah... He's really great.	Jes... Li estas vere bonega.
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	Jes... Mi neniam havis rendevuon kun koboldo antaŭe.
line:8eeb7e28	Yeah... It really isn't.	Jes... Vere ne estas.
line:039a0c83	Yeah?	Ĉu jes?
line:2fb3fe55	Yeah?	Ĉu jes?
line:92bd78f3	Yeah?	Ĉu jes?
line:3690a3eb	Yeah? I don't even see a mount.	Ĉu jes? Mi eĉ ne vidas seksapogilon.
line:ea2adb20	Yeah? tell me about it!	Ĉu jes? Rakontu!
line:78eccd9b	Yellow lime.	Flava limeo.
line:5fd7bc69	Yep!	Jes!
line:b6c878fa	Yep!	Jes!
line:fcff76d4	Yep! I'll get the gate.	Jes! Mi malfermos la pordegon.
line:3cdcbd4a	Yes	Jes.
line:991dc643	Yes	Jes.
line:e535cacb	Yes	Jes.
line:fb4265f7	Yes	Jes.
line:4ab6c5a9	yes	Jes
line:db98be35	Yes right this way.	Jes, ĉi tien.
line:52010e35	YES!	JES!
line:c4310942	Yes!	Jes!
line:d5f94e23	Yes!	Jes!
line:5592e639	Yes, welcome to Drag'N Wash!	Jes, bonvenon al Drag'N Wash!
line:f676b9a8	Yes, welcome to Drag'n wash!	Jes, bonvenon al Drag'N Wash!
line:a610ce0b	YES.	JES.
line:85fd5266	Yes.	Jes.
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	Jes. Mi bezonas lavadon. La situacio estas tre urĝa!
line:c4595dd5	Yes. It's invigorating to be so candid.	Jes. Estas viglige esti tiel sincera.
line:d7e50f2d	Yes..	Jes..
line:5811655d	Yes... But I believe we need to clean the floors.	Jes... Sed mi kredas, ke ni devas lavi la plankon.
line:9444cdba	Yip	Jip.
line:14d2c62f	Yip!	Jip!
line:296ff3f4	Yip!	Jip!
line:3d516ddb	Yip!	Jip!
line:3e870ad0	Yip!	Jip!
line:5544e245	Yip!	Jip!
line:5efde4e2	Yip!	Jip!
line:c3e1f198	Yip!	Jip!
line:e662501c	Yip!	Jip!
line:5e181cf4	Yip! <size=70%>(Gate)	Jip! <size=70%>(Pordego)
line:b12a3f31	Yip! <size=70%>(idk)	Jip! <size=70%>(Mi ne scias)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	Jip! <size=70%>(Estas ĉar dormanta parto de via draka menso rememoras la profundan lingvan ligon inter via speco kaj la mia, kiu portas la profundan signifon kaj intencon de koboldaj «jipoj». Via subita kompreno venas simple de nia ligo, kiu kreskis kun la tempo kaj aktivigis tiun parton de via menso.)
line:5935a413	Yip! <size=70%>(Yes)	Jip! <size=70%>(Jes)
line:f1c14f75	Yip-Man - The Final Yip	Jip-Man: La Lasta Jipo.
line:4b9046ec	Yip-Man movies are real corny...	La filmoj pri Jip-Man estas tre kiĉaj...
line:3d6b2203	You again?	Ĉu vi denove?
line:81416c72	You already are, whats up?	Vi jam faras. Pri kio temas?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	Ĉu vi ankaŭ faras <i>specialajn finojn</i> ĉi tie?
line:e553c773	You also introduced me to Conrad.	Vi ankaŭ konigis min kun Konrado.
