# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	喂，大狗。
line:60f14972	Well, I do enjoy the color. But I believe that is unrelated to my hue.	嗯，我的確鍾意呢隻色。不過我諗同自己嘅膚色無關。
line:c9f270de	Well, I'm a dragon- but... You know what I mean.	呃，我係龍先啱——不過……你明我意思啦。
line:f7f87f6c	Well, That's why I'm here!	所以我咪喺度囉！
line:629d89d1	Well, yes. I mean more... Primally?	嗯，係。不過我指嘅係更……本能嗰方面？
line:8aa0fc1a	Well, you are one hell of a catch.	你條件咁好，好搶手㗎。
line:5d34e715	Well, you better get one then!	咁你最好買返個啦！
line:f16e75f3	Well...	咁……
line:a71a8385	Went to the bar... Things got spicy. You can imagine what happened next... <size=70%>Hah...	去咗酒吧……氣氛愈嚟愈火熱。之後發生咩事，你估到啦……<size=70%>哈……
line:2e0ec324	Wha..?	咩……？
line:29ec93b2	Whaaat. Nothing wrong with it! figured you'd like to know.	咩呀，冇問題吖！我估你會想知。
line:18e5a573	Whaaat? It's good to make sure you're warmed up!	咩呀？做足熱身先，幾好！
line:bd66082e	What about a movie?	不如睇戲？
line:ee3c126b	What about your private washers?	咁你啲私人洗浴師呢？
line:871137eb	What about?	講咩呀？
line:bb3b6c71	What brings you in so late?	點解咁夜先嚟？
line:2dd518f0	What do you mean?	咩意思？
line:2fae1274	What do you mean?	咩意思？
line:3c2c53dc	What do you mean?	咩意思？
line:838cdf1b	What do you think of me?	你覺得我點？
line:c2bdc402	What does the number 7 taste like?	數字 7 係咩味㗎？
line:56fc085a	What happened!?	發生咩事！？
line:0bc56d4d	what happened?	發生咩事？
line:8c3b76ea	What is it?	係咩？
line:44b711a0	What is..	呢個係……
line:53301d3b	What kind of egg was that?	頭先係咩蛋嚟㗎？
line:073701b7	What kind of movie are you thinking?	你想睇邊套？
line:03cf1c9a	What kind of question?	邊類問題？
line:003700c7	What kinds of classes do you teach?	你教邊啲科目？
line:e2406cc4	What now?	而家點？
line:0c583118	What was in those opened crates?	嗰啲開咗嘅木箱裝住乜？
line:5a195ff2	What!? that's terrible! You don't even have a mount...?	吓！？咁差㗎！你連交配架都冇……？
line:8ebd442e	What's got you looking so happy?	咩事令你咁開心呀？
line:fc7aaaa0	What's teaching like?	教書係點㗎？
line:f99840cd	What's that?	咩嚟㗎？
line:1a0b719d	What's up?	咩事？
line:29359884	What's up?	咩事？
line:8d5c7802	What's up?	咩事？
line:712f9d7c	what?	咩話？
line:766c2abd	What? All the best places do it!	咩？最好嗰啲舖間間都有㗎！
line:159a1d54	What? I'm a professor! Can't you tell from my crest?	咩？我係教授！你睇我個徽飾都睇唔出？
line:9aa86a9b	What? There is no harm caused by a genuine compliment!	咩？真誠讚美，又有何不可？
line:b2fe309b	Whats got you in a good mood?	咩事令你心情咁好？
line:93a145d4	Whats up, big guy?	咩事呀，大隻仔？
line:4efe8211	Whats up?	咩事呀？
line:866cd495	Whats up?	咩事呀？
line:bfc04b3a	Whats up?	咩事呀？
line:e01885c3	Whats up?	咩事呀？
line:f7d786b6	Whats with all the... Gloop?	你身上啲……黏糊糊嘅嘢係乜？
line:c4c81aa9	Whats your favorite part about him?	你最鍾意佢邊樣？
line:ff6ef027	When do you actually end the relationship?	咁究竟幾時先應該分手？
line:2ffe284b	When I met him at first I was falling back on my old script.	啱啱識佢嗰陣，我又開始用返以前嗰套。
line:eb019075	When you're done go ahead and hit the button.	搞掂之後就撳個掣啦。
line:5d4e9392	Where did he go...?	佢去咗邊……？
line:7af04961	Where would you like to go?	你想去邊？
line:7e9389a7	Which college?	邊間學院？
line:2d315c6c	Who knew a dragon could get so dirty, huh?	邊估到條龍可以搞到咁污糟，係咪？
line:a97338b0	Who knew places such as this existed so readily available to the public!	估唔到一般市民都可以咁方便享用呢類地方！
line:8b7915f4	Who's that?	邊個呀？
line:ebd63f8c	Who's there?	邊個喺度？
line:eea7573f	Whoa! Cold!	嘩！好凍！
line:1acbd02a	Whoops	哎呀。
line:5a6c0d31	Whoops	哎呀。
line:afc6c00a	Whoops	哎呀。
line:c30013ff	Whoops	哎呀。
line:9df56a3a	why are you here so late?	點解咁夜仲嚟？
line:bb8583c1	With Ryan, I'm pretty sure we're gonna go on a date tonight.	我同賴恩，好大機會今晚會去約會。
line:c236bdf9	Woah. Uhm.	嘩。呃。
line:390f05be	Woah... What is that in your mouth?	嘩……你個口含住乜？
line:4b93b009	Woah... You want me to use that? Even with the food? Alright!	嘩……你想我用嗰個？有嘢食喺度都用？好啦！
line:4cacfab8	Wonderful to hear you're seeing someone!	知道你有約會對象，真好！
line:f6fdf321	Wonderful to hear you're seeing someone!	知道你有約會對象，真好！
line:7e2421b6	Wonderful to hear.	聽到真好。
line:36d49875	Wonderful!	太好喇！
line:6046bedf	Wonderful!	太好喇！
line:ab423ac7	Wonderful!	太好喇！
line:5a9abbd4	Wonderful. Have a <i>productive</i> day.	非常好。祝你今日<i>工作順利</i>。
line:ec771552	Woops.	哎呀。
line:51bcff68	Would that interest you?	你有冇興趣？
line:8c8591ec	Would you care to join me at the college library this evening...?	今晚，你願唔願意陪我去學院圖書館……？
line:985436e6	Wouldn't that be degrading?	咁唔會有失尊嚴咩？
line:1e027369	Wow thanks, that feels good.	嘩，唔該，好舒服。
line:737184f5	Wow!	嘩！
line:ead1bf44	Wow, it's an experience seeing you eat like that.	嘩，睇你咁食嘢真係大開眼界。
line:5da1e074	Y'know?	明唔明？
line:79352475	Ya.	鍾意。
line:f6c14e05	Ya.	係。
line:b6add8e0	Yea! I do!	係呀！我係好型！
line:b44edd29	Yeaaah I'm not sticking with that one.	係呀……我唔會再用呢個名。
line:7a471225	Yeaaah.	係呀……
line:5483c5fd	Yeah	係呀。
line:3a5d5ca4	Yeah he seems like he'd push some buttons.	係呀，佢睇落幾識撩人。
line:63024a1f	Yeah he's improved a lot.	係呀，佢改咗好多。
line:5847a779	Yeah I have.	傾過喇。
line:f3b5952a	Yeah I'm happy too.	係呀，我都好開心。
line:fb47f998	Yeah it go BRRT haha.	係呀，一撳就嗶——咁響，哈哈。
line:eef9b2bb	Yeah It's fine. Sorry.	冇事。唔好意思。
line:fbc80e96	Yeah let me get that for you.	可以，我幫你開。
line:f212b2de	Yeah so I'm all muddy and stuff, love romping around in the public park.	係呀，我成身泥嗰啲，好鍾意喺公園周圍跑嚟跑去。
line:108de471	Yeah that sounds pretty good.	係呀，聽落幾好。
line:fdd800c2	Yeah! clean as always.	係呀！同平時一樣乾淨。
line:dee4a32d	Yeah! Conrad, he's adorable. Though he'd hate I said that.	有呀！康拉德，佢好可愛。不過佢實唔鍾意我咁講。
line:ab1bc039	Yeah! I feel clean.	係呀！我覺得乾淨晒。
line:6733a3df	Yeah! I'm going on a date with him soon.	係呀！我遲啲同佢約會。
line:66727cce	Yeah! It has food that should be good for both of us.	係呀！入面有啲我哋兩個都啱食嘅嘢。
line:b482634c	Yeah! its useful.	係呀！好實用。
line:da9cfdcf	Yeah! Just went on a date with Conrad.	係呀！啱啱同康拉德去完約會。
line:3f153aaf	Yeah! Just went on a date with Ryan.	係呀！啱啱同賴恩去完約會。
line:77ca2316	Yeah! Thanks for the food. I'll go get the gate.	好呀！多謝你啲嘢食。我去開閘。
line:c87d632b	Yeah! That would be amazing.	係呀！咁就太好喇。
line:71c0ee9a	Yeah, ever since the breakup I've been looking for something new.	係呀，分手之後，我一直想搵啲新嘗試。
line:bee397db	Yeah, he's so kind to me.	係呀，佢對我好好。
line:4815ddba	Yeah, I've got one.	有，我有。
line:24efaa49	Yeah, me too. He's real nice.	係呀，我都係。佢真係好好。
line:6fa847ba	Yeah, nah. Mate you gotta get in on this. I'll pay good!	唔係喎，老友，你要做埋呢啲先得。我會畀多啲錢！
line:266f699d	Yeah, taste good!	係呀，好食！
line:67cc394b	Yeah, that was scary at first.	係呀，一開始真係嚇親。
line:a9980f5e	Yeah, this has been super nice.	係呀，今次真係好開心。
line:54c44240	Yeah, you're right.	嗯，你講得啱。
line:bb1827c7	Yeah- Though only if you want!	係——不過你想先好！
line:7311dc01	Yeah.	好呀。
line:95e2f7cc	Yeah.	係呀。
line:9fd5b834	Yeah. <size=90%>Oh- <size=80%>you know. I'm like... <size=70%>Haha. Yeah. Mhm!	係呀。<size=90%>哦——<size=80%>你知啦。我即係……<size=70%>哈哈。係呀。嗯！
line:a28a70c6	Yeah. At least I got to meet you because of it.	係呀。至少因為咁，我先識到你。
line:e5937e30	Yeah. I like fish!	鍾意。我鍾意食魚！
line:0372e0d1	Yeah. It wasn't too expensive.	係呀，又唔算太貴。
line:6804839d	Yeah. It's hard to unwind groups after something like that.	係呀。發生咗咁嘅事，要理清共同朋友圈唔容易。
line:6e0e4e11	Yeah. You two will be cute.	係呀，你哋兩個一定好可愛。
line:616121a9	Yeah...	係呀……
line:f244d080	Yeah... He's really great.	係呀……佢真係好好。
line:5bab2df8	Yeah... I've never gone on a date with a kobold before.	係呀……我以前未同狗頭人約會過。
line:8eeb7e28	Yeah... It really isn't.	係呀……真係唔容易。
line:039a0c83	Yeah?	係？
line:2fb3fe55	Yeah?	係？
line:92bd78f3	Yeah?	係？
line:3690a3eb	Yeah? I don't even see a mount.	係呀？我連交配架都唔見有個。
line:ea2adb20	Yeah? tell me about it!	係咩？講嚟聽吓！
line:78eccd9b	Yellow lime.	黃色青檸。
line:5fd7bc69	Yep!	係呀！
line:b6c878fa	Yep!	係呀！
line:fcff76d4	Yep! I'll get the gate.	好呀！我去開閘。
line:3cdcbd4a	Yes	可以。
line:991dc643	Yes	會。
line:e535cacb	Yes	係呀。
line:fb4265f7	Yes	可以。
line:4ab6c5a9	yes	有
line:db98be35	Yes right this way.	有，呢邊請。
line:52010e35	YES!	好呀！！
line:c4310942	Yes!	好呀！
line:d5f94e23	Yes!	有呀！
line:5592e639	Yes, welcome to Drag'N Wash!	係呀，歡迎嚟到 Drag'N Wash！
line:f676b9a8	Yes, welcome to Drag'n wash!	係呀，歡迎嚟到 Drag'N Wash！
line:a610ce0b	YES.	有呀！
line:85fd5266	Yes.	可以。
line:152cb8ad	Yes. I'm in need of a clean. The situation is rather dire!	係。我需要清潔。情況相當嚴峻！
line:c4595dd5	Yes. It's invigorating to be so candid.	係。咁坦誠，令人精神一振。
line:d7e50f2d	Yes..	好……
line:5811655d	Yes... But I believe we need to clean the floors.	係……不過我諗我哋需要清潔地板。
line:9444cdba	Yip	吱。
line:14d2c62f	Yip!	吱！
line:296ff3f4	Yip!	吱！
line:3d516ddb	Yip!	吱！
line:3e870ad0	Yip!	吱！
line:5544e245	Yip!	吱！
line:5efde4e2	Yip!	吱！
line:c3e1f198	Yip!	吱！
line:e662501c	Yip!	吱！
line:5e181cf4	Yip! <size=70%>(Gate)	吱！<size=70%>（開閘）
line:b12a3f31	Yip! <size=70%>(idk)	吱！<size=70%>（唔知喎）
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	吱！<size=70%>（因為你龍族大腦入面沉睡嘅部分，開始記起我哋兩族深藏嘅語言聯繫。當中包含狗頭人「吱」聲嘅深層意思同意圖。你突然明白，只係因為我哋嘅關係隨住時間加深，啟動咗你大腦嗰個部分。）
line:5935a413	Yip! <size=70%>(Yes)	吱！<size=70%>（係）
line:f1c14f75	Yip-Man - The Final Yip	吱俠——最後一吱
line:4b9046ec	Yip-Man movies are real corny...	吱俠啲戲真係幾老土……
line:3d6b2203	You again?	又係你？
line:81416c72	You already are, whats up?	你咪問緊囉，咩事？
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	呢度都有<i>特別收尾服務</i>，係咪？
line:e553c773	You also introduced me to Conrad.	你仲介紹咗康拉德畀我識。
line:feb8727e	You always make me feel welcomed.	你成日都令我覺得自己好受歡迎。
line:563d71ba	You are too!	你都係！
line:4efafbb0	You are very skilled with your hands	你雙手真係好靈巧。
line:0dd63830	You brought food in?	你帶咗嘢食嚟？
line:38043f6c	You can act however you like around me.	喺我面前，你想點就點。
line:3fbd01fb	You can come in whenever!	你幾時嚟都得！
line:0eb37f1a	You can stay here if you want.	你想嘅話，可以留喺度。
line:ecc04e16	You decide!	你決定啦！
line:19698f13	You didn't even open the watermelon.	你連個西瓜都冇切開。
line:7e8c1ae2	You do know how to use your hands pretty well.	你對手真係幾有技巧。
line:7023b6b4	You don't deserve that.	我唔應該咁對你。
line:c0cc0f2d	You got a medkit?	你有冇急救箱？
line:c2b3c28a	you know about getting back into the dating scene...	即係，重新識人拍拖嗰件事……
line:512df07c	You know what that means.	你知即係咩意思啦。
line:e613cbe3	You know what that means...	你知即係咩意思啦……
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	你知嗎……呢度環境相當宜人。好有……無產階級氣息。
line:404b17ef	You look good this clean!	洗乾淨咗，你好好睇！
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	唔使擔心。洗浴師工會……比我有權勢得多。
line:3fab049a	You probably shouldn't.	你最好唔好試。
line:0bc044da	You ready for this?	準備好未？
line:f0a0565a	You ready to go back in to the club?	準備好返入夜店未？
line:c0e34d36	You really ate that entire thing... Woah.	你真係成嚿吞晒……嘩。
line:82cf49aa	You seemed to enjoy yourself.	睇嚟你好享受。
line:ba66095e	You set a good example.	你係個好榜樣。
line:6c2a1901	You should be all clean!	你應該乾淨晒喇！
line:36779352	You should be.	你係應該期待。
line:86154a64	You should feel it and check for me	你應該摸吓，幫我確認。
line:20503ab0	You sure? It's not like... fun stuff.	你肯定？呢啲又唔係……咩開心事。
line:0a0d6bc0	You too! I'll go get the gate.	我都係！我去開閘。
line:e3106999	You too. Thanks for the wash.	我都係。多謝你幫我沖涼。
line:fc97aa74	You too. Thanks for the wash.	我都係。多謝你幫我沖涼。
line:5e4d645c	You two are really cute together...	你哋兩個一齊真係好可愛……
line:b76a2a43	You were really going at it.	你頭先真係好投入。
line:83aa1a23	You work at a college?	你喺學院做嘢㗎？
line:85fa0d03	You'd need a dragon stomach first!	你要有個龍胃先得！
line:ebd2af6b	You'll have to give me all the Ryan details soon.	一陣你要講晒賴恩啲細節畀我聽。
line:6c71dd83	You'll have to tell me all about it.	你一定要詳細話我知。
line:91ab30f5	You'll have to tell me how you two work out!	你哋之後點，一定要話我知！
line:ffeff59b	You'll have to tell me more inside.	入嚟之後，你要講多啲畀我聽。
line:5eb243c2	You'll like it.	你會鍾意。
line:6acf7c77	You'll need to let them in afterwards of course.	之後梗係要畀佢入嚟。
line:6b63d2d8	You'll take care of everything?	你會照顧好一切？
line:f2527ed7	You're <i>spotless.	你已經<i>一塵不染。
line:23ae97e6	You're a big deal	你真有分量。
line:323e546b	You're a good friend too, I'll go get the gate.	你都係好朋友。我去開閘。
line:44e97be7	You're always welcome here, Ryan.	賴恩，呢度永遠歡迎你。
line:09e5bf43	You're cute by the way.	順帶一提，你好可愛。
line:277d8257	You're fine. Thank you.	你冇問題。多謝。
line:8c269acb	You're going to love it.	你一定會好鍾意。
line:173782fa	You're good at it.	你做得好好。
line:1dca8fa0	You're just a very comfortable person to be around.	只係同你一齊，真係令人好放鬆。
line:42124159	You're just a very comfortable person to be around.	只係同你一齊，真係令人好放鬆。
line:d3b6d22a	You're kind. It's more than I deserve.	你真好。我唔值得你對我咁好。
line:ca72bf2d	You're okay. You're clearly going through a lot.	冇事。睇得出你經歷咗好多。
line:68887509	You're one of my favorite clients!	你係我最鍾意嘅客人之一！
line:c4cc497f	You're pretty hot.	你幾性感。
line:b6603dc7	You're right. I shouldn't pry.	你講得啱。我唔應該問咁多。
line:31ab814e	You're right... Theres no way you could.	你講得啱……你點會答到呢。
line:470cd652	You're the first person I've met who's only expectation is for me to be...	你係我遇過第一個人，唯一嘅期望就係我做返……
line:f718a7eb	You're the professor here. Must be correct.	你先係教授，你一定啱。
line:15f55959	You're very sweet.	你真係好體貼。
line:bc6cc4d2	You're very sweet.	你真係好體貼。
line:6289a322	You're very welcome.	唔使客氣。
line:39ddd682	You're...	你係……
line:6e94f373	You're... cool.	你……幾好。
line:61c96494	You're... Not that dirty.	你……唔算好污糟啫。
line:8bab3246	You're... very forward.	你……真係好直接。
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	你同賴恩有咩新進展，要話我知，得唔得？
line:a5a8a9d5	Your crest is cool. What is it?	你個徽飾幾型。係咩嚟㗎？
line:3890b91c	Your date with Ryan.	你同賴恩個約會。
line:82109412	Your secret's safe with me.	你嘅秘密，我會守住。
line:ed8e7994	Yours doesn't. It's nice.	你嘅冇。感覺真好。
line:016a65e8	Yuh, that's me.	係呀，就係我。
line:38eb6d26	Yup!	係呀！
line:7ac62718	Yup. I like it.	係呀。我鍾意。
